season,playerId,teamId,teamN_product,teamN_research,r1PointsResidual,r1WinEqResidual,mismatch,status
2024-25,1628368,1610612758,6905,6905,0,0,NO,COMPARED
2024-25,1628368,1610612759,2430,2430,0,0,NO,COMPARED
2024-25,1628369,1610612738,10587,10587,0,0,NO,COMPARED
2024-25,1628370,1610612758,8545,8545,0,0,NO,COMPARED
2024-25,1628371,1610612753,4369,4369,0,0,NO,COMPARED
2024-25,1628374,1610612762,6152,6152,0,0,NO,COMPARED
2024-25,1628378,1610612739,9308,9308,0,0,NO,COMPARED
2024-25,1628379,1610612763,6333,6333,0,0,NO,COMPARED
2024-25,1628380,1610612741,2303,2303,0,0,NO,COMPARED
2024-25,1628380,1610612759,1736,1736,0,0,NO,COMPARED
2024-25,1628381,1610612762,5113,5113,0,0,NO,COMPARED
2024-25,1628384,1610612752,10928,10928,0,0,NO,COMPARED
2024-25,1628386,1610612739,9655,9655,0,0,NO,COMPARED
2024-25,1628389,1610612748,10589,10589,0,0,NO,COMPARED
2024-25,1628392,1610612760,6484,6484,0,0,NO,COMPARED
2024-25,1628396,1610612754,486,486,0,0,NO,COMPARED
2024-25,1628398,1610612749,4447,4447,0,0,NO,COMPARED
2024-25,1628398,1610612764,3811,3811,0,0,NO,COMPARED
2024-25,1628401,1610612738,10451,10451,0,0,NO,COMPARED
2024-25,1628404,1610612752,11694,11694,0,0,NO,COMPARED
2024-25,1628408,1610612750,149,149,0,0,NO,COMPARED
2024-25,1628415,1610612745,9518,9518,0,0,NO,COMPARED
2024-25,1628418,1610612748,406,406,0,0,NO,COMPARED
2024-25,1628418,1610612754,3489,3489,0,0,NO,COMPARED
2024-25,1628420,1610612756,2343,2343,0,0,NO,COMPARED
2024-25,1628427,1610612743,560,560,0,0,NO,COMPARED
2024-25,1628436,1610612738,5296,5296,0,0,NO,COMPARED
2024-25,1628449,1610612761,3459,3459,0,0,NO,COMPARED
2024-25,1628464,1610612740,2604,2604,0,0,NO,COMPARED
2024-25,1628467,1610612742,2673,2673,0,0,NO,COMPARED
2024-25,1628470,1610612738,788,788,0,0,NO,COMPARED
2024-25,1628470,1610612741,477,477,0,0,NO,COMPARED
2024-25,1628960,1610612756,6277,6277,0,0,NO,COMPARED
2024-25,1628963,1610612763,414,414,0,0,NO,COMPARED
2024-25,1628963,1610612764,756,756,0,0,NO,COMPARED
2024-25,1628964,1610612740,231,231,0,0,NO,COMPARED
2024-25,1628964,1610612746,1414,1414,0,0,NO,COMPARED
2024-25,1628969,1610612752,12218,12218,0,0,NO,COMPARED
2024-25,1628970,1610612766,8345,8345,0,0,NO,COMPARED
2024-25,1628971,1610612740,2356,2356,0,0,NO,COMPARED
2024-25,1628971,1610612761,1443,1443,0,0,NO,COMPARED
2024-25,1628973,1610612752,9338,9338,0,0,NO,COMPARED
2024-25,1628975,1610612741,1366,1366,0,0,NO,COMPARED
2024-25,1628976,1610612753,7120,7120,0,0,NO,COMPARED
2024-25,1628978,1610612750,6658,6658,0,0,NO,COMPARED
2024-25,1628981,1610612761,640,640,0,0,NO,COMPARED
2024-25,1628983,1610612760,10880,10880,0,0,NO,COMPARED
2024-25,1628988,1610612745,3271,3271,0,0,NO,COMPARED
2024-25,1628989,1610612741,3331,3331,0,0,NO,COMPARED
2024-25,1628989,1610612758,3795,3795,0,0,NO,COMPARED
2024-25,1628991,1610612763,9713,9713,0,0,NO,COMPARED
2024-25,1628995,1610612744,349,349,0,0,NO,COMPARED
2024-25,1628997,1610612742,1133,1133,0,0,NO,COMPARED
2024-25,1628997,1610612755,3774,3774,0,0,NO,COMPARED
2024-25,1628998,1610612756,849,849,0,0,NO,COMPARED
2024-25,1628998,1610612766,3968,3968,0,0,NO,COMPARED
2024-25,1629001,1610612744,527,527,0,0,NO,COMPARED
2024-25,1629003,1610612747,1381,1381,0,0,NO,COMPARED
2024-25,1629003,1610612751,2026,2026,0,0,NO,COMPARED
2024-25,1629004,1610612762,3140,3140,0,0,NO,COMPARED
2024-25,1629006,1610612756,1417,1417,0,0,NO,COMPARED
2024-25,1629006,1610612766,1107,1107,0,0,NO,COMPARED
2024-25,1629008,1610612743,10812,10812,0,0,NO,COMPARED
2024-25,1629011,1610612752,1139,1139,0,0,NO,COMPARED
2024-25,1629012,1610612762,7276,7276,0,0,NO,COMPARED
2024-25,1629013,1610612752,3088,3088,0,0,NO,COMPARED
2024-25,1629014,1610612757,9310,9310,0,0,NO,COMPARED
2024-25,1629018,1610612749,7728,7728,0,0,NO,COMPARED
2024-25,1629020,1610612747,2355,2355,0,0,NO,COMPARED
2024-25,1629021,1610612753,2282,2282,0,0,NO,COMPARED
2024-25,1629022,1610612755,1994,1994,0,0,NO,COMPARED
2024-25,1629023,1610612742,7641,7641,0,0,NO,COMPARED
2024-25,1629026,1610612760,4632,4632,0,0,NO,COMPARED
2024-25,1629027,1610612737,11689,11689,0,0,NO,COMPARED
2024-25,1629028,1610612757,4954,4954,0,0,NO,COMPARED
2024-25,1629029,1610612742,3348,3348,0,0,NO,COMPARED
2024-25,1629029,1610612747,4020,4020,0,0,NO,COMPARED
2024-25,1629048,1610612753,5644,5644,0,0,NO,COMPARED
2024-25,1629052,1610612755,559,559,0,0,NO,COMPARED
2024-25,1629056,1610612758,29,29,0,0,NO,COMPARED
2024-25,1629057,1610612757,1456,1456,0,0,NO,COMPARED
2024-25,1629060,1610612747,7480,7480,0,0,NO,COMPARED
2024-25,1629098,1610612745,190,190,0,0,NO,COMPARED
2024-25,1629111,1610612745,2153,2153,0,0,NO,COMPARED
2024-25,1629130,1610612748,7165,7165,0,0,NO,COMPARED
2024-25,1629162,1610612758,748,748,0,0,NO,COMPARED
2024-25,1629162,1610612759,508,508,0,0,NO,COMPARED
2024-25,1629216,1610612747,6205,6205,0,0,NO,COMPARED
2024-25,1629234,1610612746,698,698,0,0,NO,COMPARED
2024-25,1629234,1610612762,2374,2374,0,0,NO,COMPARED
2024-25,1629312,1610612748,7260,7260,0,0,NO,COMPARED
2024-25,1629599,1610612746,7136,7136,0,0,NO,COMPARED
2024-25,1629610,1610612766,4315,4315,0,0,NO,COMPARED
2024-25,1629611,1610612737,2876,2876,0,0,NO,COMPARED
2024-25,1629611,1610612746,2935,2935,0,0,NO,COMPARED
2024-25,1629614,1610612754,7546,7546,0,0,NO,COMPARED
2024-25,1629618,1610612743,2695,2695,0,0,NO,COMPARED
2024-25,1629622,1610612739,5381,5381,0,0,NO,COMPARED
2024-25,1629626,1610612756,1903,1903,0,0,NO,COMPARED
2024-25,1629627,1610612740,3647,3647,0,0,NO,COMPARED
2024-25,1629628,1610612761,7729,7729,0,0,NO,COMPARED
2024-25,1629629,1610612747,2518,2518,0,0,NO,COMPARED
2024-25,1629630,1610612763,6603,6603,0,0,NO,COMPARED
2024-25,1629631,1610612737,4517,4517,0,0,NO,COMPARED
2024-25,1629631,1610612739,2813,2813,0,0,NO,COMPARED
2024-25,1629632,1610612741,10460,10460,0,0,NO,COMPARED
2024-25,1629634,1610612763,5288,5288,0,0,NO,COMPARED
2024-25,1629636,1610612739,9684,9684,0,0,NO,COMPARED
2024-25,1629637,1610612747,4526,4526,0,0,NO,COMPARED
2024-25,1629638,1610612750,8480,8480,0,0,NO,COMPARED
2024-25,1629639,1610612748,10901,10901,0,0,NO,COMPARED
2024-25,1629640,1610612759,7505,7505,0,0,NO,COMPARED
2024-25,1629643,1610612739,90,90,0,0,NO,COMPARED
2024-25,1629643,1610612755,736,736,0,0,NO,COMPARED
2024-25,1629645,1610612746,3612,3612,0,0,NO,COMPARED
2024-25,1629645,1610612749,2461,2461,0,0,NO,COMPARED
2024-25,1629646,1610612759,1568,1568,0,0,NO,COMPARED
2024-25,1629650,1610612742,305,305,0,0,NO,COMPARED
2024-25,1629650,1610612754,212,212,0,0,NO,COMPARED
2024-25,1629651,1610612751,7622,7622,0,0,NO,COMPARED
2024-25,1629652,1610612760,8626,8626,0,0,NO,COMPARED
2024-25,1629655,1610612742,5145,5145,0,0,NO,COMPARED
2024-25,1629656,1610612742,4404,4404,0,0,NO,COMPARED
2024-25,1629656,1610612755,3859,3859,0,0,NO,COMPARED
2024-25,1629659,1610612741,3122,3122,0,0,NO,COMPARED
2024-25,1629660,1610612739,5795,5795,0,0,NO,COMPARED
2024-25,1629661,1610612751,7215,7215,0,0,NO,COMPARED
2024-25,1629667,1610612764,33,33,0,0,NO,COMPARED
2024-25,1629669,1610612740,661,661,0,0,NO,COMPARED
2024-25,1629673,1610612764,8417,8417,0,0,NO,COMPARED
2024-25,1629674,1610612738,3323,3323,0,0,NO,COMPARED
2024-25,1629675,1610612750,9046,9046,0,0,NO,COMPARED
2024-25,1629680,1610612757,1316,1316,0,0,NO,COMPARED
2024-25,1629684,1610612766,1958,1958,0,0,NO,COMPARED
2024-25,1629723,1610612763,2491,2491,0,0,NO,COMPARED
2024-25,1629726,1610612737,3507,3507,0,0,NO,COMPARED
2024-25,1629731,1610612739,5213,5213,0,0,NO,COMPARED
2024-25,1629750,1610612739,659,659,0,0,NO,COMPARED
2024-25,1629750,1610612740,4495,4495,0,0,NO,COMPARED
2024-25,1630162,1610612750,11610,11610,0,0,NO,COMPARED
2024-25,1630163,1610612766,6267,6267,0,0,NO,COMPARED
2024-25,1630164,1610612754,23,23,0,0,NO,COMPARED
2024-25,1630165,1610612751,678,678,0,0,NO,COMPARED
2024-25,1630166,1610612757,8956,8956,0,0,NO,COMPARED
2024-25,1630167,1610612754,6381,6381,0,0,NO,COMPARED
2024-25,1630168,1610612737,8921,8921,0,0,NO,COMPARED
2024-25,1630169,1610612754,9847,9847,0,0,NO,COMPARED
2024-25,1630170,1610612759,7989,7989,0,0,NO,COMPARED
2024-25,1630171,1610612739,4345,4345,0,0,NO,COMPARED
2024-25,1630172,1610612741,6807,6807,0,0,NO,COMPARED
2024-25,1630173,1610612752,4884,4884,0,0,NO,COMPARED
2024-25,1630174,1610612754,4464,4464,0,0,NO,COMPARED
2024-25,1630175,1610612753,4952,4952,0,0,NO,COMPARED
2024-25,1630178,1610612755,7776,7776,0,0,NO,COMPARED
2024-25,1630182,1610612766,7785,7785,0,0,NO,COMPARED
2024-25,1630183,1610612750,10534,10534,0,0,NO,COMPARED
2024-25,1630188,1610612741,4157,4157,0,0,NO,COMPARED
2024-25,1630191,1610612765,6066,6066,0,0,NO,COMPARED
2024-25,1630192,1610612743,2487,2487,0,0,NO,COMPARED
2024-25,1630193,1610612761,3787,3787,0,0,NO,COMPARED
2024-25,1630194,1610612765,1827,1827,0,0,NO,COMPARED
2024-25,1630198,1610612760,6664,6664,0,0,NO,COMPARED
2024-25,1630200,1610612741,1942,1942,0,0,NO,COMPARED
2024-25,1630200,1610612759,1721,1721,0,0,NO,COMPARED
2024-25,1630201,1610612766,141,141,0,0,NO,COMPARED
2024-25,1630202,1610612738,9025,9025,0,0,NO,COMPARED
2024-25,1630205,1610612763,640,640,0,0,NO,COMPARED
2024-25,1630208,1610612756,3319,3319,0,0,NO,COMPARED
2024-25,1630208,1610612766,1866,1866,0,0,NO,COMPARED
2024-25,1630214,1610612738,926,926,0,0,NO,COMPARED
2024-25,1630215,1610612755,2867,2867,0,0,NO,COMPARED
2024-25,1630215,1610612764,1504,1504,0,0,NO,COMPARED
2024-25,1630217,1610612763,9508,9508,0,0,NO,COMPARED
2024-25,1630222,1610612758,171,171,0,0,NO,COMPARED
2024-25,1630224,1610612745,10969,10969,0,0,NO,COMPARED
2024-25,1630227,1610612750,57,57,0,0,NO,COMPARED
2024-25,1630228,1610612744,4641,4641,0,0,NO,COMPARED
2024-25,1630230,1610612742,7960,7960,0,0,NO,COMPARED
2024-25,1630231,1610612755,1936,1936,0,0,NO,COMPARED
2024-25,1630231,1610612762,1904,1904,0,0,NO,COMPARED
2024-25,1630241,1610612739,5801,5801,0,0,NO,COMPARED
2024-25,1630243,1610612753,1731,1731,0,0,NO,COMPARED
2024-25,1630245,1610612741,5993,5993,0,0,NO,COMPARED
2024-25,1630249,1610612737,4749,4749,0,0,NO,COMPARED
2024-25,1630256,1610612745,2459,2459,0,0,NO,COMPARED
2024-25,1630264,1610612764,1626,1626,0,0,NO,COMPARED
2024-25,1630283,1610612740,233,233,0,0,NO,COMPARED
2024-25,1630283,1610612742,279,279,0,0,NO,COMPARED
2024-25,1630288,1610612755,2535,2535,0,0,NO,COMPARED
2024-25,1630296,1610612744,56,56,0,0,NO,COMPARED
2024-25,1630311,1610612744,1037,1037,0,0,NO,COMPARED
2024-25,1630314,1610612742,2040,2040,0,0,NO,COMPARED
2024-25,1630322,1610612744,2754,2754,0,0,NO,COMPARED
2024-25,1630322,1610612765,450,450,0,0,NO,COMPARED
2024-25,1630346,1610612752,282,282,0,0,NO,COMPARED
2024-25,1630526,1610612740,5128,5128,0,0,NO,COMPARED
2024-25,1630527,1610612740,4038,4038,0,0,NO,COMPARED
2024-25,1630528,1610612748,301,301,0,0,NO,COMPARED
2024-25,1630529,1610612740,2686,2686,0,0,NO,COMPARED
2024-25,1630530,1610612740,7827,7827,0,0,NO,COMPARED
2024-25,1630531,1610612738,512,512,0,0,NO,COMPARED
2024-25,1630531,1610612762,960,960,0,0,NO,COMPARED
2024-25,1630532,1610612753,8188,8188,0,0,NO,COMPARED
2024-25,1630533,1610612751,6216,6216,0,0,NO,COMPARED
2024-25,1630534,1610612761,7355,7355,0,0,NO,COMPARED
2024-25,1630537,1610612741,319,319,0,0,NO,COMPARED
2024-25,1630538,1610612746,901,901,0,0,NO,COMPARED
2024-25,1630538,1610612750,67,67,0,0,NO,COMPARED
2024-25,1630539,1610612742,1067,1067,0,0,NO,COMPARED
2024-25,1630539,1610612746,814,814,0,0,NO,COMPARED
2024-25,1630540,1610612752,6500,6500,0,0,NO,COMPARED
2024-25,1630541,1610612744,6827,6827,0,0,NO,COMPARED
2024-25,1630542,1610612755,1066,1066,0,0,NO,COMPARED
2024-25,1630543,1610612754,363,363,0,0,NO,COMPARED
2024-25,1630544,1610612766,1304,1304,0,0,NO,COMPARED
2024-25,1630545,1610612750,1428,1428,0,0,NO,COMPARED
2024-25,1630548,1610612762,5273,5273,0,0,NO,COMPARED
2024-25,1630549,1610612751,3558,3558,0,0,NO,COMPARED
2024-25,1630550,1610612739,173,173,0,0,NO,COMPARED
2024-25,1630550,1610612764,824,824,0,0,NO,COMPARED
2024-25,1630551,1610612764,5479,5479,0,0,NO,COMPARED
2024-25,1630552,1610612737,5396,5396,0,0,NO,COMPARED
2024-25,1630553,1610612751,7816,7816,0,0,NO,COMPARED
2024-25,1630556,1610612742,2540,2540,0,0,NO,COMPARED
2024-25,1630557,1610612764,6614,6614,0,0,NO,COMPARED
2024-25,1630558,1610612748,3689,3689,0,0,NO,COMPARED
2024-25,1630558,1610612761,4540,4540,0,0,NO,COMPARED
2024-25,1630559,1610612747,10582,10582,0,0,NO,COMPARED
2024-25,1630560,1610612751,3125,3125,0,0,NO,COMPARED
2024-25,1630561,1610612759,141,141,0,0,NO,COMPARED
2024-25,1630567,1610612761,8958,8958,0,0,NO,COMPARED
2024-25,1630568,1610612750,926,926,0,0,NO,COMPARED
2024-25,1630570,1610612751,3596,3596,0,0,NO,COMPARED
2024-25,1630572,1610612759,2680,2680,0,0,NO,COMPARED
2024-25,1630573,1610612738,6035,6035,0,0,NO,COMPARED
2024-25,1630574,1610612752,874,874,0,0,NO,COMPARED
2024-25,1630577,1610612759,7917,7917,0,0,NO,COMPARED
2024-25,1630578,1610612745,9596,9596,0,0,NO,COMPARED
2024-25,1630579,1610612749,843,843,0,0,NO,COMPARED
2024-25,1630579,1610612752,1659,1659,0,0,NO,COMPARED
2024-25,1630581,1610612741,8977,8977,0,0,NO,COMPARED
2024-25,1630583,1610612763,7119,7119,0,0,NO,COMPARED
2024-25,1630585,1610612766,311,311,0,0,NO,COMPARED
2024-25,1630590,1610612763,7220,7220,0,0,NO,COMPARED
2024-25,1630591,1610612753,4056,4056,0,0,NO,COMPARED
2024-25,1630592,1610612751,8064,8064,0,0,NO,COMPARED
2024-25,1630595,1610612765,10295,10295,0,0,NO,COMPARED
2024-25,1630596,1610612739,9051,9051,0,0,NO,COMPARED
2024-25,1630598,1610612760,7221,7221,0,0,NO,COMPARED
2024-25,1630600,1610612755,77,77,0,0,NO,COMPARED
2024-25,1630604,1610612741,221,221,0,0,NO,COMPARED
2024-25,1630611,1610612744,3041,3041,0,0,NO,COMPARED
2024-25,1630618,1610612761,151,151,0,0,NO,COMPARED
2024-25,1630623,1610612751,642,642,0,0,NO,COMPARED
2024-25,1630625,1610612757,4609,4609,0,0,NO,COMPARED
2024-25,1630631,1610612740,5672,5672,0,0,NO,COMPARED
2024-25,1630639,1610612761,2076,2076,0,0,NO,COMPARED
2024-25,1630643,1610612763,3184,3184,0,0,NO,COMPARED
2024-25,1630644,1610612753,39,39,0,0,NO,COMPARED
2024-25,1630649,1610612749,354,354,0,0,NO,COMPARED
2024-25,1630658,1610612755,398,398,0,0,NO,COMPARED
2024-25,1630658,1610612761,1180,1180,0,0,NO,COMPARED
2024-25,1630658,1610612763,171,171,0,0,NO,COMPARED
2024-25,1630678,1610612758,26,26,0,0,NO,COMPARED
2024-25,1630692,1610612747,2216,2216,0,0,NO,COMPARED
2024-25,1630695,1610612762,2933,2933,0,0,NO,COMPARED
2024-25,1630696,1610612748,1092,1092,0,0,NO,COMPARED
2024-25,1630699,1610612746,71,71,0,0,NO,COMPARED
2024-25,1630699,1610612749,503,503,0,0,NO,COMPARED
2024-25,1630699,1610612752,77,77,0,0,NO,COMPARED
2024-25,1630700,1610612737,10870,10870,0,0,NO,COMPARED
2024-25,1630702,1610612742,3760,3760,0,0,NO,COMPARED
2024-25,1630703,1610612757,7279,7279,0,0,NO,COMPARED
2024-25,1630762,1610612755,172,172,0,0,NO,COMPARED
2024-25,1630811,1610612737,2112,2112,0,0,NO,COMPARED
2024-25,1631093,1610612765,3610,3610,0,0,NO,COMPARED
2024-25,1631094,1610612753,6238,6238,0,0,NO,COMPARED
2024-25,1631095,1610612745,6903,6903,0,0,NO,COMPARED
2024-25,1631096,1610612760,3696,3696,0,0,NO,COMPARED
2024-25,1631097,1610612754,8810,8810,0,0,NO,COMPARED
2024-25,1631098,1610612764,991,991,0,0,NO,COMPARED
2024-25,1631099,1610612758,10655,10655,0,0,NO,COMPARED
2024-25,1631101,1610612757,9336,9336,0,0,NO,COMPARED
2024-25,1631102,1610612756,456,456,0,0,NO,COMPARED
2024-25,1631103,1610612759,1745,1745,0,0,NO,COMPARED
2024-25,1631104,1610612759,2687,2687,0,0,NO,COMPARED
2024-25,1631105,1610612765,8369,8369,0,0,NO,COMPARED
2024-25,1631106,1610612745,5836,5836,0,0,NO,COMPARED
2024-25,1631107,1610612748,4572,4572,0,0,NO,COMPARED
2024-25,1631108,1610612742,4057,4057,0,0,NO,COMPARED
2024-25,1631108,1610612747,4683,4683,0,0,NO,COMPARED
2024-25,1631109,1610612766,4827,4827,0,0,NO,COMPARED
2024-25,1631110,1610612759,5657,5657,0,0,NO,COMPARED
2024-25,1631111,1610612765,896,896,0,0,NO,COMPARED
2024-25,1631111,1610612766,1143,1143,0,0,NO,COMPARED
2024-25,1631114,1610612760,9284,9284,0,0,NO,COMPARED
2024-25,1631115,1610612758,224,224,0,0,NO,COMPARED
2024-25,1631115,1610612761,2928,2928,0,0,NO,COMPARED
2024-25,1631116,1610612746,26,26,0,0,NO,COMPARED
2024-25,1631116,1610612764,403,403,0,0,NO,COMPARED
2024-25,1631117,1610612762,7243,7243,0,0,NO,COMPARED
2024-25,1631119,1610612760,3323,3323,0,0,NO,COMPARED
2024-25,1631120,1610612738,339,339,0,0,NO,COMPARED
2024-25,1631121,1610612757,126,126,0,0,NO,COMPARED
2024-25,1631123,1610612749,199,199,0,0,NO,COMPARED
2024-25,1631124,1610612743,5768,5768,0,0,NO,COMPARED
2024-25,1631127,1610612759,147,147,0,0,NO,COMPARED
2024-25,1631128,1610612743,11046,11046,0,0,NO,COMPARED
2024-25,1631131,1610612762,1093,1093,0,0,NO,COMPARED
2024-25,1631132,1610612747,1428,1428,0,0,NO,COMPARED
2024-25,1631133,1610612757,3140,3140,0,0,NO,COMPARED
2024-25,1631157,1610612749,3402,3402,0,0,NO,COMPARED
2024-25,1631159,1610612750,131,131,0,0,NO,COMPARED
2024-25,1631165,1610612758,8023,8023,0,0,NO,COMPARED
2024-25,1631166,1610612751,1050,1050,0,0,NO,COMPARED
2024-25,1631169,1610612750,1181,1181,0,0,NO,COMPARED
2024-25,1631170,1610612748,5390,5390,0,0,NO,COMPARED
2024-25,1631172,1610612760,1655,1655,0,0,NO,COMPARED
2024-25,1631197,1610612761,906,906,0,0,NO,COMPARED
2024-25,1631197,1610612766,49,49,0,0,NO,COMPARED
2024-25,1631199,1610612765,50,50,0,0,NO,COMPARED
2024-25,1631200,1610612757,4396,4396,0,0,NO,COMPARED
2024-25,1631204,1610612765,3449,3449,0,0,NO,COMPARED
2024-25,1631207,1610612741,4286,4286,0,0,NO,COMPARED
2024-25,1631209,1610612766,1127,1127,0,0,NO,COMPARED
2024-25,1631210,1610612737,112,112,0,0,NO,COMPARED
2024-25,1631210,1610612752,184,184,0,0,NO,COMPARED
2024-25,1631212,1610612743,7060,7060,0,0,NO,COMPARED
2024-25,1631213,1610612751,5298,5298,0,0,NO,COMPARED
2024-25,1631214,1610612765,13,13,0,0,NO,COMPARED
2024-25,1631216,1610612753,3110,3110,0,0,NO,COMPARED
2024-25,1631217,1610612766,4891,4891,0,0,NO,COMPARED
2024-25,1631218,1610612744,4137,4137,0,0,NO,COMPARED
2024-25,1631221,1610612756,1847,1847,0,0,NO,COMPARED
2024-25,1631222,1610612758,1472,1472,0,0,NO,COMPARED
2024-25,1631222,1610612763,4216,4216,0,0,NO,COMPARED
2024-25,1631223,1610612737,1564,1564,0,0,NO,COMPARED
2024-25,1631223,1610612745,144,144,0,0,NO,COMPARED
2024-25,1631223,1610612755,115,115,0,0,NO,COMPARED
2024-25,1631230,1610612737,1602,1602,0,0,NO,COMPARED
2024-25,1631232,1610612740,1396,1396,0,0,NO,COMPARED
2024-25,1631243,1610612737,2242,2242,0,0,NO,COMPARED
2024-25,1631245,1610612754,1621,1621,0,0,NO,COMPARED
2024-25,1631246,1610612763,2150,2150,0,0,NO,COMPARED
2024-25,1631247,1610612739,347,347,0,0,NO,COMPARED
2024-25,1631248,1610612738,1479,1479,0,0,NO,COMPARED
2024-25,1631250,1610612749,281,281,0,0,NO,COMPARED
2024-25,1631250,1610612755,260,260,0,0,NO,COMPARED
2024-25,1631255,1610612740,3253,3253,0,0,NO,COMPARED
2024-25,1631260,1610612749,6755,6755,0,0,NO,COMPARED
2024-25,1631288,1610612740,1979,1979,0,0,NO,COMPARED
2024-25,1631301,1610612766,462,462,0,0,NO,COMPARED
2024-25,1631303,1610612757,407,407,0,0,NO,COMPARED
2024-25,1631306,1610612761,676,676,0,0,NO,COMPARED
2024-25,1631306,1610612765,53,53,0,0,NO,COMPARED
2024-25,1631311,1610612740,709,709,0,0,NO,COMPARED
2024-25,1631311,1610612755,71,71,0,0,NO,COMPARED
2024-25,1631321,1610612757,238,238,0,0,NO,COMPARED
2024-25,1631321,1610612759,202,202,0,0,NO,COMPARED
2024-25,1631323,1610612765,5324,5324,0,0,NO,COMPARED
2024-25,1631342,1610612737,291,291,0,0,NO,COMPARED
2024-25,1631386,1610612757,89,89,0,0,NO,COMPARED
2024-25,1631466,1610612745,640,640,0,0,NO,COMPARED
2024-25,1641705,1610612759,6024,6024,0,0,NO,COMPARED
2024-25,1641706,1610612766,3790,3790,0,0,NO,COMPARED
2024-25,1641707,1610612762,322,322,0,0,NO,COMPARED
2024-25,1641708,1610612745,9080,9080,0,0,NO,COMPARED
2024-25,1641709,1610612765,5515,5515,0,0,NO,COMPARED
2024-25,1641710,1610612753,7568,7568,0,0,NO,COMPARED
2024-25,1641711,1610612761,6624,6624,0,0,NO,COMPARED
2024-25,1641712,1610612757,1978,1978,0,0,NO,COMPARED
2024-25,1641713,1610612763,1946,1946,0,0,NO,COMPARED
2024-25,1641715,1610612745,3406,3406,0,0,NO,COMPARED
2024-25,1641716,1610612754,4917,4917,0,0,NO,COMPARED
2024-25,1641717,1610612760,7701,7701,0,0,NO,COMPARED
