playerId,playerName,actualPossessions,rawAbilityRate,validatedReliability,validatedDRBL100,shadowRank,currentProductionDRBL100,currentProductionRank
201942,DeMar DeRozan,11459,0.7831,0.8774791331648671,0.6871539091814075,77,0.6094,12
1629018,Gary Trent Jr.,7728,0.818,0.8284734133790738,0.6776912521440823,78,0.2437,78
1630530,Trey Murphy III,7827,0.8141,0.830274742760157,0.6759266680810438,79,0.4875,41
1631342,Daeqwon Plowden,291,4.3848,0.15388683236382866,0.674762982548916,80,1.3216,252
1629029,Luka Dončić,7368,0.8165,0.8215878679750223,0.6708264942016057,81,0.2337,90
1630183,Jaden McDaniels,10534,0.7592,0.8681391132355365,0.6590912147684193,82,0.3435,32
203081,Damian Lillard,8516,0.7697,0.8418347172795572,0.6479601818900752,83,0.1172,104
1630166,Deni Avdija,8956,0.7592,0.8484274346343312,0.6441261083743842,84,0.0391,123
1629650,Moses Brown,517,2.6282,0.2442135096835144,0.6418419461502126,85,0.1298,278
202695,Kawhi Leonard,4736,0.8524,0.7474747474747475,0.6371474747474748,86,-0.6045,485
1630168,Onyeka Okongwu,8921,0.7473,0.8479232012166144,0.6336530082691759,87,0.4499,34
1641717,Cason Wallace,7701,0.7636,0.8279754865068272,0.6322420814966132,88,0.2729,75
1631217,Moussa Diabaté,4891,0.8369,0.753504852873209,0.6306082113695886,89,0.4804,91
1641708,Amen Thompson,9080,0.7403,0.850187265917603,0.6293936329588015,90,0.0978,103
203897,Zach LaVine,10890,0.7166,0.8718975180144115,0.6248017614091274,91,0.6579,10
1630264,Anthony Gill,1626,1.2355,0.5040297582145071,0.6227287662740236,92,0.6411,170
201142,Kevin Durant,9248,0.7265,0.8525073746312685,0.6193466076696166,93,0.3034,52
1629162,Jordan McLaughlin,1256,1.4037,0.43977591036414565,0.6173134453781512,94,-0.0604,271
1630167,Obi Toppin,6381,0.7606,0.7995238691893246,0.6081178549054004,95,0.3103,89
201145,Jeff Green,1626,1.2011,0.5040297582145071,0.6053901425914445,96,0.5966,172
1629639,Tyler Herro,10901,0.6898,0.8720102391808655,0.601512662986961,97,0.0687,94
1629636,Darius Garland,9684,0.7003,0.8582063098192131,0.601001878766395,98,0.4311,28
1642352,Keshad Johnson,414,2.9048,0.20556107249255212,0.5971138033763653,99,-0.0742,308
1631105,Jalen Duren,8369,0.6982,0.8395024576186177,0.586140615909319,100,0.3907,46
1628970,Miles Bridges,8345,0.6839,0.8391151332327803,0.5738708396178984,101,0.4688,37
1628396,Tony Bradley,486,2.4509,0.23298178331735378,0.5710150527325023,102,0.666,253
1642484,RayJ Dennis,275,3.8834,0.14666666666666667,0.5695653333333334,103,0.6511,270
1630194,Paul Reed,1827,1.0525,0.5331193463670849,0.5611081120513569,104,1.1627,127
1629057,Robert Williams III,1456,1.1774,0.47643979057591623,0.5609602094240838,105,0.6446,181
1630217,Desmond Bane,9508,0.6535,0.855959668707238,0.55936964350018,106,0.0196,125
1630171,Isaac Okoro,4345,0.7631,0.7308662741799832,0.5577240538267452,107,0.3728,117
1641810,Antonio Reeves,2711,0.8799,0.6288564138250986,0.5533307585247043,108,0.1304,205
1630200,Tre Jones,3663,0.7829,0.6959908797263918,0.5448912597377922,109,-0.275,367
1630288,Jeff Dowtin Jr.,2535,0.881,0.6130592503022975,0.5401051995163241,110,-0.9825,492
1641705,Victor Wembanyama,6024,0.6765,0.7901364113326338,0.5345272822665268,111,1.7019,4
1630249,Vít Krejčí,4749,0.7054,0.7479918097338164,0.5276334225862341,112,-0.1056,228
1630541,Moses Moody,6827,0.6486,0.8101340927969621,0.5254529725881096,113,0.5732,42
1629640,Keldon Johnson,7505,0.6356,0.8242723778143877,0.5239075233388248,114,0.2045,96
1630215,Jared Butler,4371,0.7148,0.7320381845587004,0.5232608943225591,115,0.7267,71
1630549,Day'Ron Sharpe,3558,0.7552,0.6898022489336952,0.5209386583947266,116,0.1325,173
1627734,Domantas Sabonis,10119,0.5931,0.8634695793156413,0.5121238074921068,117,0.3824,29
1629013,Landry Shamet,3088,0.7701,0.658703071672355,0.5072672354948806,118,-0.1503,261
201587,Nicolas Batum,5508,0.6541,0.7749015194147439,0.506863083849184,119,-0.1544,242
203076,Anthony Davis,6970,0.6092,0.8133022170361727,0.49546371061843636,120,0.5152,47
1641729,Brice Sensabaugh,5974,0.6237,0.7887509902297333,0.4919439926062847,121,-0.358,439
1642272,Jared McCain,2392,0.8158,0.5991983967935872,0.48882605210420843,122,0.5007,149
1626172,Kevon Looney,4598,0.6589,0.7418522103904486,0.48880642142626657,123,0.3929,109
1630178,Tyrese Maxey,7776,0.5813,0.8293515358361775,0.48210204778157,124,0.3705,57
202699,Tobias Harris,9425,0.5639,0.854875283446712,0.4820641723356009,125,0.0881,101
1626204,Larry Nance Jr.,1998,0.8465,0.5553085047248472,0.47006864924958314,126,-0.6247,445
1629130,Duncan Robinson,7165,0.5663,0.8174557900741586,0.46292521391899605,127,0.2529,87
1631204,Marcus Sasser,3449,0.6753,0.6831055654585066,0.46130118835412953,128,0.3875,135
1631255,Karlo Matković,3253,0.687,0.670307026581496,0.4605009272614878,129,0.1036,192
1628973,Jalen Brunson,9338,0.5316,0.8537209727555312,0.4538380691168403,130,0.1566,79
1628420,Monté Morris,2343,0.76,0.5942176008115648,0.4516053766167893,131,0.0553,227
1631117,Walker Kessler,7243,0.5495,0.8190659278525387,0.45007672735497,132,0.3503,70
1628369,Jayson Tatum,10587,0.5173,0.8687125625666694,0.44938500861573805,133,0.4024,25
1628988,Aaron Holiday,3271,0.6644,0.6715253541367275,0.44616144528844176,134,0.4523,132
1630241,Sam Merrill,5801,0.5667,0.7838129982434806,0.44418682610458043,135,0.232,113
1629026,Kenrich Williams,4632,0.5963,0.7432605905006419,0.44320629011553275,136,0.5368,86
1628374,Lauri Markkanen,6152,0.5565,0.7936016511867905,0.4416393188854489,137,0.184,119
1629012,Collin Sexton,7276,0.5341,0.8197386210004507,0.4378223974763407,138,0.3601,67
1628401,Derrick White,10451,0.4988,0.8672309351921003,0.43257479047381964,139,0.2355,54
1630537,Chris Duarte,319,2.5488,0.1662324127149557,0.4236931735278791,140,0.7337,264
1642366,Quinten Post,2699,0.6729,0.6278204233542685,0.42246036287508726,141,0.0838,213
1629011,Mitchell Robinson,1139,1.0062,0.4158451989777291,0.418423439211391,142,0.6762,201
1631221,Collin Gillespie,1847,0.7776,0.5358282564548883,0.4166600522193211,143,0.4151,186
1641764,Brandin Podziemski,6993,0.5095,0.8138019318049575,0.41463208425462583,144,0.0097,147
1627750,Jamal Murray,10017,0.4723,0.8622708100197986,0.4072505035723509,145,0,130
203484,Kentavious Caldwell-Pope,9099,0.4788,0.8504533133937752,0.4071970464529395,146,-0.0489,145
1641890,Tyler Smith,489,1.7241,0.2340832934418382,0.40358300622307325,147,0.5252,257
203952,Andrew Wiggins,7631,0.4804,0.8266709998916694,0.397132748347958,148,0.1657,102
1631230,Dominick Barlow,1602,0.787,0.5003123048094941,0.39374578388507186,149,0.5956,176
1630188,Jalen Smith,4157,0.5442,0.7220774709049852,0.39295455966649295,150,0.4198,114
1642285,Cam Spencer,1115,0.9544,0.4106813996316759,0.39195432780847145,151,-0.2459,338
1629652,Luguentz Dort,8626,0.4646,0.8435360844905144,0.391906864854293,152,0.0489,124
1641727,Dariq Whitehead,1034,0.9903,0.3925588458618071,0.3887510250569476,153,0.6117,214
1641774,Tristan Vukcevic,2122,0.6772,0.570123589468028,0.38608769478774857,154,0.265,194
1631114,Jalen Williams,9284,0.4414,0.8529952223447262,0.3765120911429622,155,-0.4601,495
1629008,Michael Porter Jr.,10812,0.4308,0.8710924911376088,0.37526664518208186,156,0.3044,36
1631260,AJ Green,6755,0.4584,0.8084979054458408,0.3706154398563734,157,0.0388,140
1626167,Myles Turner,8645,0.4392,0.8438262567105905,0.37060849194729134,158,-0.1662,223
1627741,Buddy Hield,7528,0.4482,0.8247151621384751,0.36963733567046453,159,-0.1169,206
1627832,Fred VanVleet,8397,0.4368,0.8399519855956787,0.3668910273081925,160,-0.0488,155
1629001,De'Anthony Melton,527,1.4776,0.24776680771039022,0.3661002350728726,161,0.8796,237
1630583,Santi Aldama,7119,0.4475,0.8164927170547082,0.36538049088198193,162,0.5739,40
1629599,Amir Coffey,7136,0.4438,0.8168498168498168,0.3625179487179487,163,0.3696,68
1641790,PJ Hall,253,2.6427,0.1365353480841878,0.3608219643820831,164,-0.2625,347
1629723,John Konchar,2491,0.5892,0.6088975800537766,0.35876245416768515,165,-0.2129,295
1642024,Alex Reese,999,0.9317,0.3843786071565987,0.358125548287803,166,1.5228,153
1629673,Jordan Poole,8417,0.4191,0.8402715383847459,0.35215780173704697,167,-0.0684,164
201572,Brook Lopez,10423,0.3988,0.8669217333444232,0.34572838725775595,168,-0.0098,129
1642403,Isaac Jones,1229,0.788,0.43442912689996466,0.34233015199717215,169,-0.1032,282
1631169,Josh Minott,1181,0.7994,0.42466738583243435,0.33947910823444805,170,-0.3506,377
1629626,Bol Bol,1903,0.6217,0.543248644019412,0.33773768198686843,171,0.1538,220
1631096,Chet Holmgren,3696,0.4821,0.6978851963746223,0.3364504531722054,172,0.0854,184
1628978,Donte DiVincenzo,6658,0.4146,0.8062484863162993,0.3342706224267377,173,-0.0777,190
1631127,Harrison Ingram,147,3.8292,0.08414424728105323,0.322205151688609,174,0.4013,299
1641737,Adem Bona,3716,0.4539,0.6990218209179835,0.3172860045146727,175,-0.408,433
1630548,Johnny Juzang,5273,0.4094,0.7672050050923905,0.3140937290848247,176,0.106,144
202709,Cory Joseph,2465,0.5033,0.6063960639606396,0.3051991389913899,177,-0.2867,368
203114,Khris Middleton,3552,0.4339,0.6894409937888198,0.2991484472049689,178,0.0473,199
1630598,Aaron Wiggins,7221,0.3632,0.8186146695386011,0.29732084797641994,179,0.2043,98
1629726,Garrison Mathews,3507,0.4307,0.6867045232034462,0.2957636381437243,180,0.1324,178
1641739,Toumani Camara,10513,0.3376,0.8679105093700983,0.29300658796334517,181,-0.2551,343
1630529,Herbert Jones,2686,0.4559,0.626691553896407,0.28570867942137196,182,2.1365,30
1642276,Kel'el Ware,5710,0.349,0.7811217510259918,0.2726114911080711,183,0.2222,118
1642277,Johnny Furphy,1577,0.5341,0.4963802329241423,0.2651166824047844,184,-0.5413,424
1631107,Nikola Jović,4572,0.3565,0.7407647440051847,0.2640826312378483,185,-0.0689,217
1628366,Lonzo Ball,3363,0.3799,0.6776143461615958,0.25742569010679023,186,0.0944,191
1631157,Ryan Rollins,3402,0.3751,0.6801279488204718,0.25511599360255893,187,-0.0189,219
1630552,Jalen Johnson,5396,0.3305,0.7712978845054317,0.25491395082904517,188,1.0738,24
1630559,Austin Reaves,10582,0.2929,0.8686586767361681,0.25443012641602364,189,0,120
201144,Mike Conley,7101,0.3099,0.8161130904493736,0.2529134467302609,190,-0.1167,210
1630545,Terrence Shannon Jr.,1428,0.5266,0.4715984147952444,0.24834372523117568,191,0.1316,243
1641706,Brandon Miller,3790,0.3394,0.7031539888682746,0.2386504638218924,192,-0.2414,314
1631159,Leonard Miller,131,3.1514,0.07567879838243789,0.2384941652224148,193,0.1148,317
1627827,Dorian Finney-Smith,7259,0.291,0.8193927079805847,0.23844327802235013,194,0.4087,60
1628379,Luke Kennard,6333,0.2911,0.7983108533972015,0.2323882894239254,195,0.2617,99
1630577,Julian Champagnie,7917,0.2792,0.8318797940527477,0.23226083849952717,196,0.1561,100
1626166,Cameron Payne,4428,0.305,0.73457199734572,0.22404445919044458,197,0.3636,116
1629632,Coby White,10460,0.2565,0.867330016583748,0.22247014925373135,198,-0.3532,468
1630540,Miles McBride,6500,0.2766,0.8024691358024691,0.22196296296296297,199,0.0485,141
1642377,Jaylen Wells,8654,0.2628,0.8439633313828749,0.22179356348741952,200,0.3616,49
1630224,Jalen Green,10969,0.2529,0.8727026811997772,0.22070650807542366,201,0,115
1641787,Tosan Evbuomwan,2656,0.3473,0.6240601503759399,0.21673609022556392,202,0.3441,161
1631103,Malaki Branham,1745,0.4109,0.5216741405082213,0.2143559043348281,203,-0.7985,459
1629014,Anfernee Simons,9310,0.2504,0.8533455545371219,0.21367772685609535,204,-0.1273,189
1627747,Caris LeVert,6779,0.2541,0.809046425587779,0.20557869674185464,205,0.0097,152
1630538,Bones Hyland,968,0.5421,0.37694704049844235,0.2043429906542056,206,0.0332,267
1627739,Kris Dunn,7311,0.2486,0.8204466389855235,0.20396303445180114,207,-0.1752,240
1642384,Isaiah Crawford,183,1.9567,0.10263600673022995,0.20082787436904095,208,0.0717,313
1628963,Marvin Bagley III,1170,0.4739,0.4223826714801444,0.20016714801444044,209,0.3501,229
1642261,Dalton Knecht,5956,0.2525,0.7882477501323452,0.19903255690841715,210,-0.1064,216
201143,Al Horford,6682,0.2436,0.8068099492876117,0.19653890364646223,211,-0.0194,163
1629656,Quentin Grimes,8263,0.2307,0.8377775524688229,0.19327528135455743,212,0.1562,97
1628371,Jonathan Isaac,4369,0.2586,0.7319484000670129,0.18928185625732954,213,0.1721,146
1630527,Brandon Boston Jr.,4038,0.2554,0.7162114224902447,0.18292039730400853,214,0.4595,111
1642368,N'Faly Dante,218,1.5126,0.11991199119911991,0.18137887788778878,215,0.3283,291
1631301,Jaylen Sims,462,0.7992,0.22405431619786614,0.17906420950533464,216,0.1108,286
203914,Gary Harris,2862,0.2762,0.6414164051994621,0.17715921111609143,217,-0.1495,266
203937,Kyle Anderson,4127,0.2424,0.7206216169023921,0.17467867993713984,218,0.0763,174
1631098,Johnny Davis,991,0.4509,0.38247780779621765,0.17245924353531455,219,0.2527,249
1641744,Zach Edey,6097,0.2151,0.7921268026503833,0.17038647525009745,220,0.0968,138
1641763,Julian Phillips,4675,0.2278,0.7450199203187251,0.16971553784860557,221,-0.1247,236
1630170,Devin Vassell,7989,0.1977,0.8331421420377516,0.1647122014808635,222,-0.1171,195
1626162,Kelly Oubre Jr.,8388,0.1953,0.8398077693231878,0.1640144573488186,223,-0.1367,209
1641752,Bobi Klintman,145,1.964,0.0830945558739255,0.1631977077363897,224,0.1644,312
1631111,Wendell Moore Jr.,2039,0.2893,0.5603187688925529,0.16210021984061557,225,0.0364,238
1629643,Chuma Okeke,826,0.4757,0.34047815333882936,0.16196545754328112,226,0.3701,248
1629659,Talen Horton-Tucker,3122,0.2447,0.661160525201186,0.1617859805167302,227,-0.0846,246
1641715,Cam Whitmore,3406,0.2359,0.6803835397522973,0.16050247702756693,228,-0.2267,298
1626220,Royce O'Neale,7432,0.195,0.8228520814880426,0.16045615589016832,229,0.2532,82
1630222,Mason Jones,171,1.602,0.09655561829474874,0.15468210050818748,230,0.2028,307
1642266,Ja'Kobe Walter,4721,0.1893,0.7468754943838001,0.14138353108685336,231,-0.3262,413
1630561,David Duke Jr.,141,1.6819,0.08098793796668581,0.13621361286616887,232,-0.397,353
1628960,Grayson Allen,6277,0.1689,0.7968769836232068,0.13459252253395962,233,0.1454,131
1642349,Ajay Mitchell,2348,0.2203,0.5947315096251267,0.13101935157041542,234,0.0737,222
1630231,KJ Martin,3840,0.1849,0.7058823529411765,0.13051764705882354,235,0.5228,108
1631119,Jaylin Williams,3323,0.1932,0.674994921795653,0.13040901889092016,236,-0.2264,300
1642050,Jackson Rowe,228,1.0437,0.12472647702407003,0.1301770240700219,237,-0.0959,320
1629684,Grant Williams,1958,0.2298,0.5503091624508151,0.1264610455311973,238,1.1076,122
1630192,Zeke Nnaji,2487,0.2073,0.6085148030340103,0.12614511866895034,239,-0.472,431
1628989,Kevin Huerter,7126,0.1448,0.8166399266559706,0.11824946137978455,240,-0.3696,452
1627814,Damion Lee,604,0.4056,0.27404718693284935,0.1111535390199637,241,-0.0901,297
1630322,Lindy Waters III,3204,0.1536,0.6669442131557036,0.10244263114071607,242,-0.2165,294
1631232,Keion Brooks Jr.,1396,0.218,0.465954606141522,0.1015781041388518,243,-0.2293,321
1631321,Sidy Cissoko,440,0.4605,0.21568627450980393,0.09932352941176471,244,0.5019,260
1629674,Neemias Queta,3323,0.1357,0.674994921795653,0.0915968108876701,245,0.2641,156
1631218,Trayce Jackson-Davis,4137,0.1249,0.7211085933414677,0.09006646330834932,246,-0.0095,207
1630543,Isaiah Jackson,363,0.4634,0.184921039225675,0.08569240957717779,247,0.2261,285
1641936,Miles Norris,130,1.1253,0.07514450867052024,0.08456011560693642,248,0.0697,319
1642271,Kyle Filipowski,6432,0.1047,0.8007968127490039,0.08384342629482071,249,0,160
1629731,Dean Wade,5213,0.1093,0.7651548510201086,0.08363142521649787,250,0.1637,136
1641824,Matas Buzelis,6630,0.0973,0.8055893074119077,0.07838383961117862,251,-0.0291,167
1641989,Elijah Harkless,586,0.285,0.26806953339432754,0.07639981701738334,252,0.9924,226
1630590,Scotty Pippen Jr.,7220,0.0923,0.81859410430839,0.0755562358276644,253,-0.973,541
1630557,Corey Kispert,6614,0.0922,0.8052106160214269,0.07424041879717556,254,-0.0679,185
1629023,P.J. Washington,7641,0.0883,0.8268585650903582,0.07301161129747863,255,0.1267,110
1630604,E.J. Liddell,221,0.5895,0.1213618890719385,0.07154283360790775,256,0.5722,283
1631095,Jabari Smith Jr.,6903,0.0842,0.8118311184287899,0.0683561801717041,257,-0.0972,196
1631386,Tazé Moore,89,1.2858,0.0526939017169923,0.0677538188277087,258,0.0634,324
1631243,Mouhamed Gueye,2242,0.1148,0.5835502342529932,0.06699156689224363,259,0.0184,235
1627763,Malcolm Brogdon,2359,0.0997,0.5958575397827734,0.05940699671634251,260,-0.0512,251
203957,Danté Exum,1538,0.1159,0.49012109623964306,0.056805035054174634,261,-0.2035,306
1628418,Thomas Bryant,3895,0.0755,0.7088262056414922,0.05351637852593266,262,0.5326,106
1628404,Josh Hart,11694,0.0585,0.8796449526102,0.051459229727696704,263,0.0688,81
203939,Dwight Powell,2206,0.0787,0.5796111403047819,0.045615396741986336,264,0.6326,142
1628975,Jevon Carter,1366,0.0923,0.4605529332434255,0.04250903573836817,265,0.3053,225
1630201,Malachi Flynn,141,0.516,0.08098793796668581,0.04178977599080988,266,0.095,315
1626145,Tyus Jones,8820,0.0413,0.8464491362763915,0.034958349328214976,267,-0.6649,523
1628408,PJ Dozier,149,0.3575,0.0851915380217267,0.030455974842767294,268,-0.0751,325
1628368,De'Aaron Fox,9335,0.034,0.8536808413351623,0.02902514860539552,269,-0.0783,159
1630600,Isaiah Mobley,77,0.6221,0.045915324985092425,0.028563923673225997,270,0.0298,328
1630228,Jonathan Kuminga,4641,0.037,0.7436308283928857,0.027514340650536772,271,0.1438,148
1631110,Jeremy Sochan,5657,0.0351,0.7795232189610032,0.027361264985531212,272,0.0386,158
1628380,Zach Collins,4039,0.0361,0.7162617485369747,0.025857049122184787,273,-0.0476,218
201950,Jrue Holiday,7860,0.028,0.8308668076109936,0.02326427061310782,274,-0.039,157
1641732,Colby Jones,2047,0.0387,0.5612832465039759,0.021721661639703866,275,-0.3735,398
1641796,Pelle Larsson,3071,0.0329,0.6574609291372298,0.02163046456861486,276,0.1878,177
1641755,Kevin McCullar Jr.,124,0.2278,0.07192575406032482,0.016384686774941995,277,0.0038,322
1630631,Jose Alvarado,5672,0.0192,0.7799779977997799,0.014975577557755774,278,0.2511,112
1631288,Jamal Cain,1979,0.0259,0.5529477507683711,0.014321346744900812,279,-0.6358,446
1630205,Lamar Stevens,640,0.0385,0.2857142857142857,0.011,280,0.6642,239
1628470,Torrey Craig,1265,0.024,0.44153577661431065,0.010596858638743456,281,0.5785,202
201569,Eric Gordon,3131,0.013,0.6618051151976326,0.008603466497569224,282,-0.3215,395
1629630,Ja Morant,6603,0.0095,0.8049494087528953,0.007647019383152505,283,-0.5144,487
1631132,Christian Koloko,1428,0.0045,0.4715984147952444,0.0021221928665785994,284,-0.1053,274
203991,Clint Capela,4846,-0.0012,0.751784052125349,-0.0009021408625504187,285,0.1056,154
1631094,Paolo Banchero,6238,-0.0021,0.7958662924215361,-0.0016713192140852256,286,-0.9689,537
1642449,Tolu Smith,73,-0.087,0.04363419007770472,-0.0037961745367603105,287,-0.0196,332
1629022,Lonnie Walker IV,1994,-0.018,0.5548135781858653,-0.009986644407345575,288,-1.6359,510
1641809,Drew Peterson,714,-0.0332,0.30855661192739847,-0.01024407951598963,289,0.1094,268
1630182,Josh Green,7785,-0.0145,0.8295151838039425,-0.012027970165157166,290,0.2047,92
1629111,Jock Landale,2153,-0.0252,0.5736743938182787,-0.014456594724220622,291,-0.183,287
