path,side,classification,high_risk
drbl/download/atomic-json.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/download/cdn-client.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/download/disk-cache.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/download/import-lock.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/download/season-games.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/download/stats-boxscore-adapt.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/__tests__/fusion-constraint.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/__tests__/m16b-evaluation.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/fixed-vs-refit.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/m16c-dataset.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/metrics.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/protocol.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/registry.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/reserved-test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/evaluation/splits.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/historical/__tests__/m17a-registry-adapter.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/historical/adapters/nba-cdn-playbyplayv3.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/historical/normalized-event-schema.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/historical/season-registry.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/index.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/ingest/normalize.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/ability-lineage.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/attribution-weights.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/behavior.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/board-provenance.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/continuation-value.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/fusion-oof.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/leaderboard.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/leverage.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/lineup-model.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/pipeline-value.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/ranking-forensics.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/replacement.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-ability-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-direct-quantile-uncertainty-v2.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-monotone-conditional-uncertainty-v3.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-predictive-uncertainty-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-rate-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-reliability-features-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/research-reliability-uncertainty-v2.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/sequential-attribution.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/shot-decision.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/ui-metric-integrity.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/uncertainty.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/validated-ability-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/validated-percentile-eligibility-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/war.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/war-dimensional.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/war-math.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/war-team-stint-allocation-v1.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/war-unit-repair.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/__tests__/war-units.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/ability-lineage.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/behavior.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/board-provenance.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/compute-season.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/continuation-value.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/counterfactual-epv-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/epv-data.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/epv-model.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/expected-points.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/fusion.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/leaderboard.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/leverage.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/lineup-model.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/paired-possessions.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/pipeline-value.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/player-value.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/public-tracking.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/r1-value-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/ranking-config.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/replacement.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-ability-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-direct-quantile-uncertainty-v2.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-monotone-conditional-uncertainty-v3.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-predictive-uncertainty-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-rate-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-reliability-features-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/research-reliability-uncertainty-v2.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/sequential-attribution.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/shot-components.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/shot-decision.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/uncertainty.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/validated-ability-cutover.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/validated-ability-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/validated-percentile-eligibility-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/war.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/war-math.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/war-team-stint-allocation-v1.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/models/war-units.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/PLAN.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/possessions/__tests__/possession-edge-cases.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/possessions/reconcile.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/possessions/reconcile-lineups.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/possessions/reconstruct-lineups.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/possessions/reconstruct-possessions.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/README.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/research/m18/__tests__/m18-lineup-uir.test.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/research/m18/lineup-impact.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/research/m18/uir.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
drbl/types.ts,ANALYTICS_ONLY,MODEL_LOGIC,NO
outputs/_audit_run.log,ANALYTICS_ONLY,OTHER,NO
outputs/_pipeline_run.log,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_field_lineage.json,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_pipeline_audit_summary.json,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_pipeline_corrected.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_audit.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_audit_summary.json,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_before_after.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_corrected.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_player_diagnostics.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_player_diagnostics_summary.json,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_replacement_by_archetype.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_replacement_by_position.csv,ANALYTICS_ONLY,OTHER,NO
outputs/drbl_war_replacement_by_team.csv,ANALYTICS_ONLY,OTHER,NO
reports/experiments/registry.jsonl,ANALYTICS_ONLY,OTHER,NO
reports/integration/00_branch_inventory.md,ANALYTICS_ONLY,OTHER,NO
reports/integration/01_premerge_freeze.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/01_implementation_audit.md,ANALYTICS_ONLY,OTHER,NO
reports/m15/02_leaderboard_diagnostics.csv,ANALYTICS_ONLY,LEADERBOARD_LOGIC,NO
reports/m15/03_component_decomposition.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/04_sample_size_analysis.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/05_shrinkage_analysis.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/06_team_contamination.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/07_replacement_analysis.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/08_defensive_ablation.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/09_lineup_audit.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/10_behavior_feature_audit.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/11_leakage_report.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/12_fusion_validation.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/13_war_validation.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/14_war_multi_season_calibration.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/15_leverage_validation.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/16_full_benchmark.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/17_ablation_results.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/18_m6_validation.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/19_final_recommendations.md,ANALYTICS_ONLY,OTHER,NO
reports/m15/19_suspicious_and_star_focus.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/20_final_recommendations.md,ANALYTICS_ONLY,OTHER,NO
reports/m15/21_finding_classifications.csv,ANALYTICS_ONLY,OTHER,NO
reports/m15/22_a1_a2_path_repair.md,ANALYTICS_ONLY,OTHER,NO
reports/m15/charts/component_population.svg,ANALYTICS_ONLY,OTHER,NO
reports/m15/charts/drbl_vs_possessions.svg,ANALYTICS_ONLY,OTHER,NO
reports/m15/charts/offense_vs_defense.svg,ANALYTICS_ONLY,OTHER,NO
reports/m15/charts/raw_vs_posterior.svg,ANALYTICS_ONLY,OTHER,NO
reports/m15/charts/war_vs_possessions.svg,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/00_model_freeze.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/00_model_freeze_live.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/behavior-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/behavior-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/epv-coeffs.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/fusion-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/fusion-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/leverage-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/leverage-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/lineup-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/lineup-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/precomputed-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/precomputed-2024-25.live.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/precomputed-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/precomputed-2025-26.live.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/uncertainty-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/uncertainty-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/war-2024-25.json,ANALYTICS_ONLY,OTHER,NO
reports/m15/freeze/war-2025-26.json,ANALYTICS_ONLY,OTHER,NO
reports/m16a/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/01_full_sample_inventory.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/02_lineage_validation.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/03_component_distributions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/04_component_correlations.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/05_fusion_deltas.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/06_posterior_shrinkage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/07_top_bottom_decomposition.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/08_400_vs_full_player_comparison.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/09_rank_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/10_component_convergence.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/11_sample_size_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/12_team_clustering.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/13_archetype_diagnostics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/14_m6_standalone_diagnostics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/15_war_stability.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/16_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/17_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/18_focus_movers_decomposition.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/artifacts/full-2024-25.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/artifacts/full-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/charts/2024-25_400_vs_full_drbl100.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/charts/2024-25_400_vs_full_rank.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/charts/2024-25_P_vs_LN.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/charts/2025-26_400_vs_full_drbl100.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/charts/2025-26_400_vs_full_rank.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/charts/2025-26_P_vs_LN.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/freeze/repaired-400-2024-25.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16a/freeze/repaired-400-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/01_data_inventory.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/02_evaluation_protocol.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/03_split_summary.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/04_split_game_ids.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/05_split_distribution_diagnostics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/06_target_definitions.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/07_target_leakage_audit.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/08_oof_fold_assignments.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/09_oof_fold_models.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/10_oof_predictions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/11_oof_reconstruction.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/12_fixed_fit_vs_refit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/13_fixed_fit_vs_refit_players.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/14_metric_contract.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/15_model_selection_rules.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/16_reserved_test_policy.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/17_experiment_registry_snapshot.jsonl,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/18_baseline_experiment.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/19_future_ablation_manifest.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/20_reproducibility_report.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/21_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/22_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/freeze/00_m16a_model_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/freeze/m16a-400-2024-25.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/freeze/m16a-400-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/freeze/m16a-full-2024-25.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/freeze/m16a-full-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/oof/demo_fold_models.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/reserved_test_access_log.jsonl,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/splits/reserved_test_game_ids.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/splits/train_game_ids.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b/splits/validation_game_ids.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/00_production_board_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/01_board_dataflow.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/02_player_universe_reconciliation.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/03_war_row_lineage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/04_drbl_row_lineage.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/05_generation_reconciliation.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/06_board_vs_artifact.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/07_2025_26_war_source.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/08_board_provenance.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/09_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/10_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/freeze/m16a-full-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/freeze/representative_traces.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16b1/freeze/site-2025-26.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/00b_component_distributions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/01_candidate_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/02_incremental_signal.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/03_fusion_weights.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/04_fusion_weight_summary.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/05_effective_component_contributions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/06_calibration.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/07_posterior_ablation.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/08_component_extremes.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/09_selection_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/10_component_redundancy.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/11_bootstrap_comparisons.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/12_model_health.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/13_full_audit.md,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/14_stop_summary.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/charts/P_pred_vs_actual.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/charts/residual_vs_pred_P.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/charts/winner_pred_vs_actual.svg,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/freeze/m16b_00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_B.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_LN.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_LN_B.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_P.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_P_B.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_P_LN.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16c/predictions/M16C_P_LN_B.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/00_freeze.json,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/00b_m6_distributions.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/01_candidate_metrics.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
reports/m16d/02_m6_incremental_signal.csv,ANALYTICS_ONLY,MODEL_LOGIC,NO
