relative_path,description,bytes,sha256
"supporting_reports/integration/07_ui_design_preservation.md","supporting report copy",1043,62256c7e30b61fe6ee62dda49b521505f83ec198d5c04a0436a4020338767667
"supporting_reports/integration/09_current_production_regression.json","supporting report copy",442,301bde51247dae518e80b72a7ac73594f563b5cf5cbdcad45bf24b8860df887f
"supporting_reports/integration/10_historical_regression.json","supporting report copy",273,7478bdd56980dd43f09ea80a06d485103838ee8bbae2b6589385e8703fbc7ee9
"supporting_reports/integration/12_engineering_results.json","supporting report copy",423,6e10de60a250eb3213c4c437e07fd1a3d0dfac4255aa8b7e29e5c130fc09b836
"supporting_reports/integration/13_integration_health.json","supporting report copy",2235,2b7533b55d60d4fa146a79eaa71b9b298f4e6a760dc7c3e00788cca8f89df778
"supporting_reports/integration/14_integration_seal.json","supporting report copy",3203,2c4f7fef249aadfec3094bd450bad0ee9d54fdc855ace3683a6d11dddf5ca35e
"supporting_reports/integration/15_full_audit.md","supporting report copy",813,ca8337ae3ec57e390d48b6c66f5a75c26fb2cb484604af8438de6093e12107b9
"supporting_reports/research/m16j_17_model_health.json","supporting report copy",3672,55afa3c8c30a7c153699f57c607e5e1f190947ae77a67b765a04d78da6b78092
"supporting_reports/research/m16j_19_final_response_values.json","supporting report copy",7368,68acda3656a04082bfd850eb4f8827edc08779610a4c09f50381b4bf175ff1ab
"supporting_reports/research/m16l2_22_reserved_result_seal.json","supporting report copy",1345,33e2c47f1f044b1bf0dfa3cb376a44adc5440492d663c196fd17596fb8a6c2d5
"supporting_reports/research/m16l3_30_product_migration_seal.json","supporting report copy",2681,3395408e13cd03a23de60e1eb5486ec1c9968e998739ae67bf8165d721aecaa7
"supporting_reports/research/m17a2_40_historical_corpus_seal.json","supporting report copy",4128,fa6bca60775aab4153feef85ae9e096f61465216213b3112e76493e8194c371c
"supporting_reports/research/m17b_04_season_to_next_pooled.csv","supporting report copy",573,6485832c57ebd66da3e691c55398b15f5d910df18307cbddcbf6ee2d2bfb9e81
"supporting_reports/research/m17b_08_early_late_pooled.csv","supporting report copy",518,db10817b2c3e65785ea12854048dd9b2355daff508466abd0a528a4ead3cdbcc
"supporting_reports/research/m17b_17_pre_name_verdict.json","supporting report copy",1386,53e68beaad1713372faf9675941190d10c07aafcd1d45af41d23129561336c49
"supporting_reports/research/m17b_19_validation_seal.json","supporting report copy",6199,774c132678e962548d60c14a0fb5d6e522f715ea22bc41a18f0193854f48a4d2
"supporting_reports/research/m17b_20_model_health.json","supporting report copy",2528,303f496f099873cdfecd30ca4fdcd5266734262eaaef762c4ac6585a65102f84
"supporting_reports/research/m17b_21_full_audit.md","supporting report copy",739,4059a47a062bffa98dd49b08845ec205989ed25ed8739d039a2d1ba47d398222
"supporting_reports/research/m18a_27_model_health.json","supporting report copy",3477,fe534ed627bf1ebf6e0a49968bdf885295bcc60a739b375a603f799e0ab8d751
"supporting_reports/research/m18a_28_full_audit.md","supporting report copy",409,ffb86e2eb7497ef6edaf8cfc641a65a7a4e981d64504537dc7db9363ce447582
"supporting_reports/research/m18a_29_m18a_seal.json","supporting report copy",5187,12c967638011ae76379770dd8c508987b87167786807144c506d76cc9779b9c9
"supporting_reports/research/m18b0_13_model_health.json","supporting report copy",2121,91231ed041b0de6d880e077c0e9b71486046e89128b3d1f659b5776b60d79582
"supporting_reports/research/m18b0_14_full_audit.md","supporting report copy",1470,e0cbecdc035b44a1d7fbb65dd463c96ca9ce5089d9d96e340c2cda590c85aaa8
"supporting_reports/research/m18b0_15_readiness_seal.json","supporting report copy",3378,d0207ca052f080b783990989f807cffe024c6702f255361bb2079e58c8695fbe
"38_WORKBOOK_MANIFEST.csv","workbook manifest",18445,5d706e4f0feae4053efbad7c3b66521b0cbb874d001a221a98740f62f7f9bd0e
