season,gameId,status,reconcileOk,quarantined,possessionCount,lineupOk
2024-25,0022400189,COMPLETE,true,false,187,true
2024-25,0022400190,COMPLETE,true,false,182,true
2024-25,0022400191,COMPLETE,true,false,212,true
2024-25,0022400192,COMPLETE,true,false,208,true
2024-25,0022400193,COMPLETE,true,false,206,false
2024-25,0022400194,COMPLETE,true,false,204,true
2024-25,0022400195,COMPLETE,true,false,193,false
2024-25,0022400196,COMPLETE,true,false,195,true
2024-25,0022400197,COMPLETE,true,false,210,true
2024-25,0022400198,COMPLETE,true,false,208,false
2024-25,0022400199,COMPLETE,true,false,185,true
2024-25,0022400200,COMPLETE,true,false,192,true
2024-25,0022400201,COMPLETE,true,false,194,true
2024-25,0022400202,COMPLETE,true,false,197,false
2024-25,0022400203,COMPLETE,true,false,198,true
2024-25,0022400204,COMPLETE,true,false,189,false
2024-25,0022400205,COMPLETE,true,false,212,false
2024-25,0022400206,COMPLETE,true,false,198,false
2024-25,0022400207,COMPLETE,true,false,199,true
2024-25,0022400208,COMPLETE,true,false,197,true
2024-25,0022400209,COMPLETE,true,false,229,true
2024-25,0022400210,COMPLETE,true,false,220,false
2024-25,0022400211,COMPLETE,true,false,183,true
2024-25,0022400212,COMPLETE,true,false,206,false
2024-25,0022400213,COMPLETE,true,false,202,true
2024-25,0022400214,COMPLETE,true,false,188,false
2024-25,0022400215,COMPLETE,true,false,206,true
2024-25,0022400216,COMPLETE,true,false,190,true
2024-25,0022400217,COMPLETE,true,false,194,true
2024-25,0022400218,COMPLETE,true,false,193,true
2024-25,0022400219,COMPLETE,true,false,207,false
2024-25,0022400220,COMPLETE,true,false,191,true
2024-25,0022400221,COMPLETE,true,false,188,false
2024-25,0022400222,COMPLETE,true,false,198,false
2024-25,0022400223,COMPLETE,true,false,216,true
2024-25,0022400224,COMPLETE,true,false,213,true
2024-25,0022400225,COMPLETE,true,false,209,false
2024-25,0022400226,COMPLETE,true,false,203,false
2024-25,0022400227,COMPLETE,true,false,193,false
2024-25,0022400228,COMPLETE,true,false,193,false
2024-25,0022400229,COMPLETE,true,false,192,true
2024-25,0022400230,COMPLETE,true,false,198,true
2024-25,0022400231,COMPLETE,true,false,184,true
2024-25,0022400232,COMPLETE,true,false,201,false
2024-25,0022400233,COMPLETE,true,false,193,true
2024-25,0022400234,COMPLETE,true,false,193,false
2024-25,0022400235,COMPLETE,true,false,185,true
2024-25,0022400236,COMPLETE,true,false,198,false
2024-25,0022400237,COMPLETE,true,false,203,true
2024-25,0022400238,COMPLETE,true,false,194,true
2024-25,0022400239,COMPLETE,true,false,206,true
2024-25,0022400240,COMPLETE,true,false,178,false
2024-25,0022400241,COMPLETE,true,false,226,true
2024-25,0022400242,COMPLETE,true,false,195,true
2024-25,0022400243,COMPLETE,true,false,190,true
2024-25,0022400244,COMPLETE,true,false,194,true
2024-25,0022400245,COMPLETE,true,false,205,true
2024-25,0022400246,COMPLETE,true,false,190,false
2024-25,0022400247,COMPLETE,true,false,207,false
2024-25,0022400248,COMPLETE,true,false,197,true
2024-25,0022400249,COMPLETE,true,false,177,true
2024-25,0022400250,COMPLETE,true,false,194,true
2024-25,0022400251,COMPLETE,true,false,205,true
2024-25,0022400252,COMPLETE,true,false,187,true
2024-25,0022400253,COMPLETE,true,false,191,true
2024-25,0022400254,COMPLETE,true,false,225,false
2024-25,0022400255,COMPLETE,true,false,196,true
2024-25,0022400256,COMPLETE,true,false,197,true
2024-25,0022400257,COMPLETE,true,false,204,true
2024-25,0022400258,COMPLETE,true,false,225,true
2024-25,0022400259,COMPLETE,true,false,193,true
2024-25,0022400260,COMPLETE,true,false,211,false
2024-25,0022400261,COMPLETE,true,false,198,true
2024-25,0022400262,COMPLETE,true,false,214,true
2024-25,0022400263,COMPLETE,true,false,195,true
2024-25,0022400264,COMPLETE,true,false,204,true
2024-25,0022400265,COMPLETE,true,false,183,true
2024-25,0022400266,COMPLETE,true,false,207,false
2024-25,0022400267,COMPLETE,true,false,196,false
2024-25,0022400268,COMPLETE,true,false,210,true
2024-25,0022400269,COMPLETE,true,false,183,true
2024-25,0022400270,COMPLETE,true,false,202,false
2024-25,0022400271,COMPLETE,true,false,179,true
2024-25,0022400272,COMPLETE,true,false,198,true
2024-25,0022400273,COMPLETE,true,false,220,false
2024-25,0022400274,COMPLETE,true,false,195,true
2024-25,0022400275,COMPLETE,true,false,205,false
2024-25,0022400276,COMPLETE,true,false,187,false
2024-25,0022400277,COMPLETE,true,false,186,true
2024-25,0022400278,COMPLETE,true,false,187,false
2024-25,0022400279,COMPLETE,true,false,205,false
2024-25,0022400280,COMPLETE,true,false,222,true
2024-25,0022400281,COMPLETE,true,false,195,true
2024-25,0022400282,COMPLETE,true,false,208,true
2024-25,0022400283,COMPLETE,true,false,200,true
2024-25,0022400284,COMPLETE,true,false,201,false
2024-25,0022400285,COMPLETE,true,false,197,true
2024-25,0022400286,COMPLETE,true,false,187,true
2024-25,0022400287,COMPLETE,true,false,211,true
2024-25,0022400288,COMPLETE,true,false,184,true
2024-25,0022400289,COMPLETE,true,false,211,true
2024-25,0022400290,COMPLETE,true,false,219,true
2024-25,0022400291,COMPLETE,true,false,203,false
2024-25,0022400292,COMPLETE,true,false,193,true
2024-25,0022400293,COMPLETE,true,false,210,true
2024-25,0022400294,COMPLETE,true,false,198,true
2024-25,0022400295,COMPLETE,true,false,201,true
2024-25,0022400296,COMPLETE,true,false,192,true
2024-25,0022400297,COMPLETE,true,false,204,true
2024-25,0022400298,COMPLETE,true,false,188,true
2024-25,0022400299,COMPLETE,true,false,203,true
2024-25,0022400300,COMPLETE,true,false,196,false
2024-25,0022400301,COMPLETE,true,false,199,true
2024-25,0022400302,COMPLETE,true,false,202,true
2024-25,0022400303,COMPLETE,true,false,195,true
2024-25,0022400304,COMPLETE,true,false,194,true
2024-25,0022400305,COMPLETE,true,false,194,true
2024-25,0022400306,COMPLETE,true,false,216,true
2024-25,0022400307,COMPLETE,true,false,206,true
2024-25,0022400308,COMPLETE,true,false,197,true
2024-25,0022400309,COMPLETE,true,false,199,true
2024-25,0022400310,COMPLETE,true,false,200,true
2024-25,0022400311,COMPLETE,true,false,183,false
2024-25,0022400312,COMPLETE,true,false,202,true
2024-25,0022400313,COMPLETE,true,false,200,true
2024-25,0022400314,COMPLETE,true,false,203,true
2024-25,0022400315,COMPLETE,true,false,211,true
2024-25,0022400316,COMPLETE,true,false,190,true
2024-25,0022400317,COMPLETE,true,false,208,true
2024-25,0022400318,COMPLETE,true,false,192,true
2024-25,0022400319,COMPLETE,true,false,200,true
2024-25,0022400320,COMPLETE,true,false,192,true
2024-25,0022400321,COMPLETE,true,false,191,true
2024-25,0022400322,COMPLETE,true,false,178,true
2024-25,0022400323,COMPLETE,true,false,208,true
2024-25,0022400324,COMPLETE,true,false,199,true
2024-25,0022400325,COMPLETE,true,false,216,false
2024-25,0022400326,COMPLETE,true,false,207,false
2024-25,0022400327,COMPLETE,true,false,183,true
2024-25,0022400328,COMPLETE,true,false,206,true
2024-25,0022400329,COMPLETE,true,false,216,false
2024-25,0022400330,COMPLETE,true,false,211,true
2024-25,0022400331,COMPLETE,true,false,215,false
2024-25,0022400332,COMPLETE,true,false,194,true
2024-25,0022400333,COMPLETE,true,false,189,false
2024-25,0022400334,COMPLETE,true,false,228,false
2024-25,0022400335,COMPLETE,true,false,189,true
2024-25,0022400336,COMPLETE,true,false,208,false
2024-25,0022400337,COMPLETE,true,false,208,true
2024-25,0022400338,COMPLETE,true,false,200,true
2024-25,0022400339,COMPLETE,true,false,206,true
2024-25,0022400340,COMPLETE,true,false,185,true
2024-25,0022400341,COMPLETE,true,false,206,true
2024-25,0022400342,COMPLETE,true,false,199,true
2024-25,0022400343,COMPLETE,true,false,203,true
2024-25,0022400344,COMPLETE,true,false,208,true
2024-25,0022400345,COMPLETE,true,false,217,true
2024-25,0022400346,COMPLETE,true,false,189,true
2024-25,0022400347,COMPLETE,true,false,204,true
2024-25,0022400348,COMPLETE,true,false,184,true
2024-25,0022400349,COMPLETE,true,false,204,true
2024-25,0022400350,COMPLETE,true,false,213,false
2024-25,0022400351,COMPLETE,true,false,196,true
2024-25,0022400352,COMPLETE,true,false,201,true
2024-25,0022400353,COMPLETE,true,false,217,false
2024-25,0022400354,COMPLETE,true,false,203,false
2024-25,0022400355,COMPLETE,true,false,188,false
2024-25,0022400356,COMPLETE,true,false,192,true
2024-25,0022400357,COMPLETE,true,false,195,true
2024-25,0022400358,COMPLETE,true,false,195,true
2024-25,0022400359,COMPLETE,true,false,191,false
2024-25,0022400360,COMPLETE,true,false,221,true
2024-25,0022400361,COMPLETE,true,false,193,true
2024-25,0022400362,COMPLETE,true,false,199,true
2024-25,0022400363,COMPLETE,true,false,197,true
2024-25,0022400364,COMPLETE,true,false,186,true
2024-25,0022400365,COMPLETE,true,false,200,true
2024-25,0022400366,COMPLETE,true,false,210,true
2024-25,0022400367,COMPLETE,true,false,202,true
2024-25,0022400368,COMPLETE,true,false,196,false
2024-25,0022400369,COMPLETE,true,false,207,false
2024-25,0022400370,COMPLETE,true,false,231,true
2024-25,0022400371,COMPLETE,true,false,199,false
2024-25,0022400372,COMPLETE,true,false,209,false
2024-25,0022400373,COMPLETE,true,false,183,true
2024-25,0022400374,COMPLETE,true,false,208,true
2024-25,0022400375,COMPLETE,true,false,195,true
2024-25,0022400376,COMPLETE,true,false,192,false
2024-25,0022400377,COMPLETE,true,false,205,true
2024-25,0022400378,COMPLETE,true,false,220,true
2024-25,0022400379,COMPLETE,true,false,203,true
2024-25,0022400380,COMPLETE,true,false,193,true
2024-25,0022400381,COMPLETE,true,false,202,true
2024-25,0022400382,COMPLETE,true,false,200,true
2024-25,0022400383,COMPLETE,true,false,193,true
2024-25,0022400384,COMPLETE,true,false,188,true
2024-25,0022400385,COMPLETE,true,false,191,false
2024-25,0022400386,COMPLETE,true,false,195,true
2024-25,0022400387,COMPLETE,true,false,201,true
2024-25,0022400388,COMPLETE,true,false,211,true
2024-25,0022400389,COMPLETE,true,false,191,true
2024-25,0022400390,COMPLETE,true,false,240,false
2024-25,0022400391,COMPLETE,true,false,194,true
2024-25,0022400392,COMPLETE,true,false,197,true
2024-25,0022400393,COMPLETE,true,false,209,false
2024-25,0022400394,COMPLETE,true,false,206,false
2024-25,0022400395,COMPLETE,true,false,202,true
2024-25,0022400396,COMPLETE,true,false,187,true
2024-25,0022400397,COMPLETE,true,false,209,true
2024-25,0022400398,COMPLETE,true,false,201,false
2024-25,0022400399,COMPLETE,true,false,216,true
2024-25,0022400400,COMPLETE,true,false,212,true
2024-25,0022400401,COMPLETE,true,false,202,true
2024-25,0022400402,COMPLETE,true,false,187,false
2024-25,0022400403,COMPLETE,true,false,196,true
2024-25,0022400404,COMPLETE,true,false,196,true
2024-25,0022400405,COMPLETE,true,false,191,true
2024-25,0022400406,COMPLETE,true,false,183,true
2024-25,0022400407,COMPLETE,true,false,195,false
2024-25,0022400408,COMPLETE,true,false,190,false
2024-25,0022400409,COMPLETE,true,false,185,true
2024-25,0022400410,COMPLETE,true,false,196,true
2024-25,0022400411,COMPLETE,true,false,191,true
2024-25,0022400412,COMPLETE,true,false,210,true
2024-25,0022400413,COMPLETE,true,false,211,true
2024-25,0022400414,COMPLETE,true,false,228,true
2024-25,0022400415,COMPLETE,true,false,202,true
2024-25,0022400416,COMPLETE,true,false,205,true
2024-25,0022400417,COMPLETE,true,false,198,false
2024-25,0022400418,COMPLETE,true,false,200,true
2024-25,0022400419,COMPLETE,true,false,187,false
2024-25,0022400420,COMPLETE,true,false,193,true
2024-25,0022400421,COMPLETE,true,false,188,true
2024-25,0022400422,COMPLETE,true,false,191,true
2024-25,0022400423,COMPLETE,true,false,218,true
2024-25,0022400424,COMPLETE,true,false,210,true
2024-25,0022400425,COMPLETE,true,false,186,false
2024-25,0022400426,COMPLETE,true,false,192,true
2024-25,0022400427,COMPLETE,true,false,195,true
2024-25,0022400428,COMPLETE,true,false,200,false
2024-25,0022400429,COMPLETE,true,false,222,true
2024-25,0022400430,COMPLETE,true,false,204,true
2024-25,0022400431,COMPLETE,true,false,191,false
2024-25,0022400432,COMPLETE,true,false,204,true
2024-25,0022400433,COMPLETE,true,false,197,true
2024-25,0022400434,COMPLETE,true,false,204,true
2024-25,0022400435,COMPLETE,true,false,194,true
2024-25,0022400436,COMPLETE,true,false,177,true
2024-25,0022400437,COMPLETE,true,false,195,true
2024-25,0022400438,COMPLETE,true,false,222,false
2024-25,0022400439,COMPLETE,true,false,195,true
2024-25,0022400440,COMPLETE,true,false,211,true
2024-25,0022400441,COMPLETE,true,false,196,false
2024-25,0022400442,COMPLETE,true,false,226,false
2024-25,0022400443,COMPLETE,true,false,201,true
2024-25,0022400444,REPAIRABLE_STRUCTURAL,false,false,193,true
2024-25,0022400445,COMPLETE,true,false,202,true
2024-25,0022400446,COMPLETE,true,false,209,true
2024-25,0022400447,COMPLETE,true,false,195,false
2024-25,0022400448,COMPLETE,true,false,206,true
2024-25,0022400449,COMPLETE,true,false,191,true
2024-25,0022400450,COMPLETE,true,false,216,true
2024-25,0022400451,COMPLETE,true,false,196,true
2024-25,0022400452,COMPLETE,true,false,198,true
2024-25,0022400453,COMPLETE,true,false,211,true
2024-25,0022400454,COMPLETE,true,false,198,true
2024-25,0022400455,COMPLETE,true,false,194,false
2024-25,0022400456,COMPLETE,true,false,214,true
2024-25,0022400457,COMPLETE,true,false,191,true
2024-25,0022400458,COMPLETE,true,false,201,false
2024-25,0022400459,COMPLETE,true,false,198,true
2024-25,0022400460,COMPLETE,true,false,197,true
2024-25,0022400461,COMPLETE,true,false,219,true
2024-25,0022400462,COMPLETE,true,false,195,true
2024-25,0022400463,COMPLETE,true,false,190,true
2024-25,0022400464,COMPLETE,true,false,174,true
2024-25,0022400465,COMPLETE,true,false,198,false
2024-25,0022400466,COMPLETE,true,false,197,true
2024-25,0022400467,COMPLETE,true,false,196,false
2024-25,0022400468,COMPLETE,true,false,197,true
2024-25,0022400469,COMPLETE,true,false,199,true
2024-25,0022400470,COMPLETE,true,false,177,true
2024-25,0022400471,COMPLETE,true,false,175,false
2024-25,0022400472,COMPLETE,true,false,204,true
2024-25,0022400473,COMPLETE,true,false,198,true
2024-25,0022400474,COMPLETE,true,false,206,true
2024-25,0022400475,COMPLETE,true,false,199,true
2024-25,0022400476,COMPLETE,true,false,215,true
2024-25,0022400477,COMPLETE,true,false,196,false
2024-25,0022400478,COMPLETE,true,false,210,false
2024-25,0022400479,COMPLETE,true,false,199,true
2024-25,0022400480,COMPLETE,true,false,196,true
2024-25,0022400481,COMPLETE,true,false,205,true
2024-25,0022400482,COMPLETE,true,false,207,false
2024-25,0022400483,COMPLETE,true,false,202,true
2024-25,0022400484,COMPLETE,true,false,215,true
2024-25,0022400485,COMPLETE,true,false,201,true
2024-25,0022400486,COMPLETE,true,false,221,true
2024-25,0022400487,COMPLETE,true,false,195,true
2024-25,0022400488,COMPLETE,true,false,200,true
2024-25,0022400489,COMPLETE,true,false,198,false
2024-25,0022400490,COMPLETE,true,false,196,true
2024-25,0022400491,COMPLETE,true,false,182,true
2024-25,0022400492,COMPLETE,true,false,198,true
2024-25,0022400493,COMPLETE,true,false,195,true
2024-25,0022400494,COMPLETE,true,false,190,false
2024-25,0022400495,COMPLETE,true,false,187,true
2024-25,0022400496,COMPLETE,true,false,181,true
2024-25,0022400497,COMPLETE,true,false,203,true
2024-25,0022400498,COMPLETE,true,false,208,true
2024-25,0022400499,COMPLETE,true,false,209,true
2024-25,0022400500,COMPLETE,true,false,190,true
2024-25,0022400501,COMPLETE,true,false,230,false
2024-25,0022400502,COMPLETE,true,false,203,true
2024-25,0022400503,COMPLETE,true,false,199,false
2024-25,0022400504,COMPLETE,true,false,182,false
2024-25,0022400505,COMPLETE,true,false,194,false
2024-25,0022400506,COMPLETE,true,false,204,true
2024-25,0022400507,COMPLETE,true,false,185,true
2024-25,0022400508,COMPLETE,true,false,192,true
2024-25,0022400509,COMPLETE,true,false,199,true
2024-25,0022400510,COMPLETE,true,false,201,true
2024-25,0022400511,COMPLETE,true,false,190,true
2024-25,0022400512,COMPLETE,true,false,182,true
2024-25,0022400513,COMPLETE,true,false,190,true
2024-25,0022400514,COMPLETE,true,false,183,true
2024-25,0022400515,COMPLETE,true,false,196,true
2024-25,0022400516,COMPLETE,true,false,199,true
2024-25,0022400517,COMPLETE,true,false,193,true
2024-25,0022400518,COMPLETE,true,false,192,true
2024-25,0022400519,COMPLETE,true,false,185,false
2024-25,0022400520,COMPLETE,true,false,214,true
2024-25,0022400521,COMPLETE,true,false,195,true
2024-25,0022400522,COMPLETE,true,false,190,true
2024-25,0022400523,COMPLETE,true,false,192,false
2024-25,0022400524,COMPLETE,true,false,204,false
2024-25,0022400525,COMPLETE,true,false,195,true
2024-25,0022400526,COMPLETE,true,false,194,true
2024-25,0022400527,COMPLETE,true,false,194,true
2024-25,0022400528,COMPLETE,true,false,201,true
2024-25,0022400529,COMPLETE,true,false,203,true
2024-25,0022400530,COMPLETE,true,false,208,true
2024-25,0022400531,COMPLETE,true,false,202,true
2024-25,0022400532,COMPLETE,true,false,202,false
2024-25,0022400533,COMPLETE,true,false,186,true
2024-25,0022400534,COMPLETE,true,false,199,false
2024-25,0022400535,COMPLETE,true,false,206,true
2024-25,0022400536,COMPLETE,true,false,195,true
2024-25,0022400537,COMPLETE,true,false,201,true
2024-25,0022400538,COMPLETE,true,false,194,true
2024-25,0022400539,COMPLETE,true,false,196,true
2024-25,0022400540,COMPLETE,true,false,192,true
2024-25,0022400541,COMPLETE,true,false,200,true
2024-25,0022400542,COMPLETE,true,false,203,false
2024-25,0022400543,COMPLETE,true,false,197,true
2024-25,0022400544,COMPLETE,true,false,183,false
2024-25,0022400545,COMPLETE,true,false,213,false
2024-25,0022400546,COMPLETE,true,false,204,true
2024-25,0022400547,COMPLETE,true,false,199,false
2024-25,0022400548,COMPLETE,true,false,199,true
2024-25,0022400549,COMPLETE,true,false,198,true
2024-25,0022400550,COMPLETE,true,false,187,true
2024-25,0022400551,COMPLETE,true,false,203,true
2024-25,0022400552,COMPLETE,true,false,192,true
2024-25,0022400553,COMPLETE,true,false,199,false
2024-25,0022400554,COMPLETE,true,false,207,false
2024-25,0022400555,COMPLETE,true,false,195,true
2024-25,0022400556,COMPLETE,true,false,204,false
2024-25,0022400557,COMPLETE,true,false,202,false
