season,gameId,sourcePlayerId,canonicalPlayerId,name,teamId
2024-25,0022400004,1626166,1626166,Cameron Payne,1610612752
2024-25,0022400004,1630346,1630346,Matt Ryan,1610612752
2024-25,0022400005,1627752,1627752,Taurean Prince,1610612749
2024-25,0022400005,203507,203507,Giannis Antetokounmpo,1610612749
2024-25,0022400005,201572,201572,Brook Lopez,1610612749
2024-25,0022400005,1631260,1631260,AJ Green,1610612749
2024-25,0022400005,1631157,1631157,Ryan Rollins,1610612749
2024-25,0022400005,1626171,1626171,Bobby Portis,1610612749
2024-25,0022400005,1629018,1629018,Gary Trent Jr.,1610612749
2024-25,0022400005,1626153,1626153,Delon Wright,1610612749
2024-25,0022400005,1626192,1626192,Pat Connaughton,1610612749
2024-25,0022400005,1641748,1641748,Andre Jackson Jr.,1610612749
2024-25,0022400005,1630699,1630699,MarJon Beauchamp,1610612749
2024-25,0022400005,1641753,1641753,Chris Livingston,1610612749
2024-25,0022400005,1630649,1630649,Stanley Umude,1610612749
2024-25,0022400005,1641890,1641890,Tyler Smith,1610612749
2024-25,0022400005,1642358,1642358,AJ Johnson,1610612749
2024-25,0022400005,1630534,1630534,Ochai Agbaji,1610612761
2024-25,0022400005,1629628,1629628,RJ Barrett,1610612761
2024-25,0022400005,1627751,1627751,Jakob Pöltl,1610612761
2024-25,0022400005,1641711,1641711,Gradey Dick,1610612761
2024-25,0022400005,1630558,1630558,Davion Mitchell,1610612761
2024-25,0022400005,1628981,1628981,Bruno Fernando,1610612761
2024-25,0022400005,1628449,1628449,Chris Boucher,1610612761
2024-25,0022400005,1642367,1642367,Jonathan Mogbo,1610612761
2024-25,0022400005,1642347,1642347,Jamal Shead,1610612761
2024-25,0022400005,1642419,1642419,Jamison Battle,1610612761
2024-25,0022400005,202066,202066,Garrett Temple,1610612761
2024-25,0022400006,1642262,1642262,Cody Williams,1610612762
2024-25,0022400006,1628374,1628374,Lauri Markkanen,1610612762
2024-25,0022400006,1628381,1628381,John Collins,1610612762
2024-25,0022400006,1629012,1629012,Collin Sexton,1610612762
2024-25,0022400006,1641718,1641718,Keyonte George,1610612762
2024-25,0022400006,203903,203903,Jordan Clarkson,1610612762
2024-25,0022400006,1642271,1642271,Kyle Filipowski,1610612762
2024-25,0022400006,1630548,1630548,Johnny Juzang,1610612762
2024-25,0022400006,1642268,1642268,Isaiah Collier,1610612762
2024-25,0022400006,1641729,1641729,Brice Sensabaugh,1610612762
2024-25,0022400006,1629234,1629234,Drew Eubanks,1610612762
2024-25,0022400006,203078,203078,Bradley Beal,1610612756
2024-25,0022400006,1642346,1642346,Ryan Dunn,1610612756
2024-25,0022400006,203486,203486,Mason Plumlee,1610612756
2024-25,0022400006,1626164,1626164,Devin Booker,1610612756
2024-25,0022400006,1626145,1626145,Tyus Jones,1610612756
2024-25,0022400006,1626220,1626220,Royce O'Neale,1610612756
2024-25,0022400006,1642345,1642345,Oso Ighodaro,1610612756
2024-25,0022400006,1628960,1628960,Grayson Allen,1610612756
2024-25,0022400006,1628420,1628420,Monté Morris,1610612756
2024-25,0022400006,1629006,1629006,Josh Okogie,1610612756
2024-25,0022400007,203952,203952,Andrew Wiggins,1610612744
2024-25,0022400007,203110,203110,Draymond Green,1610612744
2024-25,0022400007,1631218,1631218,Trayce Jackson-Davis,1610612744
2024-25,0022400007,1629001,1629001,De'Anthony Melton,1610612744
2024-25,0022400007,201939,201939,Stephen Curry,1610612744
2024-25,0022400007,1627780,1627780,Gary Payton II,1610612744
2024-25,0022400007,1627741,1627741,Buddy Hield,1610612744
2024-25,0022400007,1630228,1630228,Jonathan Kuminga,1610612744
2024-25,0022400007,1626172,1626172,Kevon Looney,1610612744
2024-25,0022400007,1641764,1641764,Brandin Podziemski,1610612744
2024-25,0022400007,1630541,1630541,Moses Moody,1610612744
2024-25,0022400007,202691,202691,Klay Thompson,1610612742
2024-25,0022400007,1630230,1630230,Naji Marshall,1610612742
2024-25,0022400007,1629655,1629655,Daniel Gafford,1610612742
2024-25,0022400007,202681,202681,Kyrie Irving,1610612742
2024-25,0022400007,1629029,1629029,Luka Dončić,1610612742
2024-25,0022400007,1641726,1641726,Dereck Lively II,1610612742
2024-25,0022400007,1629656,1629656,Quentin Grimes,1610612742
2024-25,0022400007,203915,203915,Spencer Dinwiddie,1610612742
2024-25,0022400007,1630702,1630702,Jaden Hardy,1610612742
2024-25,0022400008,1641739,1641739,Toumani Camara,1610612757
2024-25,0022400008,203924,203924,Jerami Grant,1610612757
2024-25,0022400008,1642270,1642270,Donovan Clingan,1610612757
2024-25,0022400008,1631101,1631101,Shaedon Sharpe,1610612757
2024-25,0022400008,1629014,1629014,Anfernee Simons,1610612757
2024-25,0022400008,1630703,1630703,Scoot Henderson,1610612757
2024-25,0022400008,1629057,1629057,Robert Williams III,1610612757
2024-25,0022400008,1630166,1630166,Deni Avdija,1610612757
2024-25,0022400008,1630625,1630625,Dalano Banton,1610612757
2024-25,0022400008,1641712,1641712,Rayan Rupert,1610612757
2024-25,0022400008,1630183,1630183,Jaden McDaniels,1610612750
2024-25,0022400008,203944,203944,Julius Randle,1610612750
2024-25,0022400008,203497,203497,Rudy Gobert,1610612750
2024-25,0022400008,1630162,1630162,Anthony Edwards,1610612750
2024-25,0022400008,201144,201144,Mike Conley,1610612750
2024-25,0022400008,1628978,1628978,Donte DiVincenzo,1610612750
2024-25,0022400008,1629675,1629675,Naz Reid,1610612750
2024-25,0022400008,1629638,1629638,Nickeil Alexander-Walker,1610612750
2024-25,0022400008,1631169,1631169,Josh Minott,1610612750
2024-25,0022400009,1631097,1631097,Bennedict Mathurin,1610612754
2024-25,0022400009,1627783,1627783,Pascal Siakam,1610612754
2024-25,0022400009,1626167,1626167,Myles Turner,1610612754
2024-25,0022400009,1641767,1641767,Ben Sheppard,1610612754
2024-25,0022400009,1630169,1630169,Tyrese Haliburton,1610612754
2024-25,0022400009,1630167,1630167,Obi Toppin,1610612754
2024-25,0022400009,204456,204456,T.J. McConnell,1610612754
2024-25,0022400009,1641716,1641716,Jarace Walker,1610612754
2024-25,0022400009,1642402,1642402,Enrique Freeman,1610612754
2024-25,0022400009,1642277,1642277,Johnny Furphy,1610612754
2024-25,0022400009,1631245,1631245,Quenton Jackson,1610612754
2024-25,0022400010,201569,201569,Eric Gordon,1610612755
2024-25,0022400010,1630231,1630231,KJ Martin,1610612755
2024-25,0022400011,1631111,1631111,Wendell Moore Jr.,1610612765
2024-25,0022400011,1631204,1631204,Marcus Sasser,1610612765
2024-25,0022400012,1629027,1629027,Trae Young,1610612737
2024-25,0022400012,1629631,1629631,De'Andre Hunter,1610612737
2024-25,0022400012,1641731,1641731,Bilal Coulibaly,1610612764
2024-25,0022400012,1628398,1628398,Kyle Kuzma,1610612764
2024-25,0022400012,1642259,1642259,Alexandre Sarr,1610612764
2024-25,0022400012,1629673,1629673,Jordan Poole,1610612764
2024-25,0022400012,1642267,1642267,Carlton Carrington,1610612764
2024-25,0022400012,1630557,1630557,Corey Kispert,1610612764
2024-25,0022400012,1631098,1631098,Johnny Davis,1610612764
2024-25,0022400012,202685,202685,Jonas Valančiūnas,1610612764
2024-25,0022400012,1642273,1642273,Kyshawn George,1610612764
2024-25,0022400013,1630171,1630171,Isaac Okoro,1610612739
2024-25,0022400013,1627777,1627777,Georges Niang,1610612739
2024-25,0022400013,1628386,1628386,Jarrett Allen,1610612739
2024-25,0022400013,1628378,1628378,Donovan Mitchell,1610612739
2024-25,0022400013,1629636,1629636,Darius Garland,1610612739
2024-25,0022400013,1629731,1629731,Dean Wade,1610612739
2024-25,0022400013,1627747,1627747,Caris LeVert,1610612739
2024-25,0022400013,1629660,1629660,Ty Jerome,1610612739
2024-25,0022400013,202684,202684,Tristan Thompson,1610612739
2024-25,0022400013,1641854,1641854,Craig Porter Jr.,1610612739
2024-25,0022400013,203897,203897,Zach LaVine,1610612741
2024-25,0022400013,1630172,1630172,Patrick Williams,1610612741
2024-25,0022400013,202696,202696,Nikola Vučević,1610612741
2024-25,0022400013,1629632,1629632,Coby White,1610612741
2024-25,0022400013,1630581,1630581,Josh Giddey,1610612741
2024-25,0022400013,1630245,1630245,Ayo Dosunmu,1610612741
2024-25,0022400013,1630188,1630188,Jalen Smith,1610612741
2024-25,0022400013,1641763,1641763,Julian Phillips,1610612741
2024-25,0022400013,1631207,1631207,Dalen Terry,1610612741
2024-25,0022400013,1641824,1641824,Matas Buzelis,1610612741
2024-25,0022400013,1629659,1629659,Talen Horton-Tucker,1610612741
2024-25,0022400013,1630537,1630537,Chris Duarte,1610612741
2024-25,0022400013,1630604,1630604,E.J. Liddell,1610612741
2024-25,0022400014,1630574,1630574,Ariel Hukporti,1610612752
2024-25,0022400014,1642278,1642278,Tyler Kolek,1610612752
2024-25,0022400014,1642359,1642359,Pacôme Dadiet,1610612752
2024-25,0022400014,1627732,1627732,Ben Simmons,1610612751
2024-25,0022400014,1629661,1629661,Cameron Johnson,1610612751
2024-25,0022400014,1627827,1627827,Dorian Finney-Smith,1610612751
2024-25,0022400014,1630560,1630560,Cam Thomas,1610612751
2024-25,0022400014,203471,203471,Dennis Schröder,1610612751
2024-25,0022400014,1630533,1630533,Ziaire Williams,1610612751
2024-25,0022400014,1641730,1641730,Noah Clowney,1610612751
2024-25,0022400014,1629003,1629003,Shake Milton,1610612751
2024-25,0022400014,1630553,1630553,Keon Johnson,1610612751
2024-25,0022400014,1630592,1630592,Jalen Wilson,1610612751
2024-25,0022400015,1630577,1630577,Julian Champagnie,1610612759
2024-25,0022400015,203084,203084,Harrison Barnes,1610612759
2024-25,0022400015,1641705,1641705,Victor Wembanyama,1610612759
2024-25,0022400015,1642264,1642264,Stephon Castle,1610612759
2024-25,0022400015,101108,101108,Chris Paul,1610612759
2024-25,0022400015,1629640,1629640,Keldon Johnson,1610612759
2024-25,0022400015,1628380,1628380,Zach Collins,1610612759
2024-25,0022400015,1630170,1630170,Devin Vassell,1610612759
2024-25,0022400015,1631104,1631104,Blake Wesley,1610612759
2024-25,0022400015,1631103,1631103,Malaki Branham,1610612759
2024-25,0022400015,1630572,1630572,Sandro Mamukelashvili,1610612759
2024-25,0022400015,1642261,1642261,Dalton Knecht,1610612747
2024-25,0022400015,2544,2544,LeBron James,1610612747
2024-25,0022400015,203076,203076,Anthony Davis,1610612747
2024-25,0022400015,1629629,1629629,Cam Reddish,1610612747
2024-25,0022400015,1630559,1630559,Austin Reaves,1610612747
2024-25,0022400015,1626156,1626156,D'Angelo Russell,1610612747
2024-25,0022400015,1631108,1631108,Max Christie,1610612747
2024-25,0022400015,1629216,1629216,Gabe Vincent,1610612747
2024-25,0022400015,1631132,1631132,Christian Koloko,1610612747
2024-25,0022400016,1628415,1628415,Dillon Brooks,1610612745
2024-25,0022400016,1631095,1631095,Jabari Smith Jr.,1610612745
2024-25,0022400016,1630578,1630578,Alperen Sengun,1610612745
2024-25,0022400016,1630224,1630224,Jalen Green,1610612745
2024-25,0022400016,1627832,1627832,Fred VanVleet,1610612745
2024-25,0022400016,1641708,1641708,Amen Thompson,1610612745
2024-25,0022400016,1631106,1631106,Tari Eason,1610612745
2024-25,0022400016,203500,203500,Steven Adams,1610612745
2024-25,0022400016,1642263,1642263,Reed Sheppard,1610612745
2024-25,0022400016,1628988,1628988,Aaron Holiday,1610612745
2024-25,0022400016,1630256,1630256,Jae'Sean Tate,1610612745
2024-25,0022400016,1629111,1629111,Jock Landale,1610612745
2024-25,0022400016,1629098,1629098,Jack McVeigh,1610612745
2024-25,0022400016,1626181,1626181,Norman Powell,1610612746
2024-25,0022400016,1627884,1627884,Derrick Jones Jr.,1610612746
2024-25,0022400016,1627826,1627826,Ivica Zubac,1610612746
2024-25,0022400016,1627739,1627739,Kris Dunn,1610612746
2024-25,0022400016,201935,201935,James Harden,1610612746
2024-25,0022400016,1630539,1630539,Kai Jones,1610612746
2024-25,0022400016,1629645,1629645,Kevin Porter Jr.,1610612746
2024-25,0022400016,1629599,1629599,Amir Coffey,1610612746
2024-25,0022400016,1629611,1629611,Terance Mann,1610612746
2024-25,0022400016,201587,201587,Nicolas Batum,1610612746
2024-25,0022400016,1641757,1641757,Jordan Miller,1610612746
2024-25,0022400016,1641738,1641738,Kobe Brown,1610612746
2024-25,0022400016,1630538,1630538,Bones Hyland,1610612746
2024-25,0022400017,1627742,1627742,Brandon Ingram,1610612740
2024-25,0022400017,1630530,1630530,Trey Murphy III,1610612740
2024-25,0022400017,1642274,1642274,Yves Missi,1610612740
2024-25,0022400017,1629750,1629750,Javonte Green,1610612740
2024-25,0022400017,1630527,1630527,Brandon Boston Jr.,1610612740
2024-25,0022400017,1630526,1630526,Jeremiah Robinson-Earl,1610612740
2024-25,0022400017,1631288,1631288,Jamal Cain,1610612740
2024-25,0022400017,1629669,1629669,Jaylen Nowell,1610612740
2024-25,0022400017,1641998,1641998,Trey Jemison III,1610612740
2024-25,0022400017,1629008,1629008,Michael Porter Jr.,1610612743
2024-25,0022400017,1631212,1631212,Peyton Watson,1610612743
2024-25,0022400017,203967,203967,Dario Šarić,1610612743
2024-25,0022400017,1627750,1627750,Jamal Murray,1610612743
2024-25,0022400017,1631128,1631128,Christian Braun,1610612743
2024-25,0022400017,1630192,1630192,Zeke Nnaji,1610612743
2024-25,0022400017,1631124,1631124,Julian Strawther,1610612743
2024-25,0022400017,201566,201566,Russell Westbrook,1610612743
2024-25,0022400017,1641816,1641816,Hunter Tyson,1610612743
2024-25,0022400017,1628427,1628427,Vlatko Čančar,1610612743
2024-25,0022400018,1629652,1629652,Luguentz Dort,1610612760
2024-25,0022400018,1630198,1630198,Isaiah Joe,1610612760
2024-25,0022400018,1631114,1631114,Jalen Williams,1610612760
2024-25,0022400018,1641717,1641717,Cason Wallace,1610612760
2024-25,0022400018,1628983,1628983,Shai Gilgeous-Alexander,1610612760
2024-25,0022400018,1631172,1631172,Ousmane Dieng,1610612760
2024-25,0022400018,1630598,1630598,Aaron Wiggins,1610612760
2024-25,0022400018,1629026,1629026,Kenrich Williams,1610612760
2024-25,0022400018,1642349,1642349,Ajay Mitchell,1610612760
2024-25,0022400018,1641794,1641794,Dillon Jones,1610612760
2024-25,0022400018,1641745,1641745,Adam Flagler,1610612760
2024-25,0022400018,1642502,1642502,Malevy Leons,1610612760
2024-25,0022400018,203994,203994,Jusuf Nurkić,1610612756
2024-25,0022400018,1631102,1631102,TyTy Washington Jr.,1610612756
2024-25,0022400018,1627814,1627814,Damion Lee,1610612756
2024-25,0022400018,1629626,1629626,Bol Bol,1610612756
2024-25,0022400018,1641779,1641779,Jalen Bridges,1610612756
2024-25,0022400019,1630322,1630322,Lindy Waters III,1610612744
2024-25,0022400019,203937,203937,Kyle Anderson,1610612744
2024-25,0022400019,1630583,1630583,Santi Aldama,1610612763
2024-25,0022400019,1628991,1628991,Jaren Jackson Jr.,1610612763
2024-25,0022400019,1629634,1629634,Brandon Clarke,1610612763
2024-25,0022400019,1642377,1642377,Jaylen Wells,1610612763
2024-25,0022400019,1630590,1630590,Scotty Pippen Jr.,1610612763
2024-25,0022400019,1630217,1630217,Desmond Bane,1610612763
2024-25,0022400019,1641744,1641744,Zach Edey,1610612763
2024-25,0022400019,203935,203935,Marcus Smart,1610612763
2024-25,0022400019,1631222,1631222,Jake LaRavia,1610612763
2024-25,0022400019,1631246,1631246,Vince Williams Jr.,1610612763
2024-25,0022400019,1628379,1628379,Luke Kennard,1610612763
2024-25,0022400019,1630643,1630643,Jay Huff,1610612763
2024-25,0022400020,1631099,1631099,Keegan Murray,1610612758
2024-25,0022400020,1627734,1627734,Domantas Sabonis,1610612758
2024-25,0022400020,203458,203458,Alex Len,1610612758
2024-25,0022400020,1628989,1628989,Kevin Huerter,1610612758
2024-25,0022400020,1628368,1628368,De'Aaron Fox,1610612758
2024-25,0022400020,1629162,1629162,Jordan McLaughlin,1610612758
2024-25,0022400020,1631165,1631165,Keon Ellis,1610612758
2024-25,0022400020,1626168,1626168,Trey Lyles,1610612758
2024-25,0022400020,203926,203926,Doug McDermott,1610612758
2024-25,0022400020,1642265,1642265,Rob Dillingham,1610612750
2024-25,0022400020,204060,204060,Joe Ingles,1610612750
2024-25,0022400021,1630241,1630241,Sam Merrill,1610612739
2024-25,0022400021,1630596,1630596,Evan Mobley,1610612739
2024-25,0022400022,1630570,1630570,Trendon Watford,1610612751
2024-25,0022400022,1628970,1628970,Miles Bridges,1610612766
2024-25,0022400022,1630544,1630544,Tre Mann,1610612766
2024-25,0022400023,1629723,1629723,John Konchar,1610612763
2024-25,0022400023,1641725,1641725,Trey Alexander,1610612743
2024-25,0022400023,201599,201599,DeAndre Jordan,1610612743
2024-25,0022400024,1629023,1629023,P.J. Washington,1610612742
2024-25,0022400024,1628467,1628467,Maxi Kleber,1610612742
2024-25,0022400024,203939,203939,Dwight Powell,1610612742
2024-25,0022400024,1641765,1641765,Olivier-Maxence Prosper,1610612742
2024-25,0022400024,1630314,1630314,Brandon Williams,1610612742
2024-25,0022400024,1641810,1641810,Antonio Reeves,1610612740
2024-25,0022400024,1631255,1631255,Karlo Matković,1610612740
2024-25,0022400025,1629646,1629646,Charles Bassey,1610612759
2024-25,0022400025,1630200,1630200,Tre Jones,1610612759
2024-25,0022400025,1627936,1627936,Alex Caruso,1610612760
2024-25,0022400027,1630178,1630178,Tyrese Maxey,1610612755
2024-25,0022400027,202704,202704,Reggie Jackson,1610612755
2024-25,0022400027,1629651,1629651,Nic Claxton,1610612751
2024-25,0022400028,1627763,1627763,Malcolm Brogdon,1610612764
2024-25,0022400028,1630264,1630264,Anthony Gill,1610612764
2024-25,0022400028,1630214,1630214,Xavier Tillman,1610612738
2024-25,0022400029,203081,203081,Damian Lillard,1610612749
2024-25,0022400029,1629650,1629650,Moses Brown,1610612754
2024-25,0022400029,1641803,1641803,Tristen Newton,1610612754
2024-25,0022400030,203992,203992,Bogdan Bogdanović,1610612737
2024-25,0022400030,1641723,1641723,Kobe Bufkin,1610612737
2024-25,0022400030,1630249,1630249,Vít Krejčí,1610612737
2024-25,0022400031,201145,201145,Jeff Green,1610612745
2024-25,0022400031,1631200,1631200,Kris Murray,1610612757
2024-25,0022400031,1641871,1641871,Duop Reath,1610612757
2024-25,0022400031,1631133,1631133,Jabari Walker,1610612757
2024-25,0022400031,1631386,1631386,Tazé Moore,1610612757
2024-25,0022400032,1628464,1628464,Daniel Theis,1610612740
2024-25,0022400032,203901,203901,Elfrid Payton,1610612740
2024-25,0022400032,1641722,1641722,Jordan Hawkins,1610612740
2024-25,0022400033,203999,203999,Nikola Jokić,1610612743
2024-25,0022400034,1628964,1628964,Mo Bamba,1610612746
2024-25,0022400034,201942,201942,DeMar DeRozan,1610612758
2024-25,0022400034,1641732,1641732,Colby Jones,1610612758
2024-25,0022400035,1630215,1630215,Jared Butler,1610612764
2024-25,0022400035,1631116,1631116,Patrick Baldwin Jr.,1610612764
2024-25,0022400035,1628963,1628963,Marvin Bagley III,1610612764
2024-25,0022400035,1628975,1628975,Jevon Carter,1610612741
2024-25,0022400036,202710,202710,Jimmy Butler,1610612748
2024-25,0022400036,202692,202692,Alec Burks,1610612748
2024-25,0022400038,1631117,1631117,Walker Kessler,1610612762
2024-25,0022400039,201142,201142,Kevin Durant,1610612756
2024-25,0022400039,1629060,1629060,Rui Hachimura,1610612747
2024-25,0022400039,1629637,1629637,Jaxson Hayes,1610612747
2024-25,0022400040,1642354,1642354,KJ Simpson,1610612766
2024-25,0022400041,1642281,1642281,Jaylon Tyson,1610612739
2024-25,0022400042,1629630,1629630,Ja Morant,1610612763
2024-25,0022400042,1627749,1627749,Dejounte Murray,1610612740
2024-25,0022400042,203468,203468,CJ McCollum,1610612740
2024-25,0022400043,1631213,1631213,Tyrese Martin,1610612751
2024-25,0022400043,1628976,1628976,Wendell Carter Jr.,1610612753
2024-25,0022400045,1641709,1641709,Ausar Thompson,1610612765
2024-25,0022400046,1630567,1630567,Scottie Barnes,1610612761
2024-25,0022400046,1642266,1642266,Ja'Kobe Walter,1610612761
2024-25,0022400047,1628366,1628366,Lonzo Ball,1610612741
2024-25,0022400047,1628470,1628470,Torrey Craig,1610612741
2024-25,0022400047,204001,204001,Kristaps Porziņģis,1610612738
2024-25,0022400048,1628392,1628392,Isaiah Hartenstein,1610612760
2024-25,0022400048,1642382,1642382,Branden Carlson,1610612760
2024-25,0022400049,1629028,1629028,Deandre Ayton,1610612757
2024-25,0022400049,203109,203109,Jae Crowder,1610612758
2024-25,0022400049,1628370,1628370,Malik Monk,1610612758
2024-25,0022400049,1642403,1642403,Isaac Jones,1610612758
2024-25,0022400049,1631115,1631115,Orlando Robinson,1610612758
2024-25,0022400050,1630208,1630208,Nick Richards,1610612766
2024-25,0022400050,1631109,1631109,Mark Williams,1610612766
2024-25,0022400051,1626158,1626158,Richaun Holmes,1610612764
2024-25,0022400052,1630194,1630194,Paul Reed,1610612765
2024-25,0022400054,1629614,1629614,Andrew Nembhard,1610612754
2024-25,0022400055,1629004,1629004,Svi Mykhailiuk,1610612762
2024-25,0022400057,1631110,1631110,Jeremy Sochan,1610612759
2024-25,0022400058,203932,203932,Aaron Gordon,1610612743
2024-25,0022400061,1631210,1631210,Jacob Toppin,1610612752
2024-25,0022400062,1642355,1642355,Bronny James,1610612747
2024-25,0022400063,1630174,1630174,Aaron Nesmith,1610612754
2024-25,0022400063,1630164,1630164,James Wiseman,1610612754
2024-25,0022400065,1628418,1628418,Thomas Bryant,1610612748
2024-25,0022400065,1630696,1630696,Dru Smith,1610612748
2024-25,0022400065,1631094,1631094,Paolo Banchero,1610612753
2024-25,0022400066,1631311,1631311,Lester Quinones,1610612755
2024-25,0022400067,1630193,1630193,Immanuel Quickley,1610612761
2024-25,0022400067,1642279,1642279,Ulrich Chomche,1610612761
2024-25,0022400068,1641715,1641715,Cam Whitmore,1610612745
2024-25,0022400069,1630529,1630529,Herbert Jones,1610612740
2024-25,0022400069,1630631,1630631,Jose Alvarado,1610612740
2024-25,0022400070,1641707,1641707,Taylor Hendricks,1610612762
2024-25,0022400070,201988,201988,Patty Mills,1610612762
2024-25,0022400072,1630611,1630611,Gui Santos,1610612744
2024-25,0022400073,1630551,1630551,Justin Champagnie,1610612764
2024-25,0022400073,1631120,1631120,JD Davison,1610612738
2024-25,0022400073,1631248,1631248,Baylor Scheierman,1610612738
2024-25,0022400073,1630531,1630531,Jaden Springer,1610612738
2024-25,0022400073,1641809,1641809,Drew Peterson,1610612738
2024-25,0022400075,1629618,1629618,Jalen Pickett,1610612743
2024-25,0022400075,1631096,1631096,Chet Holmgren,1610612760
