playerId,playerName,teamId,N_combined,N_paired,offensiveTeamPossessionsOnCourt,defensiveTeamPossessionsOnCourt,ratioCombinedToPaired,boardActualPossessions,combinedVsBoard,uniquePossessionIdsOnCourt,pairedExposureMethod,DIAGNOSTIC_CANDIDATE
1629655,Daniel Gafford,1610612742,5145,2572.5,2569,2576,2,5145,0,5145,average_offensive_and_defensive_team_possessions_on_court,true
1629060,Rui Hachimura,1610612747,7480,3740,3736,3744,2,7480,0,7480,average_offensive_and_defensive_team_possessions_on_court,true
1627827,Dorian Finney-Smith,1610612751,7259,3629.5,3627,3632,2,7259,0,7259,average_offensive_and_defensive_team_possessions_on_court,true
1630534,Ochai Agbaji,1610612761,7355,3677.5,3670,3685,2,7355,0,7355,average_offensive_and_defensive_team_possessions_on_court,true
201939,Stephen Curry,1610612744,9434,4717,4745,4689,2,9434,0,9434,average_offensive_and_defensive_team_possessions_on_court,true
1630198,Isaiah Joe,1610612760,6664,3332,3356,3308,2,6664,0,6664,average_offensive_and_defensive_team_possessions_on_court,true
202681,Kyrie Irving,1610612742,7454,3727,3741,3713,2,7454,0,7454,average_offensive_and_defensive_team_possessions_on_court,true
1630174,Aaron Nesmith,1610612754,4464,2232,2224,2240,2,4464,0,4464,average_offensive_and_defensive_team_possessions_on_court,true
1642419,Jamison Battle,1610612761,4336,2168,2166,2170,2,4336,0,4336,average_offensive_and_defensive_team_possessions_on_court,true
1629012,Collin Sexton,1610612762,7276,3638,3624,3652,2,7276,0,7276,average_offensive_and_defensive_team_possessions_on_court,true
1629599,Amir Coffey,1610612746,7136,3568,3566,3570,2,7136,0,7136,average_offensive_and_defensive_team_possessions_on_court,true
1628381,John Collins,1610612762,5113,2556.5,2560,2553,2,5113,0,5113,average_offensive_and_defensive_team_possessions_on_court,true
1631117,Walker Kessler,1610612762,7243,3621.5,3614,3629,2,7243,0,7243,average_offensive_and_defensive_team_possessions_on_court,true
1630215,Jared Butler,1610612764,4371,2185.5,2193,2178,2,4371,0,4371,average_offensive_and_defensive_team_possessions_on_court,true
1629637,Jaxson Hayes,1610612747,4526,2263,2266,2260,2,4526,0,4526,average_offensive_and_defensive_team_possessions_on_court,true
1627936,Alex Caruso,1610612760,4268,2134,2143,2125,2,4268,0,4268,average_offensive_and_defensive_team_possessions_on_court,true
1630573,Sam Hauser,1610612738,6035,3017.5,3023,3012,2,6035,0,6035,average_offensive_and_defensive_team_possessions_on_court,true
1641717,Cason Wallace,1610612760,7701,3850.5,3841,3860,2,7701,0,7701,average_offensive_and_defensive_team_possessions_on_court,true
1629006,Josh Okogie,1610612756,2524,1262,1254,1270,2,2524,0,2524,average_offensive_and_defensive_team_possessions_on_court,true
1631108,Max Christie,1610612747,8740,4370,4360,4380,2,8740,0,8740,average_offensive_and_defensive_team_possessions_on_court,true
1629018,Gary Trent Jr.,1610612749,7728,3864,3853,3875,2,7728,0,7728,average_offensive_and_defensive_team_possessions_on_court,true
1628973,Jalen Brunson,1610612752,9338,4669,4686,4652,2,9338,0,9338,average_offensive_and_defensive_team_possessions_on_court,true
1629634,Brandon Clarke,1610612763,5288,2644,2627,2661,2,5288,0,5288,average_offensive_and_defensive_team_possessions_on_court,true
1628404,Josh Hart,1610612752,11694,5847,5855,5839,2,11694,0,11694,average_offensive_and_defensive_team_possessions_on_court,true
1626220,Royce O'Neale,1610612756,7432,3716,3703,3729,2,7432,0,7432,average_offensive_and_defensive_team_possessions_on_court,true
204001,Kristaps Porziņģis,1610612738,5035,2517.5,2532,2503,2,5035,0,5035,average_offensive_and_defensive_team_possessions_on_court,true
203932,Aaron Gordon,1610612743,5970,2985,3001,2969,2,5970,0,5970,average_offensive_and_defensive_team_possessions_on_court,true
1629627,Zion Williamson,1610612740,3647,1823.5,1833,1814,2,3647,0,3647,average_offensive_and_defensive_team_possessions_on_court,true
1629026,Kenrich Williams,1610612760,4632,2316,2313,2319,2,4632,0,4632,average_offensive_and_defensive_team_possessions_on_court,true
1629130,Duncan Robinson,1610612748,7165,3582.5,3609,3556,2,7165,0,7165,average_offensive_and_defensive_team_possessions_on_court,true
1628415,Dillon Brooks,1610612745,9518,4759,4750,4768,2,9518,0,9518,average_offensive_and_defensive_team_possessions_on_court,true
1630167,Obi Toppin,1610612754,6381,3190.5,3186,3195,2,6381,0,6381,average_offensive_and_defensive_team_possessions_on_court,true
1629029,Luka Dončić,1610612742,7368,3684,3699,3669,2,7368,0,7368,average_offensive_and_defensive_team_possessions_on_court,true
1631217,Moussa Diabaté,1610612766,4891,2445.5,2437,2454,2,4891,0,4891,average_offensive_and_defensive_team_possessions_on_court,true
1630182,Josh Green,1610612766,7785,3892.5,3888,3897,2,7785,0,7785,average_offensive_and_defensive_team_possessions_on_court,true
1631133,Jabari Walker,1610612757,3140,1570,1578,1562,2,3140,0,3140,average_offensive_and_defensive_team_possessions_on_court,true
1629639,Tyler Herro,1610612748,10901,5450.5,5464,5437,2,10901,0,10901,average_offensive_and_defensive_team_possessions_on_court,true
1630572,Sandro Mamukelashvili,1610612759,2680,1340,1341,1339,2,2680,0,2680,average_offensive_and_defensive_team_possessions_on_court,true
1629640,Keldon Johnson,1610612759,7505,3752.5,3760,3745,2,7505,0,7505,average_offensive_and_defensive_team_possessions_on_court,true
1629656,Quentin Grimes,1610612742,8263,4131.5,4132,4131,2,8263,0,8263,average_offensive_and_defensive_team_possessions_on_court,true
1630598,Aaron Wiggins,1610612760,7221,3610.5,3614,3607,2,7221,0,7221,average_offensive_and_defensive_team_possessions_on_court,true
1628379,Luke Kennard,1610612763,6333,3166.5,3171,3162,2,6333,0,6333,average_offensive_and_defensive_team_possessions_on_court,true
1630577,Julian Champagnie,1610612759,7917,3958.5,3977,3940,2,7917,0,7917,average_offensive_and_defensive_team_possessions_on_court,true
202699,Tobias Harris,1610612765,9425,4712.5,4713,4712,2,9425,0,9425,average_offensive_and_defensive_team_possessions_on_court,true
203952,Andrew Wiggins,1610612744,7631,3815.5,3817,3814,2,7631,0,7631,average_offensive_and_defensive_team_possessions_on_court,true
1641708,Amen Thompson,1610612745,9080,4540,4533,4547,2,9080,0,9080,average_offensive_and_defensive_team_possessions_on_court,true
203081,Damian Lillard,1610612749,8516,4258,4269,4247,2,8516,0,8516,average_offensive_and_defensive_team_possessions_on_court,true
1627751,Jakob Pöltl,1610612761,7060,3530,3526,3534,2,7060,0,7060,average_offensive_and_defensive_team_possessions_on_court,true
1628418,Thomas Bryant,1610612748,3895,1947.5,1946,1949,2,3895,0,3895,average_offensive_and_defensive_team_possessions_on_court,true
1627777,Georges Niang,1610612739,7167,3583.5,3598,3569,2,7167,0,7167,average_offensive_and_defensive_team_possessions_on_court,true
1630231,KJ Martin,1610612755,3840,1920,1914,1926,2,3840,0,3840,average_offensive_and_defensive_team_possessions_on_court,true
1626172,Kevon Looney,1610612744,4598,2299,2290,2308,2,4598,0,4598,average_offensive_and_defensive_team_possessions_on_court,true
1629023,P.J. Washington,1610612742,7641,3820.5,3816,3825,2,7641,0,7641,average_offensive_and_defensive_team_possessions_on_court,true
1630527,Brandon Boston Jr.,1610612740,4038,2019,2015,2023,2,4038,0,4038,average_offensive_and_defensive_team_possessions_on_court,true
1630631,Jose Alvarado,1610612740,5672,2836,2839,2833,2,5672,0,5672,average_offensive_and_defensive_team_possessions_on_court,true
1630241,Sam Merrill,1610612739,5801,2900.5,2904,2897,2,5801,0,5801,average_offensive_and_defensive_team_possessions_on_court,true
1630188,Jalen Smith,1610612741,4157,2078.5,2070,2087,2,4157,0,4157,average_offensive_and_defensive_team_possessions_on_court,true
1630224,Jalen Green,1610612745,10969,5484.5,5487,5482,2,10969,0,10969,average_offensive_and_defensive_team_possessions_on_court,true
1626166,Cameron Payne,1610612752,4428,2214,2209,2219,2,4428,0,4428,average_offensive_and_defensive_team_possessions_on_court,true
1630171,Isaac Okoro,1610612739,4345,2172.5,2156,2189,2,4345,0,4345,average_offensive_and_defensive_team_possessions_on_court,true
1642276,Kel'el Ware,1610612748,5710,2855,2854,2856,2,5710,0,5710,average_offensive_and_defensive_team_possessions_on_court,true
1628374,Lauri Markkanen,1610612762,6152,3076,3078,3074,2,6152,0,6152,average_offensive_and_defensive_team_possessions_on_court,true
1630559,Austin Reaves,1610612747,10582,5291,5287,5295,2,10582,0,10582,average_offensive_and_defensive_team_possessions_on_court,true
202692,Alec Burks,1610612748,3377,1688.5,1683,1694,2,3377,0,3377,average_offensive_and_defensive_team_possessions_on_court,true
1629684,Grant Williams,1610612766,1958,979,975,983,2,1958,0,1958,average_offensive_and_defensive_team_possessions_on_court,true
1630166,Deni Avdija,1610612757,8956,4478,4480,4476,2,8956,0,8956,average_offensive_and_defensive_team_possessions_on_court,true
1629652,Luguentz Dort,1610612760,8626,4313,4312,4314,2,8626,0,8626,average_offensive_and_defensive_team_possessions_on_court,true
1630217,Desmond Bane,1610612763,9508,4754,4761,4747,2,9508,0,9508,average_offensive_and_defensive_team_possessions_on_court,true
1641726,Dereck Lively II,1610612742,3451,1725.5,1725,1726,2,3451,0,3451,average_offensive_and_defensive_team_possessions_on_court,true
1630194,Paul Reed,1610612765,1827,913.5,912,915,2,1827,0,1827,average_offensive_and_defensive_team_possessions_on_court,true
1626164,Devin Booker,1610612756,11430,5715,5708,5722,2,11430,0,11430,average_offensive_and_defensive_team_possessions_on_court,true
201572,Brook Lopez,1610612749,10423,5211.5,5220,5203,2,10423,0,10423,average_offensive_and_defensive_team_possessions_on_court,true
1627750,Jamal Murray,1610612743,10017,5008.5,5021,4996,2,10017,0,10017,average_offensive_and_defensive_team_possessions_on_court,true
1628960,Grayson Allen,1610612756,6277,3138.5,3152,3125,2,6277,0,6277,average_offensive_and_defensive_team_possessions_on_court,true
1628988,Aaron Holiday,1610612745,3271,1635.5,1630,1641,2,3271,0,3271,average_offensive_and_defensive_team_possessions_on_court,true
1641740,Jaylen Clark,1610612750,2157,1078.5,1076,1081,2,2157,0,2157,average_offensive_and_defensive_team_possessions_on_court,true
1629638,Nickeil Alexander-Walker,1610612750,8480,4240,4234,4246,2,8480,0,8480,average_offensive_and_defensive_team_possessions_on_court,true
1631204,Marcus Sasser,1610612765,3449,1724.5,1713,1736,2,3449,0,3449,average_offensive_and_defensive_team_possessions_on_court,true
1629731,Dean Wade,1610612739,5213,2606.5,2595,2618,2,5213,0,5213,average_offensive_and_defensive_team_possessions_on_court,true
1631207,Dalen Terry,1610612741,4286,2143,2137,2149,2,4286,0,4286,average_offensive_and_defensive_team_possessions_on_court,true
1641744,Zach Edey,1610612763,6097,3048.5,3049,3048,2,6097,0,6097,average_offensive_and_defensive_team_possessions_on_court,true
1630643,Jay Huff,1610612763,3184,1592,1588,1596,2,3184,0,3184,average_offensive_and_defensive_team_possessions_on_court,true
1631260,AJ Green,1610612749,6755,3377.5,3378,3377,2,6755,0,6755,average_offensive_and_defensive_team_possessions_on_court,true
1630540,Miles McBride,1610612752,6500,3250,3236,3264,2,6500,0,6500,average_offensive_and_defensive_team_possessions_on_court,true
203939,Dwight Powell,1610612742,2206,1103,1113,1093,2,2206,0,2206,average_offensive_and_defensive_team_possessions_on_court,true
1629312,Haywood Highsmith,1610612748,7260,3630,3635,3625,2,7260,0,7260,average_offensive_and_defensive_team_possessions_on_court,true
1630548,Johnny Juzang,1610612762,5273,2636.5,2636,2637,2,5273,0,5273,average_offensive_and_defensive_team_possessions_on_court,true
203484,Kentavious Caldwell-Pope,1610612753,9099,4549.5,4543,4556,2,9099,0,9099,average_offensive_and_defensive_team_possessions_on_court,true
1628371,Jonathan Isaac,1610612753,4369,2184.5,2179,2190,2,4369,0,4369,average_offensive_and_defensive_team_possessions_on_court,true
1641764,Brandin Podziemski,1610612744,6993,3496.5,3491,3502,2,6993,0,6993,average_offensive_and_defensive_team_possessions_on_court,true
1630228,Jonathan Kuminga,1610612744,4641,2320.5,2311,2330,2,4641,0,4641,average_offensive_and_defensive_team_possessions_on_court,true
1642272,Jared McCain,1610612755,2392,1196,1202,1190,2,2392,0,2392,average_offensive_and_defensive_team_possessions_on_court,true
1630570,Trendon Watford,1610612751,3596,1798,1792,1804,2,3596,0,3596,average_offensive_and_defensive_team_possessions_on_court,true
1627780,Gary Payton II,1610612744,3791,1895.5,1869,1922,2,3791,0,3791,average_offensive_and_defensive_team_possessions_on_court,true
1627747,Caris LeVert,1610612739,6779,3389.5,3397,3382,2,6779,0,6779,average_offensive_and_defensive_team_possessions_on_court,true
1642024,Alex Reese,1610612760,999,499.5,501,498,2,999,0,999,average_offensive_and_defensive_team_possessions_on_court,true
203991,Clint Capela,1610612737,4846,2423,2422,2424,2,4846,0,4846,average_offensive_and_defensive_team_possessions_on_court,true
1627832,Fred VanVleet,1610612745,8397,4198.5,4203,4194,2,8397,0,8397,average_offensive_and_defensive_team_possessions_on_court,true
1629674,Neemias Queta,1610612738,3323,1661.5,1661,1662,2,3323,0,3323,average_offensive_and_defensive_team_possessions_on_court,true
201950,Jrue Holiday,1610612738,7860,3930,3931,3929,2,7860,0,7860,average_offensive_and_defensive_team_possessions_on_court,true
1631110,Jeremy Sochan,1610612759,5657,2828.5,2830,2827,2,5657,0,5657,average_offensive_and_defensive_team_possessions_on_court,true
1628368,De'Aaron Fox,1610612758,9335,4667.5,4661,4674,2,9335,0,9335,average_offensive_and_defensive_team_possessions_on_court,true
1642271,Kyle Filipowski,1610612762,6432,3216,3206,3226,2,6432,0,6432,average_offensive_and_defensive_team_possessions_on_court,true
1641787,Tosan Evbuomwan,1610612751,2656,1328,1323,1333,2,2656,0,2656,average_offensive_and_defensive_team_possessions_on_court,true
1630533,Ziaire Williams,1610612751,6216,3108,3087,3129,2,6216,0,6216,average_offensive_and_defensive_team_possessions_on_court,true
201143,Al Horford,1610612738,6682,3341,3342,3340,2,6682,0,6682,average_offensive_and_defensive_team_possessions_on_court,true
1629673,Jordan Poole,1610612764,8417,4208.5,4207,4210,2,8417,0,8417,average_offensive_and_defensive_team_possessions_on_court,true
1630696,Dru Smith,1610612748,1092,546,546,546,2,1092,0,1092,average_offensive_and_defensive_team_possessions_on_court,true
1626158,Richaun Holmes,1610612764,2259,1129.5,1129,1130,2,2259,0,2259,average_offensive_and_defensive_team_possessions_on_court,true
1641824,Matas Buzelis,1610612741,6630,3315,3321,3309,2,6630,0,6630,average_offensive_and_defensive_team_possessions_on_court,true
1627752,Taurean Prince,1610612749,8916,4458,4462,4454,2,8916,0,8916,average_offensive_and_defensive_team_possessions_on_court,true
1630539,Kai Jones,1610612746,1881,940.5,939,942,2,1881,0,1881,average_offensive_and_defensive_team_possessions_on_court,true
1630264,Anthony Gill,1610612764,1626,813,812,814,2,1626,0,1626,average_offensive_and_defensive_team_possessions_on_court,true
1630625,Dalano Banton,1610612757,4609,2304.5,2302,2307,2,4609,0,4609,average_offensive_and_defensive_team_possessions_on_court,true
201145,Jeff Green,1610612745,1626,813,808,818,2,1626,0,1626,average_offensive_and_defensive_team_possessions_on_court,true
1630549,Day'Ron Sharpe,1610612751,3558,1779,1788,1770,2,3558,0,3558,average_offensive_and_defensive_team_possessions_on_court,true
203937,Kyle Anderson,1610612744,4127,2063.5,2065,2062,2,4127,0,4127,average_offensive_and_defensive_team_possessions_on_court,true
1628998,Cody Martin,1610612766,4817,2408.5,2392,2425,2,4817,0,4817,average_offensive_and_defensive_team_possessions_on_court,true
1631230,Dominick Barlow,1610612737,1602,801,800,802,2,1602,0,1602,average_offensive_and_defensive_team_possessions_on_court,true
1641796,Pelle Larsson,1610612748,3071,1535.5,1523,1548,2,3071,0,3071,average_offensive_and_defensive_team_possessions_on_court,true
1629726,Garrison Mathews,1610612737,3507,1753.5,1755,1752,2,3507,0,3507,average_offensive_and_defensive_team_possessions_on_court,true
203903,Jordan Clarkson,1610612762,4009,2004.5,2006,2003,2,4009,0,4009,average_offensive_and_defensive_team_possessions_on_court,true
1629750,Javonte Green,1610612740,5154,2577,2567,2587,2,5154,0,5154,average_offensive_and_defensive_team_possessions_on_court,true
1629057,Robert Williams III,1610612757,1456,728,727,729,2,1456,0,1456,average_offensive_and_defensive_team_possessions_on_court,true
1631131,Oscar Tshiebwe,1610612762,1093,546.5,545,548,2,1093,0,1093,average_offensive_and_defensive_team_possessions_on_court,true
1630591,Jalen Suggs,1610612753,4056,2028,2032,2024,2,4056,0,4056,average_offensive_and_defensive_team_possessions_on_court,true
1631096,Chet Holmgren,1610612760,3696,1848,1836,1860,2,3696,0,3696,average_offensive_and_defensive_team_possessions_on_court,true
1630557,Corey Kispert,1610612764,6614,3307,3314,3300,2,6614,0,6614,average_offensive_and_defensive_team_possessions_on_court,true
1631221,Collin Gillespie,1610612756,1847,923.5,925,922,2,1847,0,1847,average_offensive_and_defensive_team_possessions_on_court,true
1629680,Matisse Thybulle,1610612757,1316,658,656,660,2,1316,0,1316,average_offensive_and_defensive_team_possessions_on_court,true
1630531,Jaden Springer,1610612738,1472,736,731,741,2,1472,0,1472,average_offensive_and_defensive_team_possessions_on_court,true
1629014,Anfernee Simons,1610612757,9310,4655,4664,4646,2,9310,0,9310,average_offensive_and_defensive_team_possessions_on_court,true
1628978,Donte DiVincenzo,1610612750,6658,3329,3321,3337,2,6658,0,6658,average_offensive_and_defensive_team_possessions_on_court,true
1628366,Lonzo Ball,1610612741,3363,1681.5,1679,1684,2,3363,0,3363,average_offensive_and_defensive_team_possessions_on_court,true
1631255,Karlo Matković,1610612740,3253,1626.5,1620,1633,2,3253,0,3253,average_offensive_and_defensive_team_possessions_on_court,true
1641711,Gradey Dick,1610612761,6624,3312,3311,3313,2,6624,0,6624,average_offensive_and_defensive_team_possessions_on_court,true
1641774,Tristan Vukcevic,1610612764,2122,1061,1060,1062,2,2122,0,2122,average_offensive_and_defensive_team_possessions_on_court,true
1630170,Devin Vassell,1610612759,7989,3994.5,4000,3989,2,7989,0,7989,average_offensive_and_defensive_team_possessions_on_court,true
1631095,Jabari Smith Jr.,1610612745,6903,3451.5,3450,3453,2,6903,0,6903,average_offensive_and_defensive_team_possessions_on_court,true
1629021,Moritz Wagner,1610612753,2282,1141,1145,1137,2,2282,0,2282,average_offensive_and_defensive_team_possessions_on_court,true
1641730,Noah Clowney,1610612751,4216,2108,2110,2106,2,4216,0,4216,average_offensive_and_defensive_team_possessions_on_court,true
203114,Khris Middleton,1610612749,3552,1776,1776,1776,2,3552,0,3552,average_offensive_and_defensive_team_possessions_on_court,true
1629622,Max Strus,1610612739,5381,2690.5,2678,2703,2,5381,0,5381,average_offensive_and_defensive_team_possessions_on_court,true
1629011,Mitchell Robinson,1610612752,1139,569.5,564,575,2,1139,0,1139,average_offensive_and_defensive_team_possessions_on_court,true
1628470,Torrey Craig,1610612741,1265,632.5,625,640,2,1265,0,1265,average_offensive_and_defensive_team_possessions_on_court,true
1641741,Ricky Council IV,1610612755,5086,2543,2542,2544,2,5086,0,5086,average_offensive_and_defensive_team_possessions_on_court,true
1630163,LaMelo Ball,1610612766,6267,3133.5,3143,3124,2,6267,0,6267,average_offensive_and_defensive_team_possessions_on_court,true
1641810,Antonio Reeves,1610612740,2711,1355.5,1356,1355,2,2711,0,2711,average_offensive_and_defensive_team_possessions_on_court,true
1627741,Buddy Hield,1610612744,7528,3764,3804,3724,2,7528,0,7528,average_offensive_and_defensive_team_possessions_on_court,true
1631218,Trayce Jackson-Davis,1610612744,4137,2068.5,2065,2072,2,4137,0,4137,average_offensive_and_defensive_team_possessions_on_court,true
1631209,Isaiah Wong,1610612766,1127,563.5,570,557,2,1127,0,1127,average_offensive_and_defensive_team_possessions_on_court,true
1626162,Kelly Oubre Jr.,1610612755,8388,4194,4186,4202,2,8388,0,8388,average_offensive_and_defensive_team_possessions_on_court,true
201144,Mike Conley,1610612750,7101,3550.5,3564,3537,2,7101,0,7101,average_offensive_and_defensive_team_possessions_on_court,true
1630639,A.J. Lawson,1610612761,2076,1038,1043,1033,2,2076,0,2076,average_offensive_and_defensive_team_possessions_on_court,true
203926,Doug McDermott,1610612758,1386,693,684,702,2,1386,0,1386,average_offensive_and_defensive_team_possessions_on_court,true
1642366,Quinten Post,1610612744,2699,1349.5,1353,1346,2,2699,0,2699,average_offensive_and_defensive_team_possessions_on_court,true
