rowId,foldId,N,csvRawPB,reconRawPB,absResidual
F1_203471,0,1118,1.3126,1.3126383795541017,0.00003837955410168625
F1_200768,0,651,2.2461,2.2461236580770105,0.00002365807701032452
F1_1629639,0,797,1.8245,1.8245453076335907,0.000045307633590674357
F1_1627739,0,668,2.1669,2.1668566945354035,0.000043305464596521404
F1_1628449,0,611,2.2768,2.2767856409714775,0.000014359028522648032
F1_1630596,0,1092,1.2664,1.2663746885327731,0.000025311467226840634
F1_203507,0,1007,1.3607,1.360674959518779,0.00002504048122098368
F1_1630241,0,763,1.7889,1.788924890017814,0.000024890017814138687
F1_201143,0,856,1.516,1.515955414953665,0.00004458504633508831
F1_1630198,0,724,1.6525,1.6525203653685023,0.000020365368502250902
F1_1641726,0,562,2.1273,2.1273224163746796,0.000022416374679590234
F1_1630188,0,547,2.1806,2.180629452141034,0.000029452141034003176
F1_1630533,0,632,1.8732,1.8731946044418506,0.000005395558149379198
F1_1630625,0,249,4.6517,4.651706534837029,0.0000065348370288376145
F1_202691,0,972,1.19,1.1899913481491815,0.000008651850818441886
F1_1628415,0,1038,1.1031,1.1030910900836597,0.00000890991634028282
F1_203924,0,1215,0.9333,0.9332780933520063,0.00002190664799373021
F1_1630591,0,1098,1.0289,1.0288892257353186,0.000010774264681323587
F1_1630700,0,889,1.2322,1.2321950815534184,0.000004918446581569924
F1_1630532,0,1076,1.01,1.009972165867095,0.000027834132904969167
F1_203937,0,556,1.8204,1.820409681710866,0.000009681710865905302
F1_203944,0,1041,0.9606,0.9605753035699672,0.000024696430032777883
F1_1629674,0,492,2.0314,2.0314451633005337,0.00004516330053361273
F1_1629731,0,729,1.3451,1.345103824178349,0.000003824178349098872
F1_1629638,0,743,1.3133,1.313340328663876,0.000040328663876154636
F1_1630534,0,1230,0.7886,0.788645562458929,0.00004556245892906041
F1_1641716,0,384,2.509,2.5090395475182308,0.00003954751823087577
F1_1627780,0,435,2.2084,2.2083736278440775,0.00002637215592260489
F1_1628989,0,572,1.6649,1.6648841470873303,0.00001585291266970046
F1_1630215,0,164,5.7062,5.706231971087223,0.000031971087222970596
F1_1631095,0,971,0.9321,0.9321288178162528,0.000028817816252746375
F1_1629750,0,766,1.1767,1.176747602222632,0.00004760222263189284
F1_1628998,0,796,1.1222,1.1221584331452485,0.000041566854751540205
F1_202710,0,823,1.0795,1.0794639829128783,0.00003601708712164253
F1_1631165,0,656,1.3423,1.3423095171420962,0.000009517142096182596
F1_1628384,0,1041,0.8447,0.8446924482839874,0.000007551716012632603
F1_1627832,0,1140,0.7588,0.7587716912126443,0.000028308787355713072
F1_203952,0,670,1.2859,1.2858900806188696,0.000009919381130485405
F1_1626172,0,548,1.5572,1.5571705740866402,0.000029425913359748535
F1_1628973,0,961,0.8831,0.8831164732774118,0.000016473277411832576
F1_1631096,0,980,0.8453,0.8452699976804573,0.000030002319542754563
F1_1630322,0,488,1.6649,1.664948195461772,0.00004819546177192713
F1_1629008,0,1288,0.6168,0.6168063189603605,0.0000063189603605184885
F1_1627752,0,933,0.8447,0.8447004142488145,4.1424881447316153e-7
F1_1627742,0,1233,0.6325,0.6324923934886291,0.0000076065113708834176
F1_1641744,0,738,1.0539,1.05392400615563,0.000024006155630029724
F1_1641767,0,578,1.3084,1.30839355281424,0.000006447185759927976
F1_203497,0,1085,0.682,0.6820382871932986,0.000038287193298569555
F1_203897,0,910,0.79,0.7900252308675175,0.000025230867517489486
F1_1629312,0,362,1.9724,1.9724112138096737,0.000011213809673726871
F1_1629634,0,557,1.243,1.2429925154180046,0.000007484581995509387
F1_1630577,0,1026,0.6707,0.6707097737770711,0.000009773777071120371
F1_1630578,0,904,0.7353,0.7352714995432432,0.000028500456756730408
F1_1628368,0,1268,0.518,0.5179907078345541,0.000009292165445873302
F1_1630230,0,704,0.9325,0.9325165884214212,0.000016588421421159794
F1_1630217,0,538,1.2192,1.219167808322878,0.00003219167712198434
F1_1631103,0,609,1.0497,1.0497036616493534,0.000003661649353281504
F1_1629631,0,263,2.3324,2.3324184930682894,0.00001849306828960451
F1_1630231,0,509,1.181,1.1810406244392937,0.00004062443929364612
F1_1630540,0,731,0.8158,0.8157521678240144,0.00004783217598558487
F1_1629651,0,603,0.9805,0.9804669486113894,0.00003305138861064982
F1_1631124,0,575,1.0156,1.015554317342729,0.00004568265727100673
F1_1642367,0,590,0.9887,0.9887112075168284,0.000011207516828370956
F1_1642419,0,439,1.3162,1.3161763297523352,0.00002367024766480874
F1_1630194,0,107,5.3287,5.328714337433297,0.000014337433296596203
F1_1629060,0,981,0.5607,0.560731576437452,0.000031576437451996675
F1_1629001,0,221,2.4337,2.4336689093136177,0.00003109068638229573
F1_1641712,0,407,1.3159,1.315937156651738,0.00003715665173786853
F1_203991,0,799,0.6619,0.6618726744739606,0.000027325526039456705
F1_1630171,0,740,0.699,0.6990008764474898,8.76447489805976e-7
F1_1627759,0,909,0.5507,0.5507322125087429,0.000032212508742968105
F1_203110,0,915,0.5434,0.5434327346837289,0.00003273468372888555
F1_1628436,0,662,0.7511,0.7510531878402155,0.00004681215978452613
F1_201950,0,1140,0.4216,0.4216063402532017,0.000006340253201730928
F1_1628370,0,828,0.5588,0.5587618233287072,0.0000381766712928
F1_1628418,0,273,1.6668,1.666831438539652,0.00003143853965204002
F1_1629029,0,1231,0.3468,0.34683124757354233,0.00003124757354233676
F1_1629723,0,236,1.804,1.8040410394191586,0.000041039419158561685
F1_1630573,0,447,0.9354,0.9353811063396124,0.000018893660387653277
F1_1641711,0,1254,0.3276,0.3275703007965204,0.000029699203479616187
F1_1629640,0,989,0.4009,0.40087837140715044,0.000021628592849542994
F1_1642278,0,101,3.7215,3.721541993098823,0.00004199309882313429
F1_1641796,0,211,1.7735,1.77351688912818,0.000016889128179986557
F1_1630572,0,225,1.6471,1.6470549730841362,0.000045026915863832784
F1_101108,0,1035,0.345,0.34497289578997603,0.0000271042100239427
F1_1631157,0,89,4.0117,4.011730776161858,0.00003077616185809262
F1_1629629,0,206,1.622,1.62202669640043,0.000026696400429848666
F1_1630537,0,65,5.1133,5.113307262237343,0.0000072622373430419884
F1_1629656,0,417,0.7959,0.7959453900732221,0.000045390073222018046
F1_1631105,0,827,0.3962,0.39624140818560816,0.00004140818560816051
F1_1628380,0,515,0.6167,0.6166874093737488,0.000012590626251252068
F1_1642346,0,537,0.5844,0.5844364431356344,0.00003644313563433421
F1_1629111,0,230,1.3237,1.3237276066519588,0.000027606651958667072
F1_1629661,0,1081,0.2786,0.27863571218324984,0.00003571218324982528
F1_1626204,0,264,1.1004,1.1004253849320809,0.0000253849320808186
F1_1627826,0,1132,0.2551,0.2551186758650238,0.000018675865023798366
F1_1629646,0,67,4.1401,4.14008550671822,0.00001449328178004805
F1_1631097,0,942,0.2851,0.2851462461871799,0.000046246187179854736
F1_1631093,0,1192,0.2239,0.22387798442876308,0.00002201557123690523
F1_1628975,0,53,4.6957,4.6957363136900785,0.00003631369007806029
F1_1629023,0,946,0.2615,0.2615326655655238,0.00003266556552378175
F1_1642349,0,426,0.5599,0.5598851380005672,0.000014861999432791428
F1_1641748,0,418,0.5483,0.548266744523169,0.00003325547683097341
F1_201959,0,138,1.6528,1.652774172774115,0.000025827225885066696
F1_1631321,0,54,3.9618,3.9618000447535486,4.4753548422704625e-8
F1_1631116,0,71,2.861,2.8610436877466365,0.0000436877466363228
F1_1641816,0,189,1.0657,1.065678770984875,0.000021229015125134865
F1_202692,0,250,0.7984,0.7983594052428407,0.000040594757159340134
F1_1628420,0,248,0.7851,0.7850575639127679,0.00004243608723208947
F1_202709,0,93,2.0823,2.0822863974330694,0.000013602566930615012
F1_1630548,0,343,0.5488,0.5487658377328586,0.00003416226714136883
F1_1627884,0,888,0.2034,0.20341081012196002,0.000010810121960025398
F1_203084,0,1047,0.1682,0.16821982081767964,0.000019820817679649938
F1_203939,0,186,0.8988,0.8987550136463559,0.00004498635364413861
F1_1628960,0,469,0.3529,0.35291064569236913,0.000010645692369137816
F1_1630560,0,1097,0.1492,0.1491869290186894,0.000013070981310592256
F1_1630168,0,802,0.1812,0.181178243772585,0.000021756227414987395
F1_1631204,0,107,1.3517,1.3517055747959486,0.000005574795948648514
F1_1627936,0,671,0.2045,0.20452256929123105,0.0000225692912310671
F1_1631099,0,1216,0.1032,0.10318713501552544,0.00001286498447455875
F1_201587,0,619,0.1932,0.19315444584134137,0.00004555415865864498
F1_1628379,0,78,1.4545,1.4545004065055562,4.065055563273745e-7
F1_202331,0,219,0.4661,0.4660699009416079,0.000030099058392130118
F1_1630811,0,467,0.2105,0.21047622241115602,0.000023777588843976183
F1_1641737,0,51,1.9193,1.9193035034419739,0.000003503441973862209
F1_1629659,0,390,0.2471,0.24705827024819507,0.00004172975180491423
F1_2544,0,1201,0.0751,0.0751438579867337,0.000043857986733703
F1_1631216,0,125,0.6682,0.6681615937477251,0.00003840625227491401
F1_1630553,0,337,0.2374,0.23739611635309465,0.0000038836469053449285
F1_1641842,0,538,0.1412,0.14121026259376337,0.000010262593763382677
F1_1630631,0,915,0.0783,0.07828280725952078,0.000017192740479218815
F1_1629726,0,713,0.0986,0.09860210618394111,0.0000021061839411140593
F1_1641708,0,795,0.0844,0.08435795886850429,0.00004204113149570976
F1_1629028,0,1199,0.0558,0.05581791343283323,0.000017913432833228937
F1_1629637,0,591,0.0981,0.09808772549186463,0.000012274508135373674
F1_1631217,0,359,0.1488,0.14879841099551622,0.0000015890044837707507
F1_1641733,0,73,0.6727,0.6727217336713346,0.000021733671334622784
F1_203926,0,129,0.317,0.31702533132457333,0.000025331324573329983
F1_1630193,0,61,0.6027,0.6027040476098746,0.000004047609874602287
F1_1642276,0,79,0.4118,0.41178827926543937,0.000011720734560627388
F1_1628969,0,1036,0.0088,0.008773442199718397,0.00002655780028160311
F1_1629130,0,379,0.018,0.017969128314228915,0.00003087168577108404
F1_1631107,0,448,0.0134,0.013424859024039929,0.000024859024039928374
F1_1628978,0,910,-0.0089,-0.008866178164653958,0.00003382183534604219
F1_1631101,0,86,-0.1047,-0.10468711232441076,0.000012887675589240422
F1_1642377,0,975,-0.0135,-0.013503496635119482,0.000003496635119481714
F1_203552,0,630,-0.0255,-0.02552427694512424,0.000024276945124242916
F1_1628963,0,145,-0.1166,-0.11656729314613135,0.0000327068538686498
F1_1630178,0,1132,-0.0283,-0.028320795226538985,0.000020795226538986022
F1_1630559,0,1185,-0.0279,-0.02794718984642492,0.0000471898464249193
F1_1642272,0,321,-0.1173,-0.11725089265133887,0.00004910734866113431
F1_1641741,0,151,-0.3059,-0.3058834445317514,0.00001655546824858023
F1_1628467,0,114,-0.4148,-0.4148141448091864,0.000014144809186378282
F1_1631098,0,106,-0.499,-0.49896983501797115,0.00003016498202884632
F1_1641854,0,104,-0.5409,-0.5409499189538973,0.00004991895389727663
F1_1630228,0,780,-0.0753,-0.07525089656364892,0.000049103436351088936
F1_1630592,0,766,-0.0793,-0.07927640668265012,0.000023593317349870913
F1_1629684,0,861,-0.0856,-0.08564065168786925,0.00004065168786925033
F1_1628988,0,112,-0.66,-0.6599871090470124,0.000012890952987620885
F1_1642359,0,85,-0.9766,-0.976601385389431,0.000001385389430952344
F1_1641890,0,83,-1.0127,-1.012689730107059,0.000010269892940950598
F1_1630200,0,64,-1.3212,-1.3212067868960449,0.000006786896044941315
F1_1641739,0,1172,-0.0768,-0.0767836398879353,0.000016360112064697785
F1_1629628,0,755,-0.1437,-0.14368142747583937,0.000018572524160626047
F1_1630163,0,1083,-0.1372,-0.1372407970796052,0.00004079707960522039
F1_1631132,0,51,-2.9265,-2.9265187752616724,0.000018775261672487886
F1_1631133,0,298,-0.5383,-0.5382997622461939,2.377538060871487e-7
F1_1630249,0,218,-0.7409,-0.740871878097178,0.000028121902821975908
F1_1641731,0,755,-0.2153,-0.21533774605524744,0.00003774605524745067
F1_1642265,0,52,-3.3294,-3.3294206553322345,0.000020655332234387203
F1_1642267,0,598,-0.2897,-0.28973104100274033,0.0000310410027403174
F1_1627814,0,70,-2.6151,-2.6151311167279303,0.00003111672793032483
F1_1642345,0,126,-1.4716,-1.4716348848760343,0.00003488487603431345
F1_1642402,0,66,-2.9561,-2.95605773179305,0.000042268206950080156
F1_203486,0,512,-0.3836,-0.3835831585722511,0.000016841427748881532
F1_1641724,0,435,-0.458,-0.4580075934324855,0.000007593432485464291
F1_1642271,0,393,-0.5826,-0.5825680045258428,0.00003199547415722037
F1_1630699,0,74,-3.1777,-3.1777456847048318,0.000045684704831572276
F1_1629669,0,109,-2.1723,-2.1723476109477744,0.000047610947774501255
F1_1642263,0,357,-0.6741,-0.6740529723585637,0.00004702764143638127
F1_204456,0,599,-0.409,-0.4089892368202104,0.000010763179789596844
F1_1630539,0,264,-0.9362,-0.9362487528145427,0.0000487528145426408
F1_1630611,0,68,-3.6431,-3.6431115676166415,0.000011567616641450229
F1_1626162,0,936,-0.2814,-0.28142994886761713,0.000029948867617146657
F1_1641794,0,139,-1.9828,-1.9827686857785558,0.000031314221444089796
F1_1626166,0,295,-0.9424,-0.9423516593841195,0.00004834061588054883
F1_202684,0,96,-2.8982,-2.8981692671137864,0.0000307328862136913
F1_1629632,0,1312,-0.2147,-0.2147384585863091,0.00003845858630910359
F1_1641871,0,71,-3.9852,-3.9851663594032396,0.00003364059676025377
F1_1631170,0,401,-0.7114,-0.7114235238224703,0.00002352382247028384
F1_1629162,0,135,-2.1885,-2.1884733272905192,0.00002667270948064626
F1_1630544,0,864,-0.3627,-0.36266663981821656,0.00003336018178345945
F1_201599,0,67,-4.711,-4.710955310152416,0.000044689847584322706
F1_1628374,0,590,-0.5352,-0.5351758221367938,0.00002417786320618731
F1_203500,0,149,-2.1647,-2.164734674066906,0.000034674066906159595
F1_1630527,0,571,-0.6053,-0.6053418013942684,0.00004180139426845919
F1_1631117,0,914,-0.379,-0.3790318711666709,0.00003187116667091594
F1_1629048,0,286,-1.2286,-1.2285853018926354,0.000014698107364541357
F1_1630696,0,98,-3.6558,-3.655785611231358,0.000014388768642348282
F1_1642281,0,91,-3.9583,-3.9583087290356245,0.000008729035624543968
F1_1628371,0,359,-1.0039,-1.0039110453974778,0.000011045397477760233
F1_202685,0,470,-0.7702,-0.7701617333143744,0.000038266685625565344
F1_201988,0,538,-0.7128,-0.7127779100581573,0.000022089941842717842
F1_1626145,0,1032,-0.3775,-0.3774837732031318,0.000016226796868190618
F1_1627827,0,915,-0.4335,-0.433530598676402,0.00003059867640198277
F1_1641729,0,451,-0.881,-0.8810299870291823,0.000029987029182332314
F1_1627777,0,724,-0.5498,-0.5497916418019342,0.000008358198065772093
F1_1641765,0,141,-2.8333,-2.8333391316087493,0.000039131608749354285
F1_1630579,0,365,-1.1008,-1.1007826802295086,0.000017319770491353026
F1_1641706,0,376,-1.1004,-1.1003615321292701,0.000038467870729919085
F1_203992,0,128,-3.246,-3.246049057649963,0.00004905764996321338
F1_1630583,0,1114,-0.38,-0.37997402645033934,0.000025973549660662787
F1_1626153,0,402,-1.0547,-1.0546524657332619,0.0000475342667380918
F1_1629234,0,370,-1.1619,-1.1618564264752405,0.00004357352475947707
F1_1641763,0,528,-0.8483,-0.848253417469895,0.00004658253010503266
F1_1628404,0,1004,-0.4465,-0.4464780039516241,0.00002199604837588298
F1_1631169,0,92,-4.8795,-4.879467116893423,0.00003288310657723059
F1_1631222,0,1033,-0.438,-0.4380065411514462,0.000006541151446215476
F1_1631207,0,536,-0.8761,-0.8760576460346731,0.00004235396532692448
F1_1641783,0,459,-1.0378,-1.0377865237526276,0.000013476247372468109
F1_203458,0,215,-2.2378,-2.2377735030358847,0.00002649696411527458
F1_1630167,0,718,-0.6823,-0.6822620272460825,0.00003797275391748123
F1_1641730,0,475,-1.0325,-1.0324619891116709,0.000038010888329109704
F1_1629021,0,680,-0.7213,-0.7213216806475554,0.000021680647555366583
F1_1627736,0,936,-0.5294,-0.5294309420971376,0.00003094209713760954
F1_1630574,0,97,-5.2565,-5.256536372147453,0.00003637214745300099
F1_1642261,0,587,-0.8916,-0.8916220529579064,0.000022052957906470994
F1_1630169,0,1149,-0.4603,-0.46031550469030874,0.00001550469030875412
F1_1628381,0,806,-0.6621,-0.6620735758775719,0.000026424122428148067
F1_1630314,0,56,-9.6026,-9.602597674165796,0.000002325834204341959
F1_203995,0,173,-3.198,-3.197998914960613,0.000001085039386783393
F1_1630526,0,571,-0.9705,-0.9705398723108153,0.00003987231081525877
F1_201569,0,588,-0.9489,-0.9488806577150137,0.00001934228498623458
F1_1641705,0,1117,-0.5151,-0.5151217418421805,0.00002174184218051156
F1_1641775,0,326,-1.8155,-1.8155409587132287,0.0000409587132288447
F1_1629003,0,229,-2.5865,-2.5865277586774647,0.00002775867746462879
F1_1631288,0,258,-2.3374,-2.3374105762192126,0.000010576219212410365
F1_202704,0,80,-7.5562,-7.556235935575498,0.00003593557549841364
F1_1627824,0,554,-1.1033,-1.103303071307668,0.0000030713076679678153
F1_1631323,0,704,-0.8804,-0.8804311142101479,0.000031114210147897836
F1_201144,0,806,-0.829,-0.8289988823677606,0.0000011176322393113836
F1_1626196,0,82,-8.1924,-8.192404745595377,0.000004745595377997347
F1_1627750,0,689,-0.9924,-0.9924479863212603,0.000047986321260351517
F1_1642530,0,56,-12.3739,-12.373902221399248,0.0000022213992476594058
F1_1628981,0,165,-4.2248,-4.224774464887428,0.000025535112571972718
F1_1641715,0,301,-2.3581,-2.3581335416153606,0.000033541615360732635
F1_1630702,0,321,-2.2718,-2.271840833431494,0.00004083343149430263
F1_203484,0,1069,-0.7119,-0.7118640005618639,0.00003599943813603623
F1_1631223,0,787,-0.9736,-0.9735971226896248,0.0000028773103751822404
F1_203915,0,496,-1.566,-1.5659879092209894,0.000012090779010653918
F1_1629012,0,850,-0.9241,-0.9241163219659406,0.0000163219659405911
F1_1629014,0,1285,-0.6175,-0.6175394618257379,0.00003946182573788537
F1_1628970,0,998,-0.8022,-0.802246177524878,0.00004617752487801052
F1_1641824,0,367,-2.2915,-2.2915045242188565,0.000004524218856438722
F1_203935,0,460,-1.8799,-1.8799280167536025,0.00002801675360264433
F1_1630182,0,555,-1.5939,-1.593906342582271,0.000006342582270946195
F1_1630191,0,752,-1.1775,-1.1774535236463923,0.00004647635360766067
F1_1626156,0,1023,-0.873,-0.8730422496803253,0.000042249680325290306
F1_1630214,0,352,-2.5528,-2.5528109299393833,0.000010929939383341747
F1_1642270,0,458,-1.9773,-1.9772671943662528,0.0000328056337473015
F1_1626192,0,551,-1.7209,-1.7209151062882233,0.00001510628822321003
F1_203914,0,571,-1.721,-1.7210499649380417,0.0000499649380416578
F1_1642275,0,384,-2.6004,-2.6003906845277487,0.00000931547225135887
F1_203903,0,594,-1.7214,-1.7214312705858175,0.00003127058581742226
F1_1626179,0,777,-1.3473,-1.3472796532902171,0.000020346709782792516
F1_1630595,0,1315,-0.798,-0.7979841557410445,0.00001584425895551078
F1_1630590,0,948,-1.1149,-1.114900108458716,1.0845871600828616e-7
F1_203967,0,178,-6.2043,-6.2042643404291296,0.00003565957087037219
F1_201566,0,953,-1.1609,-1.1608509237548554,0.000049076245144608066
F1_1630183,0,878,-1.2989,-1.2989288791755804,0.000028879175580476257
F1_1628398,0,408,-2.8252,-2.8251707729874274,0.000029227012572796696
F1_1641710,0,953,-1.2185,-1.2185373144985336,0.000037314498533724816
F1_1642273,0,603,-1.9362,-1.9362347691410173,0.00003476914101741002
F1_1630166,0,1037,-1.1756,-1.1756472719467579,0.00004727194675790969
F1_1630557,0,642,-1.918,-1.918017687852658,0.000017687852658099246
F1_1631104,0,337,-3.6559,-3.65587594241322,0.000024057586780035223
F1_1626168,0,471,-2.6253,-2.6252799969898173,0.000020003010182900738
F1_203083,0,770,-1.6789,-1.678869346421021,0.00003065357897913401
F1_1630567,0,565,-2.3139,-2.3139377046720107,0.00003770467201080763
F1_1642274,0,752,-1.7618,-1.7618226200795395,0.000022620079539459326
F1_1631200,0,564,-2.4245,-2.4244588076415887,0.00004119235841137936
F1_1627751,0,1316,-1.0499,-1.0498574564387684,0.00004254356123167824
F1_1631212,0,792,-1.7954,-1.7953924413664755,0.000007558633524640257
F1_1641722,0,975,-1.4695,-1.4695205960573012,0.000020596057301203174
F1_1642259,0,522,-2.7908,-2.7907904827847037,0.000009517215296295234
F1_201572,0,1038,-1.4405,-1.4404647249837061,0.00003527501629374541
F1_1641764,0,799,-1.9263,-1.926255399711595,0.00004460028840491681
F1_1626167,0,903,-1.717,-1.7169660825098554,0.00003391749014469703
F1_201935,0,1145,-1.3781,-1.3780730962681376,0.000026903731862537583
F1_1630552,0,1421,-1.1159,-1.1158618841143446,0.00003811588565527657
F1_1627732,0,638,-2.5201,-2.5200505044044434,0.00004949559555633698
F1_1630172,0,1061,-1.5412,-1.5412173149131534,0.000017314913153487765
F1_1629611,0,709,-2.3171,-2.317109498307754,0.000009498307754096658
F1_202699,0,1197,-1.4332,-1.4331834266263226,0.00001657337367744205
F1_203994,0,822,-2.108,-2.1080457781937767,0.000045778193776602194
F1_1628464,0,610,-2.8703,-2.8702970809880606,0.0000029190119392730196
F1_1631108,0,531,-3.3967,-3.3967264252374045,0.00002642523740448155
F1_1630175,0,335,-5.5225,-5.522486400622296,0.000013599377703954474
F1_1642264,0,757,-2.7645,-2.7645440368704453,0.00004403687044529647
F1_1642258,0,1028,-2.1687,-2.168698721979968,0.0000012780200320250401
F1_1626171,0,892,-2.5383,-2.5383343889926677,0.00003438899266772211
F1_1642347,0,605,-3.8039,-3.803885228416458,0.000014771583542128042
F1_1630558,0,1211,-1.9148,-1.9147729124461543,0.00002708755384572825
F1_1642262,0,796,-2.9521,-2.952066528068844,0.00003347193115610381
F1_1628389,0,780,-3.0666,-3.0665721341440673,0.000027865855932951433
F1_1629216,0,609,-3.9791,-3.9790966648840818,0.00000333511591810165
F1_1630703,0,909,-2.7918,-2.791794906437624,0.000005093562375879657
F1_1630245,0,1059,-2.4184,-2.4184010999126544,0.0000010999126542898807
F1_1629027,0,1408,-1.8228,-1.8228445164966418,0.000044516496641833214
F1_1630581,0,1086,-2.6006,-2.6006468012541255,0.00004680125412548364
F1_1629645,0,536,-5.3487,-5.348713392404157,0.00001339240415720866
F1_1629018,0,903,-3.2473,-3.2473314849335826,0.00003148493358251514
F1_1641718,0,1058,-3.2809,-3.280882095205462,0.000017904794538115
F1_1628997,0,941,-3.7096,-3.7095505853955886,0.00004941460441143519
F2_1630532,1,2318,3.0084,3.008389658612348,0.000010341387651990885
F2_1629660,1,1435,4.7093,4.709344804304075,0.00004480430407483027
F2_1631106,1,1751,3.8504,3.850387216937728,0.000012783062272259116
F2_1628991,1,1905,3.4327,3.4326688382936994,0.000031161706300686376
F2_202681,1,2321,2.6997,2.6997471509768665,0.000047150976866472405
F2_1628369,1,2553,2.276,2.276044841777745,0.00004484177774521925
F2_1628983,1,2336,2.4812,2.481195517720745,0.000004482279254869326
F2_1627741,1,1501,3.5985,3.5984564399165353,0.00004356008346473317
F2_203999,1,1941,2.7285,2.728495036307014,0.00000496369298597088
F2_203076,1,2183,2.3848,2.3847638101256323,0.00003618987436748711
F2_1628415,1,2205,2.253,2.2530446664419896,0.00004466644198952707
F2_201939,1,1706,2.8452,2.8452459800334413,0.00004598003344113977
F2_1626181,1,2022,2.3837,2.3837340941947107,0.00003409419471056552
F2_1626157,1,2024,2.2854,2.285421003172637,0.000021003172637090728
F2_1628378,1,2163,2.1381,2.138107278004597,0.000007278004596766863
F2_1627783,1,2352,1.941,1.94101173453858,0.000011734538579943887
F2_1628368,1,2697,1.6128,1.6127671770092886,0.00003282299071138972
F2_1628401,1,2429,1.745,1.745024625864997,0.000024625864996963287
F2_1631128,1,2236,1.8611,1.861114766869794,0.000014766869794069493
F2_1628384,1,2350,1.7387,1.7387469650286742,0.000046965028674295084
F2_1630162,1,2386,1.6687,1.6687414395556857,0.000041439555685585105
F2_203952,1,1697,2.346,2.3459992885570156,7.11442984524524e-7
F2_1628386,1,2270,1.6327,1.6326761956678084,0.0000238043321916237
F2_1630202,1,1885,1.9609,1.9609116439693393,0.000011643969339170113
F2_1629661,1,2269,1.619,1.6190328459272278,0.00003284592722785362
F2_1631114,1,2264,1.6044,1.6044428766439573,0.0000428766439573014
F2_1627832,1,2353,1.5137,1.5137103533803036,0.000010353380303529391
F2_203507,1,2333,1.4948,1.4947539965912522,0.00004600340874771902
F2_201942,1,2136,1.5861,1.586136252153532,0.0000362521535319793
F2_1630596,1,2122,1.5757,1.5756877870020887,0.0000122129979114316
F2_202696,1,2460,1.3558,1.355834801463884,0.000034801463884015504
F2_1629639,1,1891,1.7544,1.7544215002438377,0.00002150024383773541
