gameId,season,date,seasonType,periods,pbpSource,boxSource,advancedBoxSource,rawEventCount,normalizedEventCount,reconstructedHome,reconstructedAway,officialHome,officialAway,deltaHome,deltaAway,absDeltaHome,absDeltaAway,calibrationGrade,scoreConservationOk,lineupValid,unknownEventCount,droppedEventCount,unresolvedFreeThrowCount,duplicateActionWarnings,duplicateOrderWarnings,technicalFtCount,flagrantFtCount,editedEventCount,failureReason,elapsedMs,comparable
0040000020,2000-01,2001-04-28,playoffs,5,stats_nba,stats_nba,stats_nba,613,672,107,109,111,112,-4,-3,4,3,outside_tolerance,true,false,35,0,6,94,37,1,2,0,,6339,true
0040000077,2000-01,2001-05-24,playoffs,4,stats_nba,stats_nba,stats_nba,420,458,77,77,80,82,-3,-5,3,5,outside_tolerance,true,false,17,0,5,55,17,1,0,0,,6263,true
0040000085,2000-01,2001-06-10,playoffs,4,stats_nba,stats_nba,stats_nba,475,514,88,85,90,91,-2,-6,2,6,outside_tolerance,true,false,25,0,2,64,25,1,0,0,,6440,true
0020000049,2000-01,2000-11-05,regular,4,stats_nba,stats_nba,stats_nba,526,571,91,90,94,94,-3,-4,3,4,outside_tolerance,true,false,21,0,10,66,21,1,0,0,,6552,true
0020000640,2000-01,2001-01-30,regular,4,stats_nba,stats_nba,stats_nba,458,492,90,90,92,91,-2,-1,2,1,outside_tolerance,true,false,25,0,8,59,25,1,0,0,,6527,true
0020000642,2000-01,2001-01-30,regular,4,stats_nba,stats_nba,stats_nba,467,503,88,92,91,91,-3,1,3,1,outside_tolerance,true,false,16,0,13,52,16,3,0,0,,6714,true
0020000100,2000-01,2000-11-12,regular,4,stats_nba,stats_nba,stats_nba,436,471,91,92,95,95,-4,-3,4,3,outside_tolerance,true,false,17,0,1,52,18,1,0,0,,6709,true
0020001029,2000-01,2001-03-28,regular,4,stats_nba,stats_nba,stats_nba,508,552,90,89,94,94,-4,-5,4,5,outside_tolerance,true,false,27,0,8,71,29,1,2,0,,6549,true
0020000515,2000-01,2001-01-12,regular,4,stats_nba,stats_nba,stats_nba,472,513,92,92,93,94,-1,-2,1,2,outside_tolerance,true,false,27,0,8,68,29,3,0,0,,6303,true
0020000414,2000-01,2000-12-28,regular,4,stats_nba,stats_nba,stats_nba,498,541,92,95,96,95,-4,0,4,0,outside_tolerance,true,false,31,0,11,74,33,2,0,0,,6599,true
0020000431,2000-01,2000-12-30,regular,4,stats_nba,stats_nba,stats_nba,523,566,98,98,101,101,-3,-3,3,3,outside_tolerance,true,false,19,0,9,62,19,4,0,0,,6459,true
0020000393,2000-01,2000-12-23,regular,4,stats_nba,stats_nba,stats_nba,496,530,93,94,95,96,-2,-2,2,2,outside_tolerance,true,false,47,0,6,81,49,1,0,0,,6638,true
0020000833,2000-01,2001-03-01,regular,5,stats_nba,stats_nba,stats_nba,541,577,98,99,99,99,-1,0,1,0,within_one,true,false,28,0,15,64,29,4,0,0,,6398,true
0020000704,2000-01,2001-02-07,regular,4,stats_nba,stats_nba,stats_nba,440,466,86,85,91,89,-5,-4,5,4,outside_tolerance,true,false,24,0,7,50,24,4,0,0,,6183,true
0020001065,2000-01,2001-04-03,regular,4,stats_nba,stats_nba,stats_nba,453,498,86,87,90,90,-4,-3,4,3,outside_tolerance,true,false,23,0,12,68,23,1,0,0,,6929,true
0020000769,2000-01,2001-02-20,regular,4,stats_nba,stats_nba,stats_nba,468,497,90,89,92,91,-2,-2,2,2,outside_tolerance,true,false,31,0,4,60,31,3,0,0,,6507,true
0020000686,2000-01,2001-02-05,regular,4,stats_nba,stats_nba,stats_nba,427,459,85,84,86,88,-1,-4,1,4,outside_tolerance,true,false,21,0,5,53,21,2,0,0,,6563,true
0020000392,2000-01,2000-12-23,regular,4,stats_nba,stats_nba,stats_nba,493,535,95,96,99,99,-4,-3,4,3,outside_tolerance,true,false,26,0,7,68,28,1,0,0,,6654,true
0020000917,2000-01,2001-03-12,regular,4,stats_nba,stats_nba,stats_nba,519,550,91,86,91,90,0,-4,0,4,outside_tolerance,true,false,26,0,14,57,26,3,0,0,,7117,true
0020001064,2000-01,2001-04-03,regular,4,stats_nba,stats_nba,stats_nba,471,505,82,84,88,89,-6,-5,6,5,outside_tolerance,true,false,26,0,7,60,26,3,0,0,,6748,true
0041000202,2010-11,2011-05-04,playoffs,4,stats_nba,stats_nba,stats_nba,461,493,87,86,88,87,-1,-1,1,1,within_one,true,false,31,0,6,63,31,4,0,0,,6327,true
0041000136,2010-11,2011-04-28,playoffs,4,stats_nba,stats_nba,stats_nba,427,460,81,81,82,82,-1,-1,1,1,within_one,true,false,27,0,5,60,27,2,4,0,,6725,true
0041000102,2010-11,2011-04-18,playoffs,4,stats_nba,stats_nba,stats_nba,550,613,94,93,97,96,-3,-3,3,3,outside_tolerance,true,false,36,0,6,99,38,1,0,0,,6827,true
0021001001,2010-11,2011-03-15,regular,4,stats_nba,stats_nba,stats_nba,472,502,84,82,88,88,-4,-6,4,6,outside_tolerance,true,false,32,0,11,62,32,3,0,0,,6222,true
0021000306,2010-11,2010-12-06,regular,4,stats_nba,stats_nba,stats_nba,455,504,83,83,88,89,-5,-6,5,6,outside_tolerance,true,false,14,0,2,63,16,0,0,0,,6638,true
0021000195,2010-11,2010-11-22,regular,4,stats_nba,stats_nba,stats_nba,418,453,87,86,89,90,-2,-4,2,4,outside_tolerance,true,false,16,0,6,51,16,1,0,0,,6580,true
0021000891,2010-11,2011-02-28,regular,4,stats_nba,stats_nba,stats_nba,442,470,89,90,91,91,-2,-1,2,1,outside_tolerance,true,false,21,0,10,49,21,2,0,0,,6456,true
0021000511,2010-11,2011-01-04,regular,4,stats_nba,stats_nba,stats_nba,443,474,90,85,90,89,0,-4,0,4,outside_tolerance,true,false,17,0,10,48,18,5,0,0,,6726,true
0021000853,2010-11,2011-02-23,regular,4,stats_nba,stats_nba,stats_nba,533,582,95,95,99,98,-4,-3,4,3,outside_tolerance,true,false,28,0,10,77,28,3,0,0,,6747,true
0021001230,2010-11,2011-04-13,regular,5,stats_nba,stats_nba,stats_nba,493,522,104,101,104,106,0,-5,0,5,outside_tolerance,true,false,23,0,7,52,25,3,0,0,,6393,true
0021001047,2010-11,2011-03-21,regular,4,stats_nba,stats_nba,stats_nba,457,484,94,94,96,95,-2,-1,2,1,outside_tolerance,true,false,34,0,8,61,34,1,0,0,,6087,true
0021000831,2010-11,2011-02-16,regular,4,stats_nba,stats_nba,stats_nba,463,500,101,100,102,102,-1,-2,1,2,outside_tolerance,true,false,30,0,5,67,35,0,0,0,,6418,true
0021000971,2010-11,2011-03-11,regular,4,stats_nba,stats_nba,stats_nba,422,461,81,82,87,86,-6,-4,6,4,outside_tolerance,true,false,28,0,4,67,28,1,0,0,,6335,true
0021000599,2010-11,2011-01-17,regular,4,stats_nba,stats_nba,stats_nba,461,500,92,91,94,92,-2,-1,2,1,outside_tolerance,true,false,25,0,5,64,26,0,0,0,,6320,true
0021000470,2010-11,2010-12-29,regular,4,stats_nba,stats_nba,stats_nba,446,480,91,90,94,95,-3,-5,3,5,outside_tolerance,true,false,18,0,7,52,20,4,0,0,,6543,true
0021000319,2010-11,2010-12-08,regular,4,stats_nba,stats_nba,stats_nba,516,560,88,87,92,91,-4,-4,4,4,outside_tolerance,true,false,26,0,11,70,26,3,2,0,,6264,true
0021000666,2010-11,2011-01-25,regular,4,stats_nba,stats_nba,stats_nba,502,542,92,93,94,94,-2,-1,2,1,outside_tolerance,true,false,19,0,8,59,20,0,0,0,,6214,true
0021000259,2010-11,2010-11-30,regular,4,stats_nba,stats_nba,stats_nba,500,546,94,94,96,96,-2,-2,2,2,outside_tolerance,true,false,21,0,5,67,21,1,2,0,,6598,true
0021000845,2010-11,2011-02-22,regular,4,stats_nba,stats_nba,stats_nba,496,549,93,94,96,96,-3,-2,3,2,outside_tolerance,true,false,30,0,4,83,30,2,0,0,,7489,true
0021000442,2010-11,2010-12-26,regular,4,stats_nba,stats_nba,stats_nba,423,458,85,87,87,86,-2,1,2,1,outside_tolerance,true,false,12,0,7,47,12,2,0,0,,6266,true
0041500223,2015-16,2016-05-07,playoffs,4,stats_nba,stats_nba,stats_nba,481,525,94,95,96,97,-2,-2,2,2,outside_tolerance,true,false,19,0,9,63,21,0,0,0,,6429,true
0041500306,2015-16,2016-05-27,playoffs,4,stats_nba,stats_nba,stats_nba,426,459,86,87,90,89,-4,-2,4,2,outside_tolerance,true,false,20,0,7,53,20,1,2,0,,6494,true
0021500349,2015-16,2015-12-12,regular,4,stats_nba,stats_nba,stats_nba,513,554,101,101,105,105,-4,-4,4,4,outside_tolerance,true,false,38,0,8,79,41,0,0,0,,6303,true
0041500153,2015-16,2016-04-22,playoffs,4,stats_nba,stats_nba,stats_nba,458,499,85,84,88,88,-3,-4,3,4,outside_tolerance,true,false,30,0,6,71,34,1,0,0,,6416,true
0021500399,2015-16,2015-12-19,regular,4,stats_nba,stats_nba,stats_nba,463,498,97,98,100,100,-3,-2,3,2,outside_tolerance,true,false,26,0,7,61,26,2,0,0,,6186,true
0021500706,2015-16,2016-01-29,regular,4,stats_nba,stats_nba,stats_nba,466,507,91,91,97,96,-6,-5,6,5,outside_tolerance,true,false,29,0,5,70,31,0,0,0,,6350,true
0021501008,2015-16,2016-03-16,regular,4,stats_nba,stats_nba,stats_nba,490,535,92,88,90,90,2,-2,2,2,outside_tolerance,true,false,24,0,5,69,24,1,0,0,,6250,true
0021500926,2015-16,2016-03-05,regular,4,stats_nba,stats_nba,stats_nba,465,503,93,95,95,94,-2,1,2,1,outside_tolerance,true,false,27,0,4,65,28,1,0,0,,6406,true
0021500083,2015-16,2015-11-06,regular,4,stats_nba,stats_nba,stats_nba,523,567,106,107,108,107,-2,0,2,0,outside_tolerance,true,false,34,0,4,78,37,0,0,0,,6453,true
0021500026,2015-16,2015-10-30,regular,4,stats_nba,stats_nba,stats_nba,501,559,98,98,98,99,0,-1,0,1,within_one,true,false,26,0,2,84,26,0,0,0,,6245,true
0021500800,2015-16,2016-02-10,regular,4,stats_nba,stats_nba,stats_nba,525,572,100,100,104,103,-4,-3,4,3,outside_tolerance,true,false,22,0,14,69,25,1,0,0,,6500,true
0021500891,2015-16,2016-03-01,regular,4,stats_nba,stats_nba,stats_nba,502,538,97,96,99,100,-2,-4,2,4,outside_tolerance,true,false,21,0,6,57,23,0,0,0,,6578,true
0021500455,2015-16,2015-12-27,regular,4,stats_nba,stats_nba,stats_nba,461,489,94,90,95,95,-1,-5,1,5,outside_tolerance,true,false,26,0,7,54,26,0,0,0,,6284,true
0021500439,2015-16,2015-12-25,regular,4,stats_nba,stats_nba,stats_nba,467,513,93,91,95,95,-2,-4,2,4,outside_tolerance,true,false,25,0,4,71,28,1,0,0,,6609,true
0021500104,2015-16,2015-11-09,regular,4,stats_nba,stats_nba,stats_nba,466,503,94,94,98,97,-4,-3,4,3,outside_tolerance,true,false,29,0,5,66,31,1,0,0,,6267,true
0021500130,2015-16,2015-11-13,regular,4,stats_nba,stats_nba,stats_nba,493,546,89,88,91,92,-2,-4,2,4,outside_tolerance,true,false,18,0,8,71,20,0,0,0,,6571,true
0021500746,2015-16,2016-02-04,regular,4,stats_nba,stats_nba,stats_nba,501,548,101,98,101,102,0,-4,0,4,outside_tolerance,true,false,17,0,11,64,21,1,2,0,,7247,true
0021500998,2015-16,2016-03-15,regular,4,stats_nba,stats_nba,stats_nba,440,471,99,98,99,98,0,0,0,0,exact,true,false,20,0,4,51,22,2,0,0,,7231,true
0021500972,2015-16,2016-03-11,regular,4,stats_nba,stats_nba,stats_nba,475,511,93,92,96,96,-3,-4,3,4,outside_tolerance,true,false,27,0,5,63,27,1,0,0,,6567,true
0021500213,2015-16,2015-11-24,regular,4,stats_nba,stats_nba,stats_nba,525,579,97,96,100,99,-3,-3,3,3,outside_tolerance,true,false,23,0,5,77,25,2,2,0,,6400,true
0041900113,2019-20,2020-08-21,playoffs,4,nba_cdn,nba_cdn,stats_nba,537,537,99,99,102,101,-3,-2,3,2,outside_tolerance,true,true,9,0,23,0,0,2,0,0,,1544,true
0041900164,2019-20,2020-08-23,playoffs,4,nba_cdn,nba_cdn,stats_nba,542,542,94,87,94,93,0,-6,0,6,outside_tolerance,true,true,7,0,26,0,0,0,0,0,,1432,true
0041900312,2019-20,2020-09-20,playoffs,4,nba_cdn,nba_cdn,stats_nba,592,592,99,99,97,97,2,2,2,2,outside_tolerance,true,true,18,0,29,0,0,3,0,0,,1275,true
0021900385,2019-20,2019-12-14,regular,4,nba_cdn,nba_cdn,stats_nba,553,553,101,98,101,102,0,-4,0,4,outside_tolerance,true,false,5,0,27,0,0,1,0,0,,1174,true
0021900636,2019-20,2020-01-18,regular,4,nba_cdn,nba_cdn,stats_nba,521,521,93,90,96,96,-3,-6,3,6,outside_tolerance,true,true,5,0,21,0,0,1,0,0,,1119,true
0021900029,2019-20,2019-10-26,regular,4,nba_cdn,nba_cdn,stats_nba,547,547,100,100,101,102,-1,-2,1,2,outside_tolerance,true,false,8,0,40,0,0,3,0,0,,1214,true
0021900787,2019-20,2020-02-09,regular,6,stats_nba,stats_nba,stats_nba,622,680,121,120,121,122,0,-2,0,2,outside_tolerance,true,false,35,0,5,93,39,0,0,0,,6209,true
0021900103,2019-20,2019-11-06,regular,4,nba_cdn,nba_cdn,stats_nba,454,454,95,94,99,98,-4,-4,4,4,outside_tolerance,true,false,14,0,33,0,0,2,1,0,,1012,true
0021900315,2019-20,2019-12-04,regular,4,stats_nba,stats_nba,stats_nba,466,502,99,100,102,100,-3,0,3,0,outside_tolerance,true,false,30,0,5,66,30,1,0,0,,6368,true
0021900274,2019-20,2019-11-29,regular,4,nba_cdn,nba_cdn,stats_nba,560,560,96,94,97,96,-1,-2,1,2,outside_tolerance,true,true,9,0,28,0,0,3,0,0,,1126,true
0021900170,2019-20,2019-11-15,regular,4,nba_cdn,nba_cdn,stats_nba,585,585,100,102,104,102,-4,0,4,0,outside_tolerance,true,true,13,0,24,0,0,1,0,0,,1220,true
0021900880,2019-20,2020-02-28,regular,1,nba_cdn,nba_cdn,stats_nba,107,107,6,5,97,98,-91,-93,91,93,outside_tolerance,true,false,4,0,4,0,0,0,0,0,,1062,true
0021900243,2019-20,2019-11-25,regular,4,nba_cdn,nba_cdn,stats_nba,657,657,104,106,105,105,-1,1,1,1,within_one,true,true,15,0,36,0,0,0,0,0,,1073,true
0021900209,2019-20,2019-11-20,regular,4,nba_cdn,nba_cdn,stats_nba,614,614,96,101,100,100,-4,1,4,1,outside_tolerance,true,false,9,0,38,0,0,1,1,0,,1126,true
0021900099,2019-20,2019-11-05,regular,4,nba_cdn,nba_cdn,stats_nba,522,522,103,99,103,102,0,-3,0,3,outside_tolerance,true,false,21,0,28,0,0,1,0,0,,1015,true
0021900346,2019-20,2019-12-09,regular,4,nba_cdn,nba_cdn,stats_nba,546,546,99,100,100,100,-1,0,1,0,within_one,true,true,6,0,25,0,0,1,0,0,,1117,true
0021900780,2019-20,2020-02-08,regular,4,stats_nba,stats_nba,stats_nba,499,542,102,102,105,104,-3,-2,3,2,outside_tolerance,true,false,24,0,4,67,27,2,0,0,,6701,true
0021900079,2019-20,2019-11-02,regular,4,nba_cdn,nba_cdn,stats_nba,489,489,91,91,94,94,-3,-3,3,3,outside_tolerance,true,false,13,0,31,0,0,0,0,0,,1200,true
0021900467,2019-20,2019-12-27,regular,5,nba_cdn,nba_cdn,stats_nba,665,665,103,106,105,105,-2,1,2,1,outside_tolerance,true,true,11,0,35,0,0,2,0,0,,1055,true
0021900582,2019-20,2020-01-11,regular,4,nba_cdn,nba_cdn,stats_nba,520,520,94,97,95,97,-1,0,1,0,within_one,true,true,6,0,22,0,0,0,0,0,,1182,true
0042300144,2023-24,2024-04-29,playoffs,4,nba_cdn,nba_cdn,stats_nba,580,580,99,97,99,98,0,-1,0,1,within_one,true,false,0,0,7,0,0,0,0,0,,1271,true
0042300401,2023-24,2024-06-06,playoffs,4,nba_cdn,nba_cdn,stats_nba,527,527,93,91,93,94,0,-3,0,3,outside_tolerance,true,true,0,0,5,0,0,0,0,0,,1109,true
0042300151,2023-24,2024-04-20,playoffs,4,nba_cdn,nba_cdn,stats_nba,491,491,94,92,94,94,0,-2,0,2,outside_tolerance,true,true,0,0,1,0,0,0,0,0,,1007,true
0022301131,2023-24,2024-04-07,regular,5,nba_cdn,nba_cdn,stats_nba,667,667,113,114,112,113,1,1,1,1,within_one,true,false,0,0,5,0,0,1,2,0,,1070,true
0022301121,2023-24,2024-04-05,regular,4,nba_cdn,nba_cdn,stats_nba,531,531,100,97,98,97,2,0,2,0,outside_tolerance,true,true,0,0,3,0,0,0,0,0,,1254,true
0022301013,2023-24,2024-03-22,regular,4,nba_cdn,nba_cdn,stats_nba,464,464,88,89,89,89,-1,0,1,0,within_one,true,false,0,0,2,0,0,0,0,0,,1122,true
0022300052,2023-24,2023-11-24,regular,4,nba_cdn,nba_cdn,stats_nba,574,574,99,100,101,100,-2,0,2,0,outside_tolerance,true,true,0,0,8,0,0,0,0,0,,1006,true
0022300656,2023-24,2024-01-28,regular,4,nba_cdn,nba_cdn,stats_nba,519,519,94,94,94,95,0,-1,0,1,within_one,true,true,0,0,2,0,0,1,0,0,,1092,true
0022300829,2023-24,2024-02-26,regular,4,nba_cdn,nba_cdn,stats_nba,531,531,101,99,101,102,0,-3,0,3,outside_tolerance,true,true,0,0,5,0,0,0,0,0,,1159,true
0022300576,2023-24,2024-02-15,regular,4,nba_cdn,nba_cdn,stats_nba,581,581,103,104,104,103,-1,1,1,1,within_one,true,true,0,0,6,0,0,0,0,0,,1094,true
0022300581,2023-24,2024-01-18,regular,4,nba_cdn,nba_cdn,stats_nba,586,586,104,105,105,105,-1,0,1,0,within_one,true,true,0,0,6,0,0,1,0,0,,1017,true
0022300694,2023-24,2024-02-02,regular,4,nba_cdn,nba_cdn,stats_nba,517,517,101,100,100,101,1,-1,1,1,within_one,true,true,0,0,3,0,0,2,0,0,,1039,true
0022301107,2023-24,2024-04-03,regular,4,nba_cdn,nba_cdn,stats_nba,526,526,94,93,93,94,1,-1,1,1,within_one,true,true,0,0,3,0,0,1,0,0,,1103,true
0022301181,2023-24,2024-04-12,regular,4,nba_cdn,nba_cdn,stats_nba,497,497,99,100,100,100,-1,0,1,0,within_one,true,true,0,0,3,0,0,1,0,0,,1149,true
0022300700,2023-24,2024-02-03,regular,4,nba_cdn,nba_cdn,stats_nba,564,564,105,107,106,106,-1,1,1,1,within_one,true,false,0,0,3,0,0,3,0,0,,1139,true
0022300752,2023-24,2024-02-10,regular,5,nba_cdn,nba_cdn,stats_nba,563,563,96,93,96,94,0,-1,0,1,within_one,true,false,0,0,5,0,0,1,0,0,,1186,true
0022300514,2023-24,2024-01-09,regular,4,nba_cdn,nba_cdn,stats_nba,537,537,95,94,96,95,-1,-1,1,1,within_one,true,true,0,0,5,0,0,1,0,0,,1358,true
0022300014,2023-24,2023-11-10,regular,4,nba_cdn,nba_cdn,stats_nba,581,581,103,99,99,98,4,1,4,1,outside_tolerance,true,false,0,0,4,0,0,5,0,0,,1040,true
0022300140,2023-24,2023-11-05,regular,4,nba_cdn,nba_cdn,stats_nba,559,559,101,102,98,99,3,3,3,3,outside_tolerance,true,true,0,0,3,0,0,4,5,0,,1201,true
0022300484,2023-24,2024-01-05,regular,4,nba_cdn,nba_cdn,stats_nba,512,512,92,94,93,93,-1,1,1,1,within_one,true,true,0,0,1,0,0,2,0,0,,1084,true
0042500112,2025-26,2026-04-21,playoffs,4,nba_cdn,nba_cdn,stats_nba,524,524,87,90,90,88,-3,2,3,2,outside_tolerance,true,true,0,0,4,0,0,1,0,0,,1257,true
0042500115,2025-26,2026-04-28,playoffs,4,nba_cdn,nba_cdn,stats_nba,524,524,95,93,94,94,1,-1,1,1,within_one,true,true,1,0,4,0,0,0,0,0,,1115,true
0042500301,2025-26,2026-05-19,playoffs,5,nba_cdn,nba_cdn,stats_nba,632,632,108,107,109,108,-1,-1,1,1,within_one,true,true,2,0,11,0,0,0,0,0,,1077,true
0022500176,2025-26,2025-11-05,regular,4,nba_cdn,nba_cdn,stats_nba,635,635,105,106,105,105,0,1,0,1,within_one,true,false,1,0,3,0,0,0,0,0,,1088,true
0022500700,2025-26,2026-01-31,regular,4,nba_cdn,nba_cdn,stats_nba,565,565,102,102,102,101,0,1,0,1,within_one,true,true,2,0,6,0,0,3,0,0,,1180,true
0022500332,2025-26,2025-12-03,regular,4,nba_cdn,nba_cdn,stats_nba,558,558,98,101,99,100,-1,1,1,1,within_one,true,true,0,0,1,0,0,1,0,0,,985,true
0022500020,2025-26,2025-10-31,regular,4,nba_cdn,nba_cdn,stats_nba,596,596,101,99,101,101,0,-2,0,2,outside_tolerance,true,false,0,0,5,0,0,0,0,0,,1201,true
0022500179,2025-26,2025-11-05,regular,4,nba_cdn,nba_cdn,stats_nba,613,613,99,104,100,101,-1,3,1,3,outside_tolerance,true,false,0,0,11,0,0,1,2,0,,1106,true
0022501208,2025-26,2025-12-11,regular,4,nba_cdn,nba_cdn,stats_nba,518,518,102,103,103,102,-1,1,1,1,within_one,true,true,1,0,7,0,0,0,0,0,,1156,true
0022500415,2025-26,2025-12-23,regular,4,nba_cdn,nba_cdn,stats_nba,489,489,98,100,98,99,0,1,0,1,within_one,true,true,1,0,0,0,0,0,0,0,,1153,true
0022500274,2025-26,2025-11-22,regular,4,nba_cdn,nba_cdn,stats_nba,558,558,97,96,97,96,0,0,0,0,exact,true,true,1,0,2,0,0,1,0,0,,1275,true
0022500994,2025-26,2026-03-17,regular,4,nba_cdn,nba_cdn,stats_nba,547,547,96,94,96,96,0,-2,0,2,outside_tolerance,true,true,0,0,0,0,0,0,0,0,,1060,true
0022501133,2025-26,2026-04-05,regular,4,nba_cdn,nba_cdn,stats_nba,515,515,98,99,99,99,-1,0,1,0,within_one,true,false,0,0,6,0,0,1,0,0,,1081,true
0022500160,2025-26,2025-11-03,regular,4,nba_cdn,nba_cdn,stats_nba,643,643,103,102,103,102,0,0,0,0,exact,true,true,3,0,8,0,0,1,0,0,,1094,true
0022500627,2025-26,2026-01-22,regular,4,nba_cdn,nba_cdn,stats_nba,530,530,95,95,95,95,0,0,0,0,exact,true,false,0,0,5,0,0,0,0,0,,1007,true
0022500087,2025-26,2025-10-22,regular,4,nba_cdn,nba_cdn,stats_nba,550,550,94,95,95,95,-1,0,1,0,within_one,true,false,0,0,5,0,0,2,0,0,,1242,true
0022500984,2025-26,2026-03-16,regular,4,nba_cdn,nba_cdn,stats_nba,596,596,102,106,104,102,-2,4,2,4,outside_tolerance,true,true,1,0,4,0,0,4,0,0,,1085,true
0022500890,2025-26,2026-03-03,regular,4,nba_cdn,nba_cdn,stats_nba,589,589,104,105,105,104,-1,1,1,1,within_one,true,true,1,0,9,0,0,0,0,0,,1124,true
0022500336,2025-26,2025-12-04,regular,4,nba_cdn,nba_cdn,stats_nba,553,553,94,93,94,93,0,0,0,0,exact,true,true,2,0,6,0,0,0,2,0,,1278,true
0022501076,2025-26,2026-03-28,regular,4,nba_cdn,nba_cdn,stats_nba,517,517,98,98,97,98,1,0,1,0,within_one,true,true,1,0,5,0,0,2,0,0,,1054,true
