side,focalId,credit,actualV,meanRep,identityResidual,support
off,1631105,0.06814412495499855,1.3322059240060815,1.264061799051083,0,WEAK_SUPPORT
off,202699,0.10099425368933646,1.3322059240060815,1.231211670316745,0,WEAK_SUPPORT
off,203501,-0.05910201575638596,1.3322059240060815,1.3913079397624675,0,WEAK_SUPPORT
def,1626167,-0.04412528231220536,1.3322059240060815,1.2880806416938761,0,WEAK_SUPPORT
def,1627783,0.11603007209061134,1.3322059240060815,1.4482359960966928,0,WEAK_SUPPORT
def,1630169,-0.15559908164609104,1.3322059240060815,1.1766068423599905,0,WEAK_SUPPORT
off,1626167,0.01567218573049134,1.2012118405531165,1.1855396548226251,0,WEAK_SUPPORT
off,1630169,-0.015503394260589776,1.2012118405531165,1.2167152348137062,0,WEAK_SUPPORT
def,1630595,0.026872836842456005,1.2012118405531165,1.2280846773955725,0,WEAK_SUPPORT
def,1631105,-0.07290524525125597,1.2012118405531165,1.1283065953018605,0,WEAK_SUPPORT
def,202699,0.07623576756702155,1.2012118405531165,1.277447608120138,0,WEAK_SUPPORT
off,1630595,0.03786680442652757,1.4155915842701239,1.3777247798435963,0,WEAK_SUPPORT
off,202699,0.08497623781854435,1.4155915842701239,1.3306153464515795,0,WEAK_SUPPORT
def,1626167,-0.031459991467769344,1.4155915842701239,1.3841315928023545,0,WEAK_SUPPORT
def,1630169,-0.15824778510850757,1.4155915842701239,1.2573437991616163,0,WEAK_SUPPORT
def,202699,0.06828768127492424,1.0536063041828443,1.1218939854577685,0,WEAK_SUPPORT
def,1626167,-0.0224774544572236,0.80839312310228,0.7859156686450564,0,WEAK_SUPPORT
def,1630169,-0.15675832910909526,0.80839312310228,0.6516347939931847,0,WEAK_SUPPORT
def,1627783,0.11241135423173054,0.9337883828326522,1.0461997370643827,0,WEAK_SUPPORT
off,1626167,0.02103658147980214,1.290834495240669,1.2697979137608668,0,WEAK_SUPPORT
off,1627783,0.033832910903787594,1.290834495240669,1.2570015843368814,0,WEAK_SUPPORT
off,1630595,0.09355239030609608,1.0438405780930233,0.9502881877869273,0,WEAK_SUPPORT
def,1626167,-0.03740407430403092,1.0438405780930233,1.0064365037889924,0,WEAK_SUPPORT
def,1627783,0.1228090256869745,1.0438405780930233,1.1666496037799978,0,WEAK_SUPPORT
off,1626167,0.01644018302406436,1.2722481584094836,1.2558079753854192,0,WEAK_SUPPORT
off,1627783,0.019720124954145435,1.2722481584094836,1.2525280334553381,0,WEAK_SUPPORT
off,1630169,-0.009001677274412367,1.2722481584094836,1.281249835683896,0,WEAK_SUPPORT
def,1630595,0.032180910453786016,1.2722481584094836,1.3044290688632696,0,WEAK_SUPPORT
def,203501,-0.035015807458462556,1.2722481584094836,1.237232350951021,0,WEAK_SUPPORT
off,1630595,0.0627345371784751,1.43277598550717,1.370041448328695,0,WEAK_SUPPORT
off,1631105,0.06239590306865428,1.43277598550717,1.3703800824385157,0,WEAK_SUPPORT
off,202699,0.10242300157858941,1.43277598550717,1.3303529839285806,0,WEAK_SUPPORT
off,203501,-0.05885051967186006,1.43277598550717,1.49162650517903,0,WEAK_SUPPORT
def,1626167,-0.029072817494874892,1.43277598550717,1.403703168012295,0,WEAK_SUPPORT
def,1630169,-0.16428703935556865,1.43277598550717,1.2684889461516013,0,WEAK_SUPPORT
off,1630595,0.053542035964013746,1.2458401194434912,1.1922980834794774,0,WEAK_SUPPORT
off,1631105,0.057465112773954496,1.2458401194434912,1.1883750066695367,0,WEAK_SUPPORT
off,202699,0.09063978683434426,1.2458401194434912,1.155200332609147,0,WEAK_SUPPORT
off,203501,-0.07266148969059572,1.2458401194434912,1.3185016091340869,0,WEAK_SUPPORT
def,1626167,-0.02266701987025055,1.2458401194434912,1.2231730995732406,0,WEAK_SUPPORT
def,1627783,0.13334294553345405,1.2458401194434912,1.3791830649769452,0,WEAK_SUPPORT
def,1630169,-0.1646300716770841,1.2458401194434912,1.081210047766407,0,WEAK_SUPPORT
off,1626167,0.01880464892799205,1.5561901908634632,1.5373855419354712,0,WEAK_SUPPORT
off,1627783,0.01520404265776465,1.5561901908634632,1.5409861482056986,0,WEAK_SUPPORT
off,1630169,-0.0433678660463408,1.5561901908634632,1.599558056909804,0,WEAK_SUPPORT
def,1630595,0.02605237521335857,1.5561901908634632,1.5822425660768218,0,WEAK_SUPPORT
def,1631105,-0.13297220485758054,1.5561901908634632,1.4232179860058827,0,WEAK_SUPPORT
def,202699,0.050854490693553744,1.5561901908634632,1.607044681557017,0,WEAK_SUPPORT
def,203501,-0.023504656002062863,1.5561901908634632,1.5326855348614004,0,WEAK_SUPPORT
off,1630595,0.13914628071649404,1.3478374508081716,1.2086911700916776,0,WEAK_SUPPORT
off,1631105,0.08178722686441753,1.3478374508081716,1.266050223943754,0,WEAK_SUPPORT
off,202699,0.17151095619962686,1.3478374508081716,1.1763264946085448,0,WEAK_SUPPORT
off,203501,0.019991990394708115,1.3478374508081716,1.3278454604134635,0,WEAK_SUPPORT
def,1626167,-0.042887843047997976,1.3478374508081716,1.3049496077601737,0,WEAK_SUPPORT
def,1627783,0.1198194010592144,1.3478374508081716,1.467656851867386,0,WEAK_SUPPORT
def,1630169,-0.17537008150489997,1.3478374508081716,1.1724673693032717,0,WEAK_SUPPORT
off,1626167,0.0351128945678989,1.487545473498756,1.4524325789308572,0,WEAK_SUPPORT
off,1627783,0.06233290959480664,1.487545473498756,1.4252125639039495,0,WEAK_SUPPORT
off,1630169,-0.019360177792696165,1.487545473498756,1.5069056512914523,0,WEAK_SUPPORT
def,1630595,0.09164161301701457,1.487545473498756,1.5791870865157707,0,WEAK_SUPPORT
def,1631105,-0.10220048555738659,1.487545473498756,1.3853449879413695,0,WEAK_SUPPORT
def,202699,0.07975182014421711,1.487545473498756,1.5672972936429732,0,WEAK_SUPPORT
def,203501,-0.0031016167873922917,1.487545473498756,1.4844438567113638,0,WEAK_SUPPORT
off,1630595,0.13220278081608194,1.2580212634786176,1.1258184826625357,0,WEAK_SUPPORT
off,1631105,0.07086432588136748,1.2580212634786176,1.1871569375972502,0,WEAK_SUPPORT
off,202699,0.15299096489997033,1.2580212634786176,1.1050302985786473,0,WEAK_SUPPORT
off,203501,-0.002426639093612737,1.2580212634786176,1.2604479025722304,0,WEAK_SUPPORT
def,1626167,-0.02490508804619518,1.2580212634786176,1.2331161754324225,0,WEAK_SUPPORT
def,1627783,0.13394189495349051,1.2580212634786176,1.3919631584321082,0,WEAK_SUPPORT
def,1630169,-0.1802740101785827,1.2580212634786176,1.077747253300035,0,WEAK_SUPPORT
off,1626167,0.02987617655347008,1.5341291504365446,1.5042529738830746,0,WEAK_SUPPORT
off,1627783,0.04478209333003713,1.5341291504365446,1.4893470571065075,0,WEAK_SUPPORT
off,1630169,-0.03513056448343854,1.5341291504365446,1.5692597149199832,0,WEAK_SUPPORT
def,1630595,0.06724947761460642,1.5341291504365446,1.601378628051151,0,WEAK_SUPPORT
def,1631105,-0.1284588213163269,1.5341291504365446,1.4056703291202177,0,WEAK_SUPPORT
def,202699,0.06279458689255635,1.5341291504365446,1.596923737329101,0,WEAK_SUPPORT
def,203501,-0.007831440491574915,1.5341291504365446,1.5262977099449697,0,WEAK_SUPPORT
off,1630595,0.08012209737355724,1.3283273022156215,1.2482052048420642,0,WEAK_SUPPORT
off,202699,0.11028146314478815,1.3283273022156215,1.2180458390708333,0,WEAK_SUPPORT
def,1626167,-0.02147308270978643,1.3283273022156215,1.306854219505835,0,WEAK_SUPPORT
def,1630169,-0.17060542774660759,1.3283273022156215,1.1577218744690139,0,WEAK_SUPPORT
def,1630595,0.028576880236601765,1.2487754678746052,1.277352348111207,0,WEAK_SUPPORT
off,202699,0.08604985346697791,0.7598832622015417,0.6738334087345638,0,WEAK_SUPPORT
def,1627783,0.14829429297694252,0.7598832622015417,0.9081775551784842,0,WEAK_SUPPORT
off,1627783,0.004123263090555218,1.1152923972085544,1.1111691341179992,0,WEAK_SUPPORT
def,1630595,0.08266866349567636,1.1152923972085544,1.1979610607042308,0,WEAK_SUPPORT
def,202699,0.11060768642395535,1.1152923972085544,1.2259000836325098,0,WEAK_SUPPORT
off,1630595,-0.029043949508385847,1.5374910448717,1.566534994380086,0,WEAK_SUPPORT
off,202699,0.2445324900329351,1.5374910448717,1.292958554838765,0,WEAK_SUPPORT
def,1626167,-0.07794352789526537,1.5374910448717,1.4595475169764347,0,WEAK_SUPPORT
def,1627783,-0.02421097628603608,1.5374910448717,1.513280068585664,0,WEAK_SUPPORT
def,1630169,-0.1607152344566749,1.5374910448717,1.3767758104150252,0,WEAK_SUPPORT
off,1626167,0.03878064124736169,1.149617733616544,1.1108370923691824,0,WEAK_SUPPORT
off,1627783,-0.01959014097597689,1.149617733616544,1.169207874592521,0,WEAK_SUPPORT
off,1630169,-0.03362219303991765,1.149617733616544,1.1832399266564617,0,WEAK_SUPPORT
def,1630595,0.049628634362843815,1.149617733616544,1.1992463679793879,0,WEAK_SUPPORT
def,202699,0.10314730259848237,1.149617733616544,1.2527650362150264,0,WEAK_SUPPORT
def,203501,-0.03921147578296291,1.149617733616544,1.1104062578335812,0,WEAK_SUPPORT
off,1630595,-0.04670797144989991,1.121722265532171,1.168430236982071,0,WEAK_SUPPORT
off,203501,-0.149481108206025,1.121722265532171,1.271203373738196,0,WEAK_SUPPORT
def,1626167,-0.06563434814598645,1.121722265532171,1.0560879173861846,0,WEAK_SUPPORT
def,1627783,-0.01493524290179793,1.121722265532171,1.106787022630373,0,WEAK_SUPPORT
def,1630169,-0.16137439460390068,1.121722265532171,0.9603478709282703,0,WEAK_SUPPORT
off,1626167,0.03869631106929994,1.418815374378654,1.380119063309354,0,WEAK_SUPPORT
off,1627783,-0.025737038696957537,1.418815374378654,1.4445524130756116,0,WEAK_SUPPORT
off,1630169,-0.05343229323929011,1.418815374378654,1.4722476676179441,0,WEAK_SUPPORT
def,1631105,-0.029539912153825343,1.418815374378654,1.3892754622248287,0,WEAK_SUPPORT
def,202699,0.08424784832411003,1.418815374378654,1.503063222702764,0,WEAK_SUPPORT
def,203501,-0.03486817051290858,1.418815374378654,1.3839472038657454,0,WEAK_SUPPORT
off,1630595,-0.03887543406753502,1.3137617589497586,1.3526371930172936,0,WEAK_SUPPORT
off,1631105,0.1412134549989319,1.3137617589497586,1.1725483039508267,0,WEAK_SUPPORT
off,202699,0.21269098452667268,1.3137617589497586,1.1010707744230859,0,WEAK_SUPPORT
off,203501,-0.16168656547173055,1.3137617589497586,1.475448324421489,0,WEAK_SUPPORT
def,1626167,-0.04480410507899468,1.3137617589497586,1.2689576538707639,0,WEAK_SUPPORT
def,1627783,0.0019043788377672843,1.3137617589497586,1.3156661377875258,0,WEAK_SUPPORT
def,1630169,-0.1703717540151377,1.3137617589497586,1.1433900049346208,0,WEAK_SUPPORT
off,1626167,0.0325084253665231,1.3812218285685833,1.3487134032020602,0,WEAK_SUPPORT
off,1627783,-0.04326433595368728,1.3812218285685833,1.4244861645222706,0,WEAK_SUPPORT
off,1630169,-0.06135792269610385,1.3812218285685833,1.4425797512646872,0,WEAK_SUPPORT
def,1630595,0.01675776665837647,1.3812218285685833,1.3979795952269598,0,WEAK_SUPPORT
def,1631105,-0.03881096813020801,1.3812218285685833,1.3424108604383753,0,WEAK_SUPPORT
def,202699,0.07441065221858878,1.3812218285685833,1.4556324807871721,0,WEAK_SUPPORT
def,203501,-0.04287725412675236,1.3812218285685833,1.338344574441831,0,WEAK_SUPPORT
off,1626145,0.04788725202188049,1.3440052870266015,1.296118035004721,0,WEAK_SUPPORT
off,1626164,0.07572020650810574,1.3440052870266015,1.2682850805184958,0,WEAK_SUPPORT
off,201142,-0.026561363955282857,1.3440052870266015,1.3705666509818843,0,WEAK_SUPPORT
def,1629673,-0.026818953851091676,1.3440052870266015,1.3171863331755098,0,WEAK_SUPPORT
def,1641731,0.005610760215699395,1.3440052870266015,1.3496160472423009,0,WEAK_SUPPORT
def,1642259,0.015195536883283012,1.3440052870266015,1.3592008239098845,0,WEAK_SUPPORT
def,1642267,-0.11207902754342336,1.3440052870266015,1.2319262594831781,0,WEAK_SUPPORT
off,1629673,-0.0438528660958909,0.9649624343751338,1.0088153004710247,0,WEAK_SUPPORT
off,1641731,-0.06283722823874138,0.9649624343751338,1.0277996626138752,0,WEAK_SUPPORT
off,1642259,-0.04782692301168401,0.9649624343751338,1.0127893573868179,0,WEAK_SUPPORT
off,1642267,-0.026187419748255336,0.9649624343751338,0.9911498541233892,0,WEAK_SUPPORT
def,1626145,-0.016348478305986958,0.9649624343751338,0.9486139560691469,0,WEAK_SUPPORT
def,1626164,-0.03151412426721023,0.9649624343751338,0.9334483101079236,0,WEAK_SUPPORT
def,201142,-0.02497553526202878,0.9649624343751338,0.9399868991131051,0,WEAK_SUPPORT
off,1626145,0.03442615340050437,1.5458291977068415,1.511403044306337,0,WEAK_SUPPORT
off,1626164,0.04743380888890392,1.5458291977068415,1.4983953888179375,0,WEAK_SUPPORT
off,201142,-0.06196230207886777,1.5458291977068415,1.6077914997857092,0,WEAK_SUPPORT
def,1629673,-0.012722712559867233,1.5458291977068415,1.5331064851469742,0,WEAK_SUPPORT
def,1641731,-0.06434519367321312,1.5458291977068415,1.4814840040336283,0,WEAK_SUPPORT
def,1642259,0.017933001381021718,1.5458291977068415,1.5637621990878632,0,WEAK_SUPPORT
def,1642267,-0.09847399688745684,1.5458291977068415,1.4473552008193846,0,WEAK_SUPPORT
off,1629673,-0.0386641805494532,0.9295336303735481,0.9681978109230013,0,WEAK_SUPPORT
off,1641731,-0.04014705031423882,0.9295336303735481,0.9696806806877869,0,WEAK_SUPPORT
off,1642259,-0.02609981035489317,0.9295336303735481,0.9556334407284413,0,WEAK_SUPPORT
off,1642267,-0.003129758174216346,0.9295336303735481,0.9326633885477644,0,WEAK_SUPPORT
def,1626145,-0.02739217530372917,0.9295336303735481,0.9021414550698189,0,WEAK_SUPPORT
def,1626164,-0.02152086378761131,0.9295336303735481,0.9080127665859368,0,WEAK_SUPPORT
def,201142,-0.020282092989015066,0.9295336303735481,0.909251537384533,0,WEAK_SUPPORT
off,1626164,0.05289300954320586,1.3783369394539748,1.325443929910769,0,WEAK_SUPPORT
off,201142,-0.06276016295122333,1.3783369394539748,1.4410971024051982,0,WEAK_SUPPORT
def,1629673,-0.00021707044141661136,1.3783369394539748,1.3781198690125582,0,WEAK_SUPPORT
def,1641731,-0.06456686335665296,1.3783369394539748,1.3137700760973219,0,WEAK_SUPPORT
off,1629673,-0.03436042159142372,1.008019027392091,1.0423794489835148,0,WEAK_SUPPORT
off,1641731,-0.012181891324128502,1.008019027392091,1.0202009187162195,0,WEAK_SUPPORT
def,201142,-0.014953572949354177,1.008019027392091,0.9930654544427369,0,WEAK_SUPPORT
off,201142,-0.07315252172750975,1.3002256789789235,1.3733782007064332,0,WEAK_SUPPORT
def,1642267,-0.07534280511304337,1.3002256789789235,1.2248828738658801,0,WEAK_SUPPORT
off,1642267,-0.03449914826368772,0.9808531588755441,1.0153523071392319,0,WEAK_SUPPORT
def,1626164,-0.025291522282714696,0.9808531588755441,0.9555616365928294,0,WEAK_SUPPORT
off,1626164,0.06845947882044356,1.280416059591152,1.2119565807707084,0,WEAK_SUPPORT
def,1642267,-0.10687814155885911,1.280416059591152,1.173537918032293,0,WEAK_SUPPORT
off,1642267,-0.015699068544283712,1.0286525399819317,1.0443516085262154,0,WEAK_SUPPORT
def,1626145,-0.024854167033971475,1.0286525399819317,1.0037983729479603,0,WEAK_SUPPORT
def,1626164,-0.02348699832806811,1.0286525399819317,1.0051655416538636,0,WEAK_SUPPORT
off,1626145,0.033755581662710865,1.457459694357785,1.4237041126950742,0,WEAK_SUPPORT
off,1626164,0.04700426329731999,1.457459694357785,1.4104554310604651,0,WEAK_SUPPORT
def,1629673,-0.008452374334960266,1.457459694357785,1.4490073200228248,0,WEAK_SUPPORT
def,1641731,-0.06906334117392832,1.457459694357785,1.3883963531838568,0,WEAK_SUPPORT
def,1642259,0.024452984717990622,1.457459694357785,1.4819126790757757,0,WEAK_SUPPORT
off,1629673,-0.03896505892465707,0.9161013106454879,0.955066369570145,0,WEAK_SUPPORT
off,1641731,-0.02857914091004854,0.9161013106454879,0.9446804515555365,0,WEAK_SUPPORT
off,1642259,-0.023434143921698736,0.9161013106454879,0.9395354545671867,0,WEAK_SUPPORT
def,1626145,-0.037984301420522226,0.9161013106454879,0.8781170092249657,0,WEAK_SUPPORT
def,1626164,-0.011387808440379787,0.9161013106454879,0.9047135022051082,0,WEAK_SUPPORT
def,201142,-0.018531785616965335,0.9161013106454879,0.8975695250285226,0,WEAK_SUPPORT
off,1626145,0.024899517421404838,1.5208722375157553,1.4959727200943504,0,WEAK_SUPPORT
off,201142,-0.08835568408647276,1.5208722375157553,1.609227921602228,0,WEAK_SUPPORT
def,1629673,0.003178111792236482,1.5208722375157553,1.5240503493079918,0,WEAK_SUPPORT
def,1641731,-0.11590190230832853,1.5208722375157553,1.4049703352074268,0,WEAK_SUPPORT
def,1642259,0.030470008427001094,1.5208722375157553,1.5513422459427564,0,WEAK_SUPPORT
def,1642267,-0.08318411880667442,1.5208722375157553,1.4376881187090809,0,WEAK_SUPPORT
off,1629673,-0.03368585688655512,0.9770255143432164,1.0107113712297715,0,WEAK_SUPPORT
off,1641731,-0.009779746480331086,0.9770255143432164,0.9868052608235475,0,WEAK_SUPPORT
off,1642259,-0.0026341053326189856,0.9770255143432164,0.9796596196758354,0,WEAK_SUPPORT
off,1642267,0.02659127295335373,0.9770255143432164,0.9504342413898627,0,WEAK_SUPPORT
def,1626145,-0.04548340248846694,0.9770255143432164,0.9315421118547494,0,WEAK_SUPPORT
def,201142,-0.014429376189131204,0.9770255143432164,0.9625961381540852,0,WEAK_SUPPORT
off,1626145,0.03170353475220811,1.5240872831792414,1.4923837484270333,0,WEAK_SUPPORT
off,1626164,0.04814775049972608,1.5240872831792414,1.4759395326795153,0,WEAK_SUPPORT
off,201142,-0.07442231082431938,1.5240872831792414,1.5985095940035607,0,WEAK_SUPPORT
def,1629673,0.01356882996071418,1.5240872831792414,1.5376561131399555,0,WEAK_SUPPORT
def,1641731,-0.08659611171231663,1.5240872831792414,1.4374911714669247,0,WEAK_SUPPORT
def,1642259,0.0604232163153251,1.5240872831792414,1.5845104994945665,0,WEAK_SUPPORT
def,1642267,-0.07332356113301097,1.5240872831792414,1.4507637220462304,0,WEAK_SUPPORT
off,1629673,-0.05011257079612352,0.7851585379349828,0.8352711087311063,0,WEAK_SUPPORT
off,1641731,-0.0640626446375051,0.7851585379349828,0.8492211825724879,0,WEAK_SUPPORT
off,1642259,-0.06607159512111549,0.7851585379349828,0.8512301330560983,0,WEAK_SUPPORT
off,1642267,-0.030894250511890986,0.7851585379349828,0.8160527884468738,0,WEAK_SUPPORT
def,1626145,-0.02582244678023582,0.7851585379349828,0.759336091154747,0,WEAK_SUPPORT
def,1626164,-0.021828238225109264,0.7851585379349828,0.7633302997098735,0,WEAK_SUPPORT
def,201142,-0.026533021406749846,0.7851585379349828,0.758625516528233,0,WEAK_SUPPORT
off,1626145,0.02837247851117186,1.6201561348661584,1.5917836563549865,0,WEAK_SUPPORT
off,1626164,0.03126623385773786,1.6201561348661584,1.5888899010084205,0,WEAK_SUPPORT
off,201142,-0.07504399778457027,1.6201561348661584,1.6952001326507287,0,WEAK_SUPPORT
def,1629673,-0.018938416029298466,1.6201561348661584,1.60121771883686,0,WEAK_SUPPORT
def,1641731,-0.0914661234613432,1.6201561348661584,1.5286900114048152,0,WEAK_SUPPORT
def,1642259,-0.003297666467450444,1.6201561348661584,1.616858468398708,0,WEAK_SUPPORT
def,1642267,-0.10435262820459612,1.6201561348661584,1.5158035066615623,0,WEAK_SUPPORT
off,1629673,-0.04854398893086709,0.752934537973474,0.8014785269043411,0,WEAK_SUPPORT
off,1641731,-0.033198185896907706,0.752934537973474,0.7861327238703817,0,WEAK_SUPPORT
off,1642259,-0.05218913527921598,0.752934537973474,0.80512367325269,0,WEAK_SUPPORT
off,1642267,-0.002707752600353608,0.752934537973474,0.7556422905738276,0,WEAK_SUPPORT
def,1626145,-0.050089662786199085,0.752934537973474,0.7028448751872749,0,WEAK_SUPPORT
def,1626164,0.0011525817683848416,0.752934537973474,0.7540871197418588,0,WEAK_SUPPORT
def,201142,-0.021345860564540686,0.752934537973474,0.7315886774089333,0,WEAK_SUPPORT
off,1626145,0.029330700883839045,1.468046127559835,1.438715426675996,0,WEAK_SUPPORT
off,1626164,0.03679595692259885,1.468046127559835,1.4312501706372363,0,WEAK_SUPPORT
off,201142,-0.0754198743649348,1.468046127559835,1.54346600192477,0,WEAK_SUPPORT
def,1629673,-0.0071338742164297475,1.468046127559835,1.4609122533434054,0,WEAK_SUPPORT
def,1641731,-0.09091317191332249,1.468046127559835,1.3771329556465126,0,WEAK_SUPPORT
def,1642259,0.01942178819230933,1.468046127559835,1.4874679157521444,0,WEAK_SUPPORT
off,1629673,-0.04305695480025429,0.9301606708876543,0.9732176256879086,0,WEAK_SUPPORT
off,1641731,-0.01787181064131471,0.9301606708876543,0.948032481528969,0,WEAK_SUPPORT
def,1626164,0.004512756219154923,0.9301606708876543,0.9346734271068092,0,WEAK_SUPPORT
def,201142,-0.017743319327933826,0.9301606708876543,0.9124173515597205,0,WEAK_SUPPORT
off,201142,-0.0998567837460358,1.4485347080265094,1.5483914917725452,0,WEAK_SUPPORT
def,1641731,-0.13887845483893857,1.4485347080265094,1.3096562531875708,0,WEAK_SUPPORT
def,1642267,-0.08090368349124577,1.4485347080265094,1.3676310245352636,0,WEAK_SUPPORT
off,1642267,0.04142950860849659,1.109661827281384,1.0682323186728875,0,WEAK_SUPPORT
def,201142,-0.012371496077645983,1.109661827281384,1.097290331203738,0,WEAK_SUPPORT
def,1626164,-0.023628520077858317,1.0838829960145753,1.060254475936717,0,WEAK_SUPPORT
off,1626164,-0.07730950224644251,1.1228825641195126,1.200192066365955,0,WEAK_SUPPORT
def,1626145,0.011150727751114253,1.0023146960758649,1.0134654238269791,0,WEAK_SUPPORT
def,1626164,-0.035325149288275126,1.0023146960758649,0.9669895467875897,0,WEAK_SUPPORT
off,1626145,0.013640926292389555,1.2306540998641684,1.2170131735717789,0,WEAK_SUPPORT
off,1626164,-0.06829366572298445,1.2306540998641684,1.2989477655871529,0,WEAK_SUPPORT
off,1641731,0.004538756530827026,1.103471930835894,1.098933174305067,0,WEAK_SUPPORT
off,1642259,0.04348543266559002,1.103471930835894,1.059986498170304,0,WEAK_SUPPORT
def,1626145,0.01116078902758555,1.103471930835894,1.1146327198634796,0,WEAK_SUPPORT
def,1626164,-0.036140148392886484,1.103471930835894,1.0673317824430075,0,WEAK_SUPPORT
off,1626145,0.016808437712711344,1.3295053739690323,1.312696936256321,0,WEAK_SUPPORT
off,1626164,-0.05643282856418863,1.3295053739690323,1.385938202533221,0,WEAK_SUPPORT
off,201142,0.023815688985008965,1.3295053739690323,1.3056896849840234,0,WEAK_SUPPORT
def,1641731,-0.03869445849496933,1.3295053739690323,1.290810915474063,0,WEAK_SUPPORT
def,1642259,0.0468260368218838,1.3295053739690323,1.3763314107909161,0,WEAK_SUPPORT
off,1641731,0.018416856532956993,1.3129685750248836,1.2945517184919266,0,WEAK_SUPPORT
off,1642259,0.07910706466570017,1.3129685750248836,1.2338615103591835,0,WEAK_SUPPORT
def,1626164,-0.043405002660638736,1.3129685750248836,1.2695635723642449,0,WEAK_SUPPORT
def,201142,0.016490890895961563,1.3129685750248836,1.3294594659208452,0,WEAK_SUPPORT
off,1626145,0.01840220195627218,1.183264833523152,1.1648626315668797,0,WEAK_SUPPORT
off,1626164,-0.05049599885655831,1.183264833523152,1.2337608323797102,0,WEAK_SUPPORT
off,201142,0.025875812635683726,1.183264833523152,1.1573890208874682,0,WEAK_SUPPORT
def,1641731,-0.03366982983806199,1.183264833523152,1.14959500368509,0,WEAK_SUPPORT
def,1642259,0.06336610428914313,1.183264833523152,1.246630937812295,0,WEAK_SUPPORT
off,1628983,0.0589690050800834,1.0418550134876283,0.9828860084075449,0,WEAK_SUPPORT
off,1629652,-0.016883606391953965,1.0418550134876283,1.0587386198795823,0,WEAK_SUPPORT
off,1631114,-0.11460143776936049,1.0418550134876283,1.1564564512569888,0,WEAK_SUPPORT
off,1641717,0.0342236961246265,1.0418550134876283,1.0076313173630018,0,WEAK_SUPPORT
def,1628378,-0.004299932533623263,1.0418550134876283,1.037555080954005,0,WEAK_SUPPORT
def,1628386,0.051361598227403604,1.0418550134876283,1.093216611715032,0,WEAK_SUPPORT
def,1629636,-0.09414381000809147,1.0418550134876283,0.9477112034795369,0,WEAK_SUPPORT
def,1630596,0.0904544285446287,1.0418550134876283,1.132309442032257,0,WEAK_SUPPORT
off,1628378,-0.06821837830578148,1.2247168969502007,1.2929352752559822,0,WEAK_SUPPORT
off,1628386,-0.047404711079716444,1.2247168969502007,1.2721216080299171,0,WEAK_SUPPORT
off,1629636,0.1328075435419842,1.2247168969502007,1.0919093534082165,0,WEAK_SUPPORT
