focalId,totalDelta,staticMainEffect,stateInteractionEffect,teammateCompositionInteractionEffect,opponentCompositionInteractionEffect,reconstructErr
1630595,-0.03887543406753493,-0.039184849705020876,-0.0016808662947304428,0.0019902819322163935,0,0
1631105,0.14121345499893184,0.043832092825417085,0.09990412685562133,-0.002522764682106583,0,0
202699,0.21269098452667254,0.043433518018748035,0.1686652838360561,0.0005921826718683855,0,0
203501,-0.1616865654717309,-0.08511090853089884,-0.07474915908762342,-0.001826497853208656,0,0
1626167,0.032508425366522965,0.0003388381877053072,0.029579915497559995,0.002589671681257663,0,0
1627783,-0.043264335953687366,-0.020885503303258633,-0.026477313881029637,0.004098481230600904,0,0
1630169,-0.061357922696104135,-0.012945038959645178,-0.049029063085664334,0.000616179349205376,0,0
1626145,0.047887252021880405,0.05140617112731287,-0.004390809700040263,0.0008718905946078029,0,0
1626164,0.07572020650810564,0.09518002085095503,-0.023303962112759747,0.0038441477699103534,0,0
201142,-0.026561363955282663,-0.027243955548572518,-0.002535389620889627,0.0032179812141794805,0,0
1629673,-0.04385286609589101,0.08405244705327942,-0.128583692667137,0.000678379517966577,0,0
1641731,-0.06283722823874144,-0.016568482179682667,-0.04760748275836836,0.0013387366993095951,0,0
1642259,-0.04782692301168409,-0.01906536361878032,-0.02474435911863685,-0.004017200274266922,0,0
1642267,-0.026187419748255374,0.01069390561818425,-0.03971766808811196,0.002836342721672336,0,0
1626145,0.03442615340050436,0.05140617112731287,-0.01795617364747927,0.0009761559206707583,0,0
1626164,0.04743380888890399,0.09518002085095503,-0.052787228365678326,0.005041016403627287,0,0
201142,-0.06196230207886733,-0.027243955548572518,-0.03933094209017149,0.004612595559876677,0,0
1629673,-0.03866418054945319,0.08405244705327942,-0.1234386228251619,0.0007219952224292784,0,0
1641731,-0.04014705031423878,-0.016568482179682667,-0.024379371739494057,0.0008008036049379497,0,0
1642259,-0.026099810354893137,-0.01906536361878032,-0.003419303608453864,-0.003615143127658955,0,0
1642267,-0.003129758174216289,0.01069390561818425,-0.01758083104021312,0.00375716724781258,0,0
1626164,0.052893009543205825,0.09518002085095503,-0.046176441864155836,0.0038894305564066258,0,0
201142,-0.06276016295122319,-0.027243955548572518,-0.039171339977840544,0.00365513257518987,0,0
1629673,-0.034360421591423794,0.08405244705327942,-0.11939882153386475,0.0009859528891615278,0,0
1641731,-0.012181891324128261,-0.016568482179682667,0.004553427277434852,-0.00016683642188044493,0,0
201142,-0.07315252172750965,-0.027243955548572518,-0.0493614835914754,0.0034529174125382694,0,0
1642267,-0.03449914826368776,0.01069390561818425,-0.048643262426778654,0.0034502085449066465,0,0
1626164,0.06845947882044358,0.09518002085095503,-0.030763927331338738,0.004043385300827271,0,0
1642267,-0.01569906854428366,0.01069390561818425,-0.029983319280211494,0.0035903451177435827,0,0
1626145,0.03375558166271076,0.05140617112731287,-0.01856336566385723,0.0009127761992551229,0,0
1626164,0.04700426329731989,0.09518002085095503,-0.05298970158291244,0.0048139440292772956,0,0
1629673,-0.038965058924657105,0.08405244705327942,-0.1240578816714601,0.001040375693523577,0,0
1641731,-0.028579140910048578,-0.016568482179682667,-0.012108007212752538,0.00009734848238662623,0,0
1642259,-0.023434143921698687,-0.01906536361878032,-0.0008163678044099641,-0.0035524124985084043,0,0
1626145,0.024899517421404935,0.05140617112731287,-0.027442736738838326,0.0009360830329303918,0,0
201142,-0.08835568408647268,-0.027243955548572518,-0.06632665370774735,0.00521492516984718,0,0
1629673,-0.033685856886555204,0.08405244705327942,-0.11871628406147815,0.0009779801216435193,0,0
1641731,-0.009779746480331013,-0.016568482179682667,0.006994274368354024,-0.0002055386690023701,0,0
1642259,-0.0026341053326189934,-0.01906536361878032,0.019603228370767323,-0.0031719700846059963,0,0
1642267,0.02659127295335365,0.01069390561818425,0.010582145045413176,0.005315222289756225,0,0
1626145,0.0317035347522082,0.05140617112731287,-0.020249392198956266,0.0005467558238515932,0,0
1626164,0.04814775049972587,0.09518002085095503,-0.05043194824175894,0.0033996778905297726,0,0
201142,-0.07442231082431938,-0.027243955548572518,-0.05055114707761915,0.0033727918018722925,0,0
1629673,-0.05011257079612339,0.08405244705327942,-0.13544208887815132,0.0012770710287484997,0,0
1641731,-0.06406264463750522,-0.016568482179682667,-0.04799084530874685,0.0004966828509243022,0,0
1642259,-0.06607159512111546,-0.01906536361878032,-0.04267861823630337,-0.004327613266031776,0,0
1642267,-0.03089425051189082,0.01069390561818425,-0.04536532078147399,0.0037771646513989213,0,0
1626145,0.028372478511171934,0.05140617112731287,-0.024298025848044993,0.0012643332319040583,0,0
1626164,0.03126623385773808,0.09518002085095503,-0.0705018360280369,0.006588049034819951,0,0
201142,-0.07504399778457026,-0.027243955548572518,-0.053854954925515286,0.006054912689517545,0,0
1629673,-0.048543988930867095,0.08405244705327942,-0.1344846164421996,0.00188818045805309,0,0
1641731,-0.03319818589690758,-0.016568482179682667,-0.015594956049697774,-0.0010347476675271396,0,0
1642259,-0.052189135279215995,-0.01906536361878032,-0.029078023756198217,-0.00404574790423746,0,0
1642267,-0.002707752600353521,0.01069390561818425,-0.01934073987506374,0.005939081656525968,0,0
1626145,0.0293307008838388,0.05140617112731287,-0.02308623232295987,0.001010762079485799,0,0
1626164,0.036795956922598516,0.09518002085095503,-0.0638578076550282,0.005473743726671686,0,0
201142,-0.075419874364935,-0.027243955548572518,-0.053299996367638075,0.005124077551275602,0,0
1629673,-0.04305695480025444,0.08405244705327942,-0.1288277888951001,0.0017183870415662386,0,0
1641731,-0.017871810641314764,-0.016568482179682667,-0.00019400876011215623,-0.0011093197015199419,0,0
201142,-0.09985678374603599,-0.027243955548572518,-0.07846269173768125,0.005849863540217789,0,0
1642267,0.04142950860849662,0.01069390561818425,0.02301526002530161,0.007720342965010759,0,0
1626164,-0.07730950224644237,0.09518002085095503,-0.17944422972454038,0.00695470662714298,0,0
1626145,0.01364092629238953,0.05140617112731287,-0.03868101240856367,0.0009157675736403314,0,0
1626164,-0.06829366572298438,0.09518002085095503,-0.16913821347937305,0.005664526905433629,0,0
1641731,0.004538756530826916,-0.016568482179682667,0.01937546278895921,0.0017317759215503728,0,0
1642259,0.043485432665589754,-0.01906536361878032,0.0651881827934641,-0.0026373865090940254,0,0
1626145,0.01680843771271139,0.05140617112731287,-0.03512460443231514,0.0005268710177136574,0,0
1626164,-0.05643282856418867,0.09518002085095503,-0.15547240819373975,0.003859558778596051,0,0
201142,0.023815688985008906,-0.027243955548572518,0.04695271683284745,0.004106927700733975,0,0
1641731,0.01841685653295706,-0.016568482179682667,0.03244300369294374,0.002542335019695983,0,0
1642259,0.0791070646657,-0.01906536361878032,0.10018622721028092,-0.002013798925800606,0,0
1626145,0.018402201956272225,0.05140617112731287,-0.03333733787678224,0.00033336870574159424,0,0
1626164,-0.05049599885655822,0.09518002085095503,-0.1486364835626062,0.002960463855092946,0,0
201142,0.025875812635683944,-0.027243955548572518,0.04978996032637807,0.0033298078578783896,0,0
1628983,0.05896900508008351,0.030314213552555397,0.026069038802457138,0.002585752725070974,0,0
1629652,-0.016883606391953767,-0.030513942026712152,0.013629722086326707,6.135484316788708e-7,0,0
1631114,-0.11460143776936033,-0.07069491069902584,-0.04491371773798486,0.001007190667650376,0,0
1641717,0.03422369612462676,0.01785244068057551,0.01509136666092582,0.0012798887831254233,0,0
1628378,-0.06821837830578151,-0.08260267109082088,0.0141452376508326,0.0002390551342067772,0,0
1628386,-0.04740471107971668,-0.04892533191520719,0.0017894463669915744,-0.00026882553150106347,0,0
1629636,0.13280754354198424,0.06934215351431891,0.06347413511599911,-0.000008745088333794203,0,0
1630596,0.0017944282604722404,-0.019303263341503896,0.020052005592344872,0.0010456860096312638,0,0
1628983,0.06786628205596913,0.030314213552555397,0.03544322881637109,0.002108839687042649,0,0
1629652,-0.0014421503624071816,-0.030513942026712152,0.029233750956839197,-0.00016195929253422692,0,0
1631114,-0.08188038638123023,-0.07069491069902584,-0.0119340771290409,0.0007486014468365165,0,0
1641717,0.04382883248097198,0.01785244068057551,0.025165451870384582,0.0008109399300118912,0,0
1628386,-0.05219552049926413,-0.04892533191520719,-0.003690548470934087,0.0004203598868771415,0,0
1629636,0.10920841560401583,0.06934215351431891,0.03978208228059654,0.0000841798091003792,0,0
1628983,0.05453600047193971,0.030314213552555397,0.020754847276644277,0.003466939642740039,0,0
1641717,0.024440656177056253,0.01785244068057551,0.0045123019696339806,0.002075913526846762,0,0
1628378,-0.081642325076767,-0.08260267109082088,0.000727581965182883,0.00023276404887099872,0,0
1630596,-0.007828799192915743,-0.019303263341503896,0.01177925323602129,-0.0003047890874331374,0,0
1628983,0.0353760467942211,0.030314213552555397,-0.00019105660239366468,0.005252889844059371,0,0
1629652,-0.08821147266701726,-0.030513942026712152,-0.055809853095271006,-0.0018876775450341033,0,0
1631114,-0.025871263368063373,-0.07069491069902584,0.039893986344376665,0.004929660986585798,0,0
1629652,-0.071109008239297,-0.030513942026712152,-0.03890189058697047,-0.001693175625614381,0,0
1631114,-0.023673716897309724,-0.07069491069902584,0.042765092740667685,0.00425610106104843,0,0
1628386,-0.005462056279234036,-0.04892533191520719,0.04953924495632698,-0.006075969320353825,0,0
1629636,0.08617606963993504,0.06934215351431891,0.017750075426984945,-0.0009161593013688222,0,0
1629652,-0.05667056028734343,-0.030513942026712152,-0.024319841373728418,-0.001836776886902859,0,0
1631114,0.006157409518046242,-0.07069491069902584,0.07284670593525071,0.004005614281821371,0,0
1628983,0.025643285623972237,0.030314213552555397,-0.010437458669596437,0.005766530741013276,0,0
1641717,-0.012581367228384974,0.01785244068057551,-0.0346887171683565,0.00425490925939602,0,0
1628378,-0.08336506307839336,-0.08260267109082088,-0.0013605928744108604,0.000598200886838374,0,0
1629636,0.051907037627523446,0.06934215351431891,-0.016494180888193447,-0.0009409349986020155,0,0
1628983,0.021945981109741695,0.030314213552555397,-0.014640452661279686,0.006272220218465983,0,0
1631114,0.06260834043594463,-0.07069491069902584,0.1287885088304026,0.004514742304567859,0,0
1641717,-0.018960630040984635,0.01785244068057551,-0.04153156422990993,0.0047184935083497866,0,0
1628378,-0.09081830280725205,-0.08260267109082088,-0.00896271853997567,0.000747086823544503,0,0
1629636,0.012739540988528985,0.06934215351431891,-0.05524587643484402,-0.001356736090945904,0,0
1630596,0.00967217548907107,-0.019303263341503896,0.031099447570112425,-0.0021240087395374588,0,0
1628983,-0.007588971466174569,0.030314213552555397,-0.0459884949549892,0.00808530993625923,0,0
1629652,-0.10093123347303372,-0.030513942026712152,-0.0681227171303855,-0.0022945743159360705,0,0
1631114,-0.003671344117999102,-0.07069491069902584,0.06132189882298173,0.005701667758045004,0,0
1641717,-0.052630958248677084,0.01785244068057551,-0.07695953321994166,0.006476134290689065,0,0
1628378,-0.07658516748527036,-0.08260267109082088,0.004969100017990322,0.001048403587560203,0,0
1628386,0.020197244524694857,-0.04892533191520719,0.07876585749681125,-0.009643281056909207,0,0
1629636,0.07404594934182132,0.06934215351431891,0.006169006319835545,-0.0014652104923331376,0,0
1630596,0.03355551812165919,-0.019303263341503896,0.05406001155807501,-0.001201230094911921,0,0
1628983,-0.013387450181246766,0.030314213552555397,-0.052470819721147484,0.00876915598734532,0,0
1629652,-0.1049189239564755,-0.030513942026712152,-0.07153834650220417,-0.002866635427559171,0,0
1631114,0.04368792195386372,-0.07069491069902584,0.10797969702661162,0.006403135626277945,0,0
1641717,-0.06178740081001068,0.01785244068057551,-0.08674756847899939,0.007107726988413203,0,0
1628983,-0.015781661147367884,0.030314213552555397,-0.05514185816969638,0.009045983469773098,0,0
1629652,-0.10665560129021828,-0.030513942026712152,-0.07304887773195806,-0.0030927815315480683,0,0
1631114,0.06222363897468779,-0.07069491069902584,0.12623368302603613,0.006684866647677494,0,0
1641717,-0.06552514799903159,0.01785244068057551,-0.09074126585247887,0.007363677172871773,0,0
1629636,0.025161051318463325,0.06934215351431891,-0.04227957178271042,-0.0019015304131451659,0,0
1628983,-0.015338966826658692,0.030314213552555397,-0.05485128106416755,0.00919810068495346,0,0
1631114,0.09622895437918533,-0.07069491069902584,0.160000639302334,0.006923225775877175,0,0
1641717,-0.06641269311790281,0.01785244068057551,-0.09175913924390397,0.0074940054454256475,0,0
1628983,-0.005260171759398392,0.030314213552555397,-0.04415784443891366,0.008583459126959868,0,0
1631114,0.11959714946358646,-0.07069491069902584,0.1837680508111433,0.006524009351468987,0,0
1641717,-0.044817558511331304,0.01785244068057551,-0.07080701121547893,0.008137012023572119,0,0
1626181,0.07504297348126159,0.05621739307890883,0.017595170432239793,0.0012304099701129611,0,0
1627739,-0.06199473946343441,-0.021976788421234326,-0.04009375640496564,0.00007580536276554931,0,0
1627826,-0.10139824910248912,-0.05067124434132815,-0.05327974902639959,0.002552744265238619,0,0
1627884,0.043410642591223826,0.016980416439285773,0.028674906499851164,-0.002244680347913108,0,0
201935,0.03250594087268002,-0.027909675617648077,0.05906140204546671,0.0013542144448613867,0,0
1629014,-0.09194492002962522,-0.06764482365166598,-0.025349742336839075,0.001049645958879842,0,0
1629028,-0.008316569474760014,0.047438957982105415,-0.055226810335614614,-0.0005287171212508151,0,0
1631101,0.08368589141428877,-0.024968775106437788,0.10823884701035538,0.00041581951037117577,0,0
1641739,0.05125236169441068,-0.025625975180734364,0.07599306219601468,0.0008852746791303696,0,0
1626181,0.06728194800247378,0.05621739307890883,0.009889254402839682,0.0011753005207252754,0,0
1627739,-0.06713528628360795,-0.021976788421234326,-0.045286781660296815,0.00012828379792319543,0,0
1627826,-0.0954113190027668,-0.05067124434132815,-0.04792258451545775,0.0031825098540191085,0,0
1627884,0.04128315912257527,0.016980416439285773,0.025935342285370293,-0.001632599602080799,0,0
201935,0.009092874088766424,-0.027909675617648077,0.03590482902990948,0.0010977206765050236,0,0
1629028,0.01085342902883487,0.047438957982105415,-0.03705502310756807,0.00046949415429752657,0,0
1631101,0.042487072294471434,-0.024968775106437788,0.06653800446458992,0.0009178429363193051,0,0
1641739,0.043877235292992596,-0.025625975180734364,0.06836085001944618,0.0011423604542807788,0,0
1626181,0.06082793365198653,0.05621739307890883,0.003776004173930528,0.0008345363991471672,0,0
1627826,-0.08069637887998428,-0.05067124434132815,-0.03263406099180892,0.0026089264531527884,0,0
1627884,0.03379407801334077,0.016980416439285773,0.017732883189875478,-0.0009192216158204822,0,0
201935,-0.011351723122323657,-0.027909675617648077,0.015870394078741145,0.0006875584165832737,0,0
1629014,-0.06110153591881964,-0.06764482365166598,0.005868429959662998,0.0006748577731833477,0,0
1629028,0.012885543276620483,0.047438957982105415,-0.033028621178822486,-0.0015247935266624454,0,0
1629014,-0.08210028820352407,-0.06764482365166598,-0.015553007365511032,0.0010975428136529436,0,0
1629014,-0.06337510653592185,-0.06764482365166598,0.0033518466953115847,0.0009178704204325424,0,0
1629028,-0.016083788567286046,0.047438957982105415,-0.05994105988343307,-0.003581686665958395,0,0
1631101,0.06631513077207878,-0.024968775106437788,0.09183514019967037,-0.0005512343211538087,0,0
1641739,0.06113611860519326,-0.025625975180734364,0.08742095909440444,-0.0006588653084768065,0,0
1626181,0.057213392726406215,0.05621739307890883,-0.0010663464708059959,0.0020623461183033797,0,0
1627739,-0.11967778277615342,-0.021976788421234326,-0.09807486817304546,0.0003738738181263625,0,0
1627826,-0.11928715400292064,-0.05067124434132815,-0.0761816279235491,0.007565718261956589,0,0
1627884,0.05711273885299313,0.016980416439285773,0.041635077487804935,-0.0015027550740975744,0,0
201935,-0.018114452110845218,-0.027909675617648077,0.008390450558977596,0.00140477294782526,0,0
1629014,-0.04956136341520562,-0.06764482365166598,0.01733344518829474,0.0007500150481656179,0,0
1629028,-0.006588055605174877,0.047438957982105415,-0.049999216872452706,-0.004027796714827585,0,0
1631101,0.033810598592560644,-0.024968775106437788,0.05935312738251726,-0.0005737536835188281,0,0
1641739,0.05993170683212953,-0.025625975180734364,0.0866005794088108,-0.0010428973959469008,0,0
1626181,0.05116460528810173,0.05621739307890883,-0.006677544185536927,0.0016247563947298287,0,0
1627826,-0.10159346711086598,-0.05067124434132815,-0.05751053571866627,0.006588312949128438,0,0
1627884,0.04780113267594115,0.016980416439285773,0.03157296258718207,-0.0007522463505266891,0,0
201935,-0.03766599624362506,-0.027909675617648077,-0.010697773755717555,0.0009414531297405748,0,0
1629014,-0.03493633696835208,-0.06764482365166598,0.03213618518007214,0.0005723015032417615,0,0
1631101,-0.0006029299213101596,-0.024968775106437788,0.024963440796737693,-0.0005975956116100649,0,0
1641739,0.0586565597644573,-0.025625975180734364,0.08573201869406324,-0.0014494837488715803,0,0
1629014,-0.07607801768264755,-0.06764482365166598,-0.00955328523319255,0.001120091202210982,0,0
1629028,-0.030906244972981296,0.047438957982105415,-0.07470034855646968,-0.0036448543986170347,0,0
1631101,0.10728484562827756,-0.024968775106437788,0.13298869745693212,-0.0007350767222167763,0,0
1641739,0.0649936201524498,-0.025625975180734364,0.0910919501408442,-0.00047235480766003523,0,0
1626181,0.061763046371649116,0.05621739307890883,0.0026519855311536843,0.002893667761586604,0,0
1627739,-0.15490335441017267,-0.021976788421234326,-0.13341764272860396,0.0004910767396656213,0,0
1627826,-0.14917346835173925,-0.05067124434132815,-0.10867145756136135,0.010169233550950268,0,0
1627884,0.07385574871847043,0.016980416439285773,0.059290578988100265,-0.002415246708915606,0,0
201935,-0.0017493731741159957,-0.027909675617648077,0.02407184053440583,0.002088461909126252,0,0
1629028,-0.03927744201470808,0.047438957982105415,-0.07928742343284094,-0.00742897656397255,0,0
1641739,0.07693144722542522,-0.025625975180734364,0.1049624388739118,-0.00240501646775221,0,0
1626181,0.05065735550224283,0.05621739307890883,-0.008931328162878425,0.0033712905862124274,0,0
1627739,-0.1888912121199538,-0.021976788421234326,-0.1675836476623327,0.0006692239636132097,0,0
1627826,-0.15897671602008642,-0.05067124434132815,-0.12144623482787324,0.013140763149114974,0,0
1627884,0.08160364002806153,0.016980416439285773,0.06654822426068559,-0.0019250006719098312,0,0
201935,-0.033413861806818906,-0.027909675617648077,-0.007597057849684119,0.002092871660513296,0,0
201935,-0.051254665976873955,-0.027909675617648077,-0.025079937406128183,0.001734947046902312,0,0
1629014,-0.01898886533058713,-0.06764482365166598,0.04808598584431387,0.0005699724767649801,0,0
1629014,-0.10599312589905903,-0.06764482365166598,-0.03917433744767696,0.0008260352002839172,0,0
1626181,0.045430351994384215,0.05621739307890883,-0.014329683038283223,0.003542641953758606,0,0
1627826,-0.15428332104938602,-0.05067124434132815,-0.11854022506426772,0.014928148356209849,0,0
1629014,-0.07384922317372412,-0.06764482365166598,-0.006831297492191496,0.0006268979701333539,0,0
1629028,-0.013736211663338424,0.047438957982105415,-0.05601042871482135,-0.005164740930622491,0,0
1631101,-0.004071344812091678,-0.024968775106437788,0.02176033608138172,-0.000862905787035609,0,0
1627734,0.06152607326978265,0.08000020758694414,-0.02601725715766412,0.00754312284050263,0,0
1628368,0.06731553667456847,-0.03895860884235473,0.10052813384868496,0.005746011668238231,0,0
1628370,-0.10666316409778377,-0.03142340189677833,-0.07932854336507526,0.004088781164069815,0,0
1631099,0.01115402771279427,-0.0414106679003816,0.046887631766295255,0.0056770638468806155,0,0
201942,-0.04115255559492891,0.003368077077970001,-0.0511433938098108,0.0066227611369118825,0,0
1628415,-0.0856009940212343,-0.05905330257546563,-0.027823629945499806,0.0012759384997311151,0,0
1630224,0.009778188745846388,-0.0226904719248296,0.03126471789046013,0.0012039427802158608,0,0
1630578,0.055919854128223104,0.04730956355131233,0.006816391378569511,0.0017938991983412627,0,0
1627734,0.05482643306364078,0.08000020758694414,-0.031904384737079156,0.0067306102137758,0,0
1628368,0.050487933774511724,-0.03895860884235473,0.08407004080638009,0.0053765018104863695,0,0
1628370,-0.10910871792004546,-0.03142340189677833,-0.08141811597884693,0.0037327999555798043,0,0
1631099,0.018337208673075825,-0.0414106679003816,0.0546526261215743,0.005095250451883122,0,0
201942,-0.030343851392388408,0.003368077077970001,-0.039622481952912715,0.005910553482554305,0,0
1628415,-0.07675674674394002,-0.05905330257546563,-0.01841525334374178,0.0007118091752673893,0,0
1630224,0.0010417791078311085,-0.0226904719248296,0.023060298098404756,0.0006719529342559506,0,0
1630578,0.05270226371765857,0.04730956355131233,0.004436418196851725,0.0009562819694945126,0,0
1627734,0.052286692047072425,0.08000020758694414,-0.033390643670472335,0.005677128130600628,0,0
1628370,-0.11416623746857951,-0.03142340189677833,-0.08606127910826152,0.003318443536460323,0,0
1630224,-0.0041076660630217044,-0.0226904719248296,0.018542061359194055,0.00004074450261383871,0,0
1628368,0.01621873074869441,-0.03895860884235473,0.050569676714490835,0.004607662876558306,0,0
1631099,0.03314629571106493,-0.0414106679003816,0.07066379959743667,0.0038931640140098577,0,0
1628368,0.06241021000177133,-0.03895860884235473,0.09541330308365213,0.005955515760473925,0,0
1631099,0.009740604451211311,-0.0414106679003816,0.04530923262051976,0.005842039731073154,0,0
201942,-0.0409524006098104,0.003368077077970001,-0.05117471841460591,0.006854240726825512,0,0
1630578,0.055568628597983574,0.04730956355131233,0.006895638932453513,0.001363426114217734,0,0
1627734,0.038389004744476464,0.08000020758694414,-0.049389550152339236,0.007778347309871564,0,0
1628368,0.032058854706048995,-0.03895860884235473,0.0647450439739759,0.006272419574427825,0,0
1628370,-0.0982582663941772,-0.03142340189677833,-0.0708341488910483,0.003999284393649436,0,0
201942,-0.03060408637365664,0.003368077077970001,-0.040903004018262516,0.006930840566635874,0,0
