season,gameId,class,pbpValid,boxValid
1996-97,0029600145,BOTH_MISSING,NO,NO
1996-97,0029600141,BOTH_MISSING,NO,NO
1996-97,0029600139,BOTH_MISSING,NO,NO
1996-97,0029600143,BOTH_MISSING,NO,NO
1996-97,0029600138,BOTH_MISSING,NO,NO
1996-97,0029600142,BOTH_MISSING,NO,NO
1996-97,0029600140,BOTH_MISSING,NO,NO
1996-97,0029600150,BOTH_MISSING,NO,NO
1996-97,0029600146,BOTH_MISSING,NO,NO
1996-97,0029600148,BOTH_MISSING,NO,NO
1996-97,0029600149,BOTH_MISSING,NO,NO
1996-97,0029600152,BOTH_MISSING,NO,NO
1996-97,0029600147,BOTH_MISSING,NO,NO
1996-97,0029600153,BOTH_MISSING,NO,NO
1996-97,0029600151,BOTH_MISSING,NO,NO
1996-97,0029600154,BOTH_MISSING,NO,NO
1996-97,0029600157,BOTH_MISSING,NO,NO
1996-97,0029600158,BOTH_MISSING,NO,NO
1996-97,0029600156,BOTH_MISSING,NO,NO
1996-97,0029600155,BOTH_MISSING,NO,NO
1996-97,0029600164,BOTH_MISSING,NO,NO
1996-97,0029600165,BOTH_MISSING,NO,NO
1996-97,0029600159,BOTH_MISSING,NO,NO
1996-97,0029600160,BOTH_MISSING,NO,NO
1996-97,0029600163,BOTH_MISSING,NO,NO
1996-97,0029600168,BOTH_MISSING,NO,NO
1996-97,0029600162,BOTH_MISSING,NO,NO
1996-97,0029600166,BOTH_MISSING,NO,NO
1996-97,0029600167,BOTH_MISSING,NO,NO
1996-97,0029600161,BOTH_MISSING,NO,NO
1996-97,0029600173,BOTH_MISSING,NO,NO
1996-97,0029600172,BOTH_MISSING,NO,NO
1996-97,0029600170,BOTH_MISSING,NO,NO
1996-97,0029600169,BOTH_MISSING,NO,NO
1996-97,0029600171,BOTH_MISSING,NO,NO
1996-97,0029600174,BOTH_MISSING,NO,NO
1996-97,0029600176,BOTH_MISSING,NO,NO
1996-97,0029600175,BOTH_MISSING,NO,NO
1996-97,0029600177,BOTH_MISSING,NO,NO
1996-97,0029600178,BOTH_MISSING,NO,NO
1996-97,0029600179,BOTH_MISSING,NO,NO
1996-97,0029600186,BOTH_MISSING,NO,NO
1996-97,0029600185,BOTH_MISSING,NO,NO
1996-97,0029600184,BOTH_MISSING,NO,NO
1996-97,0029600181,BOTH_MISSING,NO,NO
1996-97,0029600183,BOTH_MISSING,NO,NO
1996-97,0029600182,BOTH_MISSING,NO,NO
1996-97,0029600180,BOTH_MISSING,NO,NO
1996-97,0029600187,BOTH_MISSING,NO,NO
1996-97,0029600196,BOTH_MISSING,NO,NO
1996-97,0029600191,BOTH_MISSING,NO,NO
1996-97,0029600192,BOTH_MISSING,NO,NO
1996-97,0029600195,BOTH_MISSING,NO,NO
1996-97,0029600188,BOTH_MISSING,NO,NO
1996-97,0029600193,BOTH_MISSING,NO,NO
1996-97,0029600194,BOTH_MISSING,NO,NO
1996-97,0029600189,BOTH_MISSING,NO,NO
1996-97,0029600190,BOTH_MISSING,NO,NO
1996-97,0029600198,BOTH_MISSING,NO,NO
1996-97,0029600197,BOTH_MISSING,NO,NO
1996-97,0029600202,BOTH_MISSING,NO,NO
1996-97,0029600205,BOTH_MISSING,NO,NO
1996-97,0029600200,BOTH_MISSING,NO,NO
1996-97,0029600203,BOTH_MISSING,NO,NO
1996-97,0029600208,BOTH_MISSING,NO,NO
1996-97,0029600207,BOTH_MISSING,NO,NO
1996-97,0029600201,BOTH_MISSING,NO,NO
1996-97,0029600199,BOTH_MISSING,NO,NO
1996-97,0029600204,BOTH_MISSING,NO,NO
1996-97,0029600206,BOTH_MISSING,NO,NO
1996-97,0029600212,BOTH_MISSING,NO,NO
1996-97,0029600214,BOTH_MISSING,NO,NO
1996-97,0029600215,BOTH_MISSING,NO,NO
1996-97,0029600217,BOTH_MISSING,NO,NO
1996-97,0029600209,BOTH_MISSING,NO,NO
1996-97,0029600213,BOTH_MISSING,NO,NO
1996-97,0029600210,BOTH_MISSING,NO,NO
1996-97,0029600216,BOTH_MISSING,NO,NO
1996-97,0029600211,BOTH_MISSING,NO,NO
1996-97,0029600219,BOTH_MISSING,NO,NO
1996-97,0029600220,BOTH_MISSING,NO,NO
1996-97,0029600218,BOTH_MISSING,NO,NO
1996-97,0029600221,BOTH_MISSING,NO,NO
1996-97,0029600222,BOTH_MISSING,NO,NO
1996-97,0029600223,BOTH_MISSING,NO,NO
1996-97,0029600224,BOTH_MISSING,NO,NO
1996-97,0029600231,BOTH_MISSING,NO,NO
1996-97,0029600225,BOTH_MISSING,NO,NO
1996-97,0029600228,BOTH_MISSING,NO,NO
1996-97,0029600229,BOTH_MISSING,NO,NO
1996-97,0029600233,BOTH_MISSING,NO,NO
1996-97,0029600226,BOTH_MISSING,NO,NO
1996-97,0029600227,BOTH_MISSING,NO,NO
1996-97,0029600232,BOTH_MISSING,NO,NO
1996-97,0029600230,BOTH_MISSING,NO,NO
1996-97,0029600240,BOTH_MISSING,NO,NO
1996-97,0029600236,BOTH_MISSING,NO,NO
1996-97,0029600234,BOTH_MISSING,NO,NO
1996-97,0029600235,BOTH_MISSING,NO,NO
1996-97,0029600242,BOTH_MISSING,NO,NO
1996-97,0029600239,BOTH_MISSING,NO,NO
1996-97,0029600241,BOTH_MISSING,NO,NO
1996-97,0029600237,BOTH_MISSING,NO,NO
1996-97,0029600238,BOTH_MISSING,NO,NO
1996-97,0029600247,BOTH_MISSING,NO,NO
1996-97,0029600245,BOTH_MISSING,NO,NO
1996-97,0029600246,BOTH_MISSING,NO,NO
1996-97,0029600244,BOTH_MISSING,NO,NO
1996-97,0029600243,BOTH_MISSING,NO,NO
1996-97,0029600253,BOTH_MISSING,NO,NO
1996-97,0029600249,BOTH_MISSING,NO,NO
1996-97,0029600252,BOTH_MISSING,NO,NO
1996-97,0029600248,BOTH_MISSING,NO,NO
1996-97,0029600254,BOTH_MISSING,NO,NO
1996-97,0029600255,BOTH_MISSING,NO,NO
1996-97,0029600256,BOTH_MISSING,NO,NO
1996-97,0029600250,BOTH_MISSING,NO,NO
1996-97,0029600251,BOTH_MISSING,NO,NO
1996-97,0029600261,BOTH_MISSING,NO,NO
1996-97,0029600259,BOTH_MISSING,NO,NO
1996-97,0029600258,BOTH_MISSING,NO,NO
1996-97,0029600257,BOTH_MISSING,NO,NO
1996-97,0029600263,BOTH_MISSING,NO,NO
1996-97,0029600260,BOTH_MISSING,NO,NO
1996-97,0029600262,BOTH_MISSING,NO,NO
1996-97,0029600264,BOTH_MISSING,NO,NO
1996-97,0029600265,BOTH_MISSING,NO,NO
1996-97,0029600270,BOTH_MISSING,NO,NO
1996-97,0029600268,BOTH_MISSING,NO,NO
1996-97,0029600272,BOTH_MISSING,NO,NO
1996-97,0029600269,BOTH_MISSING,NO,NO
1996-97,0029600267,BOTH_MISSING,NO,NO
1996-97,0029600266,BOTH_MISSING,NO,NO
1996-97,0029600271,BOTH_MISSING,NO,NO
1996-97,0029600273,BOTH_MISSING,NO,NO
1996-97,0029600274,BOTH_MISSING,NO,NO
1996-97,0029600284,BOTH_MISSING,NO,NO
1996-97,0029600278,BOTH_MISSING,NO,NO
1996-97,0029600279,BOTH_MISSING,NO,NO
1996-97,0029600280,BOTH_MISSING,NO,NO
1996-97,0029600275,BOTH_MISSING,NO,NO
1996-97,0029600285,BOTH_MISSING,NO,NO
1996-97,0029600281,BOTH_MISSING,NO,NO
1996-97,0029600282,BOTH_MISSING,NO,NO
1996-97,0029600276,BOTH_MISSING,NO,NO
1996-97,0029600283,BOTH_MISSING,NO,NO
1996-97,0029600277,BOTH_MISSING,NO,NO
1996-97,0029600292,BOTH_MISSING,NO,NO
1996-97,0029600288,BOTH_MISSING,NO,NO
1996-97,0029600291,BOTH_MISSING,NO,NO
1996-97,0029600287,BOTH_MISSING,NO,NO
1996-97,0029600286,BOTH_MISSING,NO,NO
1996-97,0029600289,BOTH_MISSING,NO,NO
1996-97,0029600290,BOTH_MISSING,NO,NO
1996-97,0029600294,BOTH_MISSING,NO,NO
1996-97,0029600293,BOTH_MISSING,NO,NO
1996-97,0029600296,BOTH_MISSING,NO,NO
1996-97,0029600299,BOTH_MISSING,NO,NO
1996-97,0029600298,BOTH_MISSING,NO,NO
1996-97,0029600295,BOTH_MISSING,NO,NO
1996-97,0029600297,BOTH_MISSING,NO,NO
1996-97,0029600306,BOTH_MISSING,NO,NO
1996-97,0029600305,BOTH_MISSING,NO,NO
1996-97,0029600300,BOTH_MISSING,NO,NO
1996-97,0029600307,BOTH_MISSING,NO,NO
1996-97,0029600304,BOTH_MISSING,NO,NO
1996-97,0029600302,BOTH_MISSING,NO,NO
1996-97,0029600303,BOTH_MISSING,NO,NO
1996-97,0029600301,BOTH_MISSING,NO,NO
1996-97,0029600309,BOTH_MISSING,NO,NO
1996-97,0029600312,BOTH_MISSING,NO,NO
1996-97,0029600313,BOTH_MISSING,NO,NO
1996-97,0029600308,BOTH_MISSING,NO,NO
1996-97,0029600315,BOTH_MISSING,NO,NO
1996-97,0029600310,BOTH_MISSING,NO,NO
1996-97,0029600311,BOTH_MISSING,NO,NO
1996-97,0029600314,BOTH_MISSING,NO,NO
1996-97,0029600317,BOTH_MISSING,NO,NO
1996-97,0029600316,BOTH_MISSING,NO,NO
1996-97,0029600319,BOTH_MISSING,NO,NO
1996-97,0029600321,BOTH_MISSING,NO,NO
1996-97,0029600318,BOTH_MISSING,NO,NO
1996-97,0029600320,BOTH_MISSING,NO,NO
1996-97,0029600322,BOTH_MISSING,NO,NO
1996-97,0029600324,BOTH_MISSING,NO,NO
1996-97,0029600325,BOTH_MISSING,NO,NO
1996-97,0029600323,BOTH_MISSING,NO,NO
1996-97,0029600330,BOTH_MISSING,NO,NO
1996-97,0029600329,BOTH_MISSING,NO,NO
1996-97,0029600327,BOTH_MISSING,NO,NO
1996-97,0029600326,BOTH_MISSING,NO,NO
1996-97,0029600328,BOTH_MISSING,NO,NO
1996-97,0029600331,BOTH_MISSING,NO,NO
1996-97,0029600332,BOTH_MISSING,NO,NO
1996-97,0029600333,BOTH_MISSING,NO,NO
1996-97,0029600337,BOTH_MISSING,NO,NO
1996-97,0029600340,BOTH_MISSING,NO,NO
1996-97,0029600335,BOTH_MISSING,NO,NO
1996-97,0029600336,BOTH_MISSING,NO,NO
1996-97,0029600334,BOTH_MISSING,NO,NO
1996-97,0029600339,BOTH_MISSING,NO,NO
1996-97,0029600341,BOTH_MISSING,NO,NO
1996-97,0029600338,BOTH_MISSING,NO,NO
1996-97,0029600342,BOTH_MISSING,NO,NO
1996-97,0029600344,BOTH_MISSING,NO,NO
1996-97,0029600347,BOTH_MISSING,NO,NO
1996-97,0029600343,BOTH_MISSING,NO,NO
1996-97,0029600348,BOTH_MISSING,NO,NO
1996-97,0029600345,BOTH_MISSING,NO,NO
1996-97,0029600346,BOTH_MISSING,NO,NO
1996-97,0029600351,BOTH_MISSING,NO,NO
1996-97,0029600349,BOTH_MISSING,NO,NO
1996-97,0029600350,BOTH_MISSING,NO,NO
1996-97,0029600353,BOTH_MISSING,NO,NO
1996-97,0029600355,BOTH_MISSING,NO,NO
1996-97,0029600352,BOTH_MISSING,NO,NO
1996-97,0029600354,BOTH_MISSING,NO,NO
1996-97,0029600356,BOTH_MISSING,NO,NO
1996-97,0029600362,BOTH_MISSING,NO,NO
1996-97,0029600363,BOTH_MISSING,NO,NO
1996-97,0029600361,BOTH_MISSING,NO,NO
1996-97,0029600358,BOTH_MISSING,NO,NO
1996-97,0029600357,BOTH_MISSING,NO,NO
1996-97,0029600359,BOTH_MISSING,NO,NO
1996-97,0029600364,BOTH_MISSING,NO,NO
1996-97,0029600365,BOTH_MISSING,NO,NO
1996-97,0029600360,BOTH_MISSING,NO,NO
1996-97,0029600368,BOTH_MISSING,NO,NO
1996-97,0029600366,BOTH_MISSING,NO,NO
1996-97,0029600367,BOTH_MISSING,NO,NO
1996-97,0029600370,BOTH_MISSING,NO,NO
1996-97,0029600369,BOTH_MISSING,NO,NO
1996-97,0029600371,BOTH_MISSING,NO,NO
1996-97,0029600377,BOTH_MISSING,NO,NO
1996-97,0029600376,BOTH_MISSING,NO,NO
1996-97,0029600375,BOTH_MISSING,NO,NO
1996-97,0029600374,BOTH_MISSING,NO,NO
1996-97,0029600372,BOTH_MISSING,NO,NO
1996-97,0029600373,BOTH_MISSING,NO,NO
1996-97,0029600378,BOTH_MISSING,NO,NO
1996-97,0029600380,BOTH_MISSING,NO,NO
1996-97,0029600379,BOTH_MISSING,NO,NO
1996-97,0029600382,BOTH_MISSING,NO,NO
1996-97,0029600381,BOTH_MISSING,NO,NO
1996-97,0029600383,BOTH_MISSING,NO,NO
1996-97,0029600387,BOTH_MISSING,NO,NO
1996-97,0029600388,BOTH_MISSING,NO,NO
1996-97,0029600385,BOTH_MISSING,NO,NO
1996-97,0029600386,BOTH_MISSING,NO,NO
1996-97,0029600390,BOTH_MISSING,NO,NO
1996-97,0029600391,BOTH_MISSING,NO,NO
1996-97,0029600384,BOTH_MISSING,NO,NO
1996-97,0029600389,BOTH_MISSING,NO,NO
1996-97,0029600392,BOTH_MISSING,NO,NO
1996-97,0029600393,BOTH_MISSING,NO,NO
1996-97,0029600399,BOTH_MISSING,NO,NO
1996-97,0029600396,BOTH_MISSING,NO,NO
1996-97,0029600397,BOTH_MISSING,NO,NO
1996-97,0029600394,BOTH_MISSING,NO,NO
1996-97,0029600398,BOTH_MISSING,NO,NO
1996-97,0029600395,BOTH_MISSING,NO,NO
1996-97,0029600404,BOTH_MISSING,NO,NO
1996-97,0029600400,BOTH_MISSING,NO,NO
1996-97,0029600407,BOTH_MISSING,NO,NO
1996-97,0029600409,BOTH_MISSING,NO,NO
1996-97,0029600401,BOTH_MISSING,NO,NO
1996-97,0029600408,BOTH_MISSING,NO,NO
1996-97,0029600403,BOTH_MISSING,NO,NO
1996-97,0029600405,BOTH_MISSING,NO,NO
1996-97,0029600406,BOTH_MISSING,NO,NO
1996-97,0029600402,BOTH_MISSING,NO,NO
1996-97,0029600412,BOTH_MISSING,NO,NO
1996-97,0029600411,BOTH_MISSING,NO,NO
1996-97,0029600410,BOTH_MISSING,NO,NO
1996-97,0029600413,BOTH_MISSING,NO,NO
1996-97,0029600416,BOTH_MISSING,NO,NO
1996-97,0029600414,BOTH_MISSING,NO,NO
1996-97,0029600417,BOTH_MISSING,NO,NO
1996-97,0029600418,BOTH_MISSING,NO,NO
1996-97,0029600421,BOTH_MISSING,NO,NO
1996-97,0029600420,BOTH_MISSING,NO,NO
1996-97,0029600419,BOTH_MISSING,NO,NO
1996-97,0029600422,BOTH_MISSING,NO,NO
1996-97,0029600423,BOTH_MISSING,NO,NO
1996-97,0029600415,BOTH_MISSING,NO,NO
1996-97,0029600432,BOTH_MISSING,NO,NO
1996-97,0029600426,BOTH_MISSING,NO,NO
1996-97,0029600424,BOTH_MISSING,NO,NO
1996-97,0029600425,BOTH_MISSING,NO,NO
1996-97,0029600433,BOTH_MISSING,NO,NO
1996-97,0029600428,BOTH_MISSING,NO,NO
1996-97,0029600430,BOTH_MISSING,NO,NO
1996-97,0029600429,BOTH_MISSING,NO,NO
1996-97,0029600427,BOTH_MISSING,NO,NO
1996-97,0029600431,BOTH_MISSING,NO,NO
1996-97,0029600439,BOTH_MISSING,NO,NO
1996-97,0029600434,BOTH_MISSING,NO,NO
1996-97,0029600435,BOTH_MISSING,NO,NO
1996-97,0029600437,BOTH_MISSING,NO,NO
1996-97,0029600436,BOTH_MISSING,NO,NO
1996-97,0029600440,BOTH_MISSING,NO,NO
1996-97,0029600438,BOTH_MISSING,NO,NO
1996-97,0029600441,BOTH_MISSING,NO,NO
1996-97,0029600449,BOTH_MISSING,NO,NO
1996-97,0029600446,BOTH_MISSING,NO,NO
1996-97,0029600443,BOTH_MISSING,NO,NO
1996-97,0029600444,BOTH_MISSING,NO,NO
1996-97,0029600447,BOTH_MISSING,NO,NO
1996-97,0029600448,BOTH_MISSING,NO,NO
1996-97,0029600445,BOTH_MISSING,NO,NO
1996-97,0029600442,BOTH_MISSING,NO,NO
1996-97,0029600454,BOTH_MISSING,NO,NO
1996-97,0029600451,BOTH_MISSING,NO,NO
1996-97,0029600453,BOTH_MISSING,NO,NO
1996-97,0029600450,BOTH_MISSING,NO,NO
1996-97,0029600452,BOTH_MISSING,NO,NO
1996-97,0029600457,BOTH_MISSING,NO,NO
1996-97,0029600455,BOTH_MISSING,NO,NO
1996-97,0029600456,BOTH_MISSING,NO,NO
1996-97,0029600467,BOTH_MISSING,NO,NO
1996-97,0029600463,BOTH_MISSING,NO,NO
1996-97,0029600465,BOTH_MISSING,NO,NO
1996-97,0029600459,BOTH_MISSING,NO,NO
1996-97,0029600458,BOTH_MISSING,NO,NO
1996-97,0029600460,BOTH_MISSING,NO,NO
1996-97,0029600464,BOTH_MISSING,NO,NO
1996-97,0029600461,BOTH_MISSING,NO,NO
1996-97,0029600466,BOTH_MISSING,NO,NO
1996-97,0029600462,BOTH_MISSING,NO,NO
1996-97,0029600474,BOTH_MISSING,NO,NO
1996-97,0029600476,BOTH_MISSING,NO,NO
1996-97,0029600472,BOTH_MISSING,NO,NO
1996-97,0029600469,BOTH_MISSING,NO,NO
1996-97,0029600470,BOTH_MISSING,NO,NO
1996-97,0029600468,BOTH_MISSING,NO,NO
1996-97,0029600471,BOTH_MISSING,NO,NO
1996-97,0029600473,BOTH_MISSING,NO,NO
1996-97,0029600475,BOTH_MISSING,NO,NO
1996-97,0029600477,BOTH_MISSING,NO,NO
1996-97,0029600478,BOTH_MISSING,NO,NO
1996-97,0029600480,BOTH_MISSING,NO,NO
1996-97,0029600479,BOTH_MISSING,NO,NO
1996-97,0029600488,BOTH_MISSING,NO,NO
1996-97,0029600485,BOTH_MISSING,NO,NO
1996-97,0029600481,BOTH_MISSING,NO,NO
1996-97,0029600486,BOTH_MISSING,NO,NO
1996-97,0029600482,BOTH_MISSING,NO,NO
1996-97,0029600487,BOTH_MISSING,NO,NO
1996-97,0029600483,BOTH_MISSING,NO,NO
1996-97,0029600484,BOTH_MISSING,NO,NO
1996-97,0029600495,BOTH_MISSING,NO,NO
1996-97,0029600490,BOTH_MISSING,NO,NO
1996-97,0029600489,BOTH_MISSING,NO,NO
1996-97,0029600497,BOTH_MISSING,NO,NO
1996-97,0029600491,BOTH_MISSING,NO,NO
1996-97,0029600492,BOTH_MISSING,NO,NO
1996-97,0029600494,BOTH_MISSING,NO,NO
1996-97,0029600496,BOTH_MISSING,NO,NO
1996-97,0029600498,BOTH_MISSING,NO,NO
1996-97,0029600493,BOTH_MISSING,NO,NO
1996-97,0029600500,BOTH_MISSING,NO,NO
1996-97,0029600499,BOTH_MISSING,NO,NO
1996-97,0029600501,BOTH_MISSING,NO,NO
1996-97,0029600504,BOTH_MISSING,NO,NO
1996-97,0029600502,BOTH_MISSING,NO,NO
1996-97,0029600503,BOTH_MISSING,NO,NO
1996-97,0029600506,BOTH_MISSING,NO,NO
1996-97,0029600505,BOTH_MISSING,NO,NO
1996-97,0029600507,BOTH_MISSING,NO,NO
1996-97,0029600513,BOTH_MISSING,NO,NO
1996-97,0029600509,BOTH_MISSING,NO,NO
1996-97,0029600511,BOTH_MISSING,NO,NO
1996-97,0029600514,BOTH_MISSING,NO,NO
1996-97,0029600512,BOTH_MISSING,NO,NO
1996-97,0029600515,BOTH_MISSING,NO,NO
1996-97,0029600508,BOTH_MISSING,NO,NO
1996-97,0029600510,BOTH_MISSING,NO,NO
1996-97,0029600518,BOTH_MISSING,NO,NO
1996-97,0029600517,BOTH_MISSING,NO,NO
1996-97,0029600520,BOTH_MISSING,NO,NO
1996-97,0029600519,BOTH_MISSING,NO,NO
1996-97,0029600521,BOTH_MISSING,NO,NO
1996-97,0029600516,BOTH_MISSING,NO,NO
1996-97,0029600522,BOTH_MISSING,NO,NO
1996-97,0029600523,BOTH_MISSING,NO,NO
1996-97,0029600529,BOTH_MISSING,NO,NO
1996-97,0029600524,BOTH_MISSING,NO,NO
1996-97,0029600525,BOTH_MISSING,NO,NO
1996-97,0029600528,BOTH_MISSING,NO,NO
1996-97,0029600527,BOTH_MISSING,NO,NO
1996-97,0029600526,BOTH_MISSING,NO,NO
1996-97,0029600531,BOTH_MISSING,NO,NO
1996-97,0029600533,BOTH_MISSING,NO,NO
1996-97,0029600530,BOTH_MISSING,NO,NO
1996-97,0029600532,BOTH_MISSING,NO,NO
1996-97,0029600536,BOTH_MISSING,NO,NO
1996-97,0029600537,BOTH_MISSING,NO,NO
1996-97,0029600534,BOTH_MISSING,NO,NO
1996-97,0029600535,BOTH_MISSING,NO,NO
1996-97,0029600538,BOTH_MISSING,NO,NO
1996-97,0029600545,BOTH_MISSING,NO,NO
1996-97,0029600541,BOTH_MISSING,NO,NO
1996-97,0029600542,BOTH_MISSING,NO,NO
1996-97,0029600540,BOTH_MISSING,NO,NO
1996-97,0029600544,BOTH_MISSING,NO,NO
1996-97,0029600539,BOTH_MISSING,NO,NO
1996-97,0029600543,BOTH_MISSING,NO,NO
1996-97,0029600546,BOTH_MISSING,NO,NO
1996-97,0029600547,BOTH_MISSING,NO,NO
1996-97,0029600550,BOTH_MISSING,NO,NO
1996-97,0029600549,BOTH_MISSING,NO,NO
1996-97,0029600548,BOTH_MISSING,NO,NO
1996-97,0029600551,BOTH_MISSING,NO,NO
1996-97,0029600559,BOTH_MISSING,NO,NO
1996-97,0029600553,BOTH_MISSING,NO,NO
1996-97,0029600555,BOTH_MISSING,NO,NO
1996-97,0029600556,BOTH_MISSING,NO,NO
1996-97,0029600552,BOTH_MISSING,NO,NO
1996-97,0029600558,BOTH_MISSING,NO,NO
1996-97,0029600554,BOTH_MISSING,NO,NO
1996-97,0029600557,BOTH_MISSING,NO,NO
1996-97,0029600560,BOTH_MISSING,NO,NO
1996-97,0029600562,BOTH_MISSING,NO,NO
1996-97,0029600566,BOTH_MISSING,NO,NO
1996-97,0029600564,BOTH_MISSING,NO,NO
1996-97,0029600565,BOTH_MISSING,NO,NO
1996-97,0029600561,BOTH_MISSING,NO,NO
1996-97,0029600568,BOTH_MISSING,NO,NO
1996-97,0029600567,BOTH_MISSING,NO,NO
1996-97,0029600563,BOTH_MISSING,NO,NO
1996-97,0029600570,BOTH_MISSING,NO,NO
1996-97,0029600569,BOTH_MISSING,NO,NO
1996-97,0029600572,BOTH_MISSING,NO,NO
1996-97,0029600574,BOTH_MISSING,NO,NO
1996-97,0029600571,BOTH_MISSING,NO,NO
1996-97,0029600573,BOTH_MISSING,NO,NO
1996-97,0029600576,BOTH_MISSING,NO,NO
1996-97,0029600575,BOTH_MISSING,NO,NO
1996-97,0029600582,BOTH_MISSING,NO,NO
1996-97,0029600579,BOTH_MISSING,NO,NO
1996-97,0029600578,BOTH_MISSING,NO,NO
1996-97,0029600577,BOTH_MISSING,NO,NO
1996-97,0029600581,BOTH_MISSING,NO,NO
1996-97,0029600580,BOTH_MISSING,NO,NO
1996-97,0029600590,BOTH_MISSING,NO,NO
1996-97,0029600585,BOTH_MISSING,NO,NO
1996-97,0029600583,BOTH_MISSING,NO,NO
1996-97,0029600584,BOTH_MISSING,NO,NO
1996-97,0029600588,BOTH_MISSING,NO,NO
1996-97,0029600586,BOTH_MISSING,NO,NO
1996-97,0029600587,BOTH_MISSING,NO,NO
1996-97,0029600589,BOTH_MISSING,NO,NO
1996-97,0029600595,BOTH_MISSING,NO,NO
1996-97,0029600599,BOTH_MISSING,NO,NO
1996-97,0029600597,BOTH_MISSING,NO,NO
1996-97,0029600594,BOTH_MISSING,NO,NO
1996-97,0029600592,BOTH_MISSING,NO,NO
1996-97,0029600593,BOTH_MISSING,NO,NO
1996-97,0029600596,BOTH_MISSING,NO,NO
1996-97,0029600600,BOTH_MISSING,NO,NO
1996-97,0029600598,BOTH_MISSING,NO,NO
1996-97,0029600591,BOTH_MISSING,NO,NO
1996-97,0029600603,BOTH_MISSING,NO,NO
1996-97,0029600601,BOTH_MISSING,NO,NO
1996-97,0029600602,BOTH_MISSING,NO,NO
1996-97,0029600604,BOTH_MISSING,NO,NO
1996-97,0029600605,BOTH_MISSING,NO,NO
1996-97,0029600613,BOTH_MISSING,NO,NO
1996-97,0029600611,BOTH_MISSING,NO,NO
1996-97,0029600612,BOTH_MISSING,NO,NO
1996-97,0029600607,BOTH_MISSING,NO,NO
1996-97,0029600606,BOTH_MISSING,NO,NO
1996-97,0029600608,BOTH_MISSING,NO,NO
1996-97,0029600610,BOTH_MISSING,NO,NO
1996-97,0029600609,BOTH_MISSING,NO,NO
1996-97,0029600615,BOTH_MISSING,NO,NO
1996-97,0029600616,BOTH_MISSING,NO,NO
1996-97,0029600614,BOTH_MISSING,NO,NO
1996-97,0029600623,BOTH_MISSING,NO,NO
1996-97,0029600619,BOTH_MISSING,NO,NO
1996-97,0029600621,BOTH_MISSING,NO,NO
1996-97,0029600618,BOTH_MISSING,NO,NO
1996-97,0029600620,BOTH_MISSING,NO,NO
