foldId,playerId,rawPB,publishedDrblP,N,target,historyGameCount,futureGameCount,asOfDate
0,1629674,2.0314,1.44,492,-1.562596469098665,122,127,2024-11-07
0,1629731,1.3451,1.06,729,-0.6489082330658027,122,127,2024-11-07
0,1629638,1.3133,1.03,743,0.1885367696410552,122,127,2024-11-07
0,1630534,0.7886,0.68,1230,0.8105466961091538,122,127,2024-11-07
0,1641716,2.509,1.65,384,-2.2973816175302963,122,127,2024-11-07
0,1627780,2.2084,1.51,435,0.9411251739513059,122,127,2024-11-07
0,1628989,1.6649,1.23,572,-1.5200609814716395,122,127,2024-11-07
0,1630215,5.7062,2.57,164,1.3724877973575234,122,127,2024-11-07
0,1631095,0.9321,0.77,971,0.3881416675878762,122,127,2024-11-07
0,1629750,1.1767,0.93,766,-1.827198365415122,122,127,2024-11-07
0,1628998,1.1222,0.9,796,1.100099227451386,122,127,2024-11-07
0,202710,1.0795,0.87,823,5.292271583030569,122,127,2024-11-07
0,1631165,1.3423,1.03,656,0.5023766562467288,122,127,2024-11-07
0,1628384,0.8447,0.71,1041,2.449098390833189,122,127,2024-11-07
0,1627832,0.7588,0.65,1140,2.20737504108768,122,127,2024-11-07
0,203952,1.2859,0.99,670,3.029610374681231,122,127,2024-11-07
0,1626172,1.5572,1.14,548,0.7773287561778808,122,127,2024-11-07
0,1628973,0.8831,0.73,961,0.6275560942166127,122,127,2024-11-07
0,1631096,0.8453,0.7,980,2.995980934500762,122,127,2024-11-07
0,1630322,1.6649,1.18,488,1.038498679658656,122,127,2024-11-07
0,1629008,0.6168,0.53,1288,1.318036279189028,122,127,2024-11-07
0,1627752,0.8447,0.7,933,-1.2184737697033305,122,127,2024-11-07
0,1627742,0.6325,0.54,1233,-2.8378419142092026,122,127,2024-11-07
0,1641744,1.0539,0.83,738,2.574382172385644,122,127,2024-11-07
0,1641767,1.3084,0.97,578,-2.947789996096437,122,127,2024-11-07
0,203497,0.682,0.58,1085,-0.29577965706394305,122,127,2024-11-07
0,203897,0.79,0.65,910,0.6253508805447427,122,127,2024-11-07
0,1629312,1.9724,1.27,362,0.47186307041895187,122,127,2024-11-07
0,1629634,1.243,0.91,557,1.5168679197181634,122,127,2024-11-07
0,1630577,0.6707,0.56,1026,0.3080881689424265,122,127,2024-11-07
0,1630578,0.7353,0.6,904,1.3863326482646046,122,127,2024-11-07
0,1628368,0.518,0.45,1268,2.5746969824700074,122,127,2024-11-07
0,1630230,0.9325,0.73,704,0.17352997451885688,122,127,2024-11-07
0,1630217,1.2192,0.89,538,-2.077521426901949,122,127,2024-11-07
0,1631103,1.0497,0.79,609,-1.9502247769649028,122,127,2024-11-07
0,1629631,2.3324,1.32,263,2.600708156242619,122,127,2024-11-07
0,1630231,1.181,0.85,509,-0.736934068589556,122,127,2024-11-07
0,1630540,0.8158,0.64,731,0.8839227989253794,122,127,2024-11-07
0,1629651,0.9805,0.74,603,0.04220690426888548,122,127,2024-11-07
0,1631124,1.0156,0.75,575,-0.8064659977243178,122,127,2024-11-07
0,1642367,0.9887,0.74,590,-0.8092256703484837,122,127,2024-11-07
0,1642419,1.3162,0.9,439,-0.3033046866584487,122,127,2024-11-07
0,1630194,5.3287,1.86,107,-2.362476572649896,122,127,2024-11-07
0,1629060,0.5607,0.47,981,0.3966542955480039,122,127,2024-11-07
0,1629001,2.4337,1.28,221,1.2798533011366975,122,127,2024-11-07
0,1641712,1.3159,0.88,407,-2.878339351285024,122,127,2024-11-07
0,203991,0.6619,0.53,799,0.4817070955904743,122,127,2024-11-07
0,1630171,0.699,0.55,740,1.3492937609077262,122,127,2024-11-07
0,1627759,0.5507,0.45,909,0.5484468409095952,122,127,2024-11-07
0,203110,0.5434,0.45,915,-1.2066648939987386,122,127,2024-11-07
0,1628436,0.7511,0.58,662,0.936876994275711,122,127,2024-11-07
0,201950,0.4216,0.36,1140,2.3388332939902043,122,127,2024-11-07
0,1628370,0.5588,0.45,828,1.8646014889988005,122,127,2024-11-07
0,1628418,1.6668,0.96,273,-6.772254559886419,122,127,2024-11-07
0,1629029,0.3468,0.3,1231,1.397552666496036,122,127,2024-11-07
0,1629723,1.804,0.98,236,-1.3314362241182884,122,127,2024-11-07
0,1630573,0.9354,0.65,447,-0.11976048496588533,122,127,2024-11-07
0,1641711,0.3276,0.28,1254,-0.30403490302414077,122,127,2024-11-07
0,1629640,0.4009,0.33,989,-0.6831231516479755,122,127,2024-11-07
0,1642278,3.7215,1.25,101,0.026634345086738273,122,127,2024-11-07
0,1641796,1.7735,0.91,211,-0.3131508169199407,122,127,2024-11-07
0,1630572,1.6471,0.87,225,2.768506319258815,122,127,2024-11-07
0,101108,0.345,0.29,1035,0.39165755428373256,122,127,2024-11-07
0,1631157,4.0117,1.24,89,2.7373319433401972,122,127,2024-11-07
0,1629629,1.622,0.82,206,-0.20551247085353483,122,127,2024-11-07
0,1630537,5.1133,1.25,65,4.005727163202482,122,127,2024-11-07
0,1629656,0.7959,0.54,417,1.0025683015707947,122,127,2024-11-07
0,1631105,0.3962,0.32,827,-0.7136869571388821,122,127,2024-11-07
0,1628380,0.6167,0.44,515,-0.20349573121315542,122,127,2024-11-07
0,1642346,0.5844,0.43,537,-2.9140248906894937,122,127,2024-11-07
0,1629111,1.3237,0.71,230,-0.15446839923983663,122,127,2024-11-07
0,1629661,0.2786,0.24,1081,2.8392835447564777,122,127,2024-11-07
0,1626204,1.1004,0.63,264,3.7668939237244032,122,127,2024-11-07
0,1627826,0.2551,0.22,1132,0.3181900799555267,122,127,2024-11-07
0,1629646,4.1401,1.04,67,0.8493590109304425,122,127,2024-11-07
0,1631097,0.2851,0.24,942,0.5516569731289558,122,127,2024-11-07
0,1631093,0.2239,0.19,1192,-1.2980325362999556,122,127,2024-11-07
0,1628975,4.6957,0.98,53,-2.8826261720467747,122,127,2024-11-07
0,1629023,0.2615,0.22,946,2.9472857819864067,122,127,2024-11-07
0,1642349,0.5599,0.38,426,1.5141818583399698,122,127,2024-11-07
0,1641748,0.5483,0.37,418,-2.704239310989912,122,127,2024-11-07
0,201959,1.6528,0.67,138,-2.7309573124688904,122,127,2024-11-07
0,1631321,3.9618,0.84,54,-1.4905667683627655,122,127,2024-11-07
0,1631116,2.861,0.75,71,-2.920477168488347,122,127,2024-11-07
0,1641816,1.0657,0.52,189,-6.255457874629805,122,127,2024-11-07
0,202692,0.7984,0.44,250,5.717173227945274,122,127,2024-11-07
0,1628420,0.7851,0.43,248,1.4658520656166347,122,127,2024-11-07
0,202709,2.0823,0.66,93,0.32429074427958915,122,127,2024-11-07
0,1630548,0.5488,0.35,343,0.9535181961382981,122,127,2024-11-07
0,1627884,0.2034,0.17,888,2.6905480140611164,122,127,2024-11-07
0,203084,0.1682,0.14,1047,1.9234926586167083,122,127,2024-11-07
0,203939,0.8988,0.43,186,0.3791871489967767,122,127,2024-11-07
0,1628960,0.3529,0.25,469,-2.5732076468821625,122,127,2024-11-07
0,1630560,0.1492,0.13,1097,0.4341582673456172,122,127,2024-11-07
0,1630168,0.1812,0.15,802,-0.6656303519414842,122,127,2024-11-07
0,1631204,1.3517,0.47,107,1.2158395112877796,122,127,2024-11-07
0,1627936,0.2045,0.16,671,1.902334947975883,122,127,2024-11-07
0,1631099,0.1032,0.09,1216,-1.4653333439468819,122,127,2024-11-07
0,201587,0.1932,0.15,619,-0.762173046827287,122,127,2024-11-07
0,1628379,1.4545,0.41,78,-0.42554624737451857,122,127,2024-11-07
0,202331,0.4661,0.24,219,-2.2228039602641223,122,127,2024-11-07
0,1630811,0.2105,0.15,467,-3.525061159503242,122,127,2024-11-07
0,1641737,1.9193,0.39,51,-0.6992572582580928,122,127,2024-11-07
0,1629659,0.2471,0.16,390,2.5979347999588356,122,127,2024-11-07
0,2544,0.0751,0.06,1201,-1.108782804309453,122,127,2024-11-07
0,1631216,0.6682,0.26,125,-4.255295882468378,122,127,2024-11-07
0,1630553,0.2374,0.15,337,-3.767615393277298,122,127,2024-11-07
0,1641842,0.1412,0.1,538,-2.2334698649612466,122,127,2024-11-07
0,1630631,0.0783,0.06,915,-0.6328956683887283,122,127,2024-11-07
0,1629726,0.0986,0.08,713,0.8505948961624897,122,127,2024-11-07
0,1641708,0.0844,0.07,795,1.2611052081917034,122,127,2024-11-07
0,1629028,0.0558,0.05,1199,-4.946216270620804,122,127,2024-11-07
0,1629637,0.0981,0.07,591,4.078350241274502,122,127,2024-11-07
0,1631217,0.1488,0.1,359,-0.35124419728979134,122,127,2024-11-07
0,1641733,0.6727,0.18,73,-7.995389410489576,122,127,2024-11-07
0,203926,0.317,0.12,129,0.07513551756228985,122,127,2024-11-07
0,1630193,0.6027,0.14,61,-0.5668450685925551,122,127,2024-11-07
0,1642276,0.4118,0.12,79,-7.79091209981348,122,127,2024-11-07
0,1628969,0.0088,0.01,1036,-0.5285002683211207,122,127,2024-11-07
0,1629130,0.018,0.01,379,1.2373893563338019,122,127,2024-11-07
0,1631107,0.0134,0.01,448,0.5417036927438061,122,127,2024-11-07
0,1628978,-0.0089,-0.01,910,-1.1418377033979359,122,127,2024-11-07
0,1631101,-0.1047,-0.03,86,0.2677860443086081,122,127,2024-11-07
0,1642377,-0.0135,-0.01,975,1.8735163928207128,122,127,2024-11-07
0,203552,-0.0255,-0.02,630,-1.686917776774018,122,127,2024-11-07
0,1628963,-0.1166,-0.05,145,-4.52726471641277,122,127,2024-11-07
0,1630178,-0.0283,-0.02,1132,2.5850407477871316,122,127,2024-11-07
0,1630559,-0.0279,-0.02,1185,-0.3309418562286818,122,127,2024-11-07
0,1642272,-0.1173,-0.07,321,2.0941290692234724,122,127,2024-11-07
0,1641741,-0.3059,-0.13,151,-3.519230511500203,122,127,2024-11-07
0,1628467,-0.4148,-0.15,114,-2.77570303829711,122,127,2024-11-07
0,1631098,-0.499,-0.17,106,-0.3096546707958252,122,127,2024-11-07
0,1641854,-0.5409,-0.19,104,-0.17616978470622544,122,127,2024-11-07
0,1630228,-0.0753,-0.06,780,1.4341039015462202,122,127,2024-11-07
0,1630592,-0.0793,-0.06,766,-1.05227481948012,122,127,2024-11-07
0,1629684,-0.0856,-0.07,861,-0.18419770434851476,122,127,2024-11-07
0,1628988,-0.66,-0.24,112,2.857695116449999,122,127,2024-11-07
0,1642359,-0.9766,-0.29,85,-0.9084004466018943,122,127,2024-11-07
0,1641890,-1.0127,-0.3,83,13.589392828849618,122,127,2024-11-07
0,1630200,-1.3212,-0.32,64,-1.843667009829887,122,127,2024-11-07
0,1641739,-0.0768,-0.07,1172,-1.9434511540309318,122,127,2024-11-07
0,1629628,-0.1437,-0.11,755,-1.087730337579619,122,127,2024-11-07
0,1630163,-0.1372,-0.12,1083,1.6178061086214843,122,127,2024-11-07
0,1631132,-2.9265,-0.59,51,-0.4199530736680244,122,127,2024-11-07
0,1631133,-0.5383,-0.32,298,-1.5166755517099328,122,127,2024-11-07
0,1630249,-0.7409,-0.39,218,-1.2764031252617927,122,127,2024-11-07
0,1641731,-0.2153,-0.17,755,-1.4532109273235096,122,127,2024-11-07
0,1642265,-3.3294,-0.69,52,-0.4838080487449839,122,127,2024-11-07
0,1642267,-0.2897,-0.22,598,-2.50023456005608,122,127,2024-11-07
0,1627814,-2.6151,-0.68,70,-0.387170423919141,122,127,2024-11-07
0,1642345,-1.4716,-0.57,126,0.2749251745820577,122,127,2024-11-07
0,1642402,-2.9561,-0.73,66,-1.132032813280373,122,127,2024-11-07
0,203486,-0.3836,-0.28,512,-1.6938232074202593,122,127,2024-11-07
0,1641724,-0.458,-0.31,435,2.2809544904936914,122,127,2024-11-07
0,1642271,-0.5826,-0.39,393,0.02070369729229793,122,127,2024-11-07
0,1630699,-3.1777,-0.86,74,-3.422611474643736,122,127,2024-11-07
0,1629669,-2.1723,-0.77,109,-2.1219698539101515,122,127,2024-11-07
0,1642263,-0.6741,-0.43,357,-0.4540012643505165,122,127,2024-11-07
0,204456,-0.409,-0.31,599,1.222869851362102,122,127,2024-11-07
0,1630539,-0.9362,-0.53,264,-0.7724986261247495,122,127,2024-11-07
0,1630611,-3.6431,-0.92,68,-3.632982542779857,122,127,2024-11-07
0,1626162,-0.2814,-0.23,936,-2.053418754778466,122,127,2024-11-07
0,1641794,-1.9828,-0.81,139,-3.9257654710352705,122,127,2024-11-07
0,1626166,-0.9424,-0.56,295,1.733922276941938,122,127,2024-11-07
0,202684,-2.8982,-0.94,96,-3.9557238315260244,122,127,2024-11-07
0,1629632,-0.2147,-0.19,1312,0.03549381583279601,122,127,2024-11-07
0,1641871,-3.9852,-1.04,71,-1.621849003619896,122,127,2024-11-07
0,1631170,-0.7114,-0.47,401,-1.3576329965513172,122,127,2024-11-07
0,1629162,-2.1885,-0.88,135,1.2274923693706856,122,127,2024-11-07
0,1630544,-0.3627,-0.29,864,-1.3671034711513463,122,127,2024-11-07
0,201599,-4.711,-1.18,67,2.269710708237151,122,127,2024-11-07
0,1628374,-0.5352,-0.4,590,3.133181241602594,122,127,2024-11-07
0,203500,-2.1647,-0.92,149,-5.212522075509675,122,127,2024-11-07
0,1630527,-0.6053,-0.45,571,-1.6802385477106905,122,127,2024-11-07
0,1631117,-0.379,-0.31,914,2.181913872230775,122,127,2024-11-07
0,1629048,-1.2286,-0.72,286,1.2830031418603125,122,127,2024-11-07
0,1630696,-3.6558,-1.2,98,7.965947809609648,122,127,2024-11-07
0,1642281,-3.9583,-1.24,91,-0.6725304127928904,122,127,2024-11-07
0,1628371,-1.0039,-0.64,359,2.778838135828658,122,127,2024-11-07
0,202685,-0.7702,-0.54,470,-0.5823041972731858,122,127,2024-11-07
0,201988,-0.7128,-0.52,538,-2.3510540958514983,122,127,2024-11-07
0,1626145,-0.3775,-0.32,1032,-0.4138781543084841,122,127,2024-11-07
0,1627827,-0.4335,-0.36,915,1.0302008639914864,122,127,2024-11-07
0,1641729,-0.881,-0.61,451,0.822523797782606,122,127,2024-11-07
0,1627777,-0.5498,-0.43,724,1.6169379645346809,122,127,2024-11-07
0,1641765,-2.8333,-1.17,141,-0.037100512721609635,122,127,2024-11-07
0,1630579,-1.1008,-0.71,365,0.28494787220868306,122,127,2024-11-07
0,1641706,-1.1004,-0.72,376,0.6493156770183476,122,127,2024-11-07
0,203992,-3.246,-1.27,128,-5.345857163792774,122,127,2024-11-07
0,1630583,-0.38,-0.32,1114,1.551906425548904,122,127,2024-11-07
0,1626153,-1.0547,-0.7,402,-1.0674674274047777,122,127,2024-11-07
0,1629234,-1.1619,-0.75,370,-1.3643477688697767,122,127,2024-11-07
0,1641763,-0.8483,-0.62,528,-2.293461009519098,122,127,2024-11-07
0,1628404,-0.4465,-0.37,1004,1.136058805887867,122,127,2024-11-07
0,1631169,-4.8795,-1.54,92,-3.983681569532365,122,127,2024-11-07
0,1631222,-0.438,-0.37,1033,2.144250266697975,122,127,2024-11-07
0,1631207,-0.8761,-0.64,536,0.6060409590970658,122,127,2024-11-07
0,1641783,-1.0378,-0.72,459,-0.3761167336338695,122,127,2024-11-07
0,203458,-2.2378,-1.16,215,-2.1619278937781683,122,127,2024-11-07
0,1630167,-0.6823,-0.53,718,0.8166320726604726,122,127,2024-11-07
0,1641730,-1.0325,-0.73,475,0.496132366211293,122,127,2024-11-07
0,1629021,-0.7213,-0.56,680,3.0683998658684986,122,127,2024-11-07
0,1627736,-0.5294,-0.44,936,2.4149295826648975,122,127,2024-11-07
0,1630574,-5.2565,-1.72,97,-4.7101602639365305,122,127,2024-11-07
0,1642261,-0.8916,-0.67,587,3.2424107046155006,122,127,2024-11-07
0,1630169,-0.4603,-0.39,1149,-2.183783396903402,122,127,2024-11-07
0,1628381,-0.6621,-0.53,806,1.95279544135336,122,127,2024-11-07
0,1630314,-9.6026,-2.1,56,-2.9195412852198768,122,127,2024-11-07
0,203995,-3.198,-1.48,173,-2.4626530996935645,122,127,2024-11-07
0,1630526,-0.9705,-0.72,571,-0.9997390853351403,122,127,2024-11-07
0,201569,-0.9489,-0.71,588,-2.2099578142400773,122,127,2024-11-07
0,1641705,-0.5151,-0.44,1117,2.706094393278033,122,127,2024-11-07
0,1641775,-1.8155,-1.13,326,-0.5238375345792291,122,127,2024-11-07
0,1629003,-2.5865,-1.38,229,-0.5974051301475888,122,127,2024-11-07
0,1631288,-2.3374,-1.32,258,-0.34345574103173,122,127,2024-11-07
0,202704,-7.5562,-2.16,80,0.7034407628911643,122,127,2024-11-07
0,1627824,-1.1033,-0.81,554,-0.5467992990130417,122,127,2024-11-07
0,1631323,-0.8804,-0.69,704,1.2469611221130916,122,127,2024-11-07
0,201144,-0.829,-0.66,806,0.11640999733608197,122,127,2024-11-07
0,1626196,-8.1924,-2.38,82,-1.6693879046342543,122,127,2024-11-07
0,1627750,-0.9924,-0.77,689,-0.23458388358473153,122,127,2024-11-07
0,1642530,-12.3739,-2.71,56,-0.763900410036107,122,127,2024-11-07
0,1628981,-4.2248,-1.91,165,-0.6425584968136443,122,127,2024-11-07
0,1641715,-2.3581,-1.42,301,-7.117323135134863,122,127,2024-11-07
0,1630702,-2.2718,-1.4,321,-1.2144548701011635,122,127,2024-11-07
0,203484,-0.7119,-0.6,1069,-1.0683375150429617,122,127,2024-11-07
0,1631223,-0.9736,-0.78,787,-3.14926862016464,122,127,2024-11-07
0,203915,-1.566,-1.12,496,-1.133046608739926,122,127,2024-11-07
0,1629012,-0.9241,-0.75,850,1.0867269841979557,122,127,2024-11-07
0,1629014,-0.6175,-0.53,1285,-2.522242970769936,122,127,2024-11-07
0,1628970,-0.8022,-0.67,998,2.8554832366456324,122,127,2024-11-07
0,1641824,-2.2915,-1.48,367,-2.321138591844431,122,127,2024-11-07
0,203935,-1.8799,-1.31,460,-1.8477632659174417,122,127,2024-11-07
0,1630182,-1.5939,-1.17,555,-0.9673762499141426,122,127,2024-11-07
0,1630191,-1.1775,-0.93,752,1.9416644459607773,122,127,2024-11-07
0,1626156,-0.873,-0.73,1023,-1.2550759950242065,122,127,2024-11-07
0,1630214,-2.5528,-1.63,352,-3.468971330350283,122,127,2024-11-07
0,1642270,-1.9773,-1.38,458,0.19112226063200616,122,127,2024-11-07
0,1626192,-1.7209,-1.26,551,-1.1486265610574127,122,127,2024-11-07
0,203914,-1.721,-1.27,571,2.617953088052868,122,127,2024-11-07
0,1642275,-2.6004,-1.71,384,-1.8181607119363945,122,127,2024-11-07
0,203903,-1.7214,-1.29,594,0.1525954044990549,122,127,2024-11-07
0,1626179,-1.3473,-1.07,777,-3.610850270254147,122,127,2024-11-07
0,1630595,-0.798,-0.69,1315,-1.3202365133661669,122,127,2024-11-07
0,1630590,-1.1149,-0.92,948,0.5858311432854613,122,127,2024-11-07
0,203967,-6.2043,-2.92,178,-0.8800370285816529,122,127,2024-11-07
0,201566,-1.1609,-0.96,953,-1.9409964903209762,122,127,2024-11-07
0,1630183,-1.2989,-1.06,878,1.3181617238349754,122,127,2024-11-07
0,1628398,-2.8252,-1.9,408,-3.0911923482163717,122,127,2024-11-07
0,1641710,-1.2185,-1.01,953,0.12965963907359584,122,127,2024-11-07
0,1642273,-1.9362,-1.45,603,-1.6260357358939488,122,127,2024-11-07
0,1630166,-1.1756,-0.99,1037,-0.7368990331493563,122,127,2024-11-07
0,1630557,-1.918,-1.46,642,-1.4319192606399962,122,127,2024-11-07
0,1631104,-3.6559,-2.29,337,-1.1370182941856368,122,127,2024-11-07
0,1626168,-2.6253,-1.84,471,-1.2794649408610346,122,127,2024-11-07
0,203083,-1.6789,-1.33,770,1.2302112488553791,122,127,2024-11-07
0,1630567,-2.3139,-1.71,565,0.9221043482498016,122,127,2024-11-07
0,1642274,-1.7618,-1.39,752,-1.145152458128377,122,127,2024-11-07
0,1631200,-2.4245,-1.79,564,0.9993530482247293,122,127,2024-11-07
0,1627751,-1.0499,-0.91,1316,1.667032264806318,122,127,2024-11-07
0,1631212,-1.7954,-1.43,792,1.7541234813691209,122,127,2024-11-07
0,1641722,-1.4695,-1.22,975,-1.7524699695468184,122,127,2024-11-07
0,1642259,-2.7908,-2.02,522,-3.820470322268079,122,127,2024-11-07
0,201572,-1.4405,-1.21,1038,2.1858773112729297,122,127,2024-11-07
0,1641764,-1.9263,-1.54,799,-1.5722196985859056,122,127,2024-11-07
0,1626167,-1.717,-1.41,903,-0.7107549455599708,122,127,2024-11-07
0,201935,-1.3781,-1.17,1145,-0.2510282604604853,122,127,2024-11-07
0,1630552,-1.1159,-0.98,1421,0.6026731043209734,122,127,2024-11-07
0,1627732,-2.5201,-1.92,638,-2.6211987551386526,122,127,2024-11-07
0,1630172,-1.5412,-1.3,1061,-1.259166723786007,122,127,2024-11-07
0,1629611,-2.3171,-1.81,709,0.824469619765604,122,127,2024-11-07
0,202699,-1.4332,-1.23,1197,0.638336425658272,122,127,2024-11-07
0,203994,-2.108,-1.7,822,-2.2672212106240943,122,127,2024-11-07
0,1628464,-2.8703,-2.16,610,-2.4302657924351285,122,127,2024-11-07
0,1631108,-3.3967,-2.47,531,0.779259289049427,122,127,2024-11-07
0,1630175,-5.5225,-3.46,335,-0.5554665732208425,122,127,2024-11-07
0,1642264,-2.7645,-2.19,757,-0.4088718808703298,122,127,2024-11-07
0,1642258,-2.1687,-1.82,1028,-0.6698201126602165,122,127,2024-11-07
0,1626171,-2.5383,-2.07,892,-0.27719981167605034,122,127,2024-11-07
0,1642347,-3.8039,-2.86,605,-4.767243728989503,122,127,2024-11-07
0,1630558,-1.9148,-1.64,1211,-2.098328847736381,122,127,2024-11-07
0,1642262,-2.9521,-2.36,796,-3.8970809058239966,122,127,2024-11-07
0,1628389,-3.0666,-2.44,780,-0.769656248541206,122,127,2024-11-07
0,1629216,-3.9791,-3,609,-1.2565851360522031,122,127,2024-11-07
0,1630703,-2.7918,-2.29,909,-3.208775198552799,122,127,2024-11-07
0,1630245,-2.4184,-2.03,1059,-0.1369111256637264,122,127,2024-11-07
0,1629027,-1.8228,-1.6,1408,-0.787647956147614,122,127,2024-11-07
0,1630581,-2.6006,-2.2,1086,-2.965261739384498,122,127,2024-11-07
0,1629645,-5.3487,-3.9,536,0.09573602604951365,122,127,2024-11-07
0,1629018,-3.2473,-2.66,903,3.8993164506109252,122,127,2024-11-07
0,1641718,-3.2809,-2.76,1058,-3.14597496371967,122,127,2024-11-07
0,1628997,-3.7096,-3.06,941,-0.6188651057475827,122,127,2024-11-07
1,1630532,3.0084,2.77,2318,2.127335011860731,249,116,2024-11-24
1,1629660,4.7093,4.13,1435,-2.1713766206053986,249,116,2024-11-24
1,1631106,3.8504,3.46,1751,-0.6908540796309444,249,116,2024-11-24
1,1628991,3.4327,3.11,1905,2.186755141007808,249,116,2024-11-24
1,202681,2.6997,2.49,2321,1.346120600800403,249,116,2024-11-24
1,1628369,2.276,2.11,2553,1.7218768578948394,249,116,2024-11-24
1,1628983,2.4812,2.29,2336,4.110261560209524,249,116,2024-11-24
