player,playerId,oldWAR,newWAR,warUnitFixedOnly,oldWarInputRate,newWarInputRate,oldPossessionsUsed,actualOnCourtPossessions,replacementLevel,pointsPerWin,rateCalibrationSlope,rateFactor,diagnosedScaleError,absWarChange
Scoot Henderson,1630703,-1.5983278666666665,-3.119945833652792,-1.2385566494464944,-2.2396,-5.641591518782322,2141,2141,0,38.714285714285715,2.5190174668611904,2.519017466861191,POINTS_PER_WIN_UNIT_MISMATCH,1.5216179669861256
Malik Beasley,1627736,1.596196,3.115784416797537,1.2369046494464944,1.4644,3.688849178471527,3270,3270,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.519588416797537
Evan Mobley,1630596,1.5940212333333332,3.1115392588782274,1.2352194059040589,1.3817,3.4805264339621065,3461,3461,0,38.714285714285715,2.5190174668611904,2.519017466861191,POINTS_PER_WIN_UNIT_MISMATCH,1.5175180255448941
Daniel Gafford,1629655,1.5807144,3.085564238306241,1.2249078376383762,2.0511,5.1667567262789875,2312,2312,0,38.714285714285715,2.5190174668611904,2.519017466861191,POINTS_PER_WIN_UNIT_MISMATCH,1.5048498383062412
Ivica Zubac,1627826,1.5699666,3.06458446655211,1.2165792841328413,1.2401,3.123833560654562,3798,3798,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.4946178665521097
Stephon Castle,1642264,-1.5374986999999998,-3.001206925907891,-1.191419656826568,-1.5329,-3.8614018749515187,3009,3009,0,38.714285714285715,2.5190174668611904,2.5190174668611913,POINTS_PER_WIN_UNIT_MISMATCH,1.4637082259078913
Jamal Shead,1642347,-1.4960092,-2.9202191665345296,-1.1592691217712177,-2.9449,-7.41825453815952,1524,1524,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.4242099665345296
Giannis Antetokounmpo,203507,1.492586,2.9135370590642804,1.1566164575645757,1.4081,3.547028495087242,3180,3180,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.4209510590642804
LeBron James,2544,-1.469713466666667,-2.8688897332141456,-1.1388923542435425,-1.2292,-3.0963762702657753,3587,3587,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.3991762665474787
Caleb Martin,1628997,-1.4655477333333335,-2.8607581961068393,-1.135664295202952,-1.7296,-4.356892610683115,2542,2542,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.3952104627735058
Jaren Jackson Jr.,1628991,1.4349073,2.8009478816442526,1.11192078597786,1.3017,3.2790050366132117,3307,3307,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.3660405816442525
Goga Bitadze,1629048,1.3497656,2.634750759185825,1.0459438228782287,1.8273,4.603000617195453,2216,2216,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.2849851591858248
Ben Simmons,1627732,-1.3393173333333332,-2.6143556783420285,-1.0378473800738006,-1.928,-4.856665676108375,2084,2084,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.2750383450086953
Santi Aldama,1630583,1.3343586666666667,2.6046763304874463,1.0340048708487084,1.268,3.1941141479799895,3157,3157,0,38.714285714285715,2.5190174668611904,2.519017466861191,POINTS_PER_WIN_UNIT_MISMATCH,1.2703176638207796
Ochai Agbaji,1630534,1.3214845666666666,2.579546008045657,1.02402863099631,1.0991,2.7686520978271343,3607,3607,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.2580614413789906
Alexandre Sarr,1642259,-1.3160762000000001,-2.568988843023112,-1.0198376457564575,-1.5459,-3.8941491020207146,2554,2554,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.2529126430231117
Dereck Lively II,1641726,1.3020052,2.5415221644142454,1.0089339188191881,1.8442,4.645572012385408,2118,2118,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.2395169644142454
Darius Garland,1629636,1.2987805000000001,2.5352275301657903,1.0064350738007382,1.1443,2.8825116873292607,3405,3405,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.2364470301657902
OG Anunoby,1628384,1.2772417666666667,2.4931837901253706,0.9897445424354243,0.9659,2.433118971241224,3967,3967,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.215942023458704
James Harden,201935,-1.2759185666666668,-2.4906008955809,-0.988719184501845,-1.0081,-2.539421508342766,3797,3797,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.214682328914233
Bilal Coulibaly,1641731,-1.2751593666666667,-2.489118932507923,-0.9881308745387454,-1.1617,-2.9263425912526446,3293,3293,0,38.714285714285715,2.5190174668611904,2.51901746686119,POINTS_PER_WIN_UNIT_MISMATCH,1.213959565841256
Jaden Hardy,1630702,-1.2662141666666666,-2.4716578470490336,-0.9811991697416973,-2.8669,-7.221771175744347,1325,1325,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.205443680382367
Keon Johnson,1630553,-1.2586696000000002,-2.4569308064778945,-0.9753528265682657,-2.0793,-5.2377930188444735,1816,1816,0,38.714285714285715,2.5190174668611904,2.5190174668611904,POINTS_PER_WIN_UNIT_MISMATCH,1.1982612064778944
