season,gameId,playerId,name,status
1996-97,0029600007,181,Kenny Smith,RESOLVED
1996-97,0029600007,966,Jerome Williams,RESOLVED
1996-97,0029600007,905,Dale Davis,RESOLVED
1996-97,0029600007,365,Derrick McKey,RESOLVED
1996-97,0029600007,213,Antonio Davis,RESOLVED
1996-97,0029600007,696,Travis Best,RESOLVED
1996-97,0029600007,397,Reggie Miller,RESOLVED
1996-97,0029600007,147,Jalen Rose,RESOLVED
1996-97,0029600007,1064,Brent Scott,RESOLVED
1996-97,0029600007,199,Reggie Williams,RESOLVED
1996-97,0029600007,906,Haywoode Workman,RESOLVED
1996-97,0029600007,706,Jerome Allen,RESOLVED
1996-97,0029600007,1260,,RESOLVED
1996-97,0029600007,1262,,RESOLVED
1996-97,0029600007,1261,,RESOLVED
1996-97,0029600007,828,,RESOLVED
1996-97,0029600007,1264,,RESOLVED
1996-97,0029600007,1259,,RESOLVED
1996-97,0029600007,1263,,RESOLVED
1996-97,0029600007,956,Erick Dampier,RESOLVED
1996-97,0029600007,697,Fred Hoiberg,RESOLVED
1996-97,0029600014,949,Shareef Abdur-Rahim,RESOLVED
1996-97,0029600014,211,Eric Mobley,RESOLVED
1996-97,0029600014,735,Bryant Reeves,RESOLVED
1996-97,0029600014,324,Anthony Peeler,RESOLVED
1996-97,0029600014,21,Greg Anthony,RESOLVED
1996-97,0029600014,432,Pete Chilcutt,RESOLVED
1996-97,0029600014,898,Blue Edwards,RESOLVED
1996-97,0029600014,195,Lee Mayberry,RESOLVED
1996-97,0029600014,248,George Lynch,RESOLVED
1996-97,0029600014,964,Roy Rogers,RESOLVED
1996-97,0029600014,734,Lawrence Moten,RESOLVED
1996-97,0029600014,316,Richard Manning,RESOLVED
1996-97,0029600014,1353,,RESOLVED
1996-97,0029600014,759,,RESOLVED
1996-97,0029600014,1352,,RESOLVED
1996-97,0029600014,1350,,RESOLVED
1996-97,0029600014,1364,,RESOLVED
1996-97,0029600014,890,,RESOLVED
1996-97,0029600014,1356,,RESOLVED
1996-97,0029600014,1354,,RESOLVED
1996-97,0029600014,1351,,RESOLVED
1996-97,0029600014,888,,RESOLVED
1996-97,0029600014,1355,,RESOLVED
1996-97,0029600014,361,Clifford Robinson,RESOLVED
1996-97,0029600014,739,Rasheed Wallace,RESOLVED
1996-97,0029600014,717,Arvydas Sabonis,RESOLVED
1996-97,0029600014,243,Aaron McKie,RESOLVED
1996-97,0029600014,72,Kenny Anderson,RESOLVED
1996-97,0029600014,718,Gary Trent,RESOLVED
1996-97,0029600014,201,Chris Dudley,RESOLVED
1996-97,0029600014,674,Reggie Jordan,RESOLVED
1996-97,0029600014,348,Mitchell Butler,RESOLVED
1996-97,0029600014,112,Dontonio Wingfield,RESOLVED
1996-97,0029600014,719,Randolph Childress,RESOLVED
1996-97,0029600014,867,,RESOLVED
1996-97,0029600014,1319,,RESOLVED
1996-97,0029600014,866,,RESOLVED
1996-97,0029600014,1321,,RESOLVED
1996-97,0029600014,1320,,RESOLVED
1996-97,0029600014,375,Isaiah Rider,RESOLVED
1996-97,0029600001,952,Antoine Walker,RESOLVED
1996-97,0029600001,677,Eric Williams,RESOLVED
1996-97,0029600001,442,Pervis Ellison,RESOLVED
1996-97,0029600001,133,David Wesley,RESOLVED
1996-97,0029600001,296,Rick Fox,RESOLVED
1996-97,0029600001,783,Frank Brickowski,RESOLVED
1996-97,0029600001,344,Dana Barros,RESOLVED
1996-97,0029600001,103,Todd Day,RESOLVED
1996-97,0029600001,1136,Brett Szabo,RESOLVED
1996-97,0029600001,1211,,RESOLVED
1996-97,0029600001,795,,RESOLVED
1996-97,0029600001,793,,RESOLVED
1996-97,0029600001,1213,,RESOLVED
1996-97,0029600001,1212,,RESOLVED
1996-97,0029600001,1210,,RESOLVED
1996-97,0029600001,794,,RESOLVED
1996-97,0029600001,937,Scottie Pippen,RESOLVED
1996-97,0029600001,23,Dennis Rodman,RESOLVED
1996-97,0029600001,26,Luc Longley,RESOLVED
1996-97,0029600001,166,Ron Harper,RESOLVED
1996-97,0029600001,893,Michael Jordan,RESOLVED
1996-97,0029600001,389,Toni Kukoc,RESOLVED
1996-97,0029600001,82,Bill Wennington,RESOLVED
1996-97,0029600001,70,Steve Kerr,RESOLVED
1996-97,0029600001,753,Randy Brown,RESOLVED
1996-97,0029600001,146,Jud Buechler,RESOLVED
1996-97,0029600001,54,Dickey Simpkins,RESOLVED
1996-97,0029600001,305,Robert Parish,RESOLVED
1996-97,0029600001,802,,RESOLVED
1996-97,0029600001,1219,,RESOLVED
1996-97,0029600001,801,,RESOLVED
1996-97,0029600001,804,,RESOLVED
1996-97,0029600001,1221,,RESOLVED
1996-97,0029600001,1229,,RESOLVED
1996-97,0029600001,1220,,RESOLVED
1996-97,0029600001,1222,,RESOLVED
1996-97,0029600010,107,Dale Ellis,RESOLVED
1996-97,0029600010,111,LaPhonso Ellis,RESOLVED
1996-97,0029600010,911,Ervin Johnson,RESOLVED
1996-97,0029600010,349,Mark Jackson,RESOLVED
1996-97,0029600010,179,Bryant Stith,RESOLVED
1996-97,0029600010,686,Antonio McDyess,RESOLVED
1996-97,0029600010,36,Sarunas Marciulionis,RESOLVED
1996-97,0029600010,894,Ricky Pierce,RESOLVED
1996-97,0029600010,785,Eric Murdock,RESOLVED
1996-97,0029600010,78,LaSalle Thompson,RESOLVED
1996-97,0029600010,813,,RESOLVED
1996-97,0029600010,814,,RESOLVED
1996-97,0029600010,1237,,RESOLVED
1996-97,0029600010,1236,,RESOLVED
1996-97,0029600010,1238,,RESOLVED
1996-97,0029600010,1239,,RESOLVED
1996-97,0029600010,1241,,RESOLVED
1996-97,0029600010,1240,,RESOLVED
1996-97,0029600010,1032,Darvin Ham,RESOLVED
1996-97,0029600010,67,Tom Hammonds,RESOLVED
1996-97,0029600010,45,George McCloud,RESOLVED
1996-97,0029600010,684,Loren Meyer,RESOLVED
1996-97,0029600010,376,Eric Montross,RESOLVED
1996-97,0029600010,467,Jason Kidd,RESOLVED
1996-97,0029600010,754,Jim Jackson,RESOLVED
1996-97,0029600010,423,Chris Gatling,RESOLVED
1996-97,0029600010,932,Oliver Miller,RESOLVED
1996-97,0029600010,157,Derek Harper,RESOLVED
1996-97,0029600010,469,Jamal Mashburn,RESOLVED
1996-97,0029600010,434,Tony Dumas,RESOLVED
1996-97,0029600010,122,Fred Roberts,RESOLVED
1996-97,0029600010,1231,,RESOLVED
1996-97,0029600010,810,,RESOLVED
1996-97,0029600010,811,,RESOLVED
1996-97,0029600010,1232,,RESOLVED
1996-97,0029600010,1370,,RESOLVED
1996-97,0029600010,1230,,RESOLVED
1996-97,0029600010,1065,Erick Strickland,RESOLVED
1996-97,0029600013,904,Chris Mullin,RESOLVED
1996-97,0029600013,693,Joe Smith,RESOLVED
1996-97,0029600013,957,Todd Fuller,RESOLVED
1996-97,0029600013,899,Mark Price,RESOLVED
1996-97,0029600013,84,Latrell Sprewell,RESOLVED
1996-97,0029600013,769,B.J. Armstrong,RESOLVED
1996-97,0029600013,32,Clifford Rozier,RESOLVED
1996-97,0029600013,902,Bimbo Coles,RESOLVED
1996-97,0029600013,692,Andrew DeClercq,RESOLVED
1996-97,0029600013,1077,Ray Owes,RESOLVED
1996-97,0029600013,2701,,RESOLVED
1996-97,0029600013,1251,,RESOLVED
1996-97,0029600013,820,,RESOLVED
1996-97,0029600013,1252,,RESOLVED
1996-97,0029600013,1248,,RESOLVED
1996-97,0029600013,1249,,RESOLVED
1996-97,0029600013,923,Donyell Marshall,RESOLVED
1996-97,0029600013,691,Lou Roe,RESOLVED
1996-97,0029600013,915,Rodney Rogers,RESOLVED
1996-97,0029600013,919,Loy Vaught,RESOLVED
1996-97,0029600013,404,Kevin Duckworth,RESOLVED
1996-97,0029600013,71,Pooh Richardson,RESOLVED
1996-97,0029600013,907,Malik Sealy,RESOLVED
1996-97,0029600013,239,Darrick Martin,RESOLVED
1996-97,0029600013,441,Lamond Murray,RESOLVED
1996-97,0029600013,914,Stanley Roberts,RESOLVED
1996-97,0029600013,143,Terry Dehere,RESOLVED
1996-97,0029600013,448,Bo Outlaw,RESOLVED
1996-97,0029600013,1267,,RESOLVED
1996-97,0029600013,1266,,RESOLVED
1996-97,0029600013,830,,RESOLVED
1996-97,0029600013,831,,RESOLVED
1996-97,0029600013,829,,RESOLVED
1996-97,0029600013,1265,,RESOLVED
1996-97,0029600013,1268,,RESOLVED
1996-97,0029600013,15,Eric Piatkowski,RESOLVED
1996-97,0029600013,953,Lorenzen Wright,RESOLVED
1996-97,0029600009,53,Mario Elie,RESOLVED
1996-97,0029600009,788,Kevin Willis,RESOLVED
1996-97,0029600009,165,Hakeem Olajuwon,RESOLVED
1996-97,0029600009,17,Clyde Drexler,RESOLVED
1996-97,0029600009,1074,Matt Maloney,RESOLVED
1996-97,0029600009,970,Othella Harrington,RESOLVED
1996-97,0029600009,988,Randy Livingston,RESOLVED
1996-97,0029600009,672,Matt Bullard,RESOLVED
1996-97,0029600009,694,Sam Mack,RESOLVED
1996-97,0029600009,929,Tracy Moore,RESOLVED
1996-97,0029600009,1023,Emanual Davis,RESOLVED
1996-97,0029600009,1254,,RESOLVED
1996-97,0029600009,822,,RESOLVED
1996-97,0029600009,1257,,RESOLVED
1996-97,0029600009,1256,,RESOLVED
1996-97,0029600009,1258,,RESOLVED
1996-97,0029600009,1255,,RESOLVED
1996-97,0029600009,825,,RESOLVED
1996-97,0029600009,824,,RESOLVED
1996-97,0029600009,821,,RESOLVED
1996-97,0029600009,826,,RESOLVED
1996-97,0029600009,787,Charles Barkley,RESOLVED
1996-97,0029600009,178,Olden Polynice,RESOLVED
1996-97,0029600009,722,Corliss Williamson,RESOLVED
1996-97,0029600009,258,Brian Grant,RESOLVED
1996-97,0029600009,782,Mitch Richmond,RESOLVED
1996-97,0029600009,51,Mahmoud Abdul-Rauf,RESOLVED
1996-97,0029600009,63,Michael Smith,RESOLVED
1996-97,0029600009,1489,Lionel Simmons,RESOLVED
1996-97,0029600009,721,Tyus Edney,RESOLVED
1996-97,0029600009,190,Duane Causwell,RESOLVED
1996-97,0029600009,870,,RESOLVED
1996-97,0029600009,1327,,RESOLVED
1996-97,0029600009,871,,RESOLVED
1996-97,0029600009,1324,,RESOLVED
1996-97,0029600009,1325,,RESOLVED
1996-97,0029600009,2179,,RESOLVED
1996-97,0029600011,935,Bryon Russell,RESOLVED
1996-97,0029600011,252,Karl Malone,RESOLVED
1996-97,0029600011,731,Greg Ostertag,RESOLVED
1996-97,0029600011,204,Jeff Hornacek,RESOLVED
1996-97,0029600011,304,John Stockton,RESOLVED
1996-97,0029600011,458,Howard Eisley,RESOLVED
1996-97,0029600011,156,Antoine Carr,RESOLVED
1996-97,0029600011,323,Greg Foster,RESOLVED
1996-97,0029600011,356,Chris Morris,RESOLVED
1996-97,0029600011,228,Adam Keefe,RESOLVED
1996-97,0029600011,1000,Shandon Anderson,RESOLVED
1996-97,0029600011,240,Brooks Thompson,RESOLVED
1996-97,0029600011,886,,RESOLVED
1996-97,0029600011,1348,,RESOLVED
1996-97,0029600011,885,,RESOLVED
1996-97,0029600011,887,,RESOLVED
1996-97,0029600011,1346,,RESOLVED
1996-97,0029600011,1347,,RESOLVED
1996-97,0029600011,1345,,RESOLVED
1996-97,0029600011,1372,,RESOLVED
1996-97,0029600011,1349,,RESOLVED
1996-97,0029600011,96,Detlef Schrempf,RESOLVED
1996-97,0029600011,431,Shawn Kemp,RESOLVED
1996-97,0029600011,29,Jim McIlvaine,RESOLVED
1996-97,0029600011,765,Hersey Hawkins,RESOLVED
1996-97,0029600011,56,Gary Payton,RESOLVED
1996-97,0029600011,64,Sam Perkins,RESOLVED
1996-97,0029600011,378,Craig Ehlo,RESOLVED
1996-97,0029600011,203,Nate McMillan,RESOLVED
1996-97,0029600011,1125,Larry Stewart,RESOLVED
1996-97,0029600011,1011,,RESOLVED
1996-97,0029600011,880,,RESOLVED
1996-97,0029600011,1335,,RESOLVED
1996-97,0029600011,1337,,RESOLVED
1996-97,0029600011,1336,,RESOLVED
1996-97,0029600011,1334,,RESOLVED
1996-97,0029600011,1339,,RESOLVED
1996-97,0029600011,727,Eric Snow,RESOLVED
1996-97,0029600011,771,Elmore Spencer,RESOLVED
1996-97,0029600011,766,David Wingate,RESOLVED
1996-97,0029600018,365,Derrick McKey,RESOLVED
1996-97,0029600018,905,Dale Davis,RESOLVED
1996-97,0029600018,213,Antonio Davis,RESOLVED
1996-97,0029600018,397,Reggie Miller,RESOLVED
1996-97,0029600018,696,Travis Best,RESOLVED
1996-97,0029600018,1064,Brent Scott,RESOLVED
1996-97,0029600018,906,Haywoode Workman,RESOLVED
1996-97,0029600018,147,Jalen Rose,RESOLVED
1996-97,0029600018,199,Reggie Williams,RESOLVED
1996-97,0029600018,706,Jerome Allen,RESOLVED
1996-97,0029600018,1260,,RESOLVED
1996-97,0029600018,1262,,RESOLVED
1996-97,0029600018,1259,,RESOLVED
1996-97,0029600018,1261,,RESOLVED
1996-97,0029600018,1264,,RESOLVED
1996-97,0029600018,1263,,RESOLVED
1996-97,0029600018,828,,RESOLVED
1996-97,0029600018,827,,RESOLVED
1996-97,0029600018,956,Erick Dampier,RESOLVED
1996-97,0029600018,697,Fred Hoiberg,RESOLVED
1996-97,0029600018,105,Dan Majerle,RESOLVED
