season,playerId,player,fusedRateRaw,posteriorAbilityRate,posteriorDelta,shrinkageMagnitude,reliability,possessions,priorMean,priorStrength
2024-25,1627751,Jakob Pöltl,0.19,0.1848,-0.00520000000000001,0.00520000000000001,0.9724517906336089,7060,0,200
2024-25,1628418,Thomas Bryant,0.56,0.5326,-0.02740000000000009,0.02740000000000009,0.9511599511599511,3895,0,200
2024-25,1627777,Georges Niang,0.17,0.1654,-0.004600000000000021,0.004600000000000021,0.9728519071535224,7167,0,200
2024-25,1630231,KJ Martin,0.55,0.5228,-0.027200000000000002,0.027200000000000002,0.9504950495049505,3840,0,200
2024-25,1626172,Kevon Looney,0.41,0.3929,-0.01709999999999995,0.01709999999999995,0.9583159649854106,4598,0,200
2024-25,1629023,P.J. Washington,0.13,0.1267,-0.0032999999999999974,0.0032999999999999974,0.9744930493559495,7641,0,200
2024-25,1630527,Brandon Boston Jr.,0.4823,0.4595,-0.022799999999999987,0.022799999999999987,0.9528079282680509,4038,0,200
2024-25,1630631,Jose Alvarado,0.26,0.2511,-0.008900000000000019,0.008900000000000019,0.9659400544959128,5672,0,200
2024-25,1630241,Sam Merrill,0.24,0.232,-0.00799999999999998,0.00799999999999998,0.9666722212964506,5801,0,200
2024-25,1630188,Jalen Smith,0.44,0.4198,-0.020199999999999996,0.020199999999999996,0.954096855634611,4157,0,200
2024-25,1630224,Jalen Green,0,0,0,0,0.98209329393858,10969,0,200
2024-25,1626166,Cameron Payne,0.38,0.3636,-0.016400000000000026,0.016400000000000026,0.9567847882454624,4428,0,200
2024-25,1630171,Isaac Okoro,0.39,0.3728,-0.017199999999999993,0.017199999999999993,0.9559955995599559,4345,0,200
2024-25,1642276,Kel'el Ware,0.23,0.2222,-0.007800000000000001,0.007800000000000001,0.9661590524534687,5710,0,200
2024-25,1628374,Lauri Markkanen,0.19,0.184,-0.006000000000000005,0.006000000000000005,0.9685138539042821,6152,0,200
2024-25,1630559,Austin Reaves,0,0,0,0,0.9814505657577444,10582,0,200
2024-25,202692,Alec Burks,0.57,0.5381,-0.03189999999999993,0.03189999999999993,0.9440872239306681,3377,0,200
2024-25,1629684,Grant Williams,1.2207,1.1076,-0.11309999999999998,0.11309999999999998,0.907321594068582,1958,0,200
2024-25,1630166,Deni Avdija,0.04,0.0391,-0.000899999999999998,0.000899999999999998,0.9781564001747488,8956,0,200
2024-25,1629652,Luguentz Dort,0.05,0.0489,-0.0011000000000000038,0.0011000000000000038,0.9773396782234308,8626,0,200
2024-25,1630217,Desmond Bane,0.02,0.0196,-0.00040000000000000105,0.00040000000000000105,0.9793984342810054,9508,0,200
2024-25,1641726,Dereck Lively II,0.53,0.501,-0.029000000000000026,0.029000000000000026,0.945220487537661,3451,0,200
2024-25,1630194,Paul Reed,1.29,1.1627,-0.12729999999999997,0.12729999999999997,0.9013320177602367,1827,0,200
2024-25,1626164,Devin Booker,-0.03,-0.0295,0.0005000000000000004,0.0005000000000000004,0.9828030954428203,11430,0,200
2024-25,201572,Brook Lopez,-0.01,-0.0098,0.00020000000000000052,0.00020000000000000052,0.9811729266685494,10423,0,200
2024-25,1627750,Jamal Murray,0,0,0,0,0.9804247822257023,10017,0,200
2024-25,1628960,Grayson Allen,0.15,0.1454,-0.004599999999999993,0.004599999999999993,0.9691215068704647,6277,0,200
2024-25,1628988,Aaron Holiday,0.48,0.4523,-0.027700000000000002,0.027700000000000002,0.9423797176606166,3271,0,200
2024-25,1641740,Jaylen Clark,0.86,0.787,-0.07299999999999995,0.07299999999999995,0.9151463725074247,2157,0,200
2024-25,1629638,Nickeil Alexander-Walker,0.01,0.0098,-0.00020000000000000052,0.00020000000000000052,0.9769585253456221,8480,0,200
2024-25,1631204,Marcus Sasser,0.41,0.3875,-0.022499999999999964,0.022499999999999964,0.9451904631405864,3449,0,200
2024-25,1629731,Dean Wade,0.17,0.1637,-0.0063,0.0063,0.9630519120635507,5213,0,200
2024-25,1631207,Dalen Terry,0.26,0.2484,-0.0116,0.0116,0.9554168524297816,4286,0,200
2024-25,1641744,Zach Edey,0.1,0.0968,-0.0032000000000000084,0.0032000000000000084,0.9682388438939178,6097,0,200
2024-25,1630643,Jay Huff,0.44,0.414,-0.026000000000000023,0.026000000000000023,0.9408983451536643,3184,0,200
2024-25,1631260,AJ Green,0.04,0.0388,-0.0011999999999999997,0.0011999999999999997,0.9712437095614666,6755,0,200
2024-25,1630540,Miles McBride,0.05,0.0485,-0.0015000000000000013,0.0015000000000000013,0.9701492537313433,6500,0,200
2024-25,203939,Dwight Powell,0.69,0.6326,-0.057399999999999896,0.057399999999999896,0.9168744804655029,2206,0,200
2024-25,1629312,Haywood Highsmith,0.01,0.0097,-0.0002999999999999999,0.0002999999999999999,0.9731903485254692,7260,0,200
2024-25,1630548,Johnny Juzang,0.11,0.106,-0.0040000000000000036,0.0040000000000000036,0.9634569705828613,5273,0,200
2024-25,203484,Kentavious Caldwell-Pope,-0.05,-0.0489,0.0011000000000000038,0.0011000000000000038,0.978492311001183,9099,0,200
2024-25,1628371,Jonathan Isaac,0.18,0.1721,-0.00789999999999999,0.00789999999999999,0.9562267454585248,4369,0,200
2024-25,1641764,Brandin Podziemski,0.01,0.0097,-0.0002999999999999999,0.0002999999999999999,0.9721951897678298,6993,0,200
2024-25,1630228,Jonathan Kuminga,0.15,0.1438,-0.006199999999999983,0.006199999999999983,0.9586862218549886,4641,0,200
2024-25,1642272,Jared McCain,0.5426,0.5007,-0.04189999999999994,0.04189999999999994,0.9228395061728395,2392,0,200
2024-25,1630570,Trendon Watford,0.26,0.2463,-0.013700000000000018,0.013700000000000018,0.9473129610115911,3596,0,200
2024-25,1627780,Gary Payton II,0.23,0.2185,-0.01150000000000001,0.01150000000000001,0.9498872463041844,3791,0,200
2024-25,1627747,Caris LeVert,0.01,0.0097,-0.0002999999999999999,0.0002999999999999999,0.9713425992262502,6779,0,200
2024-25,1642024,Alex Reese,1.8276,1.5228,-0.30479999999999996,0.30479999999999996,0.8331943286071727,999,0,200
2024-25,203991,Clint Capela,0.11,0.1056,-0.004400000000000001,0.004400000000000001,0.9603646452635751,4846,0,200
2024-25,1627832,Fred VanVleet,-0.05,-0.0488,0.0011999999999999997,0.0011999999999999997,0.976736070722345,8397,0,200
2024-25,1629674,Neemias Queta,0.28,0.2641,-0.015900000000000025,0.015900000000000025,0.9432302015327846,3323,0,200
2024-25,201950,Jrue Holiday,-0.04,-0.039,0.0010000000000000009,0.0010000000000000009,0.9751861042183623,7860,0,200
2024-25,1631110,Jeremy Sochan,0.04,0.0386,-0.0013999999999999985,0.0013999999999999985,0.9658528256786751,5657,0,200
2024-25,1628368,De'Aaron Fox,-0.08,-0.0783,0.001700000000000007,0.001700000000000007,0.9790246460409019,9335,0,200
2024-25,1642271,Kyle Filipowski,0,0,0,0,0.9698431845597105,6432,0,200
2024-25,1641787,Tosan Evbuomwan,0.37,0.3441,-0.02589999999999998,0.02589999999999998,0.9299719887955182,2656,0,200
2024-25,1630533,Ziaire Williams,0,0,0,0,0.9688279301745636,6216,0,200
2024-25,201143,Al Horford,-0.02,-0.0194,0.0005999999999999998,0.0005999999999999998,0.9709386806161,6682,0,200
2024-25,1629673,Jordan Poole,-0.07,-0.0684,0.0016000000000000042,0.0016000000000000042,0.9767900661483114,8417,0,200
2024-25,1630696,Dru Smith,1.3691,1.1571,-0.21199999999999997,0.21199999999999997,0.8452012383900929,1092,0,200
2024-25,1626158,Richaun Holmes,0.46,0.4226,-0.037400000000000044,0.037400000000000044,0.9186661244408296,2259,0,200
2024-25,1641824,Matas Buzelis,-0.03,-0.0291,0.000899999999999998,0.000899999999999998,0.9707174231332357,6630,0,200
2024-25,1627752,Taurean Prince,-0.09,-0.088,0.0020000000000000018,0.0020000000000000018,0.9780605528740676,8916,0,200
2024-25,1630539,Kai Jones,0.59,0.5333,-0.05669999999999997,0.05669999999999997,0.9038923594425757,1881,0,200
2024-25,1630264,Anthony Gill,0.72,0.6411,-0.07889999999999997,0.07889999999999997,0.8904709748083242,1626,0,200
2024-25,1630625,Dalano Banton,0.05,0.0479,-0.0021000000000000046,0.0021000000000000046,0.9584113121231025,4609,0,200
2024-25,201145,Jeff Green,0.67,0.5966,-0.07340000000000002,0.07340000000000002,0.8904709748083242,1626,0,200
2024-25,1630549,Day'Ron Sharpe,0.14,0.1325,-0.007500000000000007,0.007500000000000007,0.9467802022352315,3558,0,200
2024-25,203937,Kyle Anderson,0.08,0.0763,-0.003699999999999995,0.003699999999999995,0.9537785994915646,4127,0,200
2024-25,1628998,Cody Martin,0.03,0.0288,-0.0011999999999999997,0.0011999999999999997,0.9601355391668328,4817,0,200
2024-25,1631230,Dominick Barlow,0.67,0.5956,-0.07440000000000002,0.07440000000000002,0.8890122086570478,1602,0,200
2024-25,1641796,Pelle Larsson,0.2,0.1878,-0.012200000000000016,0.012200000000000016,0.938856618771018,3071,0,200
2024-25,1629726,Garrison Mathews,0.14,0.1324,-0.007600000000000023,0.007600000000000023,0.9460480172646345,3507,0,200
2024-25,203903,Jordan Clarkson,0.08,0.0762,-0.003799999999999998,0.003799999999999998,0.9524827750059397,4009,0,200
2024-25,1629750,Javonte Green,0,0,0,0,0.9626447515875981,5154,0,200
2024-25,1629057,Robert Williams III,0.7331,0.6446,-0.08850000000000002,0.08850000000000002,0.8792270531400966,1456,0,200
2024-25,1631131,Oscar Tshiebwe,1.1,0.9299,-0.17010000000000014,0.17010000000000014,0.8453209590100541,1093,0,200
2024-25,1630591,Jalen Suggs,0.0585,0.0557,-0.002800000000000004,0.002800000000000004,0.9530075187969925,4056,0,200
2024-25,1631096,Chet Holmgren,0.09,0.0854,-0.004599999999999993,0.004599999999999993,0.9486652977412731,3696,0,200
2024-25,1630557,Corey Kispert,-0.07,-0.0679,0.0021000000000000046,0.0021000000000000046,0.9706486645142354,6614,0,200
2024-25,1631221,Collin Gillespie,0.46,0.4151,-0.044899999999999995,0.044899999999999995,0.9022960429897411,1847,0,200
2024-25,1629680,Matisse Thybulle,0.7778,0.6752,-0.10260000000000002,0.10260000000000002,0.8680738786279684,1316,0,200
2024-25,1630531,Jaden Springer,0.63,0.5546,-0.07540000000000002,0.07540000000000002,0.8803827751196173,1472,0,200
2024-25,1629014,Anfernee Simons,-0.13,-0.1273,0.002700000000000008,0.002700000000000008,0.9789695057833859,9310,0,200
2024-25,1628978,Donte DiVincenzo,-0.08,-0.0777,0.0022999999999999965,0.0022999999999999965,0.9708369787109945,6658,0,200
2024-25,1628366,Lonzo Ball,0.1,0.0944,-0.005600000000000008,0.005600000000000008,0.9438675273645805,3363,0,200
2024-25,1631255,Karlo Matković,0.11,0.1036,-0.006400000000000003,0.006400000000000003,0.9420793512887344,3253,0,200
2024-25,1641711,Gradey Dick,-0.09,-0.0874,0.002599999999999991,0.002599999999999991,0.9706916764361079,6624,0,200
2024-25,1641774,Tristan Vukcevic,0.29,0.265,-0.024999999999999967,0.024999999999999967,0.9138673557278209,2122,0,200
2024-25,1630170,Devin Vassell,-0.12,-0.1171,0.0029,0.0029,0.9755769935279033,7989,0,200
2024-25,1631095,Jabari Smith Jr.,-0.1,-0.0972,0.002800000000000011,0.002800000000000011,0.9718428832887512,6903,0,200
2024-25,1629021,Moritz Wagner,0.2411,0.2216,-0.019500000000000017,0.019500000000000017,0.91941982272361,2282,0,200
2024-25,1641730,Noah Clowney,0,0,0,0,0.9547101449275363,4216,0,200
2024-25,203114,Khris Middleton,0.05,0.0473,-0.002700000000000001,0.002700000000000001,0.9466950959488273,3552,0,200
2024-25,1629622,Max Strus,-0.06,-0.0578,0.0022000000000000006,0.0022000000000000006,0.9641641282924207,5381,0,200
2024-25,1629011,Mitchell Robinson,0.795,0.6762,-0.11880000000000002,0.11880000000000002,0.8506348020911128,1139,0,200
2024-25,1628470,Torrey Craig,0.67,0.5785,-0.09150000000000003,0.09150000000000003,0.863481228668942,1265,0,200
2024-25,1641741,Ricky Council IV,-0.05,-0.0481,0.0019000000000000059,0.0019000000000000059,0.9621642073401437,5086,0,200
2024-25,1630163,LaMelo Ball,-0.09,-0.0872,0.002799999999999997,0.002799999999999997,0.9690737590845833,6267,0,200
2024-25,1641810,Antonio Reeves,0.14,0.1304,-0.009600000000000025,0.009600000000000025,0.9312950875987633,2711,0,200
2024-25,1627741,Buddy Hield,-0.12,-0.1169,0.0030999999999999917,0.0030999999999999917,0.974120082815735,7528,0,200
2024-25,1631218,Trayce Jackson-Davis,-0.01,-0.0095,0.0005000000000000004,0.0005000000000000004,0.9538851740834678,4137,0,200
2024-25,1631209,Isaiah Wong,0.7462,0.6338,-0.11239999999999994,0.11239999999999994,0.8492840994724944,1127,0,200
2024-25,1626162,Kelly Oubre Jr.,-0.14,-0.1367,0.003300000000000025,0.003300000000000025,0.9767116907312529,8388,0,200
2024-25,201144,Mike Conley,-0.12,-0.1167,0.0032999999999999974,0.0032999999999999974,0.9726064922613341,7101,0,200
2024-25,1630639,A.J. Lawson,0.23,0.2098,-0.020200000000000023,0.020200000000000023,0.9121265377855887,2076,0,200
2024-25,203926,Doug McDermott,0.49,0.4282,-0.061799999999999966,0.061799999999999966,0.8738965952080706,1386,0,200
2024-25,1642366,Quinten Post,0.09,0.0838,-0.006199999999999997,0.006199999999999997,0.931010693342532,2699,0,200
2024-25,1641727,Dariq Whitehead,0.73,0.6117,-0.11829999999999996,0.11829999999999996,0.8379254457050244,1034,0,200
2024-25,203944,Julius Randle,-0.16,-0.1565,0.003500000000000003,0.003500000000000003,0.9782561426397043,8998,0,200
2024-25,1642261,Dalton Knecht,-0.11,-0.1064,0.003600000000000006,0.003600000000000006,0.967511371020143,5956,0,200
2024-25,1631107,Nikola Jović,-0.0719,-0.0689,0.0030000000000000027,0.0030000000000000027,0.9580888516345348,4572,0,200
2024-25,1628380,Zach Collins,-0.05,-0.0476,0.0023999999999999994,0.0023999999999999994,0.9528190610993159,4039,0,200
2024-25,1631157,Ryan Rollins,-0.02,-0.0189,0.0011000000000000003,0.0011000000000000003,0.9444752915047196,3402,0,200
2024-25,1629626,Bol Bol,0.17,0.1538,-0.01620000000000002,0.01620000000000002,0.9048977650974798,1903,0,200
2024-25,1642382,Branden Carlson,0.6,0.5021,-0.09789999999999999,0.09789999999999999,0.8368678629690048,1026,0,200
2024-25,1642349,Ajay Mitchell,0.08,0.0737,-0.0063,0.0063,0.9215070643642073,2348,0,200
2024-25,1626167,Myles Turner,-0.17,-0.1662,0.0038000000000000256,0.0038000000000000256,0.9773883550028265,8645,0,200
2024-25,1630560,Cam Thomas,-0.01,-0.0094,0.0005999999999999998,0.0005999999999999998,0.9398496240601504,3125,0,200
2024-25,1628975,Jevon Carter,0.35,0.3053,-0.04469999999999996,0.04469999999999996,0.8722860791826309,1366,0,200
2024-25,1641989,Elijah Harkless,1.3311,0.9924,-0.3387,0.3387,0.7455470737913485,586,0,200
2024-25,1628420,Monté Morris,0.06,0.0553,-0.004699999999999996,0.004699999999999996,0.9213527329925285,2343,0,200
