playerId,player,score400_original,scoreFull_fixedFit,scoreFull_refit,deltaEvidence,deltaRefit,deltaTotal,status,note
1631128,Christian Braun,0.4256,,0.5697,,,0.1441,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631106,Tari Eason,0.909,,1.2376,,,0.3286,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628386,Jarrett Allen,0.3872,,0.6368,,,0.24960000000000004,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627736,Malik Beasley,0.2739,,0.6076,,,0.33370000000000005,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629631,De'Andre Hunter,0.3272,,0.8664,,,0.5391999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630700,Dyson Daniels,0.1991,,0.5008,,,0.3017,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627783,Pascal Siakam,0.7428,,0.5396,,,-0.20320000000000005,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630596,Evan Mobley,0.0752,,0.6262,,,0.5509999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203497,Rudy Gobert,-0.3031,,0.5583,,,0.8613999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1626157,Karl-Anthony Towns,0.5479,,0.4707,,,-0.07720000000000005,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630552,Jalen Johnson,-0.3617,,1.0738,,,1.4355000000000002,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628369,Jayson Tatum,0.1329,,0.4024,,,0.26949999999999996,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628378,Donovan Mitchell,0.1512,,0.4699,,,0.3187,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
202696,Nikola Vučević,0.5596,,0.4312,,,-0.12839999999999996,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629636,Darius Garland,0.2169,,0.4311,,,0.21419999999999997,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627734,Domantas Sabonis,-0.1143,,0.3824,,,0.49670000000000003,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630529,Herbert Jones,-0.4794,,2.1365,,,2.6159,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630551,Justin Champagnie,0.7304,,0.8972,,,0.16679999999999995,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630183,Jaden McDaniels,-0.2067,,0.3435,,,0.5502,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629660,Ty Jerome,0.6345,,0.8313,,,0.19680000000000009,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630168,Onyeka Okongwu,-0.2972,,0.4499,,,0.7471000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628384,OG Anunoby,0.1238,,0.3044,,,0.1806,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629008,Michael Porter Jr.,0.2088,,0.3044,,,0.09559999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628970,Miles Bridges,-0.1076,,0.4688,,,0.5764,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203507,Giannis Antetokounmpo,0.2259,,0.3916,,,0.16570000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629661,Cameron Johnson,0.7457,,0.5644,,,-0.18130000000000002,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630583,Santi Aldama,0.0564,,0.5739,,,0.5175,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630530,Trey Murphy III,0.2931,,0.4875,,,0.19439999999999996,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630541,Moses Moody,-0.2641,,0.5732,,,0.8373,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629048,Goga Bitadze,-0.0918,,0.7243,,,0.8161,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203084,Harrison Barnes,0.3861,,0.3522,,,-0.033899999999999986,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628436,Luke Kornet,0,,0.7805,,,0.7805,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631105,Jalen Duren,-0.4895,,0.3907,,,0.8802,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203076,Anthony Davis,0.5984,,0.5152,,,-0.08320000000000005,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630162,Anthony Edwards,0.3227,,0.2064,,,-0.11629999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1642377,Jaylen Wells,0.1027,,0.3616,,,0.25889999999999996,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631109,Mark Williams,0.4503,,0.8354,,,0.38510000000000005,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627884,Derrick Jones Jr.,0.3815,,0.4192,,,0.03770000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
201142,Kevin Durant,0.2119,,0.3034,,,0.0915,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1641709,Ausar Thompson,-0.5954,,0.6755,,,1.2709000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628401,Derrick White,0.2657,,0.2355,,,-0.030200000000000005,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203552,Seth Curry,-0.1565,,0.9175,,,1.074,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628449,Chris Boucher,0.9518,,1.2006,,,0.2487999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630178,Tyrese Maxey,0.4656,,0.3705,,,-0.09510000000000002,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629655,Daniel Gafford,1.0484,,0.6834,,,-0.365,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629060,Rui Hachimura,0.0841,,0.3896,,,0.3055,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627827,Dorian Finney-Smith,-0.2384,,0.4087,,,0.6471,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630534,Ochai Agbaji,1.0046,,0.3991,,,-0.6054999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
201939,Stephen Curry,0.5969,,0.2546,,,-0.3423,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630198,Isaiah Joe,0.2837,,0.466,,,0.18230000000000002,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
202681,Kyrie Irving,0.8141,,0.3701,,,-0.44400000000000006,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630174,Aaron Nesmith,0.287,,0.7848,,,0.4978000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1642419,Jamison Battle,0.9173,,0.7934,,,-0.12390000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629012,Collin Sexton,-0.2906,,0.3601,,,0.6507000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629599,Amir Coffey,0.3918,,0.3696,,,-0.022199999999999998,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628381,John Collins,-0.2537,,0.6063,,,0.8599999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631117,Walker Kessler,0.1017,,0.3503,,,0.2486,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630215,Jared Butler,1.2814,,0.7267,,,-0.5547000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629637,Jaxson Hayes,0.3789,,0.6704,,,0.2915,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627936,Alex Caruso,-0.0794,,0.726,,,0.8054,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630573,Sam Hauser,-0.1083,,0.4259,,,0.5342,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1641717,Cason Wallace,0.2892,,0.2729,,,-0.016300000000000037,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629006,Josh Okogie,0.4112,,1.3065,,,0.8953,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631108,Max Christie,-0.4864,,0.1955,,,0.6819,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629018,Gary Trent Jr.,-0.4422,,0.2437,,,0.6859,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628973,Jalen Brunson,0.4083,,0.1566,,,-0.25170000000000003,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629634,Brandon Clarke,0.5426,,0.4625,,,-0.08009999999999995,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628404,Josh Hart,0.057,,0.0688,,,0.011799999999999998,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1626220,Royce O'Neale,0.084,,0.2532,,,0.16919999999999996,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
204001,Kristaps Porziņģis,-0.1655,,0.4905,,,0.656,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203932,Aaron Gordon,0.7874,,0.3677,,,-0.41969999999999996,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629627,Zion Williamson,0.1718,,0.7584,,,0.5866,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629026,Kenrich Williams,0.4983,,0.5368,,,0.038500000000000034,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629130,Duncan Robinson,0.1192,,0.2529,,,0.1337,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628415,Dillon Brooks,0.0849,,0.1273,,,0.04239999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630167,Obi Toppin,0.212,,0.3103,,,0.09830000000000003,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629029,Luka Dončić,0.0564,,0.2337,,,0.17729999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631217,Moussa Diabaté,-0.696,,0.4804,,,1.1764,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630182,Josh Green,-0.3925,,0.2047,,,0.5972,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1631133,Jabari Walker,-0.1737,,0.8743,,,1.048,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629639,Tyler Herro,0.1418,,0.0687,,,-0.07310000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630572,Sandro Mamukelashvili,0.5723,,1.0422,,,0.4699,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629640,Keldon Johnson,-0.2501,,0.2045,,,0.4546,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629656,Quentin Grimes,-0.2196,,0.1562,,,0.3758,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630598,Aaron Wiggins,-0.3299,,0.2043,,,0.5342,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628379,Luke Kennard,-0.4286,,0.2617,,,0.6902999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630577,Julian Champagnie,0.2544,,0.1561,,,-0.09830000000000003,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
202699,Tobias Harris,-0.3491,,0.0881,,,0.43720000000000003,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203952,Andrew Wiggins,0.5304,,0.1657,,,-0.3647,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1641708,Amen Thompson,-0.2341,,0.0978,,,0.3319,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
203081,Damian Lillard,0.1786,,0.1172,,,-0.06140000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627751,Jakob Pöltl,-0.3122,,0.1848,,,0.497,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628418,Thomas Bryant,0.2319,,0.5326,,,0.30069999999999997,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1627777,Georges Niang,-0.5347,,0.1654,,,0.7001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630231,KJ Martin,0.3117,,0.5228,,,0.21110000000000007,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1626172,Kevon Looney,0.08,,0.3929,,,0.3129,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629023,P.J. Washington,0,,0.1267,,,0.1267,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630527,Brandon Boston Jr.,-0.4757,,0.4595,,,0.9352,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630631,Jose Alvarado,0.0069,,0.2511,,,0.2442,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630241,Sam Merrill,-0.0817,,0.232,,,0.3137,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630188,Jalen Smith,0.0448,,0.4198,,,0.375,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630224,Jalen Green,-0.2554,,0,,,0.2554,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1626166,Cameron Payne,0.184,,0.3636,,,0.17959999999999998,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630171,Isaac Okoro,-0.0637,,0.3728,,,0.4365,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1642276,Kel'el Ware,-0.3895,,0.2222,,,0.6117,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1628374,Lauri Markkanen,0.3546,,0.184,,,-0.17060000000000003,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630559,Austin Reaves,-0.2819,,0,,,0.2819,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
202692,Alec Burks,0.8969,,0.5381,,,-0.3588,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629684,Grant Williams,0.8571,,1.1076,,,0.25049999999999994,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630166,Deni Avdija,-0.4967,,0.0391,,,0.5357999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1629652,Luguentz Dort,0.2448,,0.0489,,,-0.1959,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1630217,Desmond Bane,-0.9148,,0.0196,,,0.9343999999999999,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
1641726,Dereck Lively II,0.4124,,0.501,,,0.08860000000000001,NOT_IDENTIFIABLE_FIXED_FIT,"FIXED_FIT_MORE_DATA for fusion requires applying frozen 400-game fold betas — framework ready, run deferred to validation harness"
