panelId,focalId,side,baseCredit,leaveMean,leaveSD,leaveMin,leaveMax,maxAbsDelta
0022400715:0022400715-p0091:def:2544,2544,def,0.006883103946314861,0.006883103946314788,0.02218038286934138,-0.016330845768638858,0.03780587850094408,0.030922774554629218
0022400649:0022400649-p0145:def:1628378,1628378,def,0.013483856927506643,0.013483856927506666,0.018052976521242242,-0.008571595793384068,0.037105484383919696,0.023621627456413052
0022400670:0022400670-p0106:def:1629023,1629023,def,0.038479825805697754,0.03847982580569779,0.012705440715061926,0.02659545881178682,0.05765747648202002,0.019177650676322266
0022400593:0022400593-p0151:def:203999,203999,def,0.0483114089283162,0.048311408928316237,0.019916411059028086,0.021711474591545987,0.07272273120564532,0.026599934336770215
0022400650:0022400650-p0092:def:1628415,1628415,def,0.06318169512692073,0.06318169512692066,0.015135403993486136,0.04984857693095879,0.08620103163837756,0.023019336511456823
0022400584:0022400584-p0098:def:1629632,1629632,def,-0.026262525583501173,-0.0262625255835011,0.012113095172983215,-0.04082423992919493,-0.009507871398260814,0.01675465418524036
0022400632:0022400632-p0103:def:1628991,1628991,def,0.001042293816986617,0.001042293816986639,0.020401100890525017,-0.02667985861325506,0.02356459420225221,0.027722152430241676
0022400628:0022400628-p0150:def:1630172,1630172,def,-0.003635511542507852,-0.0036355115425077966,0.011040238187642519,-0.015397369043663511,0.013029730545982443,0.016665242088490295
0022400647:0022400647-p0096:def:1629014,1629014,def,-0.10352020452462862,-0.10352020452462866,0.012730412309685836,-0.12450531858213654,-0.09118383749820658,0.020985114057507914
0022400610:0022400610-p0152:def:1641731,1641731,def,-0.02855416242969233,-0.02855416242969237,0.016925912277559123,-0.055540886660019106,-0.006705889132835097,0.026986724230326775
0022400639:0022400639-p0160:def:1630567,1630567,def,0.03811764570328913,0.03811764570328913,0.02083271899395247,0.01649480213951693,0.06634148529233364,0.028223839589044508
0022400580:0022400580-p0152:def:1630567,1630567,def,-0.05683807479234826,-0.05683807479234818,0.016495236867063584,-0.08542298111404079,-0.03789482722499571,0.028584906321692527
0022400712:0022400712-p0094:def:202681,202681,def,-0.006478772505636554,-0.006478772505636554,0.018698017809775692,-0.03037187599871216,0.019064428703550185,0.02554320120918674
0022400635:0022400635-p0182:def:202681,202681,def,0.060428240623252805,0.060428240623252805,0.022037835893240695,0.025317098827016826,0.09027235033798098,0.03511114179623598
0022400614:0022400614-p0197:def:1630183,1630183,def,0.06293464350575773,0.06293464350575767,0.02662383824755904,0.024922988500247656,0.10353050408733055,0.04059586058157283
0022400595:0022400595-p0154:def:1629661,1629661,def,-0.10779183363614897,-0.10779183363614893,0.027997718020899745,-0.14314324607615503,-0.05880715811064774,0.04898467552550123
0022400690:0022400690-p0185:def:1630183,1630183,def,-0.003074980108697778,-0.003074980108697852,0.02302602790170093,-0.04270400864040691,0.02765765507347351,0.03962902853170913
0022400642:0022400642-p0187:def:203897,203897,def,0.13927043287047636,0.13927043287047627,0.022042423334702233,0.09952358946096318,0.1659657781212185,0.03974684340951318
0022400710:0022400710-p0181:def:1628401,1628401,def,-0.05247705865179875,-0.05247705865179875,0.02975791569365256,-0.08958886605539051,-0.0018893403258362085,0.05058771832596254
0022400608:0022400608-p0151:def:1629628,1629628,def,-0.11360906385357838,-0.11360906385357838,0.02852094333757949,-0.1501815713751905,-0.06508792905137151,0.04852113480220688
0022400643:0022400643-p0166:def:1628991,1628991,def,0.16389586519385801,0.16389586519385793,0.02361458556192882,0.13104866159637063,0.19438426414323406,0.032847203597487384
0022400702:0022400702-p0186:def:1628415,1628415,def,0.08019655658164315,0.08019655658164304,0.028436503717954156,0.04290211687377954,0.127391795915349,0.04719523933370584
0022400704:0022400704-p0166:def:201942,201942,def,-0.1713284869810614,-0.1713284869810613,0.019338736302303747,-0.20132304596393347,-0.15290988625457624,0.029994558982872066
0022400695:0022400695-p0188:def:202699,202699,def,0.12471646987726503,0.12471646987726492,0.02544050743982221,0.08501183438352655,0.16211453977162982,0.03970463549373848
0022400616:0022400616-p0195:def:1630182,1630182,def,0.0874318013085873,0.08743180130858723,0.02494963227600343,0.050646121863196836,0.1273131559404408,0.039881354631853494
0022400667:0022400667-p0157:def:1630596,1630596,def,0.10332742197866795,0.10332742197866791,0.018233771865852393,0.07443278206054138,0.12230723718279468,0.028894639918126575
0022400680:0022400680-p0175:def:1631105,1631105,def,0.11116092319364657,0.11116092319364668,0.01787726269039516,0.09428733006692225,0.1332408942289205,0.022079971035273926
0022400587:0022400587-p0215:def:1628369,1628369,def,0.11894762506545997,0.1189476250654602,0.022600899539041656,0.07903806930672208,0.14724757153426093,0.03990955575873789
0022400713:0022400713-p0189:def:1630567,1630567,def,0.07279569126758467,0.07279569126758483,0.02134772085744206,0.03670387912903572,0.09849374145552514,0.03609181213854895
0022400586:0022400586-p0174:def:1630595,1630595,def,0.02400944780541092,0.02400944780541081,0.0258617892831902,-0.01167505667392632,0.06738695844163045,0.04337751063621953
0022400679:0022400679-p0146:def:1627826,1627826,def,0.11044364251854455,0.1104436425185448,0.01600094166725781,0.08442078345132908,0.1271133723249548,0.026022859067215465
0022400704:0022400704-p0190:def:201942,201942,def,-0.18762969524352974,-0.18762969524352974,0.023310228253573605,-0.2218559607691315,-0.16487765096756046,0.03422626552560176
0022400646:0022400646-p0167:def:201572,201572,def,-0.07054145896373454,-0.07054145896373443,0.03222802122665486,-0.10671106010128772,-0.01222061472017999,0.05832084424355455
0022400661:0022400661-p0151:def:203471,203471,def,0.06717918589982519,0.06717918589982513,0.029408856389468142,0.028413938003266304,0.11705497350640814,0.049875787606582955
0022400655:0022400655-p0170:def:1629008,1629008,def,-0.06865949766385215,-0.06865949766385217,0.03221471622086506,-0.10445304465729999,-0.009574319208805693,0.05908517845504646
0022400713:0022400713-p0179:def:1626157,1626157,def,-0.18815181158855943,-0.18815181158855943,0.028146194570997332,-0.22096924828739106,-0.13774662524895653,0.05040518633960289
0022400602:0022400602-p0187:def:1628973,1628973,def,0.054577872101185365,0.0545778721011854,0.024750414790236534,0.017803263545836723,0.09196663001832084,0.03738875791713547
0022400653:0022400653-p0177:def:1628404,1628404,def,-0.01808231769052071,-0.01808231769052086,0.030127355839471705,-0.0577547770143253,0.029907084899368774,0.047989402589889485
0022400619:0022400619-p0173:def:1627734,1627734,def,0.17936151043911397,0.17936151043911405,0.021715471539871228,0.1454329394374254,0.20221027054688334,0.03392857100168856
0022400641:0022400641-p0185:def:1628973,1628973,def,0.07814843988399878,0.07814843988399885,0.027629351424671305,0.04095301811619401,0.1223641203243474,0.044215680440348626
0022400634:0022400634-p0170:def:1630183,1630183,def,-0.017023254368713547,-0.017023254368713565,0.029920289320959772,-0.05707048480048105,0.02885152073255748,0.045874775101271026
0022400602:0022400602-p0191:def:1626157,1626157,def,-0.04339677077797921,-0.043396770777979134,0.02383091403508773,-0.08016603801502109,-0.009009797826007304,0.03676926723704188
0022400680:0022400680-p0178:def:1629023,1629023,def,0.005993714830210051,0.00599371483020994,0.027673855559450112,-0.03046811002614258,0.05356475293131102,0.04757103810110097
0022400713:0022400713-p0184:def:1626157,1626157,def,-0.18216278491772364,-0.18216278491772364,0.027257676888637075,-0.21534394241364008,-0.13479036441813896,0.04737242049958468
0022400590:0022400590-p0185:def:203944,203944,def,0.009977060895267398,0.009977060895267323,0.021268921140684797,-0.02584627418035268,0.03555825895279985,0.03582333507562008
0022400708:0022400708-p0162:def:203484,203484,def,0.06353483911591673,0.06353483911591647,0.02961034697785185,0.027040100353182828,0.1155162931673499,0.051981454051433174
0022400605:0022400605-p0188:def:1641718,1641718,def,-0.10541644922511484,-0.1054164492251147,0.039890321236449415,-0.15586385325690766,-0.04541609498257437,0.060000354242540466
0022400648:0022400648-p0166:def:203076,203076,def,0.011625650264245113,0.011625650264245202,0.0193354566033062,-0.01849786592896918,0.03072753246742721,0.030123516193214295
0022400709:0022400709-p0168:def:1641739,1641739,def,0.20587552167900602,0.20587552167900597,0.024261640806416584,0.1649363626806013,0.22492864920714184,0.04093915899840472
0022400590:0022400590-p0188:def:1628378,1628378,def,0.015646148821588435,0.015646148821588303,0.037135390063040445,-0.029145895706330194,0.07011885464752332,0.054472705825934886
0022400635:0022400635-p0178:def:1628401,1628401,def,-0.01286845999176367,-0.01286845999176365,0.03134561387881991,-0.050368919357586805,0.03954411872886199,0.05241257872062566
0022400577:0022400577-p0019:def:1628401,1628401,def,-0.015279851736855532,-0.015279851736855532,0.014951619341926983,-0.031424046848172016,0.006625985876621665,0.021905837613477197
0022400628:0022400628-p0015:def:203897,203897,def,0.024294837021164306,0.024294837021164306,0.023861564937883002,0.002095237052790244,0.06820751591641716,0.043912678895252855
0022400630:0022400630-p0028:def:1630182,1630182,def,0.07229119827167563,0.07229119827167563,0.015315762879093558,0.05717392629134266,0.09140410585848158,0.01911290758680595
0022400622:0022400622-p0103:def:203484,203484,def,0.11248379164070665,0.11248379164070661,0.016226166583793358,0.09443099010759903,0.14069638107067395,0.028212589429967294
0022400672:0022400672-p0068:def:1626164,1626164,def,0.04328929188694863,0.04328929188694856,0.016486719684682984,0.027150578558455707,0.06711779194323608,0.02382850005628745
0022400690:0022400690-p0118:def:1641731,1641731,def,0.10694056699140564,0.1069405669914056,0.024103934562291884,0.08209935131017776,0.1496032141157686,0.04266264712436296
0022400711:0022400711-p0029:def:1630224,1630224,def,-0.02251523232533792,-0.022515232325337937,0.01700362809043916,-0.036448013556634296,0.006899264366739155,0.029414496692077075
0022400688:0022400688-p0023:def:1629008,1629008,def,0.002320137739302508,0.002320137739302545,0.020612241270647907,-0.01637799260823014,0.03928756567787084,0.03696742793856833
0022400581:0022400581-p0130:def:1641718,1641718,def,-0.019260041095466196,-0.019260041095466106,0.019813572655610727,-0.03770097183000054,0.012932453369688623,0.03219249446515482
0022400573:0022400573-p0131:def:1642259,1642259,def,0.01942178819230933,0.01942178819230944,0.018356969530323255,-0.00605755318733614,0.035713729669418326,0.02547934137964547
0022400620:0022400620-p0072:def:1628401,1628401,def,-0.08887490723250835,-0.0888749072325084,0.019060539122622146,-0.10514858882796685,-0.05480548946973096,0.03406941776277739
0022400624:0022400624-p0126:def:1627752,1627752,def,0.04633352561123982,0.04633352561123968,0.01780120775579293,0.02541539538957638,0.06507261209581805,0.020918130221663445
0022400600:0022400600-p0129:def:1630595,1630595,def,-0.110257341614172,-0.11025734161417194,0.024187273584169233,-0.13346883922714703,-0.06922938861263794,0.04102795300153406
0022400573:0022400573-p0108:def:1626164,1626164,def,-0.018093287799300306,-0.01809328779930036,0.028009647409782464,-0.046652687902256074,0.033151357971490936,0.05124464577079124
0022400596:0022400596-p0033:def:201935,201935,def,0.03581925834184618,0.03581925834184626,0.014087765965947695,0.020814117569692314,0.0530230933857927,0.017203835043946514
0022400709:0022400709-p0076:def:1626145,1626145,def,0.0033110608355291227,0.0033110608355291227,0.01767127255179297,-0.011008905326566065,0.035125459836445216,0.031814399000916094
0022400579:0022400579-p0019:def:203999,203999,def,0.05080464315352273,0.05080464315352273,0.01600361141848859,0.027211274201733193,0.070076278948773,0.02359336895178954
0022400594:0022400594-p0112:def:1626162,1626162,def,-0.08467997655710424,-0.0846799765571042,0.020316262008686872,-0.10089852282629574,-0.04549198775754859,0.03918798879955565
0022400653:0022400653-p0097:def:1628404,1628404,def,-0.0045195999224998396,-0.004519599922499877,0.013119880159589477,-0.019060111277004355,0.013288275228225288,0.017807875150725128
0022400576:0022400576-p0104:def:201942,201942,def,0.014904317203077388,0.014904317203077343,0.015271541334021026,-0.0023743896433654488,0.039103208918393806,0.024198891715316417
0022400685:0022400685-p0002:def:203952,203952,def,0.0008897611689646645,0.0008897611689647755,0.016961441767168604,-0.017312356110713356,0.030626526748180893,0.02973676557921623
0022400624:0022400624-p0128:def:203081,203081,def,-0.08457758980597763,-0.08457758980597758,0.01790364660055325,-0.09998999496606165,-0.06159763610937863,0.022979953696598998
0022400648:0022400648-p0009:def:203076,203076,def,0.040472707593077084,0.040472707593077084,0.014214716780780436,0.019957521932426614,0.05911754634186073,0.02051518566065047
0022400655:0022400655-p0035:def:1630245,1630245,def,-0.09265173246322544,-0.09265173246322551,0.035267575224866884,-0.126411569528055,-0.05604855575020662,0.036603176713018826
0022400696:0022400696-p0030:def:1629636,1629636,def,-0.09376953422508749,-0.09376953422508759,0.0172320142565097,-0.1095136795103101,-0.070371192535998,0.023398341689089497
0022400659:0022400659-p0119:def:1626145,1626145,def,-0.06326219114427767,-0.06326219114427774,0.014062992362141447,-0.07883382939809924,-0.044277904456006434,0.018984286688271235
0022400587:0022400587-p0107:def:1627759,1627759,def,-0.028682642275997816,-0.028682642275997778,0.017829627807597483,-0.05275493207509263,-0.00008236783113124702,0.02860027444486657
0022400688:0022400688-p0104:def:203999,203999,def,0.0596793873629311,0.05967938736293106,0.014572430790867561,0.039357341573101445,0.07796270719732867,0.020322045789829657
0022400635:0022400635-p0020:def:1627759,1627759,def,0.00797759594429226,0.007977595944292296,0.021665828733830186,-0.019455145259152262,0.04581989841008838,0.03784230246579612
0022400707:0022400707-p0006:def:1631097,1631097,def,0.09264103496635112,0.0926410349663513,0.032182499998035706,0.07039405143097799,0.14741370933511422,0.0547726743687631
0022400609:0022400609-p0119:def:1630178,1630178,def,0.011474650443288992,0.011474650443288992,0.017732406801985026,-0.00438943304141004,0.04596512894704907,0.03449047850376008
0022400686:0022400686-p0108:def:1642258,1642258,def,-0.12969288300639947,-0.12969288300639947,0.023486869609390084,-0.14715457197767168,-0.08393094974381898,0.04576193326258049
0022400532:0022400532-p0138:def:1630700,1630700,def,-0.01772624383685595,-0.017726243836855986,0.015005827827635846,-0.04059400784257661,-0.002934718812689141,0.02286776400572066
0022400597:0022400597-p0087:def:1629632,1629632,def,-0.11346248649444513,-0.11346248649444506,0.016299067511605266,-0.12688145960486175,-0.0859787835693997,0.027483702925045428
0022400607:0022400607-p0023:def:203924,203924,def,-0.035902124327565454,-0.035902124327565454,0.01721982907928245,-0.050663400760540656,-0.003720057883475514,0.03218206644408994
0022400644:0022400644-p0034:def:1630559,1630559,def,-0.05255268708976979,-0.0525526870897699,0.01741480631496974,-0.06723103871088132,-0.022407347785080467,0.030145339304689323
0022400634:0022400634-p0018:def:1630162,1630162,def,0.023779214709418683,0.02377921470941872,0.015466109423670875,0.007400262241573419,0.0470471159747301,0.02326790126531142
0022400626:0022400626-p0023:def:1627734,1627734,def,0.1747766514764615,0.1747766514764615,0.015146147871167174,0.1517634530162364,0.1937713843506237,0.023013198460225093
0022400629:0022400629-p0140:off:201143,201143,off,0.047750880928002504,0.047750880928002504,0.009613677865719799,0.03478427813854701,0.0614282707655176,0.013677389837515097
0022400639:0022400639-p0051:off:203991,203991,off,0.0031633299495958944,0.003163329949596061,0.02784645727642174,-0.038362395666483806,0.021253019861649625,0.0415257256160797
0022400608:0022400608-p0088:off:1641711,1641711,off,-0.012408491816202405,-0.012408491816202228,0.007509605051197133,-0.021268912922790317,-0.001981799964574371,0.010426691851628034
0022400628:0022400628-p0102:off:203952,203952,off,-0.12400407627537346,-0.12400407627537337,0.0057957162358522486,-0.1319976479189977,-0.1172302847393425,0.007993571643624242
0022400606:0022400606-p0144:off:1628973,1628973,off,-0.10447852576798566,-0.10447852576798566,0.007618732585530955,-0.11183224967678695,-0.09080432084073675,0.013674204927248912
0022400644:0022400644-p0096:off:201939,201939,off,0.05160297415851112,0.05160297415851104,0.005684750715393179,0.043666376537223384,0.05860709670520059,0.007936597621287733
0022400593:0022400593-p0046:off:1627750,1627750,off,-0.013959080551126268,-0.01395908055112638,0.006493090537556124,-0.01884212292508991,-0.0010175215064447407,0.012941559044681528
0022400655:0022400655-p0162:off:1627750,1627750,off,-0.0338195631231506,-0.03381956312315065,0.006885959190522885,-0.03865785789221243,-0.02038221334804391,0.013437349775106688
0022400639:0022400639-p0161:off:1630567,1630567,off,-0.01228236814610606,-0.01228236814610617,0.008761946585461148,-0.021719418898223264,0.0018408680717806325,0.014123236217886692
0022400676:0022400676-p0094:off:1630217,1630217,off,-0.07175815687573961,-0.07175815687573972,0.00661745160276454,-0.08011168681960512,-0.06294105523492666,0.008817101640812952
0022400708:0022400708-p0093:off:203952,203952,off,-0.12228834873867034,-0.12228834873867038,0.0055467538321821155,-0.1301368448773852,-0.11547398530693309,0.007848496138714856
0022400670:0022400670-p0045:off:1630530,1630530,off,-0.10849215537321522,-0.10849215537321522,0.005383057300520398,-0.11623128241607228,-0.10186160334397054,0.0077391270428570635
0022400646:0022400646-p0104:off:203507,203507,off,0.14467577538941534,0.14467577538941537,0.016148675219249682,0.12201458047059233,0.1599446834705298,0.022661194918823013
0022400699:0022400699-p0100:off:1630217,1630217,off,-0.02768776475176793,-0.02768776475176789,0.006561603250888522,-0.03187377883322928,-0.014538927875183294,0.013148836876584635
0022400634:0022400634-p0149:off:203944,203944,off,-0.06254456472191972,-0.0625445647219197,0.006006712371392369,-0.07032945447967398,-0.0548672081185122,0.007784889757754265
0022400587:0022400587-p0149:off:1630552,1630552,off,-0.040053015186915175,-0.040053015186915286,0.006515450691227594,-0.04422716300180762,-0.02694063540971725,0.013112379777197924
0022400698:0022400698-p0151:off:1628401,1628401,off,-0.10159703260853692,-0.10159703260853688,0.0062727696038543555,-0.10842305109097972,-0.09010610338699276,0.011490929221544155
0022400626:0022400626-p0112:off:1631099,1631099,off,0.000929002176642435,0.0009290021766424165,0.006492591762483692,-0.008136175112245514,0.011187757154526523,0.010258754977884088
0022400700:0022400700-p0152:off:1642267,1642267,off,0.0008718601846193774,0.0008718601846194607,0.004818098888981274,-0.0041490751932067305,0.005414146769930794,0.005020935377826108
0022400584:0022400584-p0046:off:203897,203897,off,0.07635804579458427,0.07635804579458412,0.00618983544996889,0.06815222100314,0.08435886424316474,0.008205824791444272
0022400608:0022400608-p0089:off:1641783,1641783,off,-0.15901916462556254,-0.15901916462556254,0.001784419684816676,-0.16154039516336516,-0.1568252707880573,0.002521230537802621
0022400584:0022400584-p0103:off:1629632,1629632,off,0.023309625646990018,0.02330962564699,0.005894803809885805,0.015250359470504016,0.030279442637885956,0.008059266176486002
0022400614:0022400614-p0150:off:202681,202681,off,-0.026427891369522838,-0.0264278913695228,0.005491717341357555,-0.03308407029490623,-0.017635503621959203,0.008792387747563635
0022400712:0022400712-p0090:off:202681,202681,off,-0.068084810720062,-0.0680848107200619,0.006890950429993788,-0.07366501480414334,-0.05482053417909283,0.013264276540969178
0022400626:0022400626-p0167:off:1627734,1627734,off,0.16874449148324955,0.1687444914832496,0.008791726460231887,0.15684165029310382,0.1805664546118484,0.01190284119014573
0022400532:0022400532-p0153:off:1629027,1629027,off,0.04557760242884901,0.045577602428848986,0.006533719696861109,0.037225584399181,0.054180729268267114,0.008603126839418107
0022400668:0022400668-p0049:off:1627750,1627750,off,-0.015361855239364175,-0.015361855239364045,0.006568488264277934,-0.01920960143124295,-0.0021658705448516224,0.013195984694512553
0022400703:0022400703-p0115:off:1641705,1641705,off,0.009655337762782934,0.009655337762782934,0.006260608824003748,0.003016829146217148,0.021423489113629235,0.011768151350846301
0022400612:0022400612-p0152:off:1630552,1630552,off,0.019478213366625696,0.019478213366625752,0.007370890729223872,0.012922006217703785,0.03221889577172776,0.012740682405102066
0022400690:0022400690-p0099:off:203497,203497,off,0.05553956965043105,0.055539569650431095,0.01625790385801463,0.026883553557363937,0.06745055036533443,0.028656016093067116
0022400624:0022400624-p0097:off:203507,203507,off,0.055108790339624236,0.05510879033962429,0.028704768447386623,0.012755019744734697,0.07326345051038996,0.04235377059488954
0022400701:0022400701-p0157:off:1629027,1629027,off,0.023107378472496887,0.02310737847249685,0.007012246113534627,0.01827560199626954,0.03718215173186046,0.014074773259363571
0022400641:0022400641-p0159:off:1628969,1628969,off,-0.019219120419443625,-0.019219120419443774,0.005025204902569733,-0.026412204746851797,-0.01302174867667616,0.007193084327408172
0022400648:0022400648-p0143:off:2544,2544,off,-0.010487605823373158,-0.010487605823373158,0.007742973424294874,-0.017778103729862882,0.003316509020485414,0.013804114843858573
0022400678:0022400678-p0044:off:1641783,1641783,off,-0.19247837293619008,-0.19247837293619,0.0027243651563585262,-0.19623471893670597,-0.18953036357390496,0.0037563460005158866
0022400682:0022400682-p0147:off:1630567,1630567,off,-0.08972321942846062,-0.08972321942846062,0.006230437337400095,-0.09606371257901525,-0.07914112249918381,0.010582096929276807
0022400650:0022400650-p0141:off:1628369,1628369,off,0.08403595992041435,0.08403595992041431,0.005468758767930874,0.07623948627744914,0.09065047436784845,0.007796473642965207
0022400598:0022400598-p0158:off:1628368,1628368,off,-0.01986378943873901,-0.01986378943873905,0.00509399492182447,-0.027321541357977708,-0.014018631554747252,0.007457751919238698
0022400619:0022400619-p0176:off:201942,201942,off,0.017078364229438314,0.017078364229438314,0.023221831365343875,-0.022216633828605836,0.03769397228111848,0.03929499805804415
0022400676:0022400676-p0163:off:1630224,1630224,off,-0.11401628995338009,-0.11401628995338009,0.009311220228503439,-0.12707417276948552,-0.10332453890884774,0.013057882816105426
0022400594:0022400594-p0178:off:203507,203507,off,0.03437977129786329,0.034379771297863515,0.039633872694273015,-0.02150774048753612,0.06579890456240611,0.05588751178539941
0022400602:0022400602-p0197:off:1630552,1630552,off,-0.03266617193415611,-0.032666171934156184,0.010231805134476671,-0.04742515694150495,-0.022327616269612216,0.014758985007348846
0022400585:0022400585-p0176:off:1630559,1630559,off,-0.018257357275140773,-0.018257357275140846,0.010711569785897476,-0.033741897277890676,-0.006069937746897125,0.015484540002749902
0022400615:0022400615-p0188:off:1628378,1628378,off,0.002104782726799259,0.002104782726798993,0.01602572136861155,-0.018737142415340857,0.01583526585315176,0.020841925142140116
0022400713:0022400713-p0182:off:1628404,1628404,off,0.005646364505862866,0.005646364505862829,0.010972668423323208,-0.00974282393173831,0.015346943780842004,0.015389188437601176
0022400575:0022400575-p0169:off:1631101,1631101,off,-0.014065321483838766,-0.014065321483838789,0.011074660770459455,-0.030931853013346333,-0.0011114668249995185,0.016866531529507567
0022400583:0022400583-p0150:off:202691,202691,off,0.13305596909496487,0.1330559690949649,0.004687158830342869,0.12452647300802921,0.13772132226301625,0.00852949608693565
0022400713:0022400713-p0178:off:1628969,1628969,off,-0.05458321702306468,-0.054583217023064644,0.010505672708418231,-0.06814428146561036,-0.04466157911638868,0.013561064442545678
0022400660:0022400660-p0186:off:1626162,1626162,off,-0.06685668673036882,-0.06685668673036867,0.009661528536116652,-0.07933134322223467,-0.05203255284822861,0.014824133882140211
0022400704:0022400704-p0155:off:1628370,1628370,off,-0.03218283234255903,-0.032182832342558955,0.022136820388861573,-0.04915786662055632,-0.007144636203158861,0.02503819613940017
0022400583:0022400583-p0192:off:1631114,1631114,off,-0.1251235969934752,-0.12512359699347508,0.010845084184637609,-0.14140153169102243,-0.11450544774849591,0.016277934697547236
0022400656:0022400656-p0165:off:203497,203497,off,-0.1065643641912073,-0.10656436419120734,0.02218307605970061,-0.1450751414510747,-0.09202430283432816,0.0385107772598674
0022400687:0022400687-p0169:off:1641783,1641783,off,-0.006083683250071359,-0.006083683250071336,0.009199363627774432,-0.014680600904031782,0.0068123035120695175,0.012895986762140876
0022400626:0022400626-p0207:off:1628368,1628368,off,0.061475378822888116,0.06147537882288819,0.009002252230374078,0.05041663816963515,0.07180736287493317,0.011058740653252963
0022400632:0022400632-p0189:off:203468,203468,off,0.03956922223957515,0.03956922223957512,0.00888302667589522,0.027613115274595756,0.0479733441635366,0.011956106964979396
0022400659:0022400659-p0182:off:201935,201935,off,0.04300496886905436,0.043004968869054215,0.010629062250179042,0.027182550520970405,0.051522439128880215,0.015822418348083955
