relative_path,description,bytes,sha256
"screenshots/team-okc-desktop.png","workbook artifact",243671,1000d3e65f9112cc9c6ab6782475aadf9ab8fbf0b8268791cfd3d2b5a7937940
"screenshots/team-okc-mobile.png","workbook artifact",425176,f298fdae0c029305aa7ee644b90b83d1260393ce7f4d172fa6f6d972acedbb4c
"supporting_reports/integration/13_integration_health.json","workbook artifact",2235,2b7533b55d60d4fa146a79eaa71b9b298f4e6a760dc7c3e00788cca8f89df778
"supporting_reports/integration/14_integration_seal.json","workbook artifact",3203,2c4f7fef249aadfec3094bd450bad0ee9d54fdc855ace3683a6d11dddf5ca35e
"supporting_reports/product_completeness_v1_1/00_freeze.json","workbook artifact",769,cb292f5170f0fe690300b8ee82c84bc0bf2635c7259d04dc0c1eea89e2588ed7
"supporting_reports/product_completeness_v1_1/01_player_alias_evidence.csv","workbook artifact",215888,90e226f7452af3eea7b5c744a71cac1d1f63e2be14ecdf8ab310794848ce08b3
"supporting_reports/product_completeness_v1_1/02_player_crosswalk_freeze.json","workbook artifact",2157,e1a254009382cca4a9d598ee6b4b0ec666fe8e8edf939219f04d40360acc2bc8
"supporting_reports/product_completeness_v1_1/03_static_join_coverage.csv","workbook artifact",4190,17bee59cad9c5d3868d9cece375b665b7245beb5cd46b9a2b026d49a5d75635f
"supporting_reports/product_completeness_v1_1/04_live_join_coverage.json","workbook artifact",766,42723c15d3a3ed33a340aa85581982682f2ea1cc3f49b9e22c2f17a0f7170e3d
"supporting_reports/product_completeness_v1_1/05_ask_drbl_forensics.md","workbook artifact",9168,0a8f74bf5aca0aceb82930c21689e5534e5349cba0b2b5d8669bc80eac072563
"supporting_reports/product_completeness_v1_1/06_live_player_route_qa.csv","workbook artifact",3232,3c032ff8e37d820ff198415109d1e0962f65f6a800a6b08452b60a28143b3bba
"supporting_reports/product_completeness_v1_1/07_player_route_coverage.csv","workbook artifact",1260,91189ab83e88ae04ca1ec37bec5f494e323a341e79a65ef545876a74e772d5e1
"supporting_reports/product_completeness_v1_1/08_historical_player_route_qa.csv","workbook artifact",4885,7b0bbc71f5dcc3c4fb94845fcf000f58807cf86c7ae5168c060962e8e2b50d2e
"supporting_reports/product_completeness_v1_1/09_sitewide_drbl_hierarchy.csv","workbook artifact",1793,2ecadae6898dc191e2abbbc94a1e261e734599a2119f953f44a160957e1c75e1
"supporting_reports/product_completeness_v1_1/10_compare_drbl_audit.md","workbook artifact",1670,ae53a91dd1932ddffcca74e11ffe81a9c0516520a20b6cb35f20f646b63fbe34
"supporting_reports/product_completeness_v1_1/11_home_drbl_audit.md","workbook artifact",1201,478b4745635ccd6df3790af6d080dec4a45210218754ab16d9e37b9f27f71034
"supporting_reports/product_completeness_v1_1/12_history_drbl_audit.md","workbook artifact",1311,e5885bdab0d463c960d37a792f24532ca8b68a6b950b96ae1d48ba06ea356984
"supporting_reports/product_completeness_v1_1/13_visual_qa_index.md","workbook artifact",2534,17d37dbd763a21c2a3d8066dc5b1a59c2eda0392f1b366b0af63a10e8036a371
"supporting_reports/product_completeness_v1_1/14_team_identity_final.csv","workbook artifact",2741,aa16260de8d1a65db7622c6daabf5dfe035a9cb536a3acacc55eb7aeb898a52b
"supporting_reports/product_completeness_v1_1/15_historical_identity_final.csv","workbook artifact",4793,19894c115294279d88b5cb013a80aa84630806652bd517e06d53116fa4b3083f
"supporting_reports/product_completeness_v1_1/16_metric_coverage_final.csv","workbook artifact",2035,01690a2316a223fdad9b89a6e3f714bd4bc025e5460d369a69f7f4d2ae4cb0d5
"supporting_reports/product_completeness_v1_1/17_accessibility_final.md","workbook artifact",1822,db07afe2271f16f90eb4be8c22df71073312c76780810979923021b42ecff833
"supporting_reports/product_completeness_v1_1/18_performance_final.md","workbook artifact",1585,742273b0636043fce4ddc0115ce306c3986ea7cd65735323f6d6eec1ea312d33
"supporting_reports/product_completeness_v1_1/19_current_production_regression.json","workbook artifact",826,e21570e2dd98dbaed20387a11d0855262404ec7f377ad69810c02364c81f2635
"supporting_reports/product_completeness_v1_1/20_historical_regression.json","workbook artifact",696,3142ed0444cec700d49c0d130977a6fd82e7d60236893de3922bf0b483b2f18f
"supporting_reports/product_completeness_v1_1/21_research_seal_integrity.json","workbook artifact",1738,8747be1b3b7776b7ef0f05d4c0272e452f5cc0a167b0232725942aeaa6b93b60
"supporting_reports/product_completeness_v1_1/22_engineering_results.json","workbook artifact",1258,6b1a2b0096b2efda0cbaa911729aab1b0828c47e97f32e9d4f0609da1b2ef344
"supporting_reports/product_completeness_v1_1/23_remaining_debt.md","workbook artifact",2115,f1cc2679e1ed368942265f64503a310012f8b8236086ba16f450fb1fc3861cd1
"supporting_reports/product_completeness_v1_1/24_product_health.json","workbook artifact",4036,d13f2257981bd7a8c7a197ac7bd2d7bb3750ff7be3738bcfe18dc8b720003aad
"supporting_reports/product_completeness_v1_1/25_full_audit.md","workbook artifact",3321,7b9f3cf854ffb28c320306e7b88bacde20ad48e3d148e018efe80fa5803c5c2b
"supporting_reports/product_completeness_v1_1/26_product_completion_seal.json","workbook artifact",5089,456dd24896c950132f83f5ced205b1473bb7b900bb084a7ae8e4e6762e110000
"supporting_reports/research/m16l3_30_product_migration_seal.json","workbook artifact",2681,3395408e13cd03a23de60e1eb5486ec1c9968e998739ae67bf8165d721aecaa7
"supporting_reports/research/m17b_19_validation_seal.json","workbook artifact",6199,774c132678e962548d60c14a0fb5d6e522f715ea22bc41a18f0193854f48a4d2
"supporting_reports/research/m18a_29_m18a_seal.json","workbook artifact",5187,12c967638011ae76379770dd8c508987b87167786807144c506d76cc9779b9c9
"supporting_reports/research/m18b0_15_readiness_seal.json","workbook artifact",3378,d0207ca052f080b783990989f807cffe024c6702f255361bb2079e58c8695fbe
"TEAM_IDENTITY_AND_BRANDING.md","workbook artifact",1679,22df22619bc118cb9119ecd60989adb5812518207bd8e3ee9e4bcb5274bc278f
