playerId,inLnCoefficients,lnCoef,r1ProxyEligibleNeighbors,supportStatus,note,DIAGNOSTIC_ONLY
1628384,true,0.012073,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628386,true,0.001934,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628389,true,0.001796,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628392,true,0.011157,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628396,true,0.005861,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628398,true,-0.006058,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628401,true,0.003044,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628404,true,-0.009038,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628408,true,-0.010995,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628415,true,0.004365,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628418,true,0.012877,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628420,true,0.003519,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628427,true,0.010748,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628436,true,0.011764,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628449,true,0.031351,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628464,true,-0.006304,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628467,true,-0.014378,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628470,true,-0.028456,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628960,true,-0.001661,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628963,true,0.00356,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628964,true,-0.036898,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628969,true,0.019866,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628970,true,0.021646,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628971,true,-0.025797,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
1628973,true,0.000411,8,SUPPORTED,Role-distance R1 not recomputed here; neighbor count uses residual-quintile proxy within LN table,true
