rank,playerId,playerName,teamId,rankingMode,finalRankingScore,actualPossessions,eligibilityStatus,rawAbilityRate,posteriorAbilityRate,abilityStandardError,uncertainty,displayUncertainty,intervalLo,intervalHi,intervalConfidence,drbl100,drblP,drblLn,drblB,componentDisagreementIndex,seasonalImpact,seasonWar,drblWar,forecastPossessions,forecastImpact,forecastWar,priorEquivalentPossessions,reliabilityWeight,pointsPerWin,replacementLevelRate,rankingFormulaVersion,oldRank
14,1630194,Paul Reed,1610612765,forecast_value,0.9689,1827,eligible,1.0525,1.1627,0.9677,1.24,1.24,-0.08,2.4,0.8,1.16,0.95,1.91,-0.06,0.46,19.23,0.641,0.64,2500,29.07,0.9689,200,0.9013,30,0,2.2.0,15
15,1630696,Dru Smith,1610612748,forecast_value,0.9642,1092,eligible,1.8654,1.1571,1.2667,1.62,1.62,-0.46,2.78,0.8,1.16,1.58,1.88,-0.05,0.61,20.37,0.679,0.68,2500,28.93,0.9642,200,0.8452,30,0,2.2.0,14
16,1629684,Grant Williams,1610612766,forecast_value,0.923,1958,eligible,0.2298,1.1076,2.8703,3.67,3.67,-2.57,4.78,0.8,1.11,0.21,3.25,-0.39,1.43,4.5,0.15,0.15,2500,27.69,0.923,200,0.9073,30,0,2.2.0,16
17,1630552,Jalen Johnson,1610612737,forecast_value,0.8948,5396,eligible,0.3305,1.0738,0.9197,1.18,1.18,-0.1,2.25,0.8,1.07,0.32,2.58,0.08,0.45,17.83,0.5943,0.59,2500,26.84,0.8948,200,0.9643,30,0,2.2.0,17
18,1630572,Sandro Mamukelashvili,1610612759,forecast_value,0.8685,2680,eligible,1.922,1.0422,1.4717,1.88,1.88,-0.84,2.93,0.8,1.04,1.79,1.93,-0.07,0.73,51.51,1.717,1.72,2500,26.05,0.8685,200,0.9306,30,0,2.2.0,18
19,1641989,Elijah Harkless,1610612762,forecast_value,0.827,586,eligible,0.285,0.9924,1.5704,2.01,2.01,-1.02,3,0.8,0.99,0.21,3.33,0,0.75,1.67,0.0557,0.06,2500,24.81,0.827,200,0.7455,30,0,2.2.0,20
20,1630202,Payton Pritchard,1610612738,forecast_value,0.8234,9025,eligible,1.6565,0.9881,1.5836,2.03,2.03,-1.04,3.02,0.8,0.99,1.62,-0.46,-0.03,0.79,149.5,4.9833,4.98,2500,24.7,0.8234,200,0.9783,30,0,2.2.0,19
21,1629675,Naz Reid,1610612750,forecast_value,0.8072,9046,eligible,0.9765,0.9686,0.7768,0.99,0.99,-0.03,1.96,0.8,0.97,0.96,2.36,0.01,0.38,88.33,2.9443,2.94,2500,24.21,0.8072,200,0.9784,30,0,2.2.0,21
22,1631131,Oscar Tshiebwe,1610612762,forecast_value,0.7749,1093,eligible,2.2036,0.9299,3.9727,5.09,4,-4.16,6.01,0.8,0.93,1.86,2.43,-0.57,1.98,24.09,0.803,0.8,2500,23.25,0.7749,200,0.8453,30,0,2.2.0,22
23,203552,Seth Curry,1610612766,forecast_value,0.7646,4319,eligible,1.3126,0.9175,1.8035,2.31,2.31,-1.39,3.23,0.8,0.92,1.25,-1.6,-0.11,0.9,56.69,1.8897,1.89,2500,22.94,0.7646,200,0.9557,30,0,2.2.0,24
24,1631165,Keon Ellis,1610612758,forecast_value,0.7642,8023,eligible,1.5258,0.9171,0.7643,0.98,0.98,-0.06,1.9,0.8,0.92,1.49,1.99,0.04,0.38,122.42,4.0807,4.08,2500,22.93,0.7642,200,0.9757,30,0,2.2.0,23
25,1630551,Justin Champagnie,1610612764,forecast_value,0.7477,5479,eligible,1.1111,0.8972,1.1469,1.47,1.47,-0.57,2.37,0.8,0.9,1.07,0.71,-0.13,0.57,60.88,2.0293,2.03,2500,22.43,0.7477,200,0.9648,30,0,2.2.0,25
26,1629001,De'Anthony Melton,1610612744,forecast_value,0.733,527,eligible,1.4776,0.8796,0.5243,0.67,0.67,0.21,1.55,0.8,0.88,1.07,1.94,0.15,0.02,7.79,0.2597,0.26,2500,21.99,0.733,200,0.7249,30,0,2.2.0,26
27,1631133,Jabari Walker,1610612757,forecast_value,0.7286,3140,eligible,1.8049,0.8743,2.7184,3.48,3.48,-2.61,4.35,0.8,0.87,1.7,2.41,-0.33,1.35,56.67,1.889,1.89,2500,21.86,0.7286,200,0.9401,30,0,2.2.0,29
28,1628991,Jaren Jackson Jr.,1610612763,forecast_value,0.7267,9713,eligible,1.3944,0.872,1.1734,1.5,1.5,-0.63,2.37,0.8,0.87,1.37,2.31,-0.05,0.58,135.44,4.5147,4.51,2500,21.8,0.7267,200,0.9798,30,0,2.2.0,27
29,1629631,De'Andre Hunter,1610612737,forecast_value,0.722,7330,eligible,1.5348,0.8664,2.7779,3.56,3.56,-2.69,4.42,0.8,0.87,1.49,1.88,-0.39,1.39,112.5,3.75,3.75,2500,21.66,0.722,200,0.9734,30,0,2.2.0,28
30,1631109,Mark Williams,1610612766,forecast_value,0.6962,4827,eligible,1.2984,0.8354,1.6144,2.07,2.07,-1.23,2.9,0.8,0.84,1.25,-0.87,-0.15,0.8,62.67,2.089,2.09,2500,20.89,0.6962,200,0.9602,30,0,2.2.0,30
31,1629660,Ty Jerome,1610612739,forecast_value,0.6927,5795,eligible,1.8019,0.8313,1.0364,1.33,1.33,-0.5,2.16,0.8,0.83,1.74,2.04,0.02,0.51,104.42,3.4807,3.48,2500,20.78,0.6927,200,0.9666,30,0,2.2.0,31
32,1631466,Nate Williams,1610612745,forecast_value,0.673,640,eligible,-1.8368,0.8076,1.5199,1.95,1.95,-1.14,2.75,0.8,0.81,-1.4,-0.05,0.02,0.72,-11.76,-0.392,-0.39,2500,20.19,0.673,200,0.7619,30,0,2.2.0,32
33,1642419,Jamison Battle,1610612761,forecast_value,0.6612,4336,eligible,0.9463,0.7934,2.1257,2.72,2.72,-1.93,3.51,0.8,0.79,0.9,-2.2,0.14,1.06,41.03,1.3677,1.37,2500,19.84,0.6612,200,0.9559,30,0,2.2.0,33
34,1641740,Jaylen Clark,1610612750,forecast_value,0.6558,2157,eligible,1.9022,0.787,2.7387,3.51,3.51,-2.72,4.29,0.8,0.79,1.74,-0.58,-0.38,1.36,41.03,1.3677,1.37,2500,19.68,0.6558,200,0.9151,30,0,2.2.0,34
35,1630174,Aaron Nesmith,1610612754,forecast_value,0.654,4464,eligible,1.9777,0.7848,2.0556,2.63,2.63,-1.85,3.42,0.8,0.78,1.89,2.12,-0.18,1.02,88.28,2.9427,2.94,2500,19.62,0.654,200,0.9571,30,0,2.2.0,35
36,1628436,Luke Kornet,1610612738,forecast_value,0.6504,5296,eligible,1.3802,0.7805,2.5039,3.21,3.21,-2.42,3.99,0.8,0.78,1.33,1.14,-0.38,1.25,73.09,2.4363,2.44,2500,19.51,0.6504,200,0.9636,30,0,2.2.0,36
37,1629627,Zion Williamson,1610612740,forecast_value,0.632,3647,eligible,2.0876,0.7584,1.8559,2.38,2.38,-1.62,3.13,0.8,0.76,1.98,3.47,-0.07,0.92,76.13,2.5377,2.54,2500,18.96,0.632,200,0.948,30,0,2.2.0,37
38,1630537,Chris Duarte,1610612741,forecast_value,0.6114,319,eligible,2.5488,0.7337,1.9225,2.46,2.46,-1.73,3.19,0.8,0.73,1.57,1.41,-0.19,0.9,8.13,0.271,0.27,2500,18.34,0.6114,200,0.6146,30,0,2.2.0,40
39,1630215,Jared Butler,1610612764,forecast_value,0.6056,4371,eligible,0.7148,0.7267,0.7695,0.98,0.98,-0.26,1.71,0.8,0.73,0.68,1.2,0.22,0.37,31.24,1.0413,1.04,2500,18.17,0.6056,200,0.9562,30,0,2.2.0,39
40,1627936,Alex Caruso,1610612760,forecast_value,0.605,4268,eligible,1.4982,0.726,0.4127,0.53,0.53,0.2,1.25,0.8,0.73,1.43,1.94,0.23,0.18,63.94,2.1313,2.13,2500,18.15,0.605,200,0.9552,30,0,2.2.0,38
41,1629048,Goga Bitadze,1610612753,forecast_value,0.6036,5644,eligible,1.0343,0.7243,0.8415,1.08,1.08,-0.35,1.8,0.8,0.72,1,0.14,-0.03,0.41,58.37,1.9457,1.95,2500,18.11,0.6036,200,0.9658,30,0,2.2.0,41
42,1629655,Daniel Gafford,1610612742,forecast_value,0.5695,5145,eligible,1.5596,0.6834,1.7245,2.21,2.21,-1.52,2.89,0.8,0.68,1.5,0.12,-0.18,0.86,80.24,2.6747,2.67,2500,17.09,0.5695,200,0.9626,30,0,2.2.0,42
43,1629011,Mitchell Robinson,1610612752,forecast_value,0.5635,1139,eligible,1.0062,0.6762,0.4449,0.57,0.57,0.11,1.25,0.8,0.68,0.86,1.09,0.11,0.13,11.46,0.382,0.38,2500,16.91,0.5635,200,0.8506,30,0,2.2.0,45
44,1641709,Ausar Thompson,1610612765,forecast_value,0.5629,5515,eligible,0.9746,0.6755,0.1959,0.25,0.25,0.42,0.93,0.8,0.68,0.94,1.57,0.09,0.06,53.75,1.7917,1.79,2500,16.89,0.5629,200,0.965,30,0,2.2.0,43
45,1629680,Matisse Thybulle,1610612757,forecast_value,0.5627,1316,eligible,2.0422,0.6752,1.4599,1.87,1.87,-1.19,2.54,0.8,0.68,1.77,0,0.08,0.71,26.88,0.896,0.9,2500,16.88,0.5627,200,0.8681,30,0,2.2.0,44
46,1629637,Jaxson Hayes,1610612747,forecast_value,0.5587,4526,eligible,0.9998,0.6704,3.1887,4.08,4,-3.41,4.75,0.8,0.67,0.96,2,-0.52,1.59,45.25,1.5083,1.51,2500,16.76,0.5587,200,0.9577,30,0,2.2.0,47
47,1627826,Ivica Zubac,1610612746,forecast_value,0.5563,10739,eligible,1.2934,0.6676,1.3212,1.69,1.69,-1.02,2.36,0.8,0.67,1.27,3.74,0.03,0.66,138.9,4.63,4.63,2500,16.69,0.5563,200,0.9817,30,0,2.2.0,46
48,1628396,Tony Bradley,1610612754,forecast_value,0.555,486,eligible,2.4509,0.666,1.3614,1.74,1.74,-1.08,2.41,0.8,0.67,1.74,0.42,0.19,0.62,11.91,0.397,0.4,2500,16.65,0.555,200,0.7085,30,0,2.2.0,48
49,1630205,Lamar Stevens,1610612763,forecast_value,0.5535,640,eligible,0.0385,0.6642,1.3321,1.71,1.71,-1.04,2.37,0.8,0.66,0.03,2.35,-0.08,0.62,0.25,0.0083,0.01,2500,16.61,0.5535,200,0.7619,30,0,2.2.0,50
50,203897,Zach LaVine,1610612741,forecast_value,0.5483,10890,eligible,0.7166,0.6579,1.8209,2.33,2.33,-1.67,2.99,0.8,0.66,0.7,3.19,-0.15,0.91,78.04,2.6013,2.6,2500,16.45,0.5483,200,0.982,30,0,2.2.0,49
51,1642484,RayJ Dennis,1610612754,forecast_value,0.5426,275,eligible,3.8834,0.6511,3.0277,3.88,3.88,-3.22,4.53,0.8,0.65,2.25,-0.19,0.6,1.47,10.68,0.356,0.36,2500,16.28,0.5426,200,0.5789,30,0,2.2.0,51
52,1629057,Robert Williams III,1610612757,forecast_value,0.5372,1456,eligible,1.1774,0.6446,0.7304,0.93,0.93,-0.29,1.58,0.8,0.64,1.04,0.69,0.15,0.33,17.14,0.5713,0.57,2500,16.11,0.5372,200,0.8792,30,0,2.2.0,54
53,1630264,Anthony Gill,1610612764,forecast_value,0.5343,1626,eligible,1.2355,0.6411,3.5487,4.54,4,-3.9,5.18,0.8,0.64,1.1,1.22,-0.62,1.77,20.09,0.6697,0.67,2500,16.03,0.5343,200,0.8905,30,0,2.2.0,53
54,1628386,Jarrett Allen,1610612739,forecast_value,0.5307,9655,eligible,1.4014,0.6368,2.6514,3.39,3.39,-2.76,4.03,0.8,0.64,1.37,0.19,-0.43,1.32,135.3,4.51,4.51,2500,15.92,0.5307,200,0.9797,30,0,2.2.0,52
55,1631209,Isaiah Wong,1610612766,forecast_value,0.5282,1127,eligible,-0.167,0.6338,1.9181,2.46,2.46,-1.82,3.09,0.8,0.63,-0.14,2.31,-0.26,0.94,-1.88,-0.0627,-0.06,2500,15.85,0.5282,200,0.8493,30,0,2.2.0,57
56,203939,Dwight Powell,1610612742,forecast_value,0.5272,2206,eligible,0.0787,0.6326,2.2022,2.82,2.82,-2.19,3.45,0.8,0.63,0.07,-0.07,-0.51,1.09,1.74,0.058,0.06,2500,15.82,0.5272,200,0.9169,30,0,2.2.0,56
57,1630596,Evan Mobley,1610612739,forecast_value,0.5218,9051,eligible,1.0481,0.6262,1.7872,2.29,2.29,-1.66,2.91,0.8,0.63,1.03,2.39,-0.2,0.89,94.86,3.162,3.16,2500,15.65,0.5218,200,0.9784,30,0,2.2.0,55
58,1641727,Dariq Whitehead,1610612751,forecast_value,0.5098,1034,eligible,0.9903,0.6117,0.6516,0.83,0.83,-0.22,1.45,0.8,0.61,0.83,0.8,-0.03,0.27,10.24,0.3413,0.34,2500,15.29,0.5098,200,0.8379,30,0,2.2.0,61
59,201942,DeMar DeRozan,1610612758,forecast_value,0.5078,11459,eligible,0.7831,0.6094,1.4962,1.92,1.92,-1.31,2.52,0.8,0.61,0.77,-0.23,-0.27,0.75,89.74,2.9913,2.99,2500,15.24,0.5078,200,0.9828,30,0,2.2.0,59
60,1627736,Malik Beasley,1610612765,forecast_value,0.5063,9795,eligible,1.2254,0.6076,1.0339,1.32,1.32,-0.72,1.93,0.8,0.61,1.2,-0.03,0.1,0.51,120.02,4.0007,4,2500,15.19,0.5063,200,0.98,30,0,2.2.0,58
61,1628381,John Collins,1610612762,forecast_value,0.5052,5113,eligible,1.3288,0.6063,2.5906,3.32,3.32,-2.71,3.92,0.8,0.61,1.28,3.39,-0.28,1.29,67.94,2.2647,2.26,2500,15.16,0.5052,200,0.9624,30,0,2.2.0,60
62,201145,Jeff Green,1610612745,forecast_value,0.4972,1626,eligible,1.2011,0.5966,2.3773,3.04,3.04,-2.45,3.64,0.8,0.6,1.07,-2.89,-0.29,1.18,19.53,0.651,0.65,2500,14.91,0.4972,200,0.8905,30,0,2.2.0,62
63,1631230,Dominick Barlow,1610612737,forecast_value,0.4963,1602,eligible,0.787,0.5956,1.1377,1.46,1.46,-0.86,2.05,0.8,0.6,0.7,0.67,-0.18,0.55,12.61,0.4203,0.42,2500,14.89,0.4963,200,0.889,30,0,2.2.0,63
64,1628470,Torrey Craig,1610612741,forecast_value,0.4821,1265,eligible,0.024,0.5785,1.44,1.84,1.84,-1.26,2.42,0.8,0.58,0.02,-2.46,-0.05,0.7,0.3,0.01,0.01,2500,14.46,0.4821,200,0.8635,30,0,2.2.0,64
65,1630583,Santi Aldama,1610612763,forecast_value,0.4783,7119,eligible,0.4475,0.5739,0.7063,0.9,0.9,-0.33,1.48,0.8,0.57,0.44,1.98,0.18,0.35,31.86,1.062,1.06,2500,14.35,0.4783,200,0.9727,30,0,2.2.0,67
66,1630541,Moses Moody,1610612744,forecast_value,0.4777,6827,eligible,0.6486,0.5732,1.2667,1.62,1.62,-1.05,2.19,0.8,0.57,0.63,-0.13,-0.24,0.63,44.28,1.476,1.48,2500,14.33,0.4777,200,0.9715,30,0,2.2.0,66
67,1630604,E.J. Liddell,1610612741,forecast_value,0.4768,221,eligible,0.5895,0.5722,1.2813,1.64,1.64,-1.07,2.21,0.8,0.57,0.31,0.71,-0.2,0.5,1.3,0.0433,0.04,2500,14.3,0.4768,200,0.5249,30,0,2.2.0,68
68,1631128,Christian Braun,1610612743,forecast_value,0.4748,11046,eligible,1.4143,0.5697,1.4394,1.84,1.84,-1.27,2.41,0.8,0.57,1.39,1.66,-0.13,0.72,156.22,5.2073,5.21,2500,14.24,0.4748,200,0.9822,30,0,2.2.0,65
69,1629661,Cameron Johnson,1610612751,forecast_value,0.4703,7215,eligible,1.0392,0.5644,1.3933,1.78,1.78,-1.22,2.35,0.8,0.56,1.01,0.13,-0.2,0.69,74.98,2.4993,2.5,2500,14.11,0.4703,200,0.973,30,0,2.2.0,70
70,203497,Rudy Gobert,1610612750,forecast_value,0.4652,9585,eligible,1.3637,0.5583,3.5814,4.58,4,-4.03,5.14,0.8,0.56,1.34,0.45,-0.63,1.79,130.71,4.357,4.36,2500,13.96,0.4652,200,0.9796,30,0,2.2.0,69
71,1630531,Jaden Springer,1610612738,forecast_value,0.4622,1472,eligible,-0.0493,0.5546,1.8994,2.43,2.43,-1.88,2.99,0.8,0.55,-0.04,0.22,-0.44,0.94,-0.73,-0.0243,-0.02,2500,13.87,0.4622,200,0.8804,30,0,2.2.0,71
72,1627783,Pascal Siakam,1610612754,forecast_value,0.4497,10334,eligible,1.2412,0.5396,1.8862,2.41,2.41,-1.87,2.95,0.8,0.54,1.22,3.19,-0.15,0.94,128.27,4.2757,4.28,2500,13.49,0.4497,200,0.981,30,0,2.2.0,72
73,202692,Alec Burks,1610612748,forecast_value,0.4484,3377,eligible,1.2808,0.5381,1.0357,1.33,1.33,-0.79,1.86,0.8,0.54,1.21,2.19,-0.04,0.51,43.25,1.4417,1.44,2500,13.45,0.4484,200,0.9441,30,0,2.2.0,73
74,1629026,Kenrich Williams,1610612760,forecast_value,0.4473,4632,eligible,0.5963,0.5368,0.6355,0.81,0.81,-0.28,1.35,0.8,0.54,0.57,1.19,-0.07,0.31,27.62,0.9207,0.92,2500,13.42,0.4473,200,0.9586,30,0,2.2.0,74
75,1630539,Kai Jones,1610612746,forecast_value,0.4444,1881,eligible,2.8355,0.5333,2.3103,2.96,2.96,-2.42,3.49,0.8,0.53,2.56,0.1,-0.06,1.15,53.34,1.778,1.78,2500,13.33,0.4444,200,0.9039,30,0,2.2.0,75
76,1628418,Thomas Bryant,1610612748,forecast_value,0.4438,3895,eligible,0.0755,0.5326,0.5753,0.74,0.74,-0.2,1.27,0.8,0.53,0.07,1.23,0.07,0.27,2.94,0.098,0.1,2500,13.31,0.4438,200,0.9512,30,0,2.2.0,77
77,1641890,Tyler Smith,1610612749,forecast_value,0.4377,489,eligible,1.7241,0.5252,1.2628,1.62,1.62,-1.09,2.14,0.8,0.53,1.22,0.31,-0.09,0.57,8.43,0.281,0.28,2500,13.13,0.4377,200,0.7097,30,0,2.2.0,76
78,1630231,KJ Martin,1610612755,forecast_value,0.4357,3840,eligible,0.1849,0.5228,1.5289,1.96,1.96,-1.43,2.48,0.8,0.52,0.18,1.7,-0.24,0.76,7.1,0.2367,0.24,2500,13.07,0.4357,200,0.9505,30,0,2.2.0,79
79,203076,Anthony Davis,1610612747,forecast_value,0.4293,6970,eligible,0.6092,0.5152,0.7306,0.94,0.94,-0.42,1.45,0.8,0.52,0.59,1.48,-0.07,0.36,42.46,1.4153,1.42,2500,12.88,0.4293,200,0.9721,30,0,2.2.0,78
80,1642382,Branden Carlson,1610612760,forecast_value,0.4184,1026,eligible,-0.5201,0.5021,1.0975,1.4,1.4,-0.9,1.91,0.8,0.5,-0.44,-1.02,0.05,0.52,-5.34,-0.178,-0.18,2500,12.55,0.4184,200,0.8369,30,0,2.2.0,84
81,1631321,Sidy Cissoko,1610612759,forecast_value,0.4182,440,eligible,0.4605,0.5019,1.0014,1.28,1.28,-0.78,1.78,0.8,0.5,0.32,0.05,-0.19,0.41,2.03,0.0677,0.07,2500,12.55,0.4182,200,0.6875,30,0,2.2.0,83
82,1641726,Dereck Lively II,1610612742,forecast_value,0.4175,3451,eligible,1.1322,0.501,1.684,2.16,2.16,-1.65,2.66,0.8,0.5,1.07,3.6,-0.07,0.84,39.07,1.3023,1.3,2500,12.53,0.4175,200,0.9452,30,0,2.2.0,81
83,1642272,Jared McCain,1610612755,forecast_value,0.4173,2392,eligible,0.8158,0.5007,0.6824,0.87,0.87,-0.37,1.37,0.8,0.5,0.75,0.63,-0.07,0.32,19.51,0.6503,0.65,2500,12.52,0.4173,200,0.9228,30,0,2.2.0,82
84,1630700,Dyson Daniels,1610612737,forecast_value,0.4173,10870,eligible,0.9726,0.5008,1.6158,2.07,2.07,-1.57,2.57,0.8,0.5,0.96,-0.3,0.28,0.81,105.72,3.524,3.52,2500,12.52,0.4173,200,0.9819,30,0,2.2.0,80
85,204001,Kristaps Porziņģis,1610612738,forecast_value,0.4088,5035,eligible,1.3021,0.4905,2.4366,3.12,3.12,-2.63,3.61,0.8,0.49,1.25,-2.33,-0.33,1.22,65.56,2.1853,2.19,2500,12.26,0.4088,200,0.9618,30,0,2.2.0,85
86,1630530,Trey Murphy III,1610612740,forecast_value,0.4063,7827,eligible,0.8141,0.4875,0.9876,1.26,1.26,-0.78,1.75,0.8,0.49,0.79,-0.58,0.04,0.49,63.72,2.124,2.12,2500,12.19,0.4063,200,0.9751,30,0,2.2.0,86
87,1631217,Moussa Diabaté,1610612766,forecast_value,0.4003,4891,eligible,0.8369,0.4804,3.0654,3.92,3.92,-3.44,4.4,0.8,0.48,0.8,2.12,-0.5,1.53,40.93,1.3643,1.36,2500,12.01,0.4003,200,0.9607,30,0,2.2.0,87
88,1626157,Karl-Anthony Towns,1610612752,forecast_value,0.3922,10077,eligible,0.8352,0.4707,0.9504,1.22,1.22,-0.75,1.69,0.8,0.47,0.82,0.52,-0.13,0.47,84.16,2.8053,2.81,2500,11.77,0.3922,200,0.9805,30,0,2.2.0,90
89,1628378,Donovan Mitchell,1610612739,forecast_value,0.3916,9308,eligible,1.0025,0.4699,0.6121,0.78,0.78,-0.31,1.25,0.8,0.47,0.98,0.75,-0.01,0.3,93.31,3.1103,3.11,2500,11.75,0.3916,200,0.979,30,0,2.2.0,88
90,1628970,Miles Bridges,1610612766,forecast_value,0.3907,8345,eligible,0.6839,0.4688,0.5314,0.68,0.68,-0.21,1.15,0.8,0.47,0.67,2.11,0.05,0.26,57.07,1.9023,1.9,2500,11.72,0.3907,200,0.9766,30,0,2.2.0,91
91,1630198,Isaiah Joe,1610612760,forecast_value,0.3883,6664,eligible,1.2799,0.466,0.3594,0.46,0.46,0.01,0.93,0.8,0.47,1.24,1.61,0.1,0.16,85.29,2.843,2.84,2500,11.65,0.3883,200,0.9709,30,0,2.2.0,89
92,1629634,Brandon Clarke,1610612763,forecast_value,0.3854,5288,eligible,1.225,0.4625,0.9421,1.21,1.21,-0.74,1.67,0.8,0.46,1.18,1.18,-0.06,0.46,64.78,2.1593,2.16,2500,11.56,0.3854,200,0.9636,30,0,2.2.0,92
93,1630527,Brandon Boston Jr.,1610612740,forecast_value,0.3829,4038,eligible,0.2554,0.4595,0.7952,1.02,1.02,-0.56,1.48,0.8,0.46,0.24,1.09,-0.13,0.39,10.31,0.3437,0.34,2500,11.49,0.3829,200,0.9528,30,0,2.2.0,93
94,1628988,Aaron Holiday,1610612745,forecast_value,0.3769,3271,eligible,0.6644,0.4523,0.8252,1.06,1.06,-0.6,1.51,0.8,0.45,0.63,-0.11,0.1,0.4,21.73,0.7243,0.72,2500,11.31,0.3769,200,0.9424,30,0,2.2.0,95
95,1630168,Onyeka Okongwu,1610612737,forecast_value,0.3749,8921,eligible,0.7473,0.4499,1.0034,1.28,1.28,-0.83,1.73,0.8,0.45,0.73,0.81,-0.15,0.5,66.66,2.222,2.22,2500,11.25,0.3749,200,0.9781,30,0,2.2.0,94
96,1629636,Darius Garland,1610612739,forecast_value,0.3593,9684,eligible,0.7003,0.4311,0.9797,1.25,1.25,-0.82,1.69,0.8,0.43,0.69,0.16,0.18,0.49,67.82,2.2607,2.26,2500,10.78,0.3593,200,0.9798,30,0,2.2.0,97
97,202696,Nikola Vučević,1610612741,forecast_value,0.3593,9771,eligible,0.8572,0.4312,1.4675,1.88,1.88,-1.45,2.31,0.8,0.43,0.84,-1.34,0.07,0.73,83.76,2.792,2.79,2500,10.78,0.3593,200,0.9799,30,0,2.2.0,96
98,203926,Doug McDermott,1610612758,forecast_value,0.3568,1386,eligible,1.5189,0.4282,0.7056,0.9,0.9,-0.47,1.33,0.8,0.43,1.33,1.03,0.08,0.31,21.05,0.7017,0.7,2500,10.71,0.3568,200,0.8739,30,0,2.2.0,99
