rank,playerId,playerName,teamId,rankingMode,finalRankingScore,actualPossessions,eligibilityStatus,rawAbilityRate,posteriorAbilityRate,abilityStandardError,uncertainty,displayUncertainty,intervalLo,intervalHi,intervalConfidence,drbl100,drblP,drblLn,drblB,componentDisagreementIndex,seasonalImpact,seasonWar,drblWar,forecastPossessions,forecastImpact,forecastWar,priorEquivalentPossessions,reliabilityWeight,pointsPerWin,replacementLevelRate,rankingFormulaVersion,oldRank
11,1642851,Kon Knueppel,1610612766,season_value,4.678333,10376,eligible,1.3526,0.6671,1.1235,1.44,1.44,-0.77,2.11,0.8,0.67,1.33,2.84,-0.06,0.56,140.35,4.6783,4.68,2500,16.68,0.5559,200,0.9811,30,0,2.2.0,43
12,1630217,Desmond Bane,1610612753,season_value,4.294667,11232,eligible,1.1471,0.3439,1.2683,1.62,1.62,-1.28,1.97,0.8,0.34,1.13,1.46,-0.17,0.63,128.84,4.2947,4.29,2500,8.6,0.2866,200,0.9825,30,0,2.2.0,96
13,1626181,Norman Powell,1610612748,season_value,4.158667,7564,eligible,1.6494,0.7307,1.1851,1.52,1.52,-0.79,2.25,0.8,0.73,1.61,1.54,-0.09,0.59,124.76,4.1587,4.16,2500,18.27,0.6089,200,0.9742,30,0,2.2.0,34
14,1629029,Luka Dončić,1610612747,season_value,4.039,9501,eligible,1.2754,0.4113,0.645,0.83,0.83,-0.41,1.24,0.8,0.41,1.25,1.72,-0.03,0.32,121.17,4.039,4.04,2500,10.28,0.3427,200,0.9794,30,0,2.2.0,79
15,1629627,Zion Williamson,1610612740,season_value,4.018333,7789,eligible,1.5477,0.6825,1.4609,1.87,1.87,-1.19,2.55,0.8,0.68,1.51,-0.3,0.1,0.73,120.55,4.0183,4.02,2500,17.06,0.5687,200,0.975,30,0,2.2.0,41
16,1630530,Trey Murphy III,1610612740,season_value,3.952667,9748,eligible,1.2165,0.5781,1.8641,2.39,2.39,-1.81,2.96,0.8,0.58,1.19,0.94,-0.29,0.93,118.58,3.9527,3.95,2500,14.45,0.4817,200,0.9799,30,0,2.2.0,51
17,1631096,Chet Holmgren,1610612760,season_value,3.798667,8379,eligible,1.36,0.3614,1.0799,1.38,1.38,-1.02,1.74,0.8,0.36,1.33,3.57,0.01,0.54,113.96,3.7987,3.8,2500,9.04,0.3012,200,0.9767,30,0,2.2.0,91
18,1630245,Ayo Dosunmu,1610612741,season_value,3.791333,8119,eligible,1.4009,0.4099,2.0185,2.58,2.58,-2.17,2.99,0.8,0.41,1.37,-1.85,-0.17,1.01,113.74,3.7913,3.79,2500,10.25,0.3416,200,0.976,30,0,2.2.0,80
19,1629638,Nickeil Alexander-Walker,1610612737,season_value,3.629333,11222,eligible,0.9703,-0.0589,0.791,1.01,1.01,-1.07,0.95,0.8,-0.06,0.95,0.73,-0.11,0.39,108.88,3.6293,3.63,2500,-1.47,-0.0491,200,0.9825,30,0,2.2.0,263
20,1630198,Isaiah Joe,1610612760,season_value,3.615667,6182,eligible,1.7546,0.4165,1.7516,2.24,2.24,-1.83,2.66,0.8,0.42,1.7,-0.85,-0.01,0.87,108.47,3.6157,3.62,2500,10.41,0.3471,200,0.9687,30,0,2.2.0,76
21,203507,Giannis Antetokounmpo,1610612749,season_value,3.606667,4232,eligible,2.5566,1.1745,0.7112,0.91,0.91,0.26,2.08,0.8,1.17,2.44,3.85,0.4,0.34,108.2,3.6067,3.61,2500,29.36,0.9788,200,0.9549,30,0,2.2.0,10
22,1629674,Neemias Queta,1610612738,season_value,3.577333,7536,eligible,1.4241,0.4968,0.7827,1,1,-0.5,1.5,0.8,0.5,1.39,0.96,0.12,0.39,107.32,3.5773,3.58,2500,12.42,0.414,200,0.9741,30,0,2.2.0,60
23,202710,Jimmy Butler III,1610612744,season_value,3.534667,4853,eligible,2.185,2.3099,1.2939,1.66,1.66,0.65,3.97,0.8,2.31,2.1,3.78,0.48,0.64,106.04,3.5347,3.53,2500,57.75,1.9249,200,0.9604,30,0,2.2.0,1
24,1629750,Javonte Green,1610612765,season_value,3.359,6387,eligible,1.5778,0.2812,1.1639,1.49,1.49,-1.21,1.77,0.8,0.28,1.53,0.54,-0.07,0.58,100.77,3.359,3.36,2500,7.03,0.2343,200,0.9696,30,0,2.2.0,112
25,1628384,OG Anunoby,1610612752,season_value,3.352667,8823,eligible,1.1399,0.1565,0.9379,1.2,1.2,-1.04,1.36,0.8,0.16,1.11,2.61,-0.05,0.46,100.58,3.3527,3.35,2500,3.91,0.1304,200,0.9778,30,0,2.2.0,149
26,1629640,Keldon Johnson,1610612759,season_value,3.319,8028,eligible,1.2403,0.9367,1.4211,1.82,1.82,-0.88,2.76,0.8,0.94,1.21,-0.11,-0.19,0.71,99.57,3.319,3.32,2500,23.42,0.7806,200,0.9757,30,0,2.2.0,18
27,1630572,Sandro Mamukelashvili,1610612761,season_value,3.172667,7199,eligible,1.3221,0.4962,1.3717,1.76,1.76,-1.26,2.25,0.8,0.5,1.29,0.78,-0.18,0.68,95.18,3.1727,3.17,2500,12.4,0.4135,200,0.973,30,0,2.2.0,61
28,201939,Stephen Curry,1610612744,season_value,3.001667,5745,eligible,1.5674,0.7248,0.3479,0.45,0.45,0.28,1.17,0.8,0.72,1.51,2.13,0.08,0.15,90.05,3.0017,3,2500,18.12,0.604,200,0.9664,30,0,2.2.0,36
29,1629008,Michael Porter Jr.,1610612751,season_value,2.978667,6830,eligible,1.3084,0.6801,1.48,1.89,1.89,-1.21,2.57,0.8,0.68,1.27,2.98,-0.12,0.74,89.36,2.9787,2.98,2500,17,0.5668,200,0.9716,30,0,2.2.0,42
30,1630541,Moses Moody,1610612744,season_value,2.960667,6468,eligible,1.3733,0.3298,0.9099,1.16,1.16,-0.83,1.49,0.8,0.33,1.33,0.73,0.13,0.45,88.82,2.9607,2.96,2500,8.24,0.2748,200,0.97,30,0,2.2.0,100
31,1627750,Jamal Murray,1610612743,season_value,2.915,10970,eligible,0.7972,0.2259,0.8461,1.08,1.08,-0.86,1.31,0.8,0.23,0.78,1.08,-0.14,0.42,87.45,2.915,2.92,2500,5.65,0.1883,200,0.9821,30,0,2.2.0,124
32,203501,Tim Hardaway Jr.,1610612743,season_value,2.877667,8754,eligible,0.9861,0.3617,1.0285,1.32,1.32,-0.95,1.68,0.8,0.36,0.96,1.23,-0.15,0.51,86.33,2.8777,2.88,2500,9.04,0.3014,200,0.9777,30,0,2.2.0,92
33,1630200,Tre Jones,1610612741,season_value,2.786333,7641,eligible,1.094,0.3118,0.3732,0.48,0.48,-0.17,0.79,0.8,0.31,1.07,1.16,0.03,0.17,83.59,2.7863,2.79,2500,7.79,0.2598,200,0.9745,30,0,2.2.0,106
34,1631109,Mark Williams,1610612756,season_value,2.719667,5935,eligible,1.3747,0.7062,1.0924,1.4,1.4,-0.69,2.1,0.8,0.71,1.33,0.33,0.12,0.54,81.59,2.7197,2.72,2500,17.66,0.5885,200,0.9674,30,0,2.2.0,37
35,1630241,Sam Merrill,1610612739,season_value,2.622667,5636,eligible,1.396,1.0526,1.7448,2.23,2.23,-1.18,3.29,0.8,1.05,1.35,1.62,-0.23,0.87,78.68,2.6227,2.62,2500,26.32,0.8772,200,0.9657,30,0,2.2.0,12
36,1630577,Julian Champagnie,1610612759,season_value,2.589667,9440,eligible,0.823,0.0588,2.25,2.88,2.88,-2.82,2.94,0.8,0.06,0.81,4.52,-0.14,1.12,77.69,2.5897,2.59,2500,1.47,0.049,200,0.9793,30,0,2.2.0,209
37,1628379,Luke Kennard,1610612737,season_value,2.584667,6978,eligible,1.1112,0.768,1.4548,1.86,1.86,-1.09,2.63,0.8,0.77,1.08,0.54,-0.23,0.72,77.54,2.5847,2.58,2500,19.2,0.64,200,0.9721,30,0,2.2.0,28
38,1630202,Payton Pritchard,1610612738,season_value,2.524333,10030,eligible,0.755,0.3628,1.1515,1.47,1.47,-1.11,1.84,0.8,0.36,0.74,0.02,-0.22,0.57,75.73,2.5243,2.52,2500,9.07,0.3023,200,0.9804,30,0,2.2.0,93
39,1630180,Saddiq Bey,1610612740,season_value,2.524333,9453,eligible,0.8011,0.2448,1.1921,1.53,1.53,-1.28,1.77,0.8,0.24,0.78,-0.15,-0.22,0.59,75.73,2.5243,2.52,2500,6.12,0.204,200,0.9793,30,0,2.2.0,121
40,1628386,Jarrett Allen,1610612739,season_value,2.507667,6448,eligible,1.1666,0.3201,0.5314,0.68,0.68,-0.36,1,0.8,0.32,1.13,1.73,0.16,0.25,75.23,2.5077,2.51,2500,8,0.2667,200,0.9699,30,0,2.2.0,101
41,1629057,Robert Williams III,1610612757,season_value,2.480667,4265,eligible,1.7449,0.7737,0.7013,0.9,0.9,-0.12,1.67,0.8,0.77,1.67,1.49,0.06,0.34,74.42,2.4807,2.48,2500,19.34,0.6448,200,0.9552,30,0,2.2.0,29
42,1628969,Mikal Bridges,1610612752,season_value,2.475667,10732,eligible,0.692,0.2651,1.1095,1.42,1.42,-1.16,1.69,0.8,0.27,0.68,0.28,-0.22,0.55,74.27,2.4757,2.48,2500,6.63,0.2209,200,0.9817,30,0,2.2.0,114
43,1642266,Ja'Kobe Walter,1610612761,season_value,2.423667,6062,eligible,1.1995,0.1549,2.6953,3.45,3.45,-3.3,3.6,0.8,0.15,1.16,-3.74,-0.15,1.35,72.71,2.4237,2.42,2500,3.87,0.1291,200,0.9681,30,0,2.2.0,157
44,1628973,Jalen Brunson,1610612752,season_value,2.418333,10268,eligible,0.7065,0.4316,0.5832,0.75,0.75,-0.31,1.18,0.8,0.43,0.69,0.14,-0.08,0.29,72.55,2.4183,2.42,2500,10.79,0.3597,200,0.9809,30,0,2.2.0,75
45,1642276,Kel'el Ware,1610612748,season_value,2.399,7445,eligible,0.9667,0.2532,1.6124,2.06,2.06,-1.81,2.32,0.8,0.25,0.94,-1.41,-0.23,0.8,71.97,2.399,2.4,2500,6.33,0.211,200,0.9738,30,0,2.2.0,118
46,1642263,Reed Sheppard,1610612745,season_value,2.375333,8653,eligible,0.8235,0.391,2.16,2.76,2.76,-2.37,3.16,0.8,0.39,0.8,0.22,-0.41,1.08,71.26,2.3753,2.38,2500,9.78,0.3258,200,0.9774,30,0,2.2.0,85
47,1629130,Duncan Robinson,1610612765,season_value,2.370667,8698,eligible,0.8176,0.4008,2.3957,3.07,3.07,-2.67,3.47,0.8,0.4,0.8,-2.56,-0.44,1.2,71.12,2.3707,2.37,2500,10.02,0.334,200,0.9775,30,0,2.2.0,83
48,1629655,Daniel Gafford,1610612742,season_value,2.333333,4980,eligible,1.4056,0.4903,0.6339,0.81,0.81,-0.32,1.3,0.8,0.49,1.35,1.11,0.02,0.31,70,2.3333,2.33,2500,12.26,0.4086,200,0.9614,30,0,2.2.0,64
49,1629637,Jaxson Hayes,1610612747,season_value,2.331333,4934,eligible,1.4174,0.5574,1.4158,1.81,1.81,-1.25,2.37,0.8,0.56,1.36,0.5,0.23,0.7,69.94,2.3313,2.33,2500,13.94,0.4645,200,0.961,30,0,2.2.0,54
50,1641717,Cason Wallace,1610612760,season_value,2.257667,8408,eligible,0.8055,0.1954,1.4405,1.84,1.84,-1.65,2.04,0.8,0.2,0.79,-1.52,-0.19,0.72,67.73,2.2577,2.26,2500,4.88,0.1628,200,0.9768,30,0,2.2.0,134
51,1630573,Sam Hauser,1610612738,season_value,2.242667,7898,eligible,0.8518,0.1756,1.2882,1.65,1.65,-1.47,1.82,0.8,0.18,0.83,1.49,-0.2,0.64,67.28,2.2427,2.24,2500,4.39,0.1463,200,0.9753,30,0,2.2.0,141
52,1641750,Ryan Kalkbrenner,1610612766,season_value,2.222,6205,eligible,1.0743,0.5231,2.3792,3.05,3.05,-2.52,3.57,0.8,0.52,1.04,-1.76,0.2,1.19,66.66,2.222,2.22,2500,13.08,0.4359,200,0.9688,30,0,2.2.0,58
53,1630230,Naji Marshall,1610612742,season_value,2.196667,9293,eligible,0.7092,0.5188,1.2028,1.54,1.54,-1.02,2.06,0.8,0.52,0.69,0.95,-0.22,0.6,65.9,2.1967,2.2,2500,12.97,0.4323,200,0.9789,30,0,2.2.0,59
54,1641783,Tristan da Silva,1610612753,season_value,2.195,7730,eligible,0.8519,0.3022,1.8212,2.33,2.33,-2.03,2.63,0.8,0.3,0.83,0.97,-0.32,0.91,65.85,2.195,2.19,2500,7.56,0.2518,200,0.9748,30,0,2.2.0,108
55,202699,Tobias Harris,1610612765,season_value,2.185667,6969,eligible,0.9409,0.1458,1.8933,2.42,2.42,-2.28,2.57,0.8,0.15,0.91,-0.23,-0.35,0.94,65.57,2.1857,2.19,2500,3.65,0.1215,200,0.9721,30,0,2.2.0,158
56,203924,Jerami Grant,1610612757,season_value,2.136,7350,eligible,0.8718,0.4089,1.1796,1.51,1.51,-1.1,1.92,0.8,0.41,0.85,0.26,0.16,0.59,64.08,2.136,2.14,2500,10.22,0.3407,200,0.9735,30,0,2.2.0,81
57,1630540,Miles McBride,1610612752,season_value,2.126,4395,eligible,1.4511,0.6121,1.5243,1.95,1.95,-1.34,2.56,0.8,0.61,1.39,2.48,-0.15,0.76,63.78,2.126,2.13,2500,15.3,0.5101,200,0.9565,30,0,2.2.0,49
58,1630533,Ziaire Williams,1610612751,season_value,2.116667,5297,eligible,1.1988,0.1253,0.8144,1.04,1.04,-0.92,1.17,0.8,0.13,1.16,0.57,0.09,0.4,63.5,2.1167,2.12,2500,3.13,0.1044,200,0.9636,30,0,2.2.0,171
59,1630249,Vít Krejčí,1610612737,season_value,2.071333,5966,eligible,1.0416,0.4935,1.4039,1.8,1.8,-1.3,2.29,0.8,0.49,1.01,-1.2,-0.1,0.7,62.14,2.0713,2.07,2500,12.34,0.4113,200,0.9676,30,0,2.2.0,65
60,1629012,Collin Sexton,1610612766,season_value,2.060667,6787,eligible,0.9109,-0.0194,0.964,1.23,1.23,-1.25,1.21,0.8,-0.02,0.88,-0.46,-0.06,0.48,61.82,2.0607,2.06,2500,-0.48,-0.0162,200,0.9714,30,0,2.2.0,243
61,1630551,Justin Champagnie,1610612764,season_value,2.024,5788,eligible,1.049,0.116,1.1245,1.44,1.44,-1.32,1.56,0.8,0.12,1.01,-0.43,-0.12,0.56,60.72,2.024,2.02,2500,2.9,0.0967,200,0.9666,30,0,2.2.0,175
62,203497,Rudy Gobert,1610612750,season_value,1.983333,9903,eligible,0.6009,0.3235,1.552,1.99,1.99,-1.66,2.31,0.8,0.32,0.59,0.58,0.25,0.77,59.5,1.9833,1.98,2500,8.09,0.2696,200,0.9802,30,0,2.2.0,102
63,1629011,Mitchell Robinson,1610612752,season_value,1.977667,4669,eligible,1.2706,0.1438,0.2078,0.27,0.27,-0.12,0.41,0.8,0.14,1.22,2.22,0.12,0.06,59.33,1.9777,1.98,2500,3.6,0.1198,200,0.9589,30,0,2.2.0,165
64,1630194,Paul Reed,1610612765,season_value,1.911,3883,eligible,1.4766,0.6467,1.1943,1.53,1.53,-0.88,2.18,0.8,0.65,1.4,-0.11,0,0.59,57.33,1.911,1.91,2500,16.17,0.5389,200,0.951,30,0,2.2.0,45
65,1628963,Marvin Bagley III,1610612764,season_value,1.908333,5149,eligible,1.1118,0.4621,0.956,1.22,1.22,-0.76,1.69,0.8,0.46,1.07,1.32,-0.12,0.47,57.25,1.9083,1.91,2500,11.55,0.3851,200,0.9626,30,0,2.2.0,72
66,1641706,Brandon Miller,1610612766,season_value,1.885333,8072,eligible,0.7007,0.0293,0.8593,1.1,1.1,-1.07,1.13,0.8,0.03,0.68,-0.37,0,0.42,56.56,1.8853,1.89,2500,0.73,0.0244,200,0.9758,30,0,2.2.0,221
67,1630568,Luka Garza,1610612738,season_value,1.85,4589,eligible,1.2095,0.7762,1.1989,1.53,1.53,-0.76,2.31,0.8,0.78,1.16,0.08,0.13,0.59,55.5,1.85,1.85,2500,19.41,0.6468,200,0.9582,30,0,2.2.0,25
68,1628381,John Collins,1610612746,season_value,1.836667,7593,eligible,0.7257,0.3897,1.0852,1.39,1.39,-1,1.78,0.8,0.39,0.71,-0.57,-0.19,0.54,55.1,1.8367,1.84,2500,9.74,0.3247,200,0.9743,30,0,2.2.0,86
69,1629680,Matisse Thybulle,1610612757,season_value,1.786333,2049,eligible,2.6155,1.6035,1.3701,1.75,1.75,-0.15,3.36,0.8,1.6,2.38,1.12,0.12,0.67,53.59,1.7863,1.79,2500,40.09,1.3362,200,0.9111,30,0,2.2.0,5
70,1628991,Jaren Jackson Jr.,1610612763,season_value,1.784333,5984,eligible,0.8945,0.1767,0.9683,1.24,1.24,-1.06,1.42,0.8,0.18,0.87,-0.48,-0.05,0.48,53.53,1.7843,1.78,2500,4.42,0.1473,200,0.9677,30,0,2.2.0,142
71,1627780,Gary Payton II,1610612744,season_value,1.777667,4658,eligible,1.145,0.0384,0.9198,1.18,1.18,-1.14,1.22,0.8,0.04,1.1,0.72,-0.11,0.45,53.33,1.7777,1.78,2500,0.96,0.032,200,0.9588,30,0,2.2.0,216
72,1641708,Amen Thompson,1610612745,season_value,1.748667,12012,eligible,0.4367,-0.2557,2.7871,3.57,3.57,-3.82,3.31,0.8,-0.26,0.43,5.2,-0.17,1.39,52.46,1.7487,1.75,2500,-6.39,-0.2131,200,0.9836,30,0,2.2.0,343
73,1629013,Landry Shamet,1610612752,season_value,1.700667,4854,eligible,1.051,0.7779,0.9023,1.15,1.15,-0.38,1.93,0.8,0.78,1.01,0.57,-0.12,0.44,51.02,1.7007,1.7,2500,19.45,0.6483,200,0.9604,30,0,2.2.0,26
74,1630532,Franz Wagner,1610612753,season_value,1.688,4174,eligible,1.2133,0.6394,1.299,1.66,1.66,-1.02,2.3,0.8,0.64,1.16,-0.72,-0.03,0.64,50.64,1.688,1.69,2500,15.98,0.5328,200,0.9543,30,0,2.2.0,47
75,202331,Paul George,1610612755,season_value,1.681667,4694,eligible,1.0747,0.0959,1.2324,1.58,1.58,-1.48,1.67,0.8,0.1,1.03,1.22,-0.18,0.61,50.45,1.6817,1.68,2500,2.4,0.0799,200,0.9591,30,0,2.2.0,184
76,1631169,Josh Minott,1610612738,season_value,1.638,3365,eligible,1.4604,0.1416,2.013,2.58,2.58,-2.44,2.72,0.8,0.14,1.38,-1.54,0.08,1,49.14,1.638,1.64,2500,3.54,0.118,200,0.9439,30,0,2.2.0,166
77,1631255,Karlo Matković,1610612740,season_value,1.598667,3688,eligible,1.3004,0.6924,1.339,1.71,1.71,-1.02,2.41,0.8,0.69,1.23,-0.35,-0.14,0.66,47.96,1.5987,1.6,2500,17.31,0.577,200,0.9486,30,0,2.2.0,40
78,1631165,Keon Ellis,1610612758,season_value,1.570333,6005,eligible,0.7846,0.2516,1.0468,1.34,1.34,-1.09,1.59,0.8,0.25,0.76,-0.81,-0.11,0.52,47.11,1.5703,1.57,2500,6.29,0.2097,200,0.9678,30,0,2.2.0,119
79,1630596,Evan Mobley,1610612739,season_value,1.561,8779,eligible,0.5335,-0.2835,0.8161,1.04,1.04,-1.33,0.76,0.8,-0.28,0.52,2.46,0.14,0.4,46.83,1.561,1.56,2500,-7.09,-0.2362,200,0.9777,30,0,2.2.0,352
80,1642396,Blake Hinson,1610612762,season_value,1.545667,1218,eligible,3.8071,0.8332,3.2671,4.18,4,-3.35,5.02,0.8,0.83,3.27,0.18,-0.23,1.62,46.37,1.5457,1.55,2500,20.83,0.6943,200,0.859,30,0,2.2.0,22
81,1641739,Toumani Camara,1610612757,season_value,1.523667,11640,eligible,0.3927,-0.2163,1.0609,1.36,1.36,-1.57,1.14,0.8,-0.22,0.39,2,-0.14,0.53,45.71,1.5237,1.52,2500,-5.41,-0.1802,200,0.9831,30,0,2.2.0,323
82,1628436,Luke Kornet,1610612759,season_value,1.506,5861,eligible,0.7708,0.3385,1.4755,1.89,1.89,-1.55,2.23,0.8,0.34,0.75,-1.32,0.03,0.73,45.18,1.506,1.51,2500,8.46,0.2821,200,0.967,30,0,2.2.0,97
83,1630193,Immanuel Quickley,1610612761,season_value,1.497,9153,eligible,0.4907,0.1664,1.585,2.03,2.03,-1.86,2.2,0.8,0.17,0.48,1.12,-0.3,0.79,44.91,1.497,1.5,2500,4.16,0.1387,200,0.9786,30,0,2.2.0,146
84,1629028,Deandre Ayton,1610612747,season_value,1.495333,8061,eligible,0.5565,0.0488,1.6768,2.15,2.15,-2.1,2.2,0.8,0.05,0.54,-2.55,-0.21,0.84,44.86,1.4953,1.5,2500,1.22,0.0407,200,0.9758,30,0,2.2.0,212
85,1629661,Cameron Johnson,1610612743,season_value,1.488,6872,eligible,0.6496,-0.1846,0.7902,1.01,1.01,-1.2,0.83,0.8,-0.18,0.63,-0.09,-0.15,0.39,44.64,1.488,1.49,2500,-4.61,-0.1538,200,0.9717,30,0,2.2.0,304
86,1630170,Devin Vassell,1610612759,season_value,1.482667,8333,eligible,0.5338,0.0488,1.2254,1.57,1.57,-1.52,1.62,0.8,0.05,0.52,1.77,-0.19,0.61,44.48,1.4827,1.48,2500,1.22,0.0407,200,0.9766,30,0,2.2.0,213
87,1629639,Tyler Herro,1610612748,season_value,1.450333,4431,eligible,0.9819,0.9951,1.4682,1.88,1.88,-0.88,2.87,0.8,1,0.94,-0.33,-0.25,0.73,43.51,1.4503,1.45,2500,24.88,0.8293,200,0.9568,30,0,2.2.0,15
88,203932,Aaron Gordon,1610612743,season_value,1.443333,4176,eligible,1.0368,0.668,0.9021,1.15,1.15,-0.49,1.82,0.8,0.67,0.99,3.37,0.05,0.44,43.3,1.4433,1.44,2500,16.7,0.5567,200,0.9543,30,0,2.2.0,44
89,1630549,Day'Ron Sharpe,1610612751,season_value,1.428333,4696,eligible,0.9125,0.4124,0.7616,0.97,0.97,-0.56,1.39,0.8,0.41,0.88,0.78,0.12,0.37,42.85,1.4283,1.43,2500,10.31,0.3437,200,0.9592,30,0,2.2.0,82
90,1630538,Bones Hyland,1610612750,season_value,1.395667,4951,eligible,0.8456,0.1057,1.5454,1.98,1.98,-1.87,2.08,0.8,0.11,0.81,-1.61,-0.22,0.77,41.87,1.3957,1.4,2500,2.64,0.0881,200,0.9612,30,0,2.2.0,176
91,1629004,Svi Mykhailiuk,1610612762,season_value,1.387333,4971,eligible,0.8373,0.0769,2.491,3.19,3.19,-3.11,3.27,0.8,0.08,0.8,2.72,-0.35,1.24,41.62,1.3873,1.39,2500,1.92,0.0641,200,0.9613,30,0,2.2.0,200
92,1627783,Pascal Siakam,1610612754,season_value,1.372667,8690,eligible,0.4739,0.0978,0.5782,0.74,0.74,-0.64,0.84,0.8,0.1,0.46,1.99,-0.02,0.28,41.18,1.3727,1.37,2500,2.44,0.0815,200,0.9775,30,0,2.2.0,185
93,1628960,Grayson Allen,1610612756,season_value,1.348,6039,eligible,0.6696,0.1355,0.4805,0.62,0.62,-0.48,0.75,0.8,0.14,0.65,2.04,0,0.23,40.44,1.348,1.35,2500,3.39,0.1129,200,0.9679,30,0,2.2.0,167
94,1642270,Donovan Clingan,1610612757,season_value,1.33,8850,eligible,0.4508,0.3716,1.8754,2.4,2.4,-2.03,2.77,0.8,0.37,0.44,-1.15,0.17,0.94,39.9,1.33,1.33,2500,9.29,0.3097,200,0.9779,30,0,2.2.0,90
95,1629048,Goga Bitadze,1610612753,season_value,1.325333,3878,eligible,1.0253,0.4565,1.1354,1.45,1.45,-1,1.91,0.8,0.46,0.98,-0.54,0.01,0.56,39.76,1.3253,1.33,2500,11.41,0.3804,200,0.951,30,0,2.2.0,73
96,1626171,Bobby Portis,1610612749,season_value,1.293,6650,eligible,0.5833,-0.0194,1.2629,1.62,1.62,-1.64,1.6,0.8,-0.02,0.57,-0.17,-0.27,0.63,38.79,1.293,1.29,2500,-0.48,-0.0162,200,0.9708,30,0,2.2.0,244
97,1631323,Simone Fontecchio,1610612748,season_value,1.291667,5031,eligible,0.7701,0.2693,1.0103,1.29,1.29,-1.02,1.56,0.8,0.27,0.74,-0.73,-0.12,0.5,38.75,1.2917,1.29,2500,6.73,0.2244,200,0.9618,30,0,2.2.0,115
98,1630559,Austin Reaves,1610612747,season_value,1.280667,7310,eligible,0.5256,0.2725,0.3099,0.4,0.4,-0.12,0.67,0.8,0.27,0.51,0.41,-0.05,0.14,38.42,1.2807,1.28,2500,6.81,0.2271,200,0.9734,30,0,2.2.0,116
99,1627936,Alex Caruso,1610612760,season_value,1.276,4205,eligible,0.9104,0.4964,1.0637,1.36,1.36,-0.87,1.86,0.8,0.5,0.87,2.36,-0.1,0.52,38.28,1.276,1.28,2500,12.41,0.4137,200,0.9546,30,0,2.2.0,62
