rank,playerId,playerName,teamId,rankingMode,finalRankingScore,actualPossessions,eligibilityStatus,rawAbilityRate,posteriorAbilityRate,abilityStandardError,uncertainty,displayUncertainty,intervalLo,intervalHi,intervalConfidence,drbl100,drblP,drblLn,drblB,componentDisagreementIndex,seasonalImpact,seasonWar,drblWar,forecastPossessions,forecastImpact,forecastWar,priorEquivalentPossessions,reliabilityWeight,pointsPerWin,replacementLevelRate,rankingFormulaVersion,oldRank
20,1642066,Myron Gardner,1610612748,ability,0.898,1760,eligible,1.6852,0.898,0.7793,1,1,-0.1,1.9,0.8,0.9,1.51,1.26,0.01,0.36,29.66,0.9887,0.99,2500,22.45,0.7483,200,0.898,30,0,2.2.0,20
21,203648,Thanasis Antetokounmpo,1610612749,ability,0.8488,583,eligible,2.0866,0.8488,3.5536,4.55,4,-3.7,5.4,0.8,0.85,1.55,0.12,0.63,1.76,12.16,0.4053,0.41,2500,21.22,0.7073,200,0.7446,30,0,2.2.0,21
22,1642396,Blake Hinson,1610612762,ability,0.8332,1218,eligible,3.8071,0.8332,3.2671,4.18,4,-3.35,5.02,0.8,0.83,3.27,0.18,-0.23,1.62,46.37,1.5457,1.55,2500,20.83,0.6943,200,0.859,30,0,2.2.0,22
23,1629726,Garrison Mathews,1610612754,ability,0.8313,832,eligible,1.7749,0.8313,0.9651,1.24,1.24,-0.4,2.07,0.8,0.83,1.43,1.03,0.16,0.44,14.77,0.4923,0.49,2500,20.78,0.6927,200,0.8062,30,0,2.2.0,23
24,1628378,Donovan Mitchell,1610612739,ability,0.794,9900,eligible,1.603,0.794,1.1026,1.41,1.41,-0.62,2.21,0.8,0.79,1.57,2.87,-0.04,0.55,158.7,5.29,5.29,2500,19.85,0.6617,200,0.9802,30,0,2.2.0,24
25,1629013,Landry Shamet,1610612752,ability,0.7779,4854,eligible,1.051,0.7779,0.9023,1.15,1.15,-0.38,1.93,0.8,0.78,1.01,0.57,-0.12,0.44,51.02,1.7007,1.7,2500,19.45,0.6483,200,0.9604,30,0,2.2.0,26
26,1630568,Luka Garza,1610612738,ability,0.7762,4589,eligible,1.2095,0.7762,1.1989,1.53,1.53,-0.76,2.31,0.8,0.78,1.16,0.08,0.13,0.59,55.5,1.85,1.85,2500,19.41,0.6468,200,0.9582,30,0,2.2.0,25
27,1629057,Robert Williams III,1610612757,ability,0.7737,4265,eligible,1.7449,0.7737,0.7013,0.9,0.9,-0.12,1.67,0.8,0.77,1.67,1.49,0.06,0.34,74.42,2.4807,2.48,2500,19.34,0.6448,200,0.9552,30,0,2.2.0,29
28,1628379,Luke Kennard,1610612737,ability,0.768,6978,eligible,1.1112,0.768,1.4548,1.86,1.86,-1.09,2.63,0.8,0.77,1.08,0.54,-0.23,0.72,77.54,2.5847,2.58,2500,19.2,0.64,200,0.9721,30,0,2.2.0,28
29,1630178,Tyrese Maxey,1610612755,ability,0.766,10951,eligible,1.5205,0.766,1.4702,1.88,1.88,-1.12,2.65,0.8,0.77,1.49,2.55,-0.13,0.73,166.51,5.5503,5.55,2500,19.15,0.6383,200,0.9821,30,0,2.2.0,27
30,203999,Nikola Jokić,1610612743,ability,0.7545,9758,eligible,1.5916,0.7545,1.0276,1.32,1.32,-0.56,2.07,0.8,0.75,1.56,3.66,0.03,0.51,155.31,5.177,5.18,2500,18.86,0.6287,200,0.9799,30,0,2.2.0,30
31,1631214,Alondes Williams,1610612764,ability,0.7428,454,eligible,1.9014,0.7428,0.9565,1.22,1.22,-0.48,1.97,0.8,0.74,1.32,1.37,-0.05,0.39,8.63,0.2877,0.29,2500,18.57,0.619,200,0.6942,30,0,2.2.0,32
32,1629312,Haywood Highsmith,1610612756,ability,0.7425,359,eligible,2.7658,0.7425,1.2035,1.54,1.54,-0.8,2.28,0.8,0.74,1.78,0.89,0.12,0.51,9.93,0.331,0.33,2500,18.56,0.6188,200,0.6422,30,0,2.2.0,31
33,1631250,Pete Nance,1610612749,ability,0.7393,2914,eligible,-0.0485,0.7393,2.1805,2.79,2.79,-2.05,3.53,0.8,0.74,-0.05,3.64,-0.19,1.08,-1.41,-0.047,-0.05,2500,18.48,0.6161,200,0.9358,30,0,2.2.0,33
34,1642384,Isaiah Crawford,1610612745,ability,0.7341,353,eligible,-0.7572,0.7341,0.9018,1.15,1.15,-0.42,1.89,0.8,0.73,-0.48,0.75,-0.08,0.32,-2.67,-0.089,-0.09,2500,18.35,0.6118,200,0.6383,30,0,2.2.0,35
35,1626181,Norman Powell,1610612748,ability,0.7307,7564,eligible,1.6494,0.7307,1.1851,1.52,1.52,-0.79,2.25,0.8,0.73,1.61,1.54,-0.09,0.59,124.76,4.1587,4.16,2500,18.27,0.6089,200,0.9742,30,0,2.2.0,34
36,201939,Stephen Curry,1610612744,ability,0.7248,5745,eligible,1.5674,0.7248,0.3479,0.45,0.45,0.28,1.17,0.8,0.72,1.51,2.13,0.08,0.15,90.05,3.0017,3,2500,18.12,0.604,200,0.9664,30,0,2.2.0,36
37,1631117,Walker Kessler,1610612762,ability,0.7065,626,eligible,2.1994,0.7065,1.5295,1.96,1.96,-1.25,2.66,0.8,0.71,1.67,0.46,0.22,0.73,13.77,0.459,0.46,2500,17.66,0.5887,200,0.7579,30,0,2.2.0,38
38,1631109,Mark Williams,1610612756,ability,0.7062,5935,eligible,1.3747,0.7062,1.0924,1.4,1.4,-0.69,2.1,0.8,0.71,1.33,0.33,0.12,0.54,81.59,2.7197,2.72,2500,17.66,0.5885,200,0.9674,30,0,2.2.0,37
39,1641771,Jalen Slawson,1610612754,ability,0.7042,1277,eligible,0.152,0.7042,0.844,1.08,1.08,-0.38,1.78,0.8,0.7,0.13,2.01,0.04,0.39,1.94,0.0647,0.06,2500,17.61,0.5868,200,0.8646,30,0,2.2.0,39
40,1631255,Karlo Matković,1610612740,ability,0.6924,3688,eligible,1.3004,0.6924,1.339,1.71,1.71,-1.02,2.41,0.8,0.69,1.23,-0.35,-0.14,0.66,47.96,1.5987,1.6,2500,17.31,0.577,200,0.9486,30,0,2.2.0,40
41,1629627,Zion Williamson,1610612740,ability,0.6825,7789,eligible,1.5477,0.6825,1.4609,1.87,1.87,-1.19,2.55,0.8,0.68,1.51,-0.3,0.1,0.73,120.55,4.0183,4.02,2500,17.06,0.5687,200,0.975,30,0,2.2.0,41
42,1629008,Michael Porter Jr.,1610612751,ability,0.6801,6830,eligible,1.3084,0.6801,1.48,1.89,1.89,-1.21,2.57,0.8,0.68,1.27,2.98,-0.12,0.74,89.36,2.9787,2.98,2500,17,0.5668,200,0.9716,30,0,2.2.0,42
43,203932,Aaron Gordon,1610612743,ability,0.668,4176,eligible,1.0368,0.668,0.9021,1.15,1.15,-0.49,1.82,0.8,0.67,0.99,3.37,0.05,0.44,43.3,1.4433,1.44,2500,16.7,0.5567,200,0.9543,30,0,2.2.0,44
44,1642851,Kon Knueppel,1610612766,ability,0.6671,10376,eligible,1.3526,0.6671,1.1235,1.44,1.44,-0.77,2.11,0.8,0.67,1.33,2.84,-0.06,0.56,140.35,4.6783,4.68,2500,16.68,0.5559,200,0.9811,30,0,2.2.0,43
45,203552,Seth Curry,1610612744,ability,0.6491,539,eligible,1.2685,0.6491,0.8663,1.11,1.11,-0.46,1.76,0.8,0.65,0.93,1.79,-0.07,0.35,6.84,0.228,0.23,2500,16.23,0.5409,200,0.7294,30,0,2.2.0,46
46,1630194,Paul Reed,1610612765,ability,0.6467,3883,eligible,1.4766,0.6467,1.1943,1.53,1.53,-0.88,2.18,0.8,0.65,1.4,-0.11,0,0.59,57.33,1.911,1.91,2500,16.17,0.5389,200,0.951,30,0,2.2.0,45
47,1630532,Franz Wagner,1610612753,ability,0.6394,4174,eligible,1.2133,0.6394,1.299,1.66,1.66,-1.02,2.3,0.8,0.64,1.16,-0.72,-0.03,0.64,50.64,1.688,1.69,2500,15.98,0.5328,200,0.9543,30,0,2.2.0,47
48,1642955,Kadary Richmond,1610612764,ability,0.616,302,eligible,3.7365,0.616,2.2906,2.93,2.93,-2.32,3.55,0.8,0.62,2.25,-0.04,-0.16,1.09,11.28,0.376,0.38,2500,15.4,0.5133,200,0.6016,30,0,2.2.0,48
49,1630540,Miles McBride,1610612752,ability,0.6121,4395,eligible,1.4511,0.6121,1.5243,1.95,1.95,-1.34,2.56,0.8,0.61,1.39,2.48,-0.15,0.76,63.78,2.126,2.13,2500,15.3,0.5101,200,0.9565,30,0,2.2.0,49
50,1629610,DaQuan Jeffries,1610612758,ability,0.598,237,eligible,4.1537,0.598,1.993,2.55,2.55,-1.95,3.15,0.8,0.6,2.25,0,-0.02,0.92,9.84,0.328,0.33,2500,14.95,0.4983,200,0.5423,30,0,2.2.0,50
51,1630530,Trey Murphy III,1610612740,ability,0.5781,9748,eligible,1.2165,0.5781,1.8641,2.39,2.39,-1.81,2.96,0.8,0.58,1.19,0.94,-0.29,0.93,118.58,3.9527,3.95,2500,14.45,0.4817,200,0.9799,30,0,2.2.0,51
52,1629723,John Konchar,1610612763,ability,0.5751,4616,eligible,0.7895,0.5751,0.4706,0.6,0.6,-0.03,1.18,0.8,0.58,0.76,0.65,-0.06,0.22,36.44,1.2147,1.21,2500,14.38,0.4792,200,0.9585,30,0,2.2.0,52
53,201142,Kevin Durant,1610612745,ability,0.5603,11517,eligible,1.3852,0.5603,2.1611,2.77,2.77,-2.21,3.33,0.8,0.56,1.36,2.28,-0.28,1.08,159.53,5.3177,5.32,2500,14.01,0.4669,200,0.9829,30,0,2.2.0,53
54,1629637,Jaxson Hayes,1610612747,ability,0.5574,4934,eligible,1.4174,0.5574,1.4158,1.81,1.81,-1.25,2.37,0.8,0.56,1.36,0.5,0.23,0.7,69.94,2.3313,2.33,2500,13.94,0.4645,200,0.961,30,0,2.2.0,54
55,1641705,Victor Wembanyama,1610612759,ability,0.546,7784,eligible,2.0991,0.546,0.6436,0.82,0.82,-0.28,1.37,0.8,0.55,2.05,4.76,0.33,0.31,163.4,5.4467,5.45,2500,13.65,0.455,200,0.9749,30,0,2.2.0,55
56,1642967,John Poulakidas,1610612742,ability,0.5361,1077,eligible,2.0766,0.5361,2.0997,2.69,2.69,-2.15,3.22,0.8,0.54,1.75,-0.19,-0.24,1.03,22.37,0.7457,0.75,2500,13.4,0.4467,200,0.8434,30,0,2.2.0,56
57,1631245,Quenton Jackson,1610612754,ability,0.5325,3872,eligible,0.572,0.5325,0.7431,0.95,0.95,-0.42,1.48,0.8,0.53,0.54,2.28,-0.03,0.36,22.15,0.7383,0.74,2500,13.31,0.4437,200,0.9509,30,0,2.2.0,57
58,1641750,Ryan Kalkbrenner,1610612766,ability,0.5231,6205,eligible,1.0743,0.5231,2.3792,3.05,3.05,-2.52,3.57,0.8,0.52,1.04,-1.76,0.2,1.19,66.66,2.222,2.22,2500,13.08,0.4359,200,0.9688,30,0,2.2.0,58
59,1630230,Naji Marshall,1610612742,ability,0.5188,9293,eligible,0.7092,0.5188,1.2028,1.54,1.54,-1.02,2.06,0.8,0.52,0.69,0.95,-0.22,0.6,65.9,2.1967,2.2,2500,12.97,0.4323,200,0.9789,30,0,2.2.0,59
60,1631106,Tari Eason,1610612745,ability,0.5039,6249,eligible,0.221,0.5039,2.0225,2.59,2.59,-2.08,3.09,0.8,0.5,0.21,0.09,-0.45,1.01,13.81,0.4603,0.46,2500,12.6,0.4199,200,0.969,30,0,2.2.0,63
61,1629674,Neemias Queta,1610612738,ability,0.4968,7536,eligible,1.4241,0.4968,0.7827,1,1,-0.5,1.5,0.8,0.5,1.39,0.96,0.12,0.39,107.32,3.5773,3.58,2500,12.42,0.414,200,0.9741,30,0,2.2.0,60
62,1627936,Alex Caruso,1610612760,ability,0.4964,4205,eligible,0.9104,0.4964,1.0637,1.36,1.36,-0.87,1.86,0.8,0.5,0.87,2.36,-0.1,0.52,38.28,1.276,1.28,2500,12.41,0.4137,200,0.9546,30,0,2.2.0,62
63,1630572,Sandro Mamukelashvili,1610612761,ability,0.4962,7199,eligible,1.3221,0.4962,1.3717,1.76,1.76,-1.26,2.25,0.8,0.5,1.29,0.78,-0.18,0.68,95.18,3.1727,3.17,2500,12.4,0.4135,200,0.973,30,0,2.2.0,61
64,1630249,Vít Krejčí,1610612737,ability,0.4935,5966,eligible,1.0416,0.4935,1.4039,1.8,1.8,-1.3,2.29,0.8,0.49,1.01,-1.2,-0.1,0.7,62.14,2.0713,2.07,2500,12.34,0.4113,200,0.9676,30,0,2.2.0,65
65,1631166,Drew Timme,1610612747,ability,0.4935,927,eligible,-0.2636,0.4935,1.7566,2.25,2.25,-1.75,2.74,0.8,0.49,-0.22,0.99,-0.37,0.86,-2.44,-0.0813,-0.08,2500,12.34,0.4113,200,0.8225,30,0,2.2.0,66
66,1629655,Daniel Gafford,1610612742,ability,0.4903,4980,eligible,1.4056,0.4903,0.6339,0.81,0.81,-0.32,1.3,0.8,0.49,1.35,1.11,0.02,0.31,70,2.3333,2.33,2500,12.26,0.4086,200,0.9614,30,0,2.2.0,64
67,1626192,Pat Connaughton,1610612766,ability,0.4822,1098,eligible,0.6903,0.4822,2.0062,2.57,2.57,-2.09,3.05,0.8,0.48,0.58,-2.45,0.02,0.99,7.58,0.2527,0.25,2500,12.05,0.4018,200,0.8459,30,0,2.2.0,67
68,1628380,Zach Collins,1610612741,ability,0.4805,748,eligible,0.9171,0.4805,0.5053,0.65,0.65,-0.17,1.13,0.8,0.48,0.72,0.8,-0.01,0.13,6.86,0.2287,0.23,2500,12.01,0.4004,200,0.789,30,0,2.2.0,68
69,1641778,Leaky Black,1610612764,ability,0.4798,1860,eligible,-0.6081,0.4798,1.9057,2.44,2.44,-1.96,2.92,0.8,0.48,-0.55,2.21,-0.28,0.94,-11.31,-0.377,-0.38,2500,11.99,0.3998,200,0.9029,30,0,2.2.0,69
70,1631111,Wendell Moore Jr.,1610612765,ability,0.4697,238,eligible,0.8784,0.4697,0.8897,1.14,1.14,-0.67,1.61,0.8,0.47,0.48,1.87,0.01,0.22,2.09,0.0697,0.07,2500,11.74,0.3914,200,0.5434,30,0,2.2.0,71
71,1643024,Chris Mañon,1610612747,ability,0.4661,185,eligible,2.4113,0.4661,2.3104,2.96,2.96,-2.49,3.42,0.8,0.47,1.16,0.03,0.34,1.07,4.46,0.1487,0.15,2500,11.65,0.3884,200,0.4805,30,0,2.2.0,70
72,1631123,Jamaree Bouyea,1610612756,ability,0.4625,2468,eligible,0.2866,0.4625,0.5941,0.76,0.76,-0.3,1.22,0.8,0.46,0.27,0.42,-0.16,0.27,7.07,0.2357,0.24,2500,11.56,0.3854,200,0.925,30,0,2.2.0,74
73,1628963,Marvin Bagley III,1610612764,ability,0.4621,5149,eligible,1.1118,0.4621,0.956,1.22,1.22,-0.76,1.69,0.8,0.46,1.07,1.32,-0.12,0.47,57.25,1.9083,1.91,2500,11.55,0.3851,200,0.9626,30,0,2.2.0,72
74,1629048,Goga Bitadze,1610612753,ability,0.4565,3878,eligible,1.0253,0.4565,1.1354,1.45,1.45,-1,1.91,0.8,0.46,0.98,-0.54,0.01,0.56,39.76,1.3253,1.33,2500,11.41,0.3804,200,0.951,30,0,2.2.0,73
75,1628973,Jalen Brunson,1610612752,ability,0.4316,10268,eligible,0.7065,0.4316,0.5832,0.75,0.75,-0.31,1.18,0.8,0.43,0.69,0.14,-0.08,0.29,72.55,2.4183,2.42,2500,10.79,0.3597,200,0.9809,30,0,2.2.0,75
76,1641757,Jordan Miller,1610612746,ability,0.4237,5199,eligible,0.4118,0.4237,1.0341,1.32,1.32,-0.9,1.75,0.8,0.42,0.4,-1.02,-0.02,0.51,21.41,0.7137,0.71,2500,10.59,0.3531,200,0.963,30,0,2.2.0,77
77,1630198,Isaiah Joe,1610612760,ability,0.4165,6182,eligible,1.7546,0.4165,1.7516,2.24,2.24,-1.83,2.66,0.8,0.42,1.7,-0.85,-0.01,0.87,108.47,3.6157,3.62,2500,10.41,0.3471,200,0.9687,30,0,2.2.0,76
78,1642886,Koby Brea,1610612756,ability,0.4162,328,eligible,1.6108,0.4162,2.0507,2.62,2.62,-2.21,3.04,0.8,0.42,1,0.42,-0.34,0.97,5.28,0.176,0.18,2500,10.4,0.3468,200,0.6212,30,0,2.2.0,78
79,1630549,Day'Ron Sharpe,1610612751,ability,0.4124,4696,eligible,0.9125,0.4124,0.7616,0.97,0.97,-0.56,1.39,0.8,0.41,0.88,0.78,0.12,0.37,42.85,1.4283,1.43,2500,10.31,0.3437,200,0.9592,30,0,2.2.0,82
80,1629029,Luka Dončić,1610612747,ability,0.4113,9501,eligible,1.2754,0.4113,0.645,0.83,0.83,-0.41,1.24,0.8,0.41,1.25,1.72,-0.03,0.32,121.17,4.039,4.04,2500,10.28,0.3427,200,0.9794,30,0,2.2.0,79
81,1630245,Ayo Dosunmu,1610612741,ability,0.4099,8119,eligible,1.4009,0.4099,2.0185,2.58,2.58,-2.17,2.99,0.8,0.41,1.37,-1.85,-0.17,1.01,113.74,3.7913,3.79,2500,10.25,0.3416,200,0.976,30,0,2.2.0,80
82,203924,Jerami Grant,1610612757,ability,0.4089,7350,eligible,0.8718,0.4089,1.1796,1.51,1.51,-1.1,1.92,0.8,0.41,0.85,0.26,0.16,0.59,64.08,2.136,2.14,2500,10.22,0.3407,200,0.9735,30,0,2.2.0,81
83,1629130,Duncan Robinson,1610612765,ability,0.4008,8698,eligible,0.8176,0.4008,2.3957,3.07,3.07,-2.67,3.47,0.8,0.4,0.8,-2.56,-0.44,1.2,71.12,2.3707,2.37,2500,10.02,0.334,200,0.9775,30,0,2.2.0,83
84,1627884,Derrick Jones Jr.,1610612746,ability,0.3957,5548,eligible,0.5448,0.3957,0.4741,0.61,0.61,-0.21,1,0.8,0.4,0.53,0.87,-0.1,0.22,30.23,1.0077,1.01,2500,9.89,0.3297,200,0.9652,30,0,2.2.0,84
85,1642263,Reed Sheppard,1610612745,ability,0.391,8653,eligible,0.8235,0.391,2.16,2.76,2.76,-2.37,3.16,0.8,0.39,0.8,0.22,-0.41,1.08,71.26,2.3753,2.38,2500,9.78,0.3258,200,0.9774,30,0,2.2.0,85
86,1628381,John Collins,1610612746,ability,0.3897,7593,eligible,0.7257,0.3897,1.0852,1.39,1.39,-1,1.78,0.8,0.39,0.71,-0.57,-0.19,0.54,55.1,1.8367,1.84,2500,9.74,0.3247,200,0.9743,30,0,2.2.0,86
87,1630264,Anthony Gill,1610612764,ability,0.3811,4022,eligible,0.6315,0.3811,1.5965,2.04,2.04,-1.66,2.42,0.8,0.38,0.6,1.85,-0.25,0.79,25.4,0.8467,0.85,2500,9.53,0.3176,200,0.9526,30,0,2.2.0,87
88,1627749,Dejounte Murray,1610612740,ability,0.3806,1633,eligible,-0.7768,0.3806,2.2168,2.84,2.84,-2.46,3.22,0.8,0.38,-0.69,2.14,-0.36,1.1,-12.68,-0.4227,-0.42,2500,9.52,0.3172,200,0.8909,30,0,2.2.0,89
89,1641726,Dereck Lively II,1610612742,ability,0.3772,503,eligible,0.2112,0.3772,0.7614,0.97,0.97,-0.6,1.35,0.8,0.38,0.15,1.22,0.04,0.27,1.06,0.0353,0.04,2500,9.43,0.3143,200,0.7155,30,0,2.2.0,88
90,1642270,Donovan Clingan,1610612757,ability,0.3716,8850,eligible,0.4508,0.3716,1.8754,2.4,2.4,-2.03,2.77,0.8,0.37,0.44,-1.15,0.17,0.94,39.9,1.33,1.33,2500,9.29,0.3097,200,0.9779,30,0,2.2.0,90
91,1643133,Lawson Lovering,1610612763,ability,0.3647,193,eligible,1.8835,0.3647,0.9551,1.22,1.22,-0.86,1.59,0.8,0.36,0.92,0.86,-0.02,0.2,3.64,0.1213,0.12,2500,9.12,0.3039,200,0.4911,30,0,2.2.0,94
92,1630202,Payton Pritchard,1610612738,ability,0.3628,10030,eligible,0.755,0.3628,1.1515,1.47,1.47,-1.11,1.84,0.8,0.36,0.74,0.02,-0.22,0.57,75.73,2.5243,2.52,2500,9.07,0.3023,200,0.9804,30,0,2.2.0,93
93,203501,Tim Hardaway Jr.,1610612743,ability,0.3617,8754,eligible,0.9861,0.3617,1.0285,1.32,1.32,-0.95,1.68,0.8,0.36,0.96,1.23,-0.15,0.51,86.33,2.8777,2.88,2500,9.04,0.3014,200,0.9777,30,0,2.2.0,92
94,1631096,Chet Holmgren,1610612760,ability,0.3614,8379,eligible,1.36,0.3614,1.0799,1.38,1.38,-1.02,1.74,0.8,0.36,1.33,3.57,0.01,0.54,113.96,3.7987,3.8,2500,9.04,0.3012,200,0.9767,30,0,2.2.0,91
95,1629001,De'Anthony Melton,1610612744,ability,0.3455,4761,eligible,0.0793,0.3455,2.5671,3.29,3.29,-2.94,3.63,0.8,0.35,0.08,5.54,0.02,1.28,3.77,0.1257,0.13,2500,8.64,0.2879,200,0.9597,30,0,2.2.0,95
96,1630217,Desmond Bane,1610612753,ability,0.3439,11232,eligible,1.1471,0.3439,1.2683,1.62,1.62,-1.28,1.97,0.8,0.34,1.13,1.46,-0.17,0.63,128.84,4.2947,4.29,2500,8.6,0.2866,200,0.9825,30,0,2.2.0,96
97,1631102,TyTy Washington Jr.,1610612746,ability,0.3426,347,eligible,-1.1042,0.3426,1.4166,1.81,1.81,-1.47,2.16,0.8,0.34,-0.7,-1.03,-0.44,0.63,-3.83,-0.1277,-0.13,2500,8.56,0.2855,200,0.6344,30,0,2.2.0,99
98,1641810,Antonio Reeves,1610612766,ability,0.3413,254,eligible,3.6253,0.3413,2.0603,2.64,2.64,-2.3,2.98,0.8,0.34,2.03,1.52,-0.18,0.96,9.21,0.307,0.31,2500,8.53,0.2844,200,0.5595,30,0,2.2.0,98
99,1628436,Luke Kornet,1610612759,ability,0.3385,5861,eligible,0.7708,0.3385,1.4755,1.89,1.89,-1.55,2.23,0.8,0.34,0.75,-1.32,0.03,0.73,45.18,1.506,1.51,2500,8.46,0.2821,200,0.967,30,0,2.2.0,97
100,1630541,Moses Moody,1610612744,ability,0.3298,6468,eligible,1.3733,0.3298,0.9099,1.16,1.16,-0.83,1.49,0.8,0.33,1.33,0.73,0.13,0.45,88.82,2.9607,2.96,2500,8.24,0.2748,200,0.97,30,0,2.2.0,100
